id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_nutmeg,pass_cross,pass_switch,interception_outcome_id,interception_outcome_name,out,pass_aerial_won,miscontrol_aerial_won,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_cut_back,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,shot_first_time,pass_no_touch,goalkeeper_end_location,ball_recovery_recovery_failure,clearance_left_foot,pass_technique_id,pass_technique_name,pass_outswinging,dribble_overrun,pass_goal_assist,pass_straight,shot_aerial_won,pass_inswinging,pass_through_ball,block_offensive,pass_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
618823ad-7065-41a8-ac17-75d889ce06ef,11,1,00:00:09.544,0,9,3,0.0,2,Ball Recovery,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['f2cf4d95-9251-4eca-91d4-d3379277e5c8'],,"[10.2, 36.4]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.544
49881bd7-e9a8-4909-9e4c-cfef520456c9,12,1,00:00:09.544,0,9,3,2.643526,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['2b6593a3-22e9-48a9-a07f-3088b71e988b', '618823ad-7065-41a8-ac17-75d889ce06ef']",,"[10.2, 36.4]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,"[13.2, 39.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.544
2b6593a3-22e9-48a9-a07f-3088b71e988b,13,1,00:00:12.187,0,12,3,1.841286,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['a6ef195f-b8b7-42f1-b502-2f9a5dfe37bf'],,"[13.2, 39.5]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,8818.0,Jorge Meré Pérez,21.455536,-1.1634566,1.0,Ground Pass,"[21.7, 19.8]",,,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.187
a6ef195f-b8b7-42f1-b502-2f9a5dfe37bf,14,1,00:00:14.029,0,14,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['2b6593a3-22e9-48a9-a07f-3088b71e988b'],,"[21.7, 19.8]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.029
291c79a2-9a18-4dd5-aae7-065ba3aae8de,15,1,00:00:14.029,0,14,3,0.98804,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['9cccb4d0-fd12-4dc1-a0bb-4a0ef5159de9', 'a6ef195f-b8b7-42f1-b502-2f9a5dfe37bf']",,"[21.7, 19.8]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,"[22.0, 20.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.029
9cccb4d0-fd12-4dc1-a0bb-4a0ef5159de9,16,1,00:00:15.017,0,15,3,2.197407,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['9d6f4c84-c92e-4d7b-9484-62b844165ccb'],,"[22.0, 20.1]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,6561.0,Luis Hernández Rodríguez,31.91567,1.602134,1.0,Ground Pass,"[21.0, 52.0]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.017
9d6f4c84-c92e-4d7b-9484-62b844165ccb,17,1,00:00:17.214,0,17,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['9cccb4d0-fd12-4dc1-a0bb-4a0ef5159de9'],,"[21.0, 52.0]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.214
74678fa4-29bf-4471-8350-84091928118c,18,1,00:00:17.214,0,17,3,4.342489,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['832de2e3-9335-4738-a0cf-bcce79412b84', '9d6f4c84-c92e-4d7b-9484-62b844165ccb']",,"[21.0, 52.0]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,"[34.7, 53.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.214
832de2e3-9335-4738-a0cf-bcce79412b84,19,1,00:00:21.556,0,21,3,3.593941,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['73ccc807-5221-4358-9128-8390c91bfd05'],,"[34.7, 53.9]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,27526.0,Rachid Aït-Atmane,29.66648,-1.3429868,1.0,Ground Pass,"[41.4, 25.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.556
73ccc807-5221-4358-9128-8390c91bfd05,20,1,00:00:25.150,0,25,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['832de2e3-9335-4738-a0cf-bcce79412b84'],,"[41.4, 25.0]",27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15
e4a0a290-4133-458e-af31-571ca67c4427,21,1,00:00:25.150,0,25,3,2.939059,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['4adc22b6-33c9-483e-b857-8e546e6b3775', '73ccc807-5221-4358-9128-8390c91bfd05', 'f01b83a7-6829-4eb3-ac28-066205771739']",,"[41.4, 25.0]",27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,,,,,,,,,,,,"[57.4, 4.5]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15
f01b83a7-6829-4eb3-ac28-066205771739,22,1,00:00:27.452,0,27,3,0.637405,17,Pressure,1041,Sporting Gijón,1,Regular Play,214,Espanyol,,,"['4adc22b6-33c9-483e-b857-8e546e6b3775', 'e4a0a290-4133-458e-af31-571ca67c4427']",,"[61.5, 75.6]",6758.0,Víctor Sánchez Mata,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.452
4adc22b6-33c9-483e-b857-8e546e6b3775,23,1,00:00:28.089,0,28,3,0.0,14,Dribble,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['e9302165-cc33-4e5a-b369-d5c5d5ab759c', 'f01b83a7-6829-4eb3-ac28-066205771739']",,"[57.4, 4.5]",27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.089
e9302165-cc33-4e5a-b369-d5c5d5ab759c,24,1,00:00:28.089,0,28,3,0.0,4,Duel,1041,Sporting Gijón,1,Regular Play,214,Espanyol,,,['4adc22b6-33c9-483e-b857-8e546e6b3775'],,"[62.7, 75.6]",6758.0,Víctor Sánchez Mata,13.0,Right Center Midfield,,,,,,,,,,,,,,,True,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.089
310d1273-4e2a-490b-b216-fde3a8e57c98,25,1,00:00:36.813,0,36,4,0.896268,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['9f72498b-ed70-4b8c-8219-caecfc4e9a36'],,"[63.4, 0.1]",24263.0,Ismael López Blanco,6.0,Left Back,6880.0,Arnaldo Antonio Sanabria Ayala,10.696261,0.8449304,3.0,High Pass,"[70.5, 8.1]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.813
adc16bd3-8d65-48e8-9144-afdbfdb4340e,26,1,00:00:37.274,0,37,4,1.211572,17,Pressure,1041,Sporting Gijón,4,From Throw In,214,Espanyol,,,"['2fab3afe-49de-4a1e-9718-bb42aa0c3d5c', '9f72498b-ed70-4b8c-8219-caecfc4e9a36', 'aac4a983-0e50-4098-8318-54417f159106']",,"[49.6, 72.0]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.274
9f72498b-ed70-4b8c-8219-caecfc4e9a36,27,1,00:00:37.709,0,37,4,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['310d1273-4e2a-490b-b216-fde3a8e57c98', 'adc16bd3-8d65-48e8-9144-afdbfdb4340e']",,"[70.5, 8.1]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.709
2fab3afe-49de-4a1e-9718-bb42aa0c3d5c,28,1,00:00:37.709,0,37,4,0.776688,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['9f72498b-ed70-4b8c-8219-caecfc4e9a36', 'aac4a983-0e50-4098-8318-54417f159106', 'adc16bd3-8d65-48e8-9144-afdbfdb4340e']",,"[70.5, 8.1]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,"[70.5, 8.1]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.709
aac4a983-0e50-4098-8318-54417f159106,29,1,00:00:38.486,0,38,4,0.0,3,Dispossessed,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['24e19beb-f2d4-49e7-815a-12dfc4cbf1b2', 'adc16bd3-8d65-48e8-9144-afdbfdb4340e']",,"[70.5, 8.1]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.486
24e19beb-f2d4-49e7-815a-12dfc4cbf1b2,30,1,00:00:38.486,0,38,4,0.0,4,Duel,1041,Sporting Gijón,4,From Throw In,214,Espanyol,,,['aac4a983-0e50-4098-8318-54417f159106'],,"[49.6, 72.0]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,True,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.486
9262b4f1-44bd-43e5-94ed-0b49c5004bbb,31,1,00:00:39.224,0,39,4,0.518339,17,Pressure,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['e70fc213-7296-444e-8140-5b5ca68218ce'],,"[69.7, 9.9]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.224
e70fc213-7296-444e-8140-5b5ca68218ce,32,1,00:00:39.697,0,39,4,1.536125,30,Pass,1041,Sporting Gijón,4,From Throw In,214,Espanyol,,,"['13fef491-1956-4b94-a6f3-842ba343902d', '9262b4f1-44bd-43e5-94ed-0b49c5004bbb']",,"[51.3, 68.3]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,8.800569,-2.2029343,1.0,Ground Pass,"[46.1, 61.2]",66.0,Recovery,40.0,Right Foot,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.697
13fef491-1956-4b94-a6f3-842ba343902d,33,1,00:00:41.233,0,41,4,0.0,2,Ball Recovery,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['e70fc213-7296-444e-8140-5b5ca68218ce'],,"[74.0, 18.9]",24173.0,Carlos Castro García,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.233
f91800f9-8395-43c4-acbf-0cb75367ff95,34,1,00:00:41.233,0,41,4,1.365585,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['13fef491-1956-4b94-a6f3-842ba343902d', '151e419d-dc1f-4d20-8b06-cec9dfece38b', '1c4f5a4b-2e57-4bf5-aaf0-ade49c98c0d9']",,"[74.0, 18.9]",24173.0,Carlos Castro García,22.0,Right Center Forward,,,,,,,,,,,,"[81.3, 23.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.233
1c4f5a4b-2e57-4bf5-aaf0-ade49c98c0d9,35,1,00:00:41.257,0,41,4,1.341723,17,Pressure,1041,Sporting Gijón,4,From Throw In,214,Espanyol,,,"['151e419d-dc1f-4d20-8b06-cec9dfece38b', 'f91800f9-8395-43c4-acbf-0cb75367ff95']",,"[46.1, 61.2]",6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.257
151e419d-dc1f-4d20-8b06-cec9dfece38b,36,1,00:00:42.598,0,42,4,0.0,3,Dispossessed,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['1c4f5a4b-2e57-4bf5-aaf0-ade49c98c0d9', '5e0fda23-05f2-4454-a9e9-562c10a7589c']",,"[81.3, 23.9]",24173.0,Carlos Castro García,22.0,Right Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.598
5e0fda23-05f2-4454-a9e9-562c10a7589c,37,1,00:00:42.598,0,42,4,0.0,4,Duel,1041,Sporting Gijón,4,From Throw In,214,Espanyol,,,['151e419d-dc1f-4d20-8b06-cec9dfece38b'],,"[38.8, 56.2]",6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,True,,,11.0,Tackle,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.598
