id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,dribble_overrun,dribble_nutmeg,clearance_aerial_won,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,out,off_camera,pass_cross,foul_won_defensive,foul_committed_advantage,foul_won_advantage,pass_switch,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_through_ball,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,clearance_other,pass_miscommunication,pass_goal_assist,pass_cut_back,ball_recovery_offensive,pass_deflected,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_save_block,pass_inswinging,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,shot_one_on_one,timestamp_seconds
97b2501b-95af-40f0-9476-5149ddadf6da,648,1,00:20:52.051,20,52,49,0.863559,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,['de92c32d-e900-4858-b173-b65bbddc56f6'],"[75.8, 5.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,24132.0,Francisco Miguel Varela Martín,5.249762,-0.70449406,2.0,Low Pass,"[79.8, 2.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.051
de92c32d-e900-4858-b173-b65bbddc56f6,649,1,00:20:52.915,20,52,49,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['97b2501b-95af-40f0-9476-5149ddadf6da'],"[79.8, 2.3]",24132.0,Francisco Miguel Varela Martín,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.915
943c740b-c8db-49fb-9b65-ddad78a89a3d,650,1,00:20:52.915,20,52,49,0.07577,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['ca5f028c-a01b-46e3-8db4-95af32fbbd9e', 'de92c32d-e900-4858-b173-b65bbddc56f6']","[79.8, 2.3]",24132.0,Francisco Miguel Varela Martín,6.0,Left Back,,,,,,,,,,,,"[79.8, 2.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.915
ca5f028c-a01b-46e3-8db4-95af32fbbd9e,651,1,00:20:52.990,20,52,49,0.419148,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['55c4a679-2bdd-4029-bbfb-e9cfec79dbad', '9a7e666c-8ab7-4ba2-aefe-f30d21f877b3']","[79.8, 2.3]",24132.0,Francisco Miguel Varela Martín,6.0,Left Back,5671.0,Alfred John Momar N''Diaye,2.1540658,0.38050637,2.0,Low Pass,"[81.8, 3.1]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.99
55c4a679-2bdd-4029-bbfb-e9cfec79dbad,652,1,00:20:53.410,20,53,49,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['ca5f028c-a01b-46e3-8db4-95af32fbbd9e'],"[84.3, 5.3]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.41
9a7e666c-8ab7-4ba2-aefe-f30d21f877b3,653,1,00:20:53.410,20,53,49,0.0,6,Block,218,Real Betis,4,From Throw In,209,Celta Vigo,,,['ca5f028c-a01b-46e3-8db4-95af32fbbd9e'],"[38.3, 77.0]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.41
72c76d70-5e9a-4f2b-8262-0ff79657d8fa,654,1,00:20:53.490,20,53,49,0.0,22,Foul Committed,218,Real Betis,4,From Throw In,209,Celta Vigo,,,,"[43.0, 76.3]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,24.0,Handball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.49
1c1f297c-1d7c-4acf-85b1-702ad985dff1,655,1,00:21:40.871,21,40,50,2.30052,30,Pass,218,Real Betis,3,From Free Kick,218,Real Betis,,,['c9233152-1953-4993-943a-a8216d775b7f'],"[83.7, 7.0]",6651.0,Joaquín Sánchez Rodríguez,17.0,Right Wing,,,44.072895,0.84961843,3.0,High Pass,"[112.8, 40.1]",40.0,Right Foot,62.0,Free Kick,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.871
c9233152-1953-4993-943a-a8216d775b7f,656,1,00:21:43.171,21,43,50,0.0,9,Clearance,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['1c1f297c-1d7c-4acf-85b1-702ad985dff1'],"[7.3, 40.0]",6797.0,Daniel Wass,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,True,,37.0,Head,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.171
72840122-445a-467d-8e06-8ad5ac8e33b7,657,1,00:21:44.355,21,44,50,0.0,2,Ball Recovery,218,Real Betis,3,From Free Kick,218,Real Betis,,,,"[107.9, 28.4]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.355
8db95ac5-ac53-48ef-b90a-1d19f095cd52,658,1,00:21:44.355,21,44,50,0.8293,43,Carry,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['72840122-445a-467d-8e06-8ad5ac8e33b7', 'bfce168e-942f-48b6-9cf4-f505ff2c9e6e']","[107.9, 28.4]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,"[110.1, 26.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.355
bfce168e-942f-48b6-9cf4-f505ff2c9e6e,659,1,00:21:45.184,21,45,50,0.194618,16,Shot,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['033f2a4d-21c1-4ec9-b54f-72c3504ffa33', '2716408d-1222-4fc2-8739-b50bb223149a']","[110.1, 26.9]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050913323,"[111.7, 29.7]",91.0,Half Volley,40.0,Right Foot,87.0,Open Play,96.0,Blocked,"[{'location': [119.2, 37.2], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 46.4], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.5, 37.2], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 30.1], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.2, 41.7], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 36.7], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 41.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 44.4], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.2, 39.4], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.6, 45.8], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 41.3], 'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.7, 41.2], 'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.8, 42.9], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.7, 35.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.184
033f2a4d-21c1-4ec9-b54f-72c3504ffa33,660,1,00:21:45.379,21,45,50,0.0,6,Block,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['bfce168e-942f-48b6-9cf4-f505ff2c9e6e'],"[8.4, 50.4]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.379
2716408d-1222-4fc2-8739-b50bb223149a,661,1,00:21:45.419,21,45,50,0.0,23,Goal Keeper,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['bfce168e-942f-48b6-9cf4-f505ff2c9e6e'],"[0.9, 42.9]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,"[0.9, 42.9]",44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.419
1d9e1274-1208-438d-ac6c-cda183ab55ca,662,1,00:21:46.790,21,46,50,0.0,2,Ball Recovery,218,Real Betis,3,From Free Kick,218,Real Betis,,,,"[97.2, 28.2]",26723.0,Álvaro Cejudo Carmona,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.79
2933bbef-b853-4931-af4b-daae72dd2310,663,1,00:21:47.023,21,47,50,0.941003,16,Shot,218,Real Betis,3,From Free Kick,218,Real Betis,,,['312f63f4-8ce3-4119-bf00-245365920c45'],"[97.1, 33.7]",26723.0,Álvaro Cejudo Carmona,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032783058,"[118.6, 40.8, 0.2]",91.0,Half Volley,38.0,Left Foot,87.0,Open Play,100.0,Saved,"[{'location': [118.9, 38.7], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.1, 34.8], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.6, 39.1], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.7, 26.0], 'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.8, 46.2], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.2, 38.0], 'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.5, 40.1], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.7, 46.4], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 29.9], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.5, 43.5], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 38.9], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 25.4], 'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.5, 34.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 39.4], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 31.9], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 36.3], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1307.023
312f63f4-8ce3-4119-bf00-245365920c45,664,1,00:21:47.964,21,47,50,0.0,23,Goal Keeper,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['2933bbef-b853-4931-af4b-daae72dd2310'],"[1.2, 41.4]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,Touched Out,33.0,Shot Saved,,,,,,,,,,,,,,,,,,,44.0,Set,,45.0,Diving,35.0,Both Hands,,,,,,,,,,,,,,,,,,,,,,1307.964
10cf8221-5589-4915-a603-ec1c2f8dcc92,665,1,00:22:15.190,22,15,51,1.711559,30,Pass,218,Real Betis,2,From Corner,218,Real Betis,,,['3169041a-94f7-48cb-9736-e5886b725b4e'],"[120.0, 80.0]",6651.0,Joaquín Sánchez Rodríguez,17.0,Right Wing,6872.0,Bruno González Cabrera,37.952602,-1.909212,3.0,High Pass,"[107.4, 44.2]",40.0,Right Foot,61.0,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,105.0,Outswinging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38a0799d-9849-46b9-a9a4-b3870e67db5e,True,,,,,,,,,,,,,,,,,,,,1335.19
3169041a-94f7-48cb-9736-e5886b725b4e,666,1,00:22:16.810,22,16,51,,42,Ball Receipt*,218,Real Betis,2,From Corner,218,Real Betis,,,['10cf8221-5589-4915-a603-ec1c2f8dcc92'],"[107.4, 44.2]",6872.0,Bruno González Cabrera,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.81
f67cbc79-f20a-4698-a6ff-cb292fb5353e,667,1,00:22:16.810,22,16,51,0.0,4,Duel,218,Real Betis,2,From Corner,209,Celta Vigo,,,['38a0799d-9849-46b9-a9a4-b3870e67db5e'],"[11.0, 36.7]",19668.0,Augusto Matías Fernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.81
38a0799d-9849-46b9-a9a4-b3870e67db5e,668,1,00:22:16.810,22,16,51,0.112529,16,Shot,218,Real Betis,2,From Corner,218,Real Betis,,,"['3053bc83-3303-4e26-9b7e-f011c5143ca7', 'b181e6ad-bc53-4df6-9f96-08d8cd592dde', 'f67cbc79-f20a-4698-a6ff-cb292fb5353e']","[109.1, 43.4]",6872.0,Bruno González Cabrera,3.0,Right Center Back,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04276551,"[110.7, 42.7]",93.0,Normal,37.0,Head,87.0,Open Play,96.0,Blocked,"[{'location': [111.1, 42.5], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 46.6], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 40.9], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 46.7], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.6, 34.1], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.4, 42.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 37.2], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 47.9], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.2, 38.0], 'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 45.9], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 42.7], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 37.8], 'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.1, 32.3], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.4, 32.7], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 34.0], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,,,,,,,,10cf8221-5589-4915-a603-ec1c2f8dcc92,True,,,,,,,,,,,,,,,,,,1336.81
3053bc83-3303-4e26-9b7e-f011c5143ca7,669,1,00:22:16.923,22,16,51,0.0,6,Block,218,Real Betis,2,From Corner,209,Celta Vigo,,,['38a0799d-9849-46b9-a9a4-b3870e67db5e'],"[9.4, 37.4]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.923
b181e6ad-bc53-4df6-9f96-08d8cd592dde,670,1,00:22:16.976,22,16,51,0.0,23,Goal Keeper,218,Real Betis,2,From Corner,209,Celta Vigo,,,['38a0799d-9849-46b9-a9a4-b3870e67db5e'],"[1.3, 39.2]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,"[1.3, 39.2]",44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.976
d6ad33b5-fd41-4c2c-9bd0-0f839ba78f5c,671,1,00:22:18.503,22,18,51,0.0,2,Ball Recovery,218,Real Betis,2,From Corner,218,Real Betis,,,,"[106.8, 45.1]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.503
f3931f07-99cb-4444-856b-200323afe278,672,1,00:22:18.564,22,18,51,0.029135,16,Shot,218,Real Betis,2,From Corner,218,Real Betis,,,"['69546618-45b9-4ee9-b6f8-fc54b4e87a5c', 'c9612458-a35c-4b95-ba25-a46e1bdc6eb1']","[105.7, 42.3]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07270996,"[106.6, 42.2]",95.0,Volley,40.0,Right Foot,87.0,Open Play,96.0,Blocked,"[{'location': [110.3, 45.4], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 53.0], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 44.7], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.9, 51.2], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.6, 37.0], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.7, 36.3], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 42.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 39.8], 'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.4, 39.2], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 50.7], 'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.8, 36.8], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.2, 40.9], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 44.5], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 37.1], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 48.4], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 46.1], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1338.564
c9612458-a35c-4b95-ba25-a46e1bdc6eb1,673,1,00:22:18.594,22,18,51,0.0,6,Block,218,Real Betis,2,From Corner,209,Celta Vigo,,,['f3931f07-99cb-4444-856b-200323afe278'],"[13.5, 37.9]",19668.0,Augusto Matías Fernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.594
69546618-45b9-4ee9-b6f8-fc54b4e87a5c,674,1,00:22:18.634,22,18,51,0.0,23,Goal Keeper,218,Real Betis,2,From Corner,209,Celta Vigo,,,['f3931f07-99cb-4444-856b-200323afe278'],"[1.9, 39.2]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,"[1.9, 39.2]",44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.634
8c125cd7-84a7-4608-8345-3e311e510007,675,1,00:22:19.399,22,19,51,0.0,9,Clearance,218,Real Betis,2,From Corner,209,Celta Vigo,,,,"[10.5, 39.3]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,,,,True,,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,1339.399
