id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,dribble_overrun,dribble_nutmeg,clearance_aerial_won,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,out,off_camera,pass_cross,foul_won_defensive,foul_committed_advantage,foul_won_advantage,pass_switch,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_through_ball,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,clearance_other,pass_miscommunication,pass_goal_assist,pass_cut_back,ball_recovery_offensive,pass_deflected,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_save_block,pass_inswinging,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,shot_one_on_one,timestamp_seconds
f9e8fba3-9793-4dcc-904a-7adb01e8863c,11,1,00:00:05.516,0,5,2,3.00416,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['d43221d9-df8f-4900-9c3b-962fa8120c72'],"[36.9, 39.5]",27349.0,Heiko Westermann,5.0,Left Center Back,5671.0,Alfred John Momar N''Diaye,56.17553,0.5217957,3.0,High Pass,"[85.6, 67.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.516
d43221d9-df8f-4900-9c3b-962fa8120c72,12,1,00:00:08.520,0,8,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['f9e8fba3-9793-4dcc-904a-7adb01e8863c'],"[85.6, 67.5]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52
628a7b23-7870-4393-9ed0-7a02fb11cad8,13,1,00:00:08.609,0,8,2,2.308199,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['1167a1da-34c7-444a-b519-6f8e904cf5dd'],"[85.6, 67.5]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,16.807438,0.19156133,2.0,Low Pass,"[102.1, 70.7]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.609
1167a1da-34c7-444a-b519-6f8e904cf5dd,14,1,00:00:10.917,0,10,2,0.0,9,Clearance,218,Real Betis,9,From Kick Off,209,Celta Vigo,,,['628a7b23-7870-4393-9ed0-7a02fb11cad8'],"[18.0, 9.4]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,True,True,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.917
f515f7cc-fe28-4b11-9bce-7ddd4b187b9a,15,1,00:00:14.534,0,14,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,209,Celta Vigo,,,['a7f9f2ef-38f7-4339-9ea5-8aac4d0fcb6d'],"[71.7, 29.3]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.534
a7f9f2ef-38f7-4339-9ea5-8aac4d0fcb6d,16,1,00:00:14.534,0,14,2,2.03477,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['b5140448-4d85-4411-b637-446b76ffe40b', 'f515f7cc-fe28-4b11-9bce-7ddd4b187b9a']","[48.4, 50.8]",27349.0,Heiko Westermann,5.0,Left Center Back,6697.0,Daniel Ceballos Fernández,12.162236,0.7853982,2.0,Low Pass,"[57.0, 59.4]",,,66.0,Recovery,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.534
b5140448-4d85-4411-b637-446b76ffe40b,17,1,00:00:16.569,0,16,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['a7f9f2ef-38f7-4339-9ea5-8aac4d0fcb6d'],"[57.0, 59.4]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.569
bd186809-2377-4f9e-9c65-467417ccaa5c,18,1,00:00:16.569,0,16,2,1.902563,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['665932d1-892b-406f-99dc-91fb5b21fbf1', 'b5140448-4d85-4411-b637-446b76ffe40b', 'c111245e-23d7-4aaa-9a1a-6f10a7de463e']","[57.0, 59.4]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,"[62.9, 63.0]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.569
c111245e-23d7-4aaa-9a1a-6f10a7de463e,19,1,00:00:16.916,0,16,2,1.116896,17,Pressure,218,Real Betis,9,From Kick Off,209,Celta Vigo,,,['bd186809-2377-4f9e-9c65-467417ccaa5c'],"[61.9, 19.8]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.916
658e792b-5cdd-4f32-b571-51b742cfb71b,20,1,00:00:18.471,0,18,2,0.0,22,Foul Committed,218,Real Betis,9,From Kick Off,209,Celta Vigo,,,['665932d1-892b-406f-99dc-91fb5b21fbf1'],"[57.2, 17.1]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.471
665932d1-892b-406f-99dc-91fb5b21fbf1,21,1,00:00:18.471,0,18,2,0.0,21,Foul Won,218,Real Betis,9,From Kick Off,218,Real Betis,,,['658e792b-5cdd-4f32-b571-51b742cfb71b'],"[62.9, 63.0]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.471
5d82290c-c823-4f27-aa00-873bf377ae43,22,1,00:00:41.644,0,41,3,1.241133,30,Pass,218,Real Betis,3,From Free Kick,218,Real Betis,,,['1c8f4670-ee8b-4847-933d-d26abaed30b9'],"[66.6, 65.6]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,6697.0,Daniel Ceballos Fernández,8.17435,1.7057731,1.0,Ground Pass,"[65.5, 73.7]",38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.644
1c8f4670-ee8b-4847-933d-d26abaed30b9,23,1,00:00:42.885,0,42,3,,42,Ball Receipt*,218,Real Betis,3,From Free Kick,218,Real Betis,,,['5d82290c-c823-4f27-aa00-873bf377ae43'],"[65.5, 73.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.885
37f2b30c-685b-476b-89d9-1d6b86b1cfec,24,1,00:00:42.885,0,42,3,1.213837,43,Carry,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['1c8f4670-ee8b-4847-933d-d26abaed30b9', '55f0b156-ddbb-4d4d-b245-3a2a446c1f22', '5bc648e4-6fa5-42b5-a379-6b815a66fb8b']","[65.5, 73.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,"[73.4, 73.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.885
5bc648e4-6fa5-42b5-a379-6b815a66fb8b,25,1,00:00:43.822,0,43,3,0.477572,17,Pressure,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,"['37f2b30c-685b-476b-89d9-1d6b86b1cfec', '55f0b156-ddbb-4d4d-b245-3a2a446c1f22']","[46.7, 9.8]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.822
55f0b156-ddbb-4d4d-b245-3a2a446c1f22,26,1,00:00:44.099,0,44,3,1.060361,30,Pass,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['2b668600-593d-41d8-8cfc-a241a07ea4d2', '5bc648e4-6fa5-42b5-a379-6b815a66fb8b']","[73.4, 73.9]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,6832.0,Rubén Castro Martín,19.059118,-0.8485113,1.0,Ground Pass,"[86.0, 59.6]",40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.099
2b668600-593d-41d8-8cfc-a241a07ea4d2,27,1,00:00:45.159,0,45,3,,42,Ball Receipt*,218,Real Betis,3,From Free Kick,218,Real Betis,,,['55f0b156-ddbb-4d4d-b245-3a2a446c1f22'],"[86.0, 59.6]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.159
7d8105d7-07f9-4144-8f95-d036cb937144,28,1,00:00:45.159,0,45,3,0.016231,43,Carry,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['2b668600-593d-41d8-8cfc-a241a07ea4d2', 'b4c84f54-88b8-40d4-b44a-9574b56af066']","[86.0, 59.6]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,"[86.0, 59.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.159
b4c84f54-88b8-40d4-b44a-9574b56af066,29,1,00:00:45.176,0,45,3,2.911736,30,Pass,218,Real Betis,3,From Free Kick,218,Real Betis,,,['b43eef81-cb58-44d9-93ee-3576fb8d0bad'],"[86.0, 59.6]",6832.0,Rubén Castro Martín,23.0,Center Forward,11634.0,Cristiano Piccini,22.772133,0.57582295,3.0,High Pass,"[105.1, 72.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.176
b43eef81-cb58-44d9-93ee-3576fb8d0bad,30,1,00:00:48.087,0,48,3,,42,Ball Receipt*,218,Real Betis,3,From Free Kick,218,Real Betis,,,['b4c84f54-88b8-40d4-b44a-9574b56af066'],"[105.1, 72.0]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.087
daaf53ab-83cf-4392-aa7a-1affaa4defe6,31,1,00:00:48.087,0,48,3,4.122309,43,Carry,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['4eca67c3-7f87-4d48-b121-bcea1386fc16', 'b43eef81-cb58-44d9-93ee-3576fb8d0bad', 'ef8f904e-c62f-4428-a840-3ed3905e1e77']","[105.1, 72.0]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,"[112.1, 73.5]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.087
ef8f904e-c62f-4428-a840-3ed3905e1e77,32,1,00:00:51.561,0,51,3,0.608445,17,Pressure,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['daaf53ab-83cf-4392-aa7a-1affaa4defe6'],"[8.4, 8.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.561
4eca67c3-7f87-4d48-b121-bcea1386fc16,33,1,00:00:52.210,0,52,3,0.0,14,Dribble,218,Real Betis,3,From Free Kick,218,Real Betis,,,['c890105f-c83e-43ff-acdf-e37d211b4d1c'],"[112.1, 73.5]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,True,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.21
c890105f-c83e-43ff-acdf-e37d211b4d1c,34,1,00:00:52.210,0,52,3,0.0,4,Duel,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['4eca67c3-7f87-4d48-b121-bcea1386fc16'],"[8.0, 6.6]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,True,,,,11.0,Tackle,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.21
f87b7472-150d-47f7-a00e-cb1df0a1430c,35,1,00:00:52.210,0,52,3,1.70227,43,Carry,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,"['aa9adbbd-64d9-4033-8e31-36280020486d', 'c890105f-c83e-43ff-acdf-e37d211b4d1c', 'd4a2bfd5-7491-4c1e-8577-b31f6c44bdfb']","[8.0, 6.6]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,"[6.7, 4.2]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.21
aa9adbbd-64d9-4033-8e31-36280020486d,36,1,00:00:52.758,0,52,3,0.859092,17,Pressure,218,Real Betis,3,From Free Kick,218,Real Betis,,,['f87b7472-150d-47f7-a00e-cb1df0a1430c'],"[111.3, 75.0]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.758
d4a2bfd5-7491-4c1e-8577-b31f6c44bdfb,37,1,00:00:53.912,0,53,3,0.0,3,Dispossessed,218,Real Betis,3,From Free Kick,209,Celta Vigo,,,['a69797af-b9f0-431f-839d-30f077e7fe95'],"[6.7, 4.2]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.912
a69797af-b9f0-431f-839d-30f077e7fe95,38,1,00:00:53.912,0,53,3,0.0,4,Duel,218,Real Betis,3,From Free Kick,218,Real Betis,,,['d4a2bfd5-7491-4c1e-8577-b31f6c44bdfb'],"[113.4, 75.9]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,True,,,,11.0,Tackle,,,,17.0,Success Out,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.912
