id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,out,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_switch,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_through_ball,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_cut_back,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,clearance_head,dribble_overrun,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,pass_cross,foul_won_defensive,clearance_left_foot,block_deflection,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,pass_outswinging,shot_first_time,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist,shot_one_on_one,timestamp_seconds
6ba0a5f3-906f-4659-81f7-be9a1be0ba9d,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,433.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
b4228937-70a6-420a-a880-26134cda8b0f,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,221,Levante UD,4141.0,"[{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
fea60a62-3a7f-4da2-b6d2-cbcef3e8b4f6,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['77273168-9453-4135-af67-9f06a141401d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
77273168-9453-4135-af67-9f06a141401d,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,221,Levante UD,,,['fea60a62-3a7f-4da2-b6d2-cbcef3e8b4f6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
da694605-515e-4799-8953-a5eb529544fc,5,1,00:00:00.717,0,0,2,0.113598,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['21ef17ed-47ce-4bda-890b-efc37235946e'],"[61.0, 40.1]",27250.0,Nabil Ghilas,23.0,Center Forward,27123.0,Jordi Xumetra Feliu,4.119466,1.6680496,1.0,Ground Pass,"[60.6, 44.2]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.717
21ef17ed-47ce-4bda-890b-efc37235946e,6,1,00:00:00.831,0,0,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['da694605-515e-4799-8953-a5eb529544fc'],"[60.6, 44.2]",27123.0,Jordi Xumetra Feliu,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831
ea5bc3f0-3b3d-4659-a0bb-8b074e6438b1,7,1,00:00:00.831,0,0,2,0.08,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['21ef17ed-47ce-4bda-890b-efc37235946e', '7047d70a-6cfa-4af0-a836-d12427eda26c']","[60.6, 44.2]",27123.0,Jordi Xumetra Feliu,12.0,Right Midfield,,,,,,,,,,,,"[60.2, 44.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831
7047d70a-6cfa-4af0-a836-d12427eda26c,8,1,00:00:00.911,0,0,2,1.22711,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['eb0972c0-6d51-47b1-822c-2dbc71399eb4'],"[60.2, 44.6]",27123.0,Jordi Xumetra Feliu,12.0,Right Midfield,23970.0,José María Martín-Bejarano Serrano,18.643229,-2.613132,1.0,Ground Pass,"[44.1, 35.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911
eb0972c0-6d51-47b1-822c-2dbc71399eb4,9,1,00:00:02.138,0,2,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['7047d70a-6cfa-4af0-a836-d12427eda26c'],"[44.1, 35.2]",23970.0,José María Martín-Bejarano Serrano,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.138
016a1533-7ec9-4bb5-a557-a6f61076b161,10,1,00:00:02.138,0,2,2,1.02809,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['516fea62-9c34-46c0-9990-6308ef900f59', 'eb0972c0-6d51-47b1-822c-2dbc71399eb4']","[44.1, 35.2]",23970.0,José María Martín-Bejarano Serrano,10.0,Center Defensive Midfield,,,,,,,,,,,,"[44.1, 35.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.138
