id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,counterpress,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,off_camera,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,pass_cross,pass_switch,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,miscontrol_aerial_won,clearance_head,clearance_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,shot_one_on_one,shot_saved_off_target,goalkeeper_shot_saved_off_target,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cut_back,foul_committed_penalty,foul_won_penalty,timestamp_seconds
a9cc2a4f-1c24-4d64-bab5-e80541cbe291,11,1,00:00:03.769,0,3,2,1.703013,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['f7bb2388-03ff-4914-82f9-be17161f8459'],"[46.5, 37.0]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,6777.0,Sidnei Rechel da Silva Júnior,18.950989,-2.363657,1.0,Ground Pass,"[33.0, 23.7]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.769
f7bb2388-03ff-4914-82f9-be17161f8459,12,1,00:00:05.472,0,5,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['a9cc2a4f-1c24-4d64-bab5-e80541cbe291'],"[33.0, 23.7]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.472
3ffe6a83-3ef8-4864-8d43-aab2ec16b111,13,1,00:00:05.472,0,5,2,1.099461,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['257f04ac-fb02-45d2-b2cd-400855b59529', '39f730a6-0528-42a0-9277-e9d35f9d8b96', 'f7bb2388-03ff-4914-82f9-be17161f8459']","[33.0, 23.7]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[26.6, 27.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.472
257f04ac-fb02-45d2-b2cd-400855b59529,14,1,00:00:06.489,0,6,2,0.476789,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,222,Villarreal,,,"['39f730a6-0528-42a0-9277-e9d35f9d8b96', '3ffe6a83-3ef8-4864-8d43-aab2ec16b111']","[91.0, 53.8]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.489
39f730a6-0528-42a0-9277-e9d35f9d8b96,15,1,00:00:06.572,0,6,2,2.607716,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['257f04ac-fb02-45d2-b2cd-400855b59529', 'd24db578-7d91-4dd9-8e08-721fe1187cbe']","[26.6, 27.1]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,27305.0,Germán Darío Lux,32.212574,2.1863544,1.0,Ground Pass,"[8.0, 53.4]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.572
9a292c82-ba04-4586-91b1-349669507d3e,16,1,00:00:08.989,0,8,2,0.476026,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,222,Villarreal,,,"['6fe552d2-b96d-4864-bdff-5a3f77836927', 'd24db578-7d91-4dd9-8e08-721fe1187cbe', 'd80aa61b-b031-434c-8ca6-1a0b30b4cd46']","[111.9, 26.7]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.989
d24db578-7d91-4dd9-8e08-721fe1187cbe,17,1,00:00:09.180,0,9,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['39f730a6-0528-42a0-9277-e9d35f9d8b96', '9a292c82-ba04-4586-91b1-349669507d3e']","[8.0, 53.4]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
d80aa61b-b031-434c-8ca6-1a0b30b4cd46,18,1,00:00:09.180,0,9,2,0.119999,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['6fe552d2-b96d-4864-bdff-5a3f77836927', '9a292c82-ba04-4586-91b1-349669507d3e', 'd24db578-7d91-4dd9-8e08-721fe1187cbe']","[8.0, 53.4]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,"[8.2, 53.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
6fe552d2-b96d-4864-bdff-5a3f77836927,19,1,00:00:09.300,0,9,2,2.945532,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['17177835-a833-454d-a322-2a6b38e40363', '9a292c82-ba04-4586-91b1-349669507d3e']","[8.2, 53.4]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,69.560905,-0.23800528,3.0,High Pass,"[75.8, 37.0]",,,40.0,Right Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
17177835-a833-454d-a322-2a6b38e40363,20,1,00:00:12.245,0,12,2,1.127592,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,222,Villarreal,,,"['6fe552d2-b96d-4864-bdff-5a3f77836927', 'e9be454b-bc2a-43a4-b352-3816ecf985b1', 'f126dd3b-d96b-4e5a-8573-4a4988ca3221']","[44.3, 43.1]",7034.0,Mateo Pablo Musacchio,3.0,Right Center Back,26009.0,Roberto Soldado Rillo,19.071707,-0.30351046,2.0,Low Pass,"[62.5, 37.4]",66.0,Recovery,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.245
f126dd3b-d96b-4e5a-8573-4a4988ca3221,21,1,00:00:13.373,0,13,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,222,Villarreal,,,['17177835-a833-454d-a322-2a6b38e40363'],"[64.7, 30.9]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.373
e9be454b-bc2a-43a4-b352-3816ecf985b1,22,1,00:00:13.373,0,13,2,0.738351,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['17177835-a833-454d-a322-2a6b38e40363', '2c316aa5-1f58-4479-8f04-74beb571ab6b']","[57.6, 42.7]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,6733.0,Pedro Mosquera Parada,7.1589108,-1.7818897,1.0,Ground Pass,"[56.1, 35.7]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.373
2c316aa5-1f58-4479-8f04-74beb571ab6b,23,1,00:00:14.111,0,14,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['e9be454b-bc2a-43a4-b352-3816ecf985b1'],"[56.1, 35.7]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.111
35b17b87-f6c5-411e-b40a-cc957ff93235,24,1,00:00:14.111,0,14,2,2.861801,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['1764cc2f-65c4-489f-8b5d-64824b15827c'],"[56.1, 35.7]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,6738.0,Juan Francisco Moreno Fuertes,35.40353,2.074877,2.0,Low Pass,"[39.0, 66.7]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.111
199af779-b196-4fbd-b19a-3fdd545619e0,25,1,00:00:16.707,0,16,2,0.458611,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,222,Villarreal,,,"['1764cc2f-65c4-489f-8b5d-64824b15827c', '2d0a0935-93a5-4fe2-9e38-206da4965056', 'c68a002e-2646-4f0c-a66c-3d91207de425']","[81.1, 13.4]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.707
1764cc2f-65c4-489f-8b5d-64824b15827c,26,1,00:00:16.973,0,16,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['199af779-b196-4fbd-b19a-3fdd545619e0', '35b17b87-f6c5-411e-b40a-cc957ff93235']","[39.0, 66.7]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.973
2d0a0935-93a5-4fe2-9e38-206da4965056,27,1,00:00:16.973,0,16,2,0.039999,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['1764cc2f-65c4-489f-8b5d-64824b15827c', '199af779-b196-4fbd-b19a-3fdd545619e0', 'c68a002e-2646-4f0c-a66c-3d91207de425']","[39.0, 66.7]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,"[39.0, 66.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.973
c68a002e-2646-4f0c-a66c-3d91207de425,28,1,00:00:17.013,0,17,2,2.567039,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['199af779-b196-4fbd-b19a-3fdd545619e0', 'ab88f9b5-cd47-4813-bfce-3462e5cc9cf9']","[39.0, 66.7]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,27305.0,Germán Darío Lux,34.258575,-2.625705,1.0,Ground Pass,"[9.2, 49.8]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.013
ab88f9b5-cd47-4813-bfce-3462e5cc9cf9,29,1,00:00:19.580,0,19,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['c68a002e-2646-4f0c-a66c-3d91207de425'],"[9.2, 49.8]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58
cc184e33-3bff-4b06-b86b-f9a330af47c1,30,1,00:00:19.580,0,19,2,1.632383,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['ab88f9b5-cd47-4813-bfce-3462e5cc9cf9', 'b77fef2b-ca02-44cc-9640-950cb6e958c7']","[9.2, 49.8]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,"[9.2, 49.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58
b77fef2b-ca02-44cc-9640-950cb6e958c7,31,1,00:00:21.212,0,21,2,2.167653,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['abde05bc-c899-4686-aa13-489c39ca12a5'],"[9.2, 49.8]",27305.0,Germán Darío Lux,1.0,Goalkeeper,6777.0,Sidnei Rechel da Silva Júnior,34.719013,-1.1367792,1.0,Ground Pass,"[23.8, 18.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.212
abde05bc-c899-4686-aa13-489c39ca12a5,32,1,00:00:23.380,0,23,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['b77fef2b-ca02-44cc-9640-950cb6e958c7'],"[23.8, 18.3]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38
5afec4f2-4ded-41b6-bc30-484f2a53684f,33,1,00:00:23.380,0,23,2,2.69424,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['68acaea9-ec03-444a-a8c3-3328dbc32fe2', 'abde05bc-c899-4686-aa13-489c39ca12a5']","[23.8, 18.3]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[23.8, 18.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38
68acaea9-ec03-444a-a8c3-3328dbc32fe2,34,1,00:00:26.074,0,26,2,1.987785,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['1c8a3cef-128b-463f-9939-70189fc237ba'],"[23.8, 18.3]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,27305.0,Germán Darío Lux,25.72664,2.1232152,1.0,Ground Pass,"[10.3, 40.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.074
1c8a3cef-128b-463f-9939-70189fc237ba,35,1,00:00:28.062,0,28,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['68acaea9-ec03-444a-a8c3-3328dbc32fe2'],"[10.3, 40.2]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.062
6f27ec0c-4c8c-40d9-8121-d713a544e9ec,36,1,00:00:28.062,0,28,2,1.623962,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['1c8a3cef-128b-463f-9939-70189fc237ba', '6756ffb4-e318-4299-923f-9720ec4a0572']","[10.3, 40.2]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,"[14.4, 41.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.062
