id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,out,counterpress,pass_miscommunication,foul_committed_type_id,foul_committed_type_name,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_right_foot,off_camera,duel_outcome_id,duel_outcome_name,miscontrol_aerial_won,clearance_left_foot,pass_switch,pass_deflected,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_advantage,foul_won_advantage,foul_won_defensive,shot_one_on_one,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_aerial_won,pass_no_touch,shot_first_time,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,dribble_nutmeg,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,pass_inswinging,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,shot_open_goal,timestamp_seconds
5f70126f-9e1c-4ad3-a464-d012bb938fc2,1214,1,00:30:51.770,30,51,73,,42,Ball Receipt*,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['4e1f3257-378e-4011-be2e-c1debd7ec0c2'],"[64.0, 43.6]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.77
ddd91269-7630-463c-b062-b4f33a9114f2,1215,1,00:30:51.770,30,51,73,1.644061,43,Carry,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,"['5f70126f-9e1c-4ad3-a464-d012bb938fc2', 'aef09d16-fa44-47a7-bd08-72f0daf832c0', 'be10233f-08a3-497b-addb-51cc604ba372']","[64.0, 43.6]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,"[63.8, 40.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.77
be10233f-08a3-497b-addb-51cc604ba372,1216,1,00:30:53.028,30,53,73,0.336039,17,Pressure,212,Atlético Madrid,7,From Goal Kick,322,Eibar,,,['ddd91269-7630-463c-b062-b4f33a9114f2'],"[56.3, 38.6]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.028
aef09d16-fa44-47a7-bd08-72f0daf832c0,1217,1,00:30:53.414,30,53,73,1.720114,30,Pass,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['d23c8867-d942-4c0e-9db0-61ea767cd5e0'],"[63.8, 40.0]",5487.0,Antoine Griezmann,22.0,Right Center Forward,5633.0,Yannick Ferreira Carrasco,17.410341,-1.5363272,1.0,Ground Pass,"[64.4, 22.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.414
526cd372-79a9-477d-af0a-8714fb9cb233,1218,1,00:30:54.818,30,54,73,0.330162,17,Pressure,212,Atlético Madrid,7,From Goal Kick,322,Eibar,,,"['4d153884-28fb-479b-b877-e813efcd4aeb', 'd23c8867-d942-4c0e-9db0-61ea767cd5e0']","[57.2, 55.5]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.818
d23c8867-d942-4c0e-9db0-61ea767cd5e0,1219,1,00:30:55.134,30,55,73,,42,Ball Receipt*,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,"['526cd372-79a9-477d-af0a-8714fb9cb233', 'aef09d16-fa44-47a7-bd08-72f0daf832c0']","[64.4, 22.6]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.134
4d153884-28fb-479b-b877-e813efcd4aeb,1220,1,00:30:55.134,30,55,73,0.040000003,43,Carry,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,"['3fac92d8-7862-4090-a13d-8e497f880ae3', '526cd372-79a9-477d-af0a-8714fb9cb233', 'd23c8867-d942-4c0e-9db0-61ea767cd5e0']","[64.4, 22.6]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,"[62.9, 21.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.134
3fac92d8-7862-4090-a13d-8e497f880ae3,1221,1,00:30:55.174,30,55,73,1.239501,30,Pass,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['3ac1f2d3-9b66-443f-9c87-f7ab1b5585b0'],"[62.9, 21.8]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,5484.0,Lucas Hernández Pi,7.8447433,-2.949197,1.0,Ground Pass,"[55.2, 20.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.174
3ac1f2d3-9b66-443f-9c87-f7ab1b5585b0,1222,1,00:30:56.413,30,56,73,,42,Ball Receipt*,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['3fac92d8-7862-4090-a13d-8e497f880ae3'],"[55.2, 20.3]",5484.0,Lucas Hernández Pi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.413
cb8157e8-615b-4b43-94eb-30dbaa65c913,1223,1,00:30:56.413,30,56,73,0.584556,30,Pass,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['b7b5831c-3db9-40d2-99c8-3c5c37363fbc'],"[55.2, 20.3]",5484.0,Lucas Hernández Pi,6.0,Left Back,5633.0,Yannick Ferreira Carrasco,13.640015,0.28232783,1.0,Ground Pass,"[68.3, 24.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.413
b7b5831c-3db9-40d2-99c8-3c5c37363fbc,1224,1,00:30:56.998,30,56,73,,42,Ball Receipt*,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,['cb8157e8-615b-4b43-94eb-30dbaa65c913'],"[68.3, 24.1]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.998
f5a026ca-973b-435b-baf9-3c91c798aeb4,1225,1,00:30:56.998,30,56,73,1.626055,43,Carry,212,Atlético Madrid,7,From Goal Kick,212,Atlético Madrid,,,"['b7b5831c-3db9-40d2-99c8-3c5c37363fbc', 'c0f8dcbb-eae1-4678-834e-21312eaa2661', 'cef24f76-8cc2-4b87-a08b-d4689eca084a']","[68.3, 24.1]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,"[74.9, 23.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.998
