id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,pass_cross,foul_won_defensive,pass_technique_id,pass_technique_name,pass_outswinging,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,ball_recovery_recovery_failure,pass_inswinging,pass_cut_back,dribble_nutmeg,dribble_overrun,block_deflection,pass_goal_assist,clearance_left_foot,pass_straight,shot_aerial_won,shot_first_time,foul_committed_offensive,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_advantage,foul_won_advantage,timestamp_seconds
645cbe51-8b04-4076-bcc3-15c92a3e7354,1344,1,00:36:45.353,36,45,74,1.750799,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['d2369ae1-e99f-46fa-9ec8-f7d8afe1d899'],,"[17.7, 75.0]",6787.0,Pedro López Muñoz,2.0,Right Back,26012.0,David Navarro Pedrós,25.544079,-1.5120405,1.0,Ground Pass,"[19.2, 49.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.353
d2369ae1-e99f-46fa-9ec8-f7d8afe1d899,1345,1,00:36:47.104,36,47,74,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['645cbe51-8b04-4076-bcc3-15c92a3e7354'],,"[19.2, 49.5]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.104
3be7c581-7875-4a1d-aab1-5f6ce580f311,1346,1,00:36:47.104,36,47,74,6.759999,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['00731949-3b53-4f71-9bbb-61a7f2c02f71', 'd2369ae1-e99f-46fa-9ec8-f7d8afe1d899']",,"[19.2, 49.5]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,"[45.6, 41.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.104
00731949-3b53-4f71-9bbb-61a7f2c02f71,1347,1,00:36:53.864,36,53,74,1.824768,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['9820a12a-455c-4e89-b758-d31209e48d68'],,"[45.6, 41.3]",26012.0,David Navarro Pedrós,3.0,Right Center Back,6787.0,Pedro López Muñoz,32.5776,1.2684608,1.0,Ground Pass,"[55.3, 72.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213.864
9820a12a-455c-4e89-b758-d31209e48d68,1348,1,00:36:55.689,36,55,74,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['00731949-3b53-4f71-9bbb-61a7f2c02f71'],,"[55.3, 72.4]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.689
747b9511-d635-4dbd-94e3-c9f386892a78,1349,1,00:36:55.689,36,55,74,1.639999,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['51085ece-8d7d-4a61-92e9-076bc04dbd84', '9820a12a-455c-4e89-b758-d31209e48d68']",,"[55.3, 72.4]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,"[62.5, 70.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.689
51085ece-8d7d-4a61-92e9-076bc04dbd84,1350,1,00:36:57.329,36,57,74,1.341214,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['5b379ac4-45ab-4b76-af4f-2d4aa9be5e2b'],,"[62.5, 70.2]",6787.0,Pedro López Muñoz,2.0,Right Back,23943.0,Rubén García Santos,16.03309,0.25859356,1.0,Ground Pass,"[78.0, 74.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.329
59254de4-29db-423f-a6c9-85786171ba31,1351,1,00:36:58.325,36,58,74,0.655941,17,Pressure,221,Levante UD,3,From Free Kick,219,RC Deportivo La Coruña,,,"['5b379ac4-45ab-4b76-af4f-2d4aa9be5e2b', '9d639772-2a44-41e0-be1c-9edc1b0e9c19']",,"[46.8, 9.2]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.325
5b379ac4-45ab-4b76-af4f-2d4aa9be5e2b,1352,1,00:36:58.670,36,58,74,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['51085ece-8d7d-4a61-92e9-076bc04dbd84', '59254de4-29db-423f-a6c9-85786171ba31']",,"[78.0, 74.3]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.67
9d639772-2a44-41e0-be1c-9edc1b0e9c19,1353,1,00:36:58.670,36,58,74,0.379256,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['59254de4-29db-423f-a6c9-85786171ba31', '5b379ac4-45ab-4b76-af4f-2d4aa9be5e2b', 'df80ec63-ffec-451c-832c-008f083d6c9d']",,"[78.0, 74.3]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,"[76.5, 74.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.67
df80ec63-ffec-451c-832c-008f083d6c9d,1354,1,00:36:59.049,36,59,74,0.0,14,Dribble,221,Levante UD,3,From Free Kick,221,Levante UD,,,['7314f2b8-9173-463b-8fbf-0968c0012d6a'],,"[76.5, 74.6]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2219.049
7314f2b8-9173-463b-8fbf-0968c0012d6a,1355,1,00:36:59.049,36,59,74,0.0,4,Duel,221,Levante UD,3,From Free Kick,219,RC Deportivo La Coruña,,,['df80ec63-ffec-451c-832c-008f083d6c9d'],,"[43.6, 5.5]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.049
755aa9c6-32bb-43e2-89b6-97e8c3d221d2,1356,1,00:36:59.810,36,59,74,0.422376,17,Pressure,221,Levante UD,3,From Free Kick,219,RC Deportivo La Coruña,,,"['22b284df-514a-4bc6-9227-30aa1d23bc85', 'f4a74c57-5e26-49fb-b2f7-ffd3a93071e4']",,"[41.4, 6.0]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.81
22b284df-514a-4bc6-9227-30aa1d23bc85,1357,1,00:36:59.849,36,59,74,0.0,2,Ball Recovery,221,Levante UD,3,From Free Kick,221,Levante UD,,,['755aa9c6-32bb-43e2-89b6-97e8c3d221d2'],,"[80.2, 72.8]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.849
f4a74c57-5e26-49fb-b2f7-ffd3a93071e4,1358,1,00:36:59.849,36,59,74,0.462924,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['22b284df-514a-4bc6-9227-30aa1d23bc85', '755aa9c6-32bb-43e2-89b6-97e8c3d221d2', 'eece8ff3-365e-409a-b8ea-be66816b8f24']",,"[80.2, 72.8]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,"[81.5, 71.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.849
eece8ff3-365e-409a-b8ea-be66816b8f24,1359,1,00:37:00.312,37,0,74,0.0,14,Dribble,221,Levante UD,3,From Free Kick,221,Levante UD,,,['4a84cbe5-1c5e-4732-b969-e3e4e6df0c78'],,"[81.5, 71.8]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.312
4a84cbe5-1c5e-4732-b969-e3e4e6df0c78,1360,1,00:37:00.312,37,0,74,0.0,4,Duel,221,Levante UD,3,From Free Kick,219,RC Deportivo La Coruña,,,['eece8ff3-365e-409a-b8ea-be66816b8f24'],,"[38.6, 8.3]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.312
