id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_cross,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,out,clearance_body_part_id,clearance_body_part_name,clearance_head,off_camera,counterpress,duel_type_id,duel_type_name,pass_aerial_won,ball_recovery_recovery_failure,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_technique_id,pass_technique_name,pass_outswinging,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,pass_no_touch,pass_shot_assist,clearance_left_foot,clearance_right_foot,block_offensive,clearance_aerial_won,foul_committed_advantage,foul_won_defensive,foul_won_advantage,shot_aerial_won,goalkeeper_end_location,pass_straight,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,dribble_overrun,miscontrol_aerial_won,goalkeeper_success_out,ball_recovery_offensive,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
5c1b7031-37ba-4b5a-af79-64acf389f949,11,1,00:00:03.171,0,3,2,1.530815,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['d8865c3b-131d-4fc4-9de4-08ddcc4b1aa7'],"[46.9, 42.6]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,27239.0,Aleksandar Pantić,26.196373,-2.0856812,1.0,Ground Pass,"[34.0, 19.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.171
d8865c3b-131d-4fc4-9de4-08ddcc4b1aa7,12,1,00:00:04.702,0,4,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['5c1b7031-37ba-4b5a-af79-64acf389f949'],"[34.0, 19.8]",27239.0,Aleksandar Pantić,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.702
3b159ce9-ce85-4688-82cc-27d06ca61767,13,1,00:00:04.702,0,4,2,1.647397,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['d75693d2-5339-4f62-ac80-7863d59a8a32', 'd8865c3b-131d-4fc4-9de4-08ddcc4b1aa7']","[34.0, 19.8]",27239.0,Aleksandar Pantić,5.0,Left Center Back,,,,,,,,,,,,"[36.7, 15.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.702
d75693d2-5339-4f62-ac80-7863d59a8a32,14,1,00:00:06.349,0,6,2,1.613546,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['425dbef1-0b60-4be2-b249-837d88630919'],"[36.7, 15.1]",27239.0,Aleksandar Pantić,5.0,Left Center Back,6566.0,Borja González Tomás,41.169163,0.11441257,2.0,Low Pass,"[77.6, 19.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.349
425dbef1-0b60-4be2-b249-837d88630919,15,1,00:00:07.963,0,7,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['d75693d2-5339-4f62-ac80-7863d59a8a32'],"[77.6, 19.8]",6566.0,Borja González Tomás,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.963
8dc67e2a-96a5-44f5-8420-a799771f1085,16,1,00:00:07.963,0,7,2,1.291413,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['dbafcd78-0270-4c5b-8611-b0f1eb189fa7'],"[76.7, 19.2]",6566.0,Borja González Tomás,24.0,Left Center Forward,24070.0,Saúl Berjón Pérez,18.943336,-1.2373601,1.0,Ground Pass,"[82.9, 1.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.963
dbafcd78-0270-4c5b-8611-b0f1eb189fa7,17,1,00:00:09.254,0,9,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['8dc67e2a-96a5-44f5-8420-a799771f1085'],"[82.9, 1.3]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.254
758b8a88-899f-4083-9ea6-d22e0d94e49f,18,1,00:00:09.254,0,9,2,2.418497,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['7c3014e4-4056-4f0a-b064-54c0d999396c', 'dbafcd78-0270-4c5b-8611-b0f1eb189fa7']","[82.9, 1.3]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,"[84.8, 3.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.254
7c3014e4-4056-4f0a-b064-54c0d999396c,19,1,00:00:11.673,0,11,2,2.511559,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['8a48c7cd-5bc2-4b77-8064-dd7c09c49505', 'f0b15db9-f5e3-42b0-9246-260d51da1d5b']","[84.8, 3.9]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,6700.0,Sergio Enrich Ametller,54.06154,1.1758629,3.0,High Pass,"[105.6, 53.8]",40.0,Right Foot,,,,True,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.673
f0b15db9-f5e3-42b0-9246-260d51da1d5b,20,1,00:00:14.184,0,14,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['7c3014e4-4056-4f0a-b064-54c0d999396c'],"[104.1, 57.4]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.184
8a48c7cd-5bc2-4b77-8064-dd7c09c49505,21,1,00:00:14.184,0,14,3,1.441266,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['7c3014e4-4056-4f0a-b064-54c0d999396c', 'eb188a4c-491b-4b08-b707-73f961e19385']","[14.5, 26.3]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6694.0,Gerónimo Rulli,14.534442,2.283154,2.0,Low Pass,"[5.0, 37.3]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.184
eb188a4c-491b-4b08-b707-73f961e19385,22,1,00:00:15.626,0,15,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['8a48c7cd-5bc2-4b77-8064-dd7c09c49505'],"[5.0, 37.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.626
f25d6ab4-0f60-446e-9561-4753e35451b2,23,1,00:00:15.626,0,15,3,4.408932,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['71d2a460-bc5a-45cd-bdba-cea9f8765265', 'eb188a4c-491b-4b08-b707-73f961e19385']","[5.0, 37.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,"[14.5, 35.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.626
71d2a460-bc5a-45cd-bdba-cea9f8765265,24,1,00:00:20.035,0,20,3,1.679997,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['47055899-1fa3-407c-94e6-c157b5389228'],"[14.5, 35.6]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,6665.0,Íñigo Martínez Berridi,18.312017,-1.3337646,2.0,Low Pass,"[18.8, 17.8]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.035
47055899-1fa3-407c-94e6-c157b5389228,25,1,00:00:21.715,0,21,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['71d2a460-bc5a-45cd-bdba-cea9f8765265'],"[18.8, 17.8]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.715
765512a9-ec43-47e1-9a49-f2745adf04cc,26,1,00:00:21.715,0,21,3,2.411906,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['47055899-1fa3-407c-94e6-c157b5389228', 'e13a8b56-7c22-42bd-8816-eb2287cd993e']","[18.8, 17.8]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,"[23.2, 14.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.715
e13a8b56-7c22-42bd-8816-eb2287cd993e,27,1,00:00:24.127,0,24,3,1.966707,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['e02302b0-5bc8-4d2d-ba5f-335a845790b4'],"[23.2, 14.4]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,6694.0,Gerónimo Rulli,23.436724,2.04971,1.0,Ground Pass,"[12.4, 35.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.127
e02302b0-5bc8-4d2d-ba5f-335a845790b4,28,1,00:00:26.093,0,26,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['e13a8b56-7c22-42bd-8816-eb2287cd993e'],"[12.4, 35.2]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.093
c30b7972-58af-41fa-aa45-42e5023b7907,29,1,00:00:26.093,0,26,3,2.082131,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['e02302b0-5bc8-4d2d-ba5f-335a845790b4', 'f4ad1576-03cd-4f30-87b4-2c637eb55721']","[12.4, 35.2]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,"[11.1, 36.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.093
f4ad1576-03cd-4f30-87b4-2c637eb55721,30,1,00:00:28.175,0,28,3,2.852385,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['3c7c0c0d-4463-433b-a30e-66f694b3f867'],"[11.1, 36.7]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,6690.0,Xabier Prieto Argarate,64.38548,0.6565479,3.0,High Pass,"[62.1, 76.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.175
3c7c0c0d-4463-433b-a30e-66f694b3f867,31,1,00:00:31.028,0,31,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['f4ad1576-03cd-4f30-87b4-2c637eb55721'],"[62.1, 76.0]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.028
21f3e4bb-a310-499e-b1e6-8253d44021de,32,1,00:00:31.028,0,31,3,0.953907,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,,"[60.8, 75.1]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,,,10.423532,0.489393,2.0,Low Pass,"[70.0, 80.0]",37.0,Head,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.028
f32dcf77-6372-447c-971b-8f860d6a2359,33,1,00:00:47.065,0,47,4,0.731305,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['e3c5b953-22a5-4117-807f-72307d1158c6'],"[51.0, 0.1]",6776.0,David Juncà Reñé,6.0,Left Back,24070.0,Saúl Berjón Pérez,15.840454,0.42976227,2.0,Low Pass,"[65.4, 6.7]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.065
e3c5b953-22a5-4117-807f-72307d1158c6,34,1,00:00:47.797,0,47,4,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['f32dcf77-6372-447c-971b-8f860d6a2359'],"[65.4, 6.7]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.797
25c13ca9-7343-4452-a6fc-448d0169773f,35,1,00:00:47.797,0,47,4,1.004066,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['47e6339c-4d84-4802-a0fd-2355181b663c', 'd2356d43-0055-411c-bf62-15c596db9d6f', 'e3c5b953-22a5-4117-807f-72307d1158c6']","[65.4, 6.7]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,"[63.3, 10.0]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.797
d2356d43-0055-411c-bf62-15c596db9d6f,36,1,00:00:48.679,0,48,4,0.382678,17,Pressure,322,Eibar,4,From Throw In,210,Real Sociedad,,,"['25c13ca9-7343-4452-a6fc-448d0169773f', '47e6339c-4d84-4802-a0fd-2355181b663c']","[54.9, 73.0]",6673.0,Sergio Canales Madrazo,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.679
47e6339c-4d84-4802-a0fd-2355181b663c,37,1,00:00:48.801,0,48,4,1.089456,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['c0eae5a1-ac2b-4c08-b7ba-f06ee400fd7f', 'd2356d43-0055-411c-bf62-15c596db9d6f']","[63.3, 10.0]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,6557.0,Adrián González Morales,16.02061,2.426873,1.0,Ground Pass,"[51.2, 20.5]",40.0,Right Foot,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.801
c0eae5a1-ac2b-4c08-b7ba-f06ee400fd7f,38,1,00:00:49.890,0,49,4,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['47e6339c-4d84-4802-a0fd-2355181b663c'],"[51.2, 20.5]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89
