id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,interception_outcome_id,interception_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_deflected,shot_technique_id,shot_technique_name,shot_freeze_frame,block_deflection,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_deflected,pass_inswinging,pass_technique_id,pass_technique_name,clearance_head,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,dribble_nutmeg,dribble_overrun,foul_won_defensive,pass_cross,clearance_left_foot,foul_committed_advantage,foul_won_advantage,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,clearance_aerial_won,pass_shot_assist,pass_outswinging,goalkeeper_end_location,pass_through_ball,shot_one_on_one,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,ball_recovery_recovery_failure,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,timestamp_seconds
7e0af1ee-f87b-464e-9b1f-e49f9d0b140e,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,218,Real Betis,4231.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 26801, 'name': 'Jordi Figueras Montel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 24143, 'name': 'Álvaro Vadillo Cifuentes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d04af8c9-7273-490f-83e3-5f0beec1d51f,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,322,Eibar,4231.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
c26d0dc1-f9ee-4773-8b28-ccaf6a5b24e1,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,322,Eibar,,,['cb0eb947-c1a5-46d7-b2c3-d32e1de04cc7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
cb0eb947-c1a5-46d7-b2c3-d32e1de04cc7,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,218,Real Betis,,,['c26d0dc1-f9ee-4773-8b28-ccaf6a5b24e1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
eac25cf5-e0a8-422a-b938-d6fa8d615bd8,5,1,00:00:00.782,0,0,2,0.566563,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['3d1448ad-8018-4062-8e2b-e289275a9b62'],True,"[60.0, 40.0]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,6832.0,Rubén Castro Martín,2.209072,1.4801364,1.0,Ground Pass,"[60.2, 42.2]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782
3d1448ad-8018-4062-8e2b-e289275a9b62,6,1,00:00:01.349,0,1,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['eac25cf5-e0a8-422a-b938-d6fa8d615bd8'],,"[60.2, 42.2]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.349
cc68ba30-69c8-4c0d-92b4-1e0478fae1f4,7,1,00:00:01.349,0,1,2,1.74608,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e1176790-6ab2-4461-8c51-bb352e1b969a'],,"[60.2, 42.3]",6832.0,Rubén Castro Martín,23.0,Center Forward,26801.0,Jordi Figueras Montel,31.642534,-2.762847,1.0,Ground Pass,"[30.8, 30.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.349
e1176790-6ab2-4461-8c51-bb352e1b969a,8,1,00:00:03.095,0,3,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['cc68ba30-69c8-4c0d-92b4-1e0478fae1f4'],,"[30.8, 30.6]",26801.0,Jordi Figueras Montel,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095
d83f1ec9-c815-46b2-9bdb-e69e841a7a56,9,1,00:00:03.095,0,3,2,1.310376,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['ddedda45-a9d6-4853-a591-b57f1cb9c562', 'e1176790-6ab2-4461-8c51-bb352e1b969a']",,"[30.8, 30.6]",26801.0,Jordi Figueras Montel,5.0,Left Center Back,,,,,,,,,,,,"[34.8, 31.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095
ddedda45-a9d6-4853-a591-b57f1cb9c562,10,1,00:00:04.405,0,4,2,3.04586,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['7a7581f5-81a4-48cb-a5e2-a17d9b14f27d'],,"[34.8, 31.7]",26801.0,Jordi Figueras Montel,5.0,Left Center Back,,,60.744217,0.5070985,3.0,High Pass,"[87.9, 61.2]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.405
7a7581f5-81a4-48cb-a5e2-a17d9b14f27d,11,1,00:00:07.451,0,7,3,1.044654,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,"['ddedda45-a9d6-4853-a591-b57f1cb9c562', 'ecf7ab68-7f10-4eb8-900e-808c28a3967a']",,"[32.2, 18.9]",6557.0,Adrián González Morales,19.0,Center Attacking Midfield,6775.0,Daniel García Carrillo,11.886968,1.3932002,2.0,Low Pass,"[34.3, 30.6]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.451
ecf7ab68-7f10-4eb8-900e-808c28a3967a,12,1,00:00:08.496,0,8,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['7a7581f5-81a4-48cb-a5e2-a17d9b14f27d'],,"[34.3, 30.6]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.496
93610e34-f289-4fd9-bdd5-02bd2997bcaa,13,1,00:00:08.496,0,8,3,0.059685,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['2c7bb297-ea3e-46e1-ad08-cb9ec00ff320', 'ecf7ab68-7f10-4eb8-900e-808c28a3967a']",,"[34.3, 30.6]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[34.3, 30.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.496
2c7bb297-ea3e-46e1-ad08-cb9ec00ff320,14,1,00:00:08.555,0,8,3,3.726324,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['de610595-bf47-4e6a-b04c-42e6de7cb22f'],,"[34.3, 30.6]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6700.0,Sergio Enrich Ametller,24.79879,-0.53765327,3.0,High Pass,"[55.6, 17.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555
de610595-bf47-4e6a-b04c-42e6de7cb22f,15,1,00:00:12.282,0,12,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['2c7bb297-ea3e-46e1-ad08-cb9ec00ff320'],,"[55.6, 17.9]",6700.0,Sergio Enrich Ametller,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.282
6f265130-3a74-4b80-9c26-79bd29bcce47,16,1,00:00:12.282,0,12,3,2.59817,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['78a91839-18d4-4ef9-a5f8-76e978f67d21', 'de610595-bf47-4e6a-b04c-42e6de7cb22f', 'f037838a-bfe7-424b-83cf-6dc73c0ada2c']",,"[55.6, 17.9]",6700.0,Sergio Enrich Ametller,23.0,Center Forward,,,,,,,,,,,,"[55.7, 18.0]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.282
78a91839-18d4-4ef9-a5f8-76e978f67d21,17,1,00:00:14.321,0,14,3,0.532178,17,Pressure,322,Eibar,1,Regular Play,218,Real Betis,,,['6f265130-3a74-4b80-9c26-79bd29bcce47'],,"[62.0, 62.2]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.321
edddaa3f-dbe9-4672-aa1a-828b1ace5e64,18,1,00:00:14.511,0,14,3,0.369124,17,Pressure,322,Eibar,1,Regular Play,218,Real Betis,,,,,"[64.4, 60.5]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.511
f037838a-bfe7-424b-83cf-6dc73c0ada2c,19,1,00:00:14.880,0,14,3,0.0,3,Dispossessed,322,Eibar,1,Regular Play,322,Eibar,,,['3ab53cdf-1594-4a5b-a34c-ccd9776d4850'],,"[55.7, 18.0]",6700.0,Sergio Enrich Ametller,23.0,Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88
3ab53cdf-1594-4a5b-a34c-ccd9776d4850,20,1,00:00:14.880,0,14,4,0.0,4,Duel,218,Real Betis,1,Regular Play,218,Real Betis,,,['f037838a-bfe7-424b-83cf-6dc73c0ada2c'],,"[64.4, 62.1]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,True,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88
8bcebb50-2cd5-453d-a7ed-faf3f114d79e,21,1,00:00:15.718,0,15,4,0.0,2,Ball Recovery,218,Real Betis,1,Regular Play,218,Real Betis,,,,,"[70.9, 70.8]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.718
325ecd40-8f52-41f0-b6b0-a8616976b939,22,1,00:00:15.718,0,15,4,1.520324,43,Carry,218,Real Betis,1,Regular Play,218,Real Betis,,,"['8bcebb50-2cd5-453d-a7ed-faf3f114d79e', '9ddca465-b0a3-4349-bcfc-628617c179b6']",,"[70.9, 70.8]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,"[68.2, 72.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.718
9ddca465-b0a3-4349-bcfc-628617c179b6,23,1,00:00:17.238,0,17,4,2.707069,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,['81875f06-0109-44c4-b101-f7ea70c69f85'],,"[68.2, 72.2]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,26801.0,Jordi Figueras Montel,36.424305,-2.4827166,1.0,Ground Pass,"[39.4, 49.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.238
81875f06-0109-44c4-b101-f7ea70c69f85,24,1,00:00:19.945,0,19,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,['9ddca465-b0a3-4349-bcfc-628617c179b6'],,"[39.4, 49.9]",26801.0,Jordi Figueras Montel,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.945
24f79b34-f36c-4b86-a046-4bd18cb00d3f,25,1,00:00:19.945,0,19,4,4.181453,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,['2326a967-6071-4cad-8274-28e3af5b3d12'],,"[39.4, 49.9]",26801.0,Jordi Figueras Montel,5.0,Left Center Back,6654.0,Antonio Adán Garrido,33.071136,-2.9252195,1.0,Ground Pass,"[7.1, 42.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.945
2326a967-6071-4cad-8274-28e3af5b3d12,26,1,00:00:24.127,0,24,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,['24f79b34-f36c-4b86-a046-4bd18cb00d3f'],,"[7.1, 42.8]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.127
ddad9947-6ce7-4a7f-96bd-2aaba0c7d3e0,27,1,00:00:24.127,0,24,4,3.976326,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,"['31188f51-9384-45bc-a8ce-11302c202355', '83b94f73-bff0-4d74-bd31-9e59774a4382']",,"[10.3, 42.6]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,6832.0,Rubén Castro Martín,61.611443,0.08287165,3.0,High Pass,"[71.7, 47.7]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.127
83b94f73-bff0-4d74-bd31-9e59774a4382,28,1,00:00:28.103,0,28,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,['ddad9947-6ce7-4a7f-96bd-2aaba0c7d3e0'],,"[57.0, 49.5]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.103
31188f51-9384-45bc-a8ce-11302c202355,29,1,00:00:28.103,0,28,5,0.41022,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,"['681fcd54-7e2b-4120-8958-cf29ef92a3ce', 'ddad9947-6ce7-4a7f-96bd-2aaba0c7d3e0']",,"[48.4, 32.4]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,6775.0,Daniel García Carrillo,10.220078,0.6395872,1.0,Ground Pass,"[56.6, 38.5]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.103
681fcd54-7e2b-4120-8958-cf29ef92a3ce,30,1,00:00:28.513,0,28,5,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['31188f51-9384-45bc-a8ce-11302c202355'],,"[56.6, 38.5]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.513
7139fc01-f35a-4ac7-92a0-685b36de989e,31,1,00:00:28.513,0,28,5,0.053815,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['5f6f3fbf-b4c1-4d6c-9fc1-d4c3062794c1', '681fcd54-7e2b-4120-8958-cf29ef92a3ce']",,"[56.6, 38.5]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[54.7, 38.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.513
5f6f3fbf-b4c1-4d6c-9fc1-d4c3062794c1,32,1,00:00:28.567,0,28,5,1.076445,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['c857d97d-c50e-4ee9-90cc-27d9bd278f59'],,"[54.7, 38.3]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6712.0,Gonzalo Escalante,6.9180923,1.6431336,1.0,Ground Pass,"[54.2, 45.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.567
c857d97d-c50e-4ee9-90cc-27d9bd278f59,33,1,00:00:29.643,0,29,5,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['5f6f3fbf-b4c1-4d6c-9fc1-d4c3062794c1'],,"[54.2, 45.2]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.643
830cc05f-00d7-4f5e-9a27-da024df431d2,34,1,00:00:29.643,0,29,5,1.452135,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['0fded482-420a-4adf-86dc-97c0f4593fa8', 'c857d97d-c50e-4ee9-90cc-27d9bd278f59']",,"[54.2, 45.2]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,"[55.1, 45.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.643
0fded482-420a-4adf-86dc-97c0f4593fa8,35,1,00:00:31.095,0,31,5,1.923038,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['35f15eb7-5e75-49e0-aeec-2395ed5b19a1'],,"[55.1, 45.0]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,6699.0,Ander Capa Rodríguez,29.011032,1.5983756,1.0,Ground Pass,"[54.3, 74.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.095
35f15eb7-5e75-49e0-aeec-2395ed5b19a1,36,1,00:00:33.019,0,33,5,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['0fded482-420a-4adf-86dc-97c0f4593fa8'],,"[54.3, 74.0]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.019
391bae18-9c82-4bbb-aef6-438502b6b032,37,1,00:00:33.019,0,33,5,1.077745,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['0dec8ebb-0cc5-44a7-98f5-3060c3694ed2', '35f15eb7-5e75-49e0-aeec-2395ed5b19a1']",,"[54.3, 74.0]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,"[57.8, 73.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.019
0dec8ebb-0cc5-44a7-98f5-3060c3694ed2,38,1,00:00:34.096,0,34,5,1.196916,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['553420cd-527e-4cae-8080-7c1df364d9dc'],,"[57.8, 73.9]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6775.0,Daniel García Carrillo,17.602556,-1.5878401,1.0,Ground Pass,"[57.5, 56.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.096
553420cd-527e-4cae-8080-7c1df364d9dc,39,1,00:00:35.293,0,35,5,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['0dec8ebb-0cc5-44a7-98f5-3060c3694ed2'],,"[57.5, 56.3]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.293
22d5ecb0-20a6-4f86-b7e8-b84e01723dc4,40,1,00:00:35.293,0,35,5,0.752095,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['1bf441d3-8a5e-4550-801d-2c5ef06864f0', '53f1f617-7492-4c75-83a4-4b73787ba0b1', '553420cd-527e-4cae-8080-7c1df364d9dc']",,"[57.5, 56.3]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[59.9, 64.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.293
53f1f617-7492-4c75-83a4-4b73787ba0b1,41,1,00:00:35.791,0,35,5,0.193171,17,Pressure,322,Eibar,1,Regular Play,218,Real Betis,,,['22d5ecb0-20a6-4f86-b7e8-b84e01723dc4'],,"[56.6, 17.4]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.791
1bf441d3-8a5e-4550-801d-2c5ef06864f0,42,1,00:00:36.045,0,36,5,1.545582,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['8d9b3834-77f6-4a4c-b52c-2cf05ebe5b27'],,"[59.9, 64.3]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6699.0,Ander Capa Rodríguez,13.576818,1.9321532,1.0,Ground Pass,"[55.1, 77.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.045
