id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_switch,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,out,foul_won_defensive,off_camera,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,block_offensive,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_head,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cut_back,dribble_overrun,pass_outswinging,clearance_aerial_won,shot_aerial_won,goalkeeper_punched_out,pass_inswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_goal_assist,shot_one_on_one,block_deflection,shot_open_goal,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,timestamp_seconds
991bbbbc-fcb3-4d26-98a0-15c3e1153533,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,1049,Granada,4231.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d8a39935-cfbe-46cb-b389-0265be27ac41,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,216,Getafe,4231.0,"[{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
58c2a4cd-53bb-4df7-ae16-c5c564986e49,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,216,Getafe,,,['2db84d4a-8cb2-4529-8beb-5edc67226653'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2db84d4a-8cb2-4529-8beb-5edc67226653,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,1049,Granada,,,['58c2a4cd-53bb-4df7-ae16-c5c564986e49'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2b7e069a-bab6-4775-b8b3-69f9a0296f35,5,1,00:00:01.091,0,1,2,0.3171,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['c263f18d-1632-4a23-9dd6-12284c3b56bc'],"[60.0, 40.0]",27109.0,Youssef El-Arabi,23.0,Center Forward,6680.0,Rubén Rochina Naixes,2.8160255,-1.677532,1.0,Ground Pass,"[59.7, 37.2]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.091
c263f18d-1632-4a23-9dd6-12284c3b56bc,6,1,00:00:01.408,0,1,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['2b7e069a-bab6-4775-b8b3-69f9a0296f35'],"[59.7, 37.2]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.408
d928ac87-7053-45eb-9043-92be66637158,7,1,00:00:01.408,0,1,2,1.764674,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['4e5f2b66-e27c-49a7-9aa7-dc2b812992e2'],"[59.8, 36.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,6702.0,David Rodríguez Lombán,21.058252,-2.872425,1.0,Ground Pass,"[39.5, 31.0]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.408
4e5f2b66-e27c-49a7-9aa7-dc2b812992e2,8,1,00:00:03.173,0,3,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['d928ac87-7053-45eb-9043-92be66637158'],"[39.5, 31.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.173
1ebfdc01-2323-49fc-87c0-15a3c3e6789e,9,1,00:00:03.173,0,3,2,0.913697,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['4e5f2b66-e27c-49a7-9aa7-dc2b812992e2', '795ddf8f-bca3-437d-a3c7-ba4c280cb0ce']","[39.5, 31.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,"[39.2, 31.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.173
795ddf8f-bca3-437d-a3c7-ba4c280cb0ce,10,1,00:00:04.087,0,4,2,2.3925,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['b4094c1b-e511-4823-af71-1508eb57e23a'],"[39.2, 31.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,20064.0,Hugo Miguel Almeida Costa Lopes,40.753407,1.378213,1.0,Ground Pass,"[47.0, 71.0]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.087
