id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,pass_switch,foul_committed_offensive,foul_won_defensive,miscontrol_aerial_won,out,pass_outswinging,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,shot_statsbomb_xg,shot_end_location,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,pass_through_ball,clearance_left_foot,shot_aerial_won,pass_no_touch,pass_goal_assist,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,injury_stoppage_in_chain,dribble_overrun,foul_committed_advantage,foul_won_advantage,pass_inswinging,foul_committed_type_id,foul_committed_type_name,shot_deflected,block_deflection,block_offensive,pass_miscommunication,ball_recovery_offensive,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
a270da97-37e4-40c5-853f-bf2a39906035,11,1,00:00:04.544,0,4,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['61897bdc-1648-4090-b54d-53201bfcc457'],,"[44.1, 9.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.544
f0273679-d5c5-4bee-a59b-ef6b235f2ba7,12,1,00:00:04.544,0,4,2,1.133491,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['a270da97-37e4-40c5-853f-bf2a39906035', 'a2ccc163-d566-4263-b286-1853c34507e4']",,"[44.1, 9.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,"[40.9, 6.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.544
a2ccc163-d566-4263-b286-1853c34507e4,13,1,00:00:05.677,0,5,2,2.799255,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['d693ba7c-eac6-417a-9bd4-28739d496165'],,"[40.9, 6.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,53.28236,0.16021197,3.0,High Pass,"[93.5, 14.7]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.677
d693ba7c-eac6-417a-9bd4-28739d496165,14,1,00:00:08.477,0,8,2,0.0,10,Interception,322,Eibar,9,From Kick Off,218,Real Betis,,,['a2ccc163-d566-4263-b286-1853c34507e4'],,"[26.6, 65.4]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.477
346c2fac-3388-41f6-92f9-d5e61eb5c1d6,15,1,00:00:23.268,0,23,3,2.539697,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['c3993105-e5fc-40e2-a601-3f8c34f1647f'],,"[100.2, 0.1]",6776.0,David Juncà Reñé,6.0,Left Back,6778.0,Iván Ramis Barrios,38.457508,2.7606034,2.0,Low Pass,"[64.5, 14.4]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.268
c3993105-e5fc-40e2-a601-3f8c34f1647f,16,1,00:00:25.808,0,25,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['346c2fac-3388-41f6-92f9-d5e61eb5c1d6'],,"[64.5, 14.4]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.808
00381851-9973-4460-8744-ee38d4157147,17,1,00:00:25.808,0,25,3,0.108105,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['956fd7a8-d7c1-46e8-b601-951a51f74b1f', 'c3993105-e5fc-40e2-a601-3f8c34f1647f']",,"[64.5, 14.4]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,,,,,,,,,,,,"[64.5, 14.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.808
956fd7a8-d7c1-46e8-b601-951a51f74b1f,18,1,00:00:25.916,0,25,3,1.63002,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['f88f0cf6-0118-4023-ac06-d3da2a908aa2'],,"[64.5, 14.4]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,6837.0,Mauro Javier Dos Santos,21.40327,2.1160235,2.0,Low Pass,"[53.4, 32.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.916
f88f0cf6-0118-4023-ac06-d3da2a908aa2,19,1,00:00:27.546,0,27,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['956fd7a8-d7c1-46e8-b601-951a51f74b1f'],,"[53.4, 32.7]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.546
43f387a4-15fa-4ef6-9055-8ed5db8d2e06,20,1,00:00:27.546,0,27,3,1.917226,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['519051ac-93ee-410f-86a3-6e9e5cdc11ba', 'f88f0cf6-0118-4023-ac06-d3da2a908aa2']",,"[53.4, 32.7]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,"[54.1, 43.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.546
519051ac-93ee-410f-86a3-6e9e5cdc11ba,21,1,00:00:29.463,0,29,3,2.305826,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['1a9cca76-3bf9-43b8-b13f-3c3d2443582d', '6f2ba10c-f6a2-474c-bce9-2b02c3b66629']",,"[54.1, 43.2]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,6742.0,Sergio Gontán Gallardo,42.70925,0.7853982,3.0,High Pass,"[84.3, 73.4]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.463
6f2ba10c-f6a2-474c-bce9-2b02c3b66629,22,1,00:00:31.769,0,31,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['519051ac-93ee-410f-86a3-6e9e5cdc11ba'],,"[84.3, 77.4]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.769
1a9cca76-3bf9-43b8-b13f-3c3d2443582d,23,1,00:00:31.769,0,31,3,0.0,10,Interception,322,Eibar,4,From Throw In,218,Real Betis,,,['519051ac-93ee-410f-86a3-6e9e5cdc11ba'],,"[35.8, 6.7]",6593.0,Martín Montoya Torralbo,6.0,Left Back,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.769
f53c3c39-302d-4748-a76d-a081dabf16f8,24,1,00:00:33.025,0,33,3,0.263864,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['212e0d77-bff7-4544-9954-7739f5690f13', '8d7cfc9c-7e14-441e-b7d3-85ad84ab9cb2']",,"[68.7, 74.2]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6742.0,Sergio Gontán Gallardo,7.4094534,-0.37298772,1.0,Ground Pass,"[75.6, 71.5]",40.0,Right Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.025
8d7cfc9c-7e14-441e-b7d3-85ad84ab9cb2,25,1,00:00:33.289,0,33,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['f53c3c39-302d-4748-a76d-a081dabf16f8'],,"[80.9, 75.1]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.289
212e0d77-bff7-4544-9954-7739f5690f13,26,1,00:00:33.289,0,33,3,0.0,6,Block,322,Eibar,4,From Throw In,218,Real Betis,,,['f53c3c39-302d-4748-a76d-a081dabf16f8'],,"[44.5, 8.6]",6873.0,Francisco Portillo Soler,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.289
1e586b28-75f3-4af8-8feb-1b0c21947eca,27,1,00:00:36.575,0,36,3,2.005229,30,Pass,322,Eibar,4,From Throw In,218,Real Betis,,,['6871c1d3-f49f-4b2b-836b-822145ca5c33'],,"[18.4, 24.1]",5671.0,Alfred John Momar N''Diaye,5.0,Left Center Back,6651.0,Joaquín Sánchez Rodríguez,43.370613,0.40277252,3.0,High Pass,"[58.3, 41.1]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.575
6871c1d3-f49f-4b2b-836b-822145ca5c33,28,1,00:00:38.580,0,38,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,218,Real Betis,,,['1e586b28-75f3-4af8-8feb-1b0c21947eca'],,"[58.3, 41.1]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58
cc0a2fd0-2fdd-499c-bf79-4fec9a3ccf57,29,1,00:00:38.580,0,38,3,0.0,38,Miscontrol,322,Eibar,4,From Throw In,218,Real Betis,,,,,"[58.3, 41.1]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58
8dbe0b8b-b1c3-4e5f-bae0-f07c17963a51,30,1,00:00:42.930,0,42,3,3.208365,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['960f00c4-5f67-4a1d-bc2c-62651486f6f1'],,"[34.3, 15.2]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,27462.0,Xabier Iruretagoiena Aranzamendi,31.281464,2.4353936,1.0,Ground Pass,"[10.5, 35.5]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.93
a028a925-6859-47e5-baa6-b2ccd18c258b,31,1,00:00:45.105,0,45,3,0.986706,17,Pressure,322,Eibar,4,From Throw In,218,Real Betis,,,,,"[98.5, 46.9]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.105
960f00c4-5f67-4a1d-bc2c-62651486f6f1,32,1,00:00:46.138,0,46,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['8dbe0b8b-b1c3-4e5f-bae0-f07c17963a51'],,"[10.5, 35.5]",27462.0,Xabier Iruretagoiena Aranzamendi,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.138
62a8db63-115b-4b3d-99ac-c955569c3f3d,33,1,00:00:46.138,0,46,3,0.04,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['960f00c4-5f67-4a1d-bc2c-62651486f6f1', 'db300fd5-229b-40f6-9d49-5f4e71387222']",,"[10.5, 35.5]",27462.0,Xabier Iruretagoiena Aranzamendi,1.0,Goalkeeper,,,,,,,,,,,,"[11.9, 34.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.138
db300fd5-229b-40f6-9d49-5f4e71387222,34,1,00:00:46.178,0,46,3,3.509687,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['40a1307e-24b2-49e2-b735-63082a7f970b', 'cade9c5a-b599-4b9d-b2ed-a3782769ffab']",,"[11.9, 34.3]",27462.0,Xabier Iruretagoiena Aranzamendi,1.0,Goalkeeper,6557.0,Adrián González Morales,60.671246,-0.14888994,3.0,High Pass,"[71.9, 25.3]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.178
cade9c5a-b599-4b9d-b2ed-a3782769ffab,35,1,00:00:49.688,0,49,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['db300fd5-229b-40f6-9d49-5f4e71387222'],,"[70.4, 24.8]",6557.0,Adrián González Morales,21.0,Left Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.688
b526d864-b3d9-46dd-b82a-487197012247,36,1,00:00:49.688,0,49,3,0.0,4,Duel,322,Eibar,4,From Throw In,322,Eibar,,,['40a1307e-24b2-49e2-b735-63082a7f970b'],,"[71.9, 25.3]",6557.0,Adrián González Morales,21.0,Left Wing,,,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.688
40a1307e-24b2-49e2-b735-63082a7f970b,37,1,00:00:49.688,0,49,3,2.367947,30,Pass,322,Eibar,4,From Throw In,218,Real Betis,,,"['b526d864-b3d9-46dd-b82a-487197012247', 'db300fd5-229b-40f6-9d49-5f4e71387222', 'ef319726-6c07-4dfe-8e3b-031d8365c1a3']",,"[48.2, 54.8]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,23.535717,-0.8907469,3.0,High Pass,"[63.0, 36.5]",,,66.0,Recovery,,9.0,Incomplete,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.688
ef319726-6c07-4dfe-8e3b-031d8365c1a3,38,1,00:00:52.056,0,52,3,0.980002,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['40a1307e-24b2-49e2-b735-63082a7f970b', '621e3e7e-c512-442d-a559-6efcf6a537aa']",,"[57.1, 43.6]",24453.0,Josip Radošević,9.0,Right Defensive Midfield,6742.0,Sergio Gontán Gallardo,15.383758,0.6656041,3.0,High Pass,"[69.2, 53.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.056
