id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,pass_switch,foul_committed_offensive,foul_won_defensive,miscontrol_aerial_won,out,pass_outswinging,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,shot_statsbomb_xg,shot_end_location,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,pass_through_ball,clearance_left_foot,shot_aerial_won,pass_no_touch,pass_goal_assist,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,injury_stoppage_in_chain,dribble_overrun,foul_committed_advantage,foul_won_advantage,pass_inswinging,foul_committed_type_id,foul_committed_type_name,shot_deflected,block_deflection,block_offensive,pass_miscommunication,ball_recovery_offensive,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
7a82a247-cb1a-4d05-bbcb-15152bb91ef2,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,322,Eibar,4231.0,"[{'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 24453, 'name': 'Josip Radošević'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 9462, 'name': 'José Ignacio Peleteiro Ramallo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
5332ee29-ff2e-46bd-b705-2bf1dd4051b6,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,218,Real Betis,4231.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 24162, 'name': 'Xavier Torres Buigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
39333e85-d55a-4faf-897c-a7351b90d90d,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,322,Eibar,,,['ebba0745-e76f-43cf-aca7-0f131c59a75d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ebba0745-e76f-43cf-aca7-0f131c59a75d,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,218,Real Betis,,,['39333e85-d55a-4faf-897c-a7351b90d90d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
26f83612-ad59-4337-a683-b131c32a3cd3,5,1,00:00:00.281,0,0,2,0.791544,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['cbd43d9c-cad9-405f-b4db-13dabb1d1183'],True,"[61.0, 40.1]",9462.0,José Ignacio Peleteiro Ramallo,19.0,Center Attacking Midfield,6566.0,Borja González Tomás,3.9824615,2.068139,1.0,Ground Pass,"[59.1, 43.6]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281
cbd43d9c-cad9-405f-b4db-13dabb1d1183,6,1,00:00:01.073,0,1,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['26f83612-ad59-4337-a683-b131c32a3cd3'],,"[59.1, 43.6]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073
93b6fba9-87ce-4160-8d5a-9581f20b9c1a,7,1,00:00:01.096,0,1,2,1.199701,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['d8b3c383-2b21-40c1-8cca-a0d00cab1979'],,"[60.0, 42.4]",6566.0,Borja González Tomás,23.0,Center Forward,6775.0,Daniel García Carrillo,12.551494,-2.941072,1.0,Ground Pass,"[47.7, 39.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.096
d8b3c383-2b21-40c1-8cca-a0d00cab1979,8,1,00:00:02.296,0,2,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['93b6fba9-87ce-4160-8d5a-9581f20b9c1a'],,"[47.7, 39.9]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.296
8e4969fa-ab78-4a34-87d7-0faa5c5717f4,9,1,00:00:02.296,0,2,2,0.766423,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['61897bdc-1648-4090-b54d-53201bfcc457', 'd8b3c383-2b21-40c1-8cca-a0d00cab1979']",,"[47.7, 39.9]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[47.2, 39.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.296
61897bdc-1648-4090-b54d-53201bfcc457,10,1,00:00:03.062,0,3,2,1.481538,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['a270da97-37e4-40c5-853f-bf2a39906035'],,"[47.2, 39.5]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6776.0,David Juncà Reñé,30.458168,-1.6727518,1.0,Ground Pass,"[44.1, 9.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.062
