id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,pass_aerial_won,out,counterpress,interception_outcome_id,interception_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,clearance_right_foot,pass_through_ball,pass_technique_id,pass_technique_name,dribble_overrun,ball_recovery_offensive,miscontrol_aerial_won,dribble_nutmeg,ball_recovery_recovery_failure,shot_first_time,pass_straight,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_cut_back,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,clearance_left_foot,clearance_other,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,pass_no_touch,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,block_offensive,timestamp_seconds
28600e56-997e-4893-af8a-838af3f65389,11,1,00:00:05.771,0,5,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e6d88e7e-7a6b-4bf2-974a-8f7eaaf21b69'],,"[53.6, 52.8]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.771
c65f6ecf-fa15-4cec-8b07-301d5209c010,12,1,00:00:05.771,0,5,2,1.236266,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['28600e56-997e-4893-af8a-838af3f65389', '3cdb7df8-a9cb-432e-a0c7-4a3cb15f1b9b']",,"[53.6, 52.8]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,"[50.6, 47.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.771
3cdb7df8-a9cb-432e-a0c7-4a3cb15f1b9b,13,1,00:00:07.008,0,7,2,1.090328,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['b62e87a7-f7ad-49c8-972d-b08c18c9c001'],,"[50.6, 47.7]",11634.0,Cristiano Piccini,2.0,Right Back,6872.0,Bruno González Cabrera,21.445045,-2.3133166,2.0,Low Pass,"[36.1, 31.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.008
b62e87a7-f7ad-49c8-972d-b08c18c9c001,14,1,00:00:08.098,0,8,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['3cdb7df8-a9cb-432e-a0c7-4a3cb15f1b9b'],,"[36.1, 31.9]",6872.0,Bruno González Cabrera,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.098
e778c976-1b95-46f3-ba9a-3040d17b3f0d,15,1,00:00:08.098,0,8,2,1.309771,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['72c35a75-b2a0-438f-ac51-ab55cd4dbf89', 'b62e87a7-f7ad-49c8-972d-b08c18c9c001']",,"[36.1, 31.9]",6872.0,Bruno González Cabrera,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,"[35.0, 28.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.098
72c35a75-b2a0-438f-ac51-ab55cd4dbf89,16,1,00:00:09.408,0,9,2,2.451099,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['7799333c-693b-4d82-9bc4-dd0e945ef06f'],,"[35.0, 28.8]",6872.0,Bruno González Cabrera,5.0,Left Center Back,27347.0,Juan Manuel Vargas Risco,26.373472,-1.2466477,1.0,Ground Pass,"[43.4, 3.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408
7799333c-693b-4d82-9bc4-dd0e945ef06f,17,1,00:00:11.859,0,11,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['72c35a75-b2a0-438f-ac51-ab55cd4dbf89'],,"[43.4, 3.8]",27347.0,Juan Manuel Vargas Risco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.859
a8f6b5ea-d838-410e-8707-b5e7069ab137,18,1,00:00:11.859,0,11,2,0.289024,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['7799333c-693b-4d82-9bc4-dd0e945ef06f', 'ac075461-b056-4f2c-9cd5-5242b5168bfb']",,"[43.4, 3.8]",27347.0,Juan Manuel Vargas Risco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,"[45.1, 3.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.859
ac075461-b056-4f2c-9cd5-5242b5168bfb,19,1,00:00:12.148,0,12,2,1.980284,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['611a98ac-ea98-4eee-a6c9-b1ea28f50e0b'],,"[45.1, 3.1]",27347.0,Juan Manuel Vargas Risco,6.0,Left Back,,,41.902985,0.011932608,3.0,High Pass,"[87.0, 3.6]",38.0,Left Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.148
611a98ac-ea98-4eee-a6c9-b1ea28f50e0b,20,1,00:00:14.128,0,14,2,1.46219,30,Pass,218,Real Betis,9,From Kick Off,216,Getafe,,,"['1a41c603-68fb-48a5-a601-9212ba084705', 'ac075461-b056-4f2c-9cd5-5242b5168bfb']",,"[33.1, 76.5]",27403.0,Santiago Vergini,3.0,Right Center Back,6627.0,Damián Nicolás Suárez Suárez,11.116204,-0.0540015,2.0,Low Pass,"[44.2, 75.9]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.128
1a41c603-68fb-48a5-a601-9212ba084705,21,1,00:00:15.590,0,15,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,216,Getafe,,,['611a98ac-ea98-4eee-a6c9-b1ea28f50e0b'],,"[44.2, 75.9]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59
e4f72a31-3e30-4201-868e-9a4c88c57984,22,1,00:00:15.590,0,15,2,0.039999,43,Carry,218,Real Betis,9,From Kick Off,216,Getafe,,,"['1a41c603-68fb-48a5-a601-9212ba084705', '2ba869f6-9a18-4972-ae3a-90dbb59829b1']",,"[44.2, 75.9]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,"[44.4, 75.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59
2ba869f6-9a18-4972-ae3a-90dbb59829b1,23,1,00:00:15.630,0,15,2,1.62936,30,Pass,218,Real Betis,9,From Kick Off,216,Getafe,,,"['c07d7d8e-6de8-4f48-8c60-b60131d37111', 'f44aa98d-3d23-4e47-83b4-ed7b51d678ec']",,"[44.4, 75.7]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,6720.0,Pablo Sarabia García,15.143315,-0.5880026,2.0,Low Pass,"[57.0, 67.3]",40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.63
f44aa98d-3d23-4e47-83b4-ed7b51d678ec,24,1,00:00:17.260,0,17,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,216,Getafe,,,['2ba869f6-9a18-4972-ae3a-90dbb59829b1'],,"[57.9, 67.3]",6720.0,Pablo Sarabia García,21.0,Left Wing,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26
c07d7d8e-6de8-4f48-8c60-b60131d37111,25,1,00:00:17.260,0,17,2,3.137626,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['09e047cf-3015-4422-bd07-a135741b634c', '2ba869f6-9a18-4972-ae3a-90dbb59829b1']",,"[63.1, 12.8]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,34.979424,0.338024,3.0,High Pass,"[96.1, 24.4]",38.0,Left Foot,66.0,Recovery,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26
09e047cf-3015-4422-bd07-a135741b634c,26,1,00:00:20.397,0,20,2,2.693659,30,Pass,218,Real Betis,9,From Kick Off,216,Getafe,,,"['60df3d61-c34e-4051-93e7-8ba70f513b31', '753716e4-a629-4378-a7be-42db6cbe9eeb', 'c07d7d8e-6de8-4f48-8c60-b60131d37111']",,"[24.0, 55.7]",6861.0,Juan Torres Ruiz,5.0,Left Center Back,24035.0,Álvaro Vázquez García,45.54119,0.15431878,3.0,High Pass,"[69.0, 62.7]",40.0,Right Foot,66.0,Recovery,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.397
753716e4-a629-4378-a7be-42db6cbe9eeb,27,1,00:00:23.091,0,23,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,216,Getafe,,,['09e047cf-3015-4422-bd07-a135741b634c'],,"[69.5, 61.2]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.091
60df3d61-c34e-4051-93e7-8ba70f513b31,28,1,00:00:23.091,0,23,2,4.491976,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['09e047cf-3015-4422-bd07-a135741b634c', '0ea40a06-9672-49bb-ac21-9f72777e6045', '82667a6b-b486-4ba4-b9a3-ee80a83d947a']",,"[51.1, 17.4]",6872.0,Bruno González Cabrera,5.0,Left Center Back,6630.0,Jorge Molina Vidal,50.910313,-0.23592699,3.0,High Pass,"[100.6, 5.5]",40.0,Right Foot,66.0,Recovery,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.091
82667a6b-b486-4ba4-b9a3-ee80a83d947a,29,1,00:00:27.583,0,27,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['60df3d61-c34e-4051-93e7-8ba70f513b31'],,"[93.7, 17.5]",6630.0,Jorge Molina Vidal,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.583
0ea40a06-9672-49bb-ac21-9f72777e6045,30,1,00:00:27.583,0,27,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,216,Getafe,,,['60df3d61-c34e-4051-93e7-8ba70f513b31'],,"[19.5, 74.6]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.583
1ff69338-9df9-4fd9-877a-554a96d7e610,31,1,00:00:27.583,0,27,2,3.178081,43,Carry,218,Real Betis,9,From Kick Off,216,Getafe,,,"['0ea40a06-9672-49bb-ac21-9f72777e6045', '6bcb0809-40a3-4ab5-85d1-65a34c0f0da9']",,"[19.5, 74.6]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,"[13.3, 76.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.583
6bcb0809-40a3-4ab5-85d1-65a34c0f0da9,32,1,00:00:30.761,0,30,2,2.957697,30,Pass,218,Real Betis,9,From Kick Off,216,Getafe,,,"['e6872d08-f6f1-4059-bb67-9519a19e59e4', 'e8d5946c-1e70-4022-822e-02463d7fa5cf']",,"[13.3, 76.8]",27403.0,Santiago Vergini,3.0,Right Center Back,24035.0,Álvaro Vázquez García,48.72833,-0.16076274,3.0,High Pass,"[61.4, 69.0]",40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.761
e6872d08-f6f1-4059-bb67-9519a19e59e4,33,1,00:00:33.719,0,33,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,216,Getafe,,,['6bcb0809-40a3-4ab5-85d1-65a34c0f0da9'],,"[61.4, 69.0]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.719
ccbe23ad-38bf-46ef-b48a-7fc4170273b6,34,1,00:00:33.719,0,33,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,216,Getafe,,,['e8d5946c-1e70-4022-822e-02463d7fa5cf'],,"[61.4, 69.0]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.719
e8d5946c-1e70-4022-822e-02463d7fa5cf,35,1,00:00:33.719,0,33,2,1.122382,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['6bcb0809-40a3-4ab5-85d1-65a34c0f0da9', 'ccbe23ad-38bf-46ef-b48a-7fc4170273b6', 'fefe0046-3f1b-4114-9a96-167c2edfdd89']",,"[58.7, 11.1]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,6697.0,Daniel Ceballos Fernández,15.6205,-0.23255694,3.0,High Pass,"[73.9, 7.5]",,,66.0,Recovery,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.719
fefe0046-3f1b-4114-9a96-167c2edfdd89,36,1,00:00:34.841,0,34,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e8d5946c-1e70-4022-822e-02463d7fa5cf'],,"[73.9, 7.5]",6697.0,Daniel Ceballos Fernández,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.841
34839843-ec75-4857-9107-69163c775aaa,37,1,00:00:34.906,0,34,2,0.1,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['f6b604cc-cbba-4247-b1cf-aaee106ec03e'],,"[73.2, 7.7]",6697.0,Daniel Ceballos Fernández,16.0,Left Midfield,,,1.9104973,-0.104876935,2.0,Low Pass,"[75.1, 7.5]",37.0,Head,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.906
