id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,pass_aerial_won,out,counterpress,interception_outcome_id,interception_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,clearance_right_foot,pass_through_ball,pass_technique_id,pass_technique_name,dribble_overrun,ball_recovery_offensive,miscontrol_aerial_won,dribble_nutmeg,ball_recovery_recovery_failure,shot_first_time,pass_straight,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_cut_back,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,clearance_left_foot,clearance_other,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,pass_no_touch,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,block_offensive,timestamp_seconds
529e6817-c2a3-4f03-80ba-0207349c3569,814,1,00:21:22.454,21,22,44,0.0,21,Foul Won,216,Getafe,1,Regular Play,216,Getafe,,,['7b51da90-9924-4e2e-86bd-159bf9ae7c3f'],,"[60.6, 19.5]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.454
f906ce4b-ad9c-4ef1-b94b-0cc29e5d15cf,815,1,00:21:22.454,21,22,44,0.825647,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['4b96960a-3b16-4bf9-b5c6-2514987a6163', '529e6817-c2a3-4f03-80ba-0207349c3569', '7b51da90-9924-4e2e-86bd-159bf9ae7c3f']",,"[60.6, 19.5]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,"[64.2, 21.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.454
4b96960a-3b16-4bf9-b5c6-2514987a6163,816,1,00:21:23.280,21,23,44,1.53438,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['75653316-979d-4cb1-9bd4-4a41035ebfa4'],,"[64.2, 21.6]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,24035.0,Álvaro Vázquez García,25.89614,0.47746366,1.0,Ground Pass,"[87.2, 33.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.28
75653316-979d-4cb1-9bd4-4a41035ebfa4,817,1,00:21:24.814,21,24,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['4b96960a-3b16-4bf9-b5c6-2514987a6163'],,"[87.2, 33.5]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.814
a9cef483-ee92-4ffd-9498-5ad72914a2a7,818,1,00:21:24.814,21,24,44,0.199998,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['75653316-979d-4cb1-9bd4-4a41035ebfa4', '77a12a06-646b-4d18-8410-22c90ca97609']",,"[87.2, 33.5]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,"[87.3, 32.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.814
77a12a06-646b-4d18-8410-22c90ca97609,819,1,00:21:25.014,21,25,44,1.754678,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['6d00d466-f2ee-465c-a6e2-b6d871b0cd01'],,"[87.3, 32.7]",24035.0,Álvaro Vázquez García,23.0,Center Forward,6720.0,Pablo Sarabia García,20.019241,-1.2348287,1.0,Ground Pass,"[93.9, 13.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.014
6d00d466-f2ee-465c-a6e2-b6d871b0cd01,820,1,00:21:26.769,21,26,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['77a12a06-646b-4d18-8410-22c90ca97609'],,"[93.9, 13.8]",6720.0,Pablo Sarabia García,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.769
6b933460-026e-4f9e-8f43-1069edd75fd3,821,1,00:21:26.769,21,26,44,1.687824,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['35bf6916-b68d-44e8-a46e-b7bf0916c2f6', '6d00d466-f2ee-465c-a6e2-b6d871b0cd01']",,"[93.9, 13.8]",6720.0,Pablo Sarabia García,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,"[111.2, 12.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.769
35bf6916-b68d-44e8-a46e-b7bf0916c2f6,822,1,00:21:28.457,21,28,44,0.819842,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,"['252f9f4d-aec5-43ee-be07-c9863825d616', '58863e4e-c8b5-40ce-88cd-6df8dd1e1ec1']",,"[111.2, 12.4]",6720.0,Pablo Sarabia García,21.0,Left Wing,24035.0,Álvaro Vázquez García,19.116747,1.528936,1.0,Ground Pass,"[112.0, 31.5]",38.0,Left Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.457
252f9f4d-aec5-43ee-be07-c9863825d616,823,1,00:21:29.277,21,29,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['35bf6916-b68d-44e8-a46e-b7bf0916c2f6'],,"[111.5, 38.1]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.277
58863e4e-c8b5-40ce-88cd-6df8dd1e1ec1,824,1,00:21:29.277,21,29,44,0.0,9,Clearance,216,Getafe,1,Regular Play,218,Real Betis,,,['35bf6916-b68d-44e8-a46e-b7bf0916c2f6'],,"[8.1, 48.6]",6872.0,Bruno González Cabrera,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.277
8ac635fc-286a-459d-8ad5-5a4ebf1e76e2,825,1,00:21:31.502,21,31,44,0.0,9,Clearance,216,Getafe,1,Regular Play,218,Real Betis,,,,,"[10.4, 67.0]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.502
770c5b8e-5ade-4c98-ad8d-8a735305b4e3,826,1,00:21:33.566,21,33,44,1.359409,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['2d568434-f7dc-4f90-b4fc-4845ac45bb95'],,"[85.4, 43.8]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,15893.0,Víctor Rodríguez Romero,17.72597,1.0642458,2.0,Low Pass,"[94.0, 59.3]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.566
2d568434-f7dc-4f90-b4fc-4845ac45bb95,827,1,00:21:34.925,21,34,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['770c5b8e-5ade-4c98-ad8d-8a735305b4e3'],,"[94.0, 59.3]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.925
384e6d22-8c87-41d3-a73b-b265a48204a8,828,1,00:21:34.925,21,34,44,0.968896,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['2d568434-f7dc-4f90-b4fc-4845ac45bb95', 'c6dc8b0a-0913-4263-aa35-3003c73c3cf4']",,"[94.0, 59.3]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,"[97.6, 59.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.925
c6dc8b0a-0913-4263-aa35-3003c73c3cf4,829,1,00:21:35.894,21,35,44,1.730674,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['ff98f8cd-7564-43de-8d72-6f280a04b9e6'],,"[97.6, 59.0]",15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,24035.0,Álvaro Vázquez García,12.709839,0.18196468,1.0,Ground Pass,"[110.1, 61.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.894
ff98f8cd-7564-43de-8d72-6f280a04b9e6,830,1,00:21:37.625,21,37,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['c6dc8b0a-0913-4263-aa35-3003c73c3cf4'],,"[110.1, 61.3]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.625
5491e0c8-9f99-469f-8ed4-bcd8fb04e65f,831,1,00:21:37.625,21,37,44,0.04,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['01150572-fa90-4bc8-a546-e8e0d0d1d27c', 'ff98f8cd-7564-43de-8d72-6f280a04b9e6']",,"[110.1, 61.3]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,"[110.8, 60.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.625
01150572-fa90-4bc8-a546-e8e0d0d1d27c,832,1,00:21:37.665,21,37,44,0.368094,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,"['0f636c76-5dd4-4eb4-bf42-a721690c98b0', '964d89dc-8c6b-4c8f-b79a-a153658976ba']",,"[110.8, 60.7]",24035.0,Álvaro Vázquez García,23.0,Center Forward,25881.0,Juan Antonio Rodríguez Villamuela,6.168468,-1.2234104,1.0,Ground Pass,"[112.9, 54.9]",40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.665
964d89dc-8c6b-4c8f-b79a-a153658976ba,833,1,00:21:38.033,21,38,44,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['01150572-fa90-4bc8-a546-e8e0d0d1d27c'],,"[111.2, 46.2]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.033
0f636c76-5dd4-4eb4-bf42-a721690c98b0,834,1,00:21:38.033,21,38,44,0.0,6,Block,216,Getafe,1,Regular Play,218,Real Betis,,,['01150572-fa90-4bc8-a546-e8e0d0d1d27c'],,"[7.2, 25.2]",27347.0,Juan Manuel Vargas Risco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.033
4b4280bf-7a18-449b-a785-2591aa3c4738,835,1,00:21:51.160,21,51,45,2.512688,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['1119d3e2-0c5a-4b1a-943a-e354840bdfed'],,"[109.5, 80.0]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,6745.0,Mehdi Lacen,26.16964,-2.7412167,2.0,Low Pass,"[85.4, 69.8]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.16
1119d3e2-0c5a-4b1a-943a-e354840bdfed,836,1,00:21:53.673,21,53,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['4b4280bf-7a18-449b-a785-2591aa3c4738'],,"[85.4, 69.8]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.673
5554d421-0095-40b2-82c8-3c2ad0727fa7,837,1,00:21:53.673,21,53,45,1.486692,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['1119d3e2-0c5a-4b1a-943a-e354840bdfed', '7fafbc13-3bf8-4a33-847d-92125ec0128a']",,"[85.4, 69.8]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,"[84.5, 68.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.673
7fafbc13-3bf8-4a33-847d-92125ec0128a,838,1,00:21:55.159,21,55,45,2.357424,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['27ff129c-913a-4abe-b9af-59aa7ae5b36c'],,"[84.5, 68.7]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,27403.0,Santiago Vergini,23.14865,-2.8116455,1.0,Ground Pass,"[62.6, 61.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.159
27ff129c-913a-4abe-b9af-59aa7ae5b36c,839,1,00:21:57.517,21,57,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['7fafbc13-3bf8-4a33-847d-92125ec0128a'],,"[62.6, 61.2]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.517
e45f7748-5095-4b3b-8fdd-72ee4c2b196c,840,1,00:21:57.517,21,57,45,2.399997,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['27ff129c-913a-4abe-b9af-59aa7ae5b36c', '458b62a7-b3e5-4e75-a2cf-130663766ecc']",,"[62.6, 61.2]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,"[63.1, 59.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.517
458b62a7-b3e5-4e75-a2cf-130663766ecc,841,1,00:21:59.917,21,59,45,1.692691,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['eaa9d706-0265-4fca-bfaa-44c6cd0a200f'],,"[63.1, 59.0]",27403.0,Santiago Vergini,3.0,Right Center Back,6745.0,Mehdi Lacen,13.649908,-0.6816058,1.0,Ground Pass,"[73.7, 50.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.917
eaa9d706-0265-4fca-bfaa-44c6cd0a200f,842,1,00:22:01.609,22,1,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['458b62a7-b3e5-4e75-a2cf-130663766ecc'],,"[73.7, 50.4]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.609
d09d2528-80bf-4994-bbb6-943508f9330e,843,1,00:22:01.609,22,1,45,0.399999,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['b9937195-00ac-4c74-b817-26f9271d903e', 'eaa9d706-0265-4fca-bfaa-44c6cd0a200f']",,"[73.7, 50.4]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,"[74.0, 48.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.609
b9937195-00ac-4c74-b817-26f9271d903e,844,1,00:22:02.009,22,2,45,3.252355,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['26c126d9-8ce4-46dc-8de7-faa6377c42b8'],,"[74.0, 48.5]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,27054.0,Roberto Lago Soto,49.22154,-0.70774484,3.0,High Pass,"[111.4, 16.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.009
1998cfb9-cd5e-4ab0-9972-f3e4f8edcbb5,845,1,00:22:04.558,22,4,45,0.723239,17,Pressure,216,Getafe,4,From Throw In,218,Real Betis,,,"['26c126d9-8ce4-46dc-8de7-faa6377c42b8', 'a42bb14c-e8ee-43a4-a451-27904e5b2a2e']",,"[12.5, 60.6]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.558
26c126d9-8ce4-46dc-8de7-faa6377c42b8,846,1,00:22:05.262,22,5,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,"['1998cfb9-cd5e-4ab0-9972-f3e4f8edcbb5', 'b9937195-00ac-4c74-b817-26f9271d903e']",,"[111.4, 16.5]",27054.0,Roberto Lago Soto,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.262
a42bb14c-e8ee-43a4-a451-27904e5b2a2e,847,1,00:22:05.262,22,5,45,0.248777,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['1998cfb9-cd5e-4ab0-9972-f3e4f8edcbb5', '26c126d9-8ce4-46dc-8de7-faa6377c42b8', '82263998-0f28-4b59-9a4c-669931449149']",,"[111.4, 16.5]",27054.0,Roberto Lago Soto,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,"[110.9, 16.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.262
82263998-0f28-4b59-9a4c-669931449149,848,1,00:22:05.510,22,5,45,0.0,14,Dribble,216,Getafe,4,From Throw In,216,Getafe,,,['373d3b04-d036-4a0a-80ec-bc1e53d5dd8e'],,"[110.9, 16.8]",27054.0,Roberto Lago Soto,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.51
373d3b04-d036-4a0a-80ec-bc1e53d5dd8e,849,1,00:22:05.510,22,5,45,0.0,4,Duel,216,Getafe,4,From Throw In,218,Real Betis,,,['82263998-0f28-4b59-9a4c-669931449149'],,"[9.2, 63.3]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,True,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.51
3bc4f96d-1c62-4048-ad88-503165abaae6,850,1,00:22:05.510,22,5,45,3.293943,43,Carry,216,Getafe,4,From Throw In,218,Real Betis,,,"['373d3b04-d036-4a0a-80ec-bc1e53d5dd8e', '47b120bf-721b-4ebc-970c-484e80faa230']",,"[9.2, 63.3]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,"[4.2, 74.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.51
47b120bf-721b-4ebc-970c-484e80faa230,851,1,00:22:08.804,22,8,45,4.421042,30,Pass,216,Getafe,4,From Throw In,218,Real Betis,,,"['03c9606c-f4b0-43b3-afd7-e75b3e781551', 'c3782c23-b556-45dc-8bbc-29d84c74c91f']",,"[4.2, 74.1]",11634.0,Cristiano Piccini,2.0,Right Back,6832.0,Rubén Castro Martín,68.07239,-0.20114087,3.0,High Pass,"[70.9, 60.5]",40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.804
c3782c23-b556-45dc-8bbc-29d84c74c91f,852,1,00:22:13.225,22,13,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,218,Real Betis,,,['47b120bf-721b-4ebc-970c-484e80faa230'],,"[58.1, 66.9]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.225
03c9606c-f4b0-43b3-afd7-e75b3e781551,853,1,00:22:13.225,22,13,45,0.0,2,Ball Recovery,216,Getafe,4,From Throw In,216,Getafe,,,['47b120bf-721b-4ebc-970c-484e80faa230'],,"[49.2, 19.6]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.225
c241d665-8504-4b8f-8204-566cf54279c7,854,1,00:22:13.225,22,13,45,1.599998,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['03c9606c-f4b0-43b3-afd7-e75b3e781551', 'a15aa771-3a71-4d4a-ae0e-6935af828a7a']",,"[49.2, 19.6]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,"[40.8, 28.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.225
a15aa771-3a71-4d4a-ae0e-6935af828a7a,855,1,00:22:14.825,22,14,45,2.159194,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['dbde17b6-e7e8-4b62-a0a1-281c1813f0f7'],,"[40.8, 28.1]",27403.0,Santiago Vergini,3.0,Right Center Back,6627.0,Damián Nicolás Suárez Suárez,30.215227,1.4513674,1.0,Ground Pass,"[44.4, 58.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.825
dbde17b6-e7e8-4b62-a0a1-281c1813f0f7,856,1,00:22:16.985,22,16,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['a15aa771-3a71-4d4a-ae0e-6935af828a7a'],,"[44.4, 58.1]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.985
ded583bc-6c65-461e-b73d-a99071574956,857,1,00:22:16.985,22,16,45,0.4,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['c961e675-42db-4e58-b971-36948fd495a3', 'dbde17b6-e7e8-4b62-a0a1-281c1813f0f7']",,"[44.4, 58.1]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,"[45.3, 55.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.985
c961e675-42db-4e58-b971-36948fd495a3,858,1,00:22:17.385,22,17,45,1.292162,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['65829f98-992b-4e1c-8b51-fc0cb7d60001'],,"[45.3, 55.7]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,25881.0,Juan Antonio Rodríguez Villamuela,15.654073,-1.0928639,1.0,Ground Pass,"[52.5, 41.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.385
65829f98-992b-4e1c-8b51-fc0cb7d60001,859,1,00:22:18.677,22,18,45,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['c961e675-42db-4e58-b971-36948fd495a3'],,"[52.5, 41.8]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.677
