id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,pass_deflected,out,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_switch,clearance_head,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,shot_first_time,dribble_nutmeg,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,pass_technique_id,pass_technique_name,pass_inswinging,shot_aerial_won,dribble_overrun,pass_goal_assist,foul_committed_advantage,foul_won_advantage,pass_miscommunication,clearance_aerial_won,ball_recovery_recovery_failure,block_deflection,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,miscontrol_aerial_won,pass_no_touch,foul_committed_offensive,pass_through_ball,timestamp_seconds
88a2eba7-5e4d-49b1-9871-30f996512707,2065,2,00:07:56.641,52,56,98,,42,Ball Receipt*,214,Espanyol,2,From Corner,214,Espanyol,,,['f87eadeb-d95e-42e7-ad4d-55827c7be08c'],,"[55.6, 15.3]",27241.0,Víctor Guillermo Álvarez Delgado,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.641
191cf2e1-b9ec-4ce3-b673-646af860ad0f,2066,2,00:07:56.641,52,56,98,1.496933,30,Pass,214,Espanyol,2,From Corner,214,Espanyol,,,['47591299-e521-46c1-8ce9-61ba756f78f1'],,"[55.7, 5.9]",27241.0,Víctor Guillermo Álvarez Delgado,6.0,Left Back,5719.0,Marco Asensio Willemsen,15.302941,-0.019605331,1.0,Ground Pass,"[71.0, 5.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.641
47591299-e521-46c1-8ce9-61ba756f78f1,2067,2,00:07:58.138,52,58,98,,42,Ball Receipt*,214,Espanyol,2,From Corner,214,Espanyol,,,['191cf2e1-b9ec-4ce3-b673-646af860ad0f'],,"[71.0, 5.6]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.138
044d5792-c4ac-41dd-9f2f-bd1cde5a3c39,2068,2,00:07:58.138,52,58,98,0.605395,43,Carry,214,Espanyol,2,From Corner,214,Espanyol,,,"['47591299-e521-46c1-8ce9-61ba756f78f1', 'aebaa821-f3e0-493b-80ce-93aa7d871a7d', 'be2e90f6-2df9-46f3-8f88-d454e38d3d34']",,"[71.0, 5.6]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,"[65.4, 5.6]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.138
aebaa821-f3e0-493b-80ce-93aa7d871a7d,2069,2,00:07:58.551,52,58,98,0.44521,17,Pressure,214,Espanyol,2,From Corner,216,Getafe,,,"['044d5792-c4ac-41dd-9f2f-bd1cde5a3c39', 'be2e90f6-2df9-46f3-8f88-d454e38d3d34']",,"[49.1, 74.5]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.551
be2e90f6-2df9-46f3-8f88-d454e38d3d34,2070,2,00:07:58.743,52,58,98,1.024441,30,Pass,214,Espanyol,2,From Corner,214,Espanyol,,,"['971e4405-61e6-467d-b3cf-f9a7f7dd678d', 'aebaa821-f3e0-493b-80ce-93aa7d871a7d']",,"[65.4, 5.6]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,27241.0,Víctor Guillermo Álvarez Delgado,16.763054,2.8009765,1.0,Ground Pass,"[49.6, 11.2]",,,38.0,Left Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.743
971e4405-61e6-467d-b3cf-f9a7f7dd678d,2071,2,00:07:59.767,52,59,98,,42,Ball Receipt*,214,Espanyol,2,From Corner,214,Espanyol,,,['be2e90f6-2df9-46f3-8f88-d454e38d3d34'],,"[49.6, 11.2]",27241.0,Víctor Guillermo Álvarez Delgado,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.767
5ef50b37-1fc3-4cef-ba17-5a99d6e1307a,2072,2,00:07:59.767,52,59,98,1.747593,43,Carry,214,Espanyol,2,From Corner,214,Espanyol,,,"['54aacaa5-8982-4308-bb0c-59cbfbc66d8d', '971e4405-61e6-467d-b3cf-f9a7f7dd678d', 'abd01fb0-026b-4136-b9cd-b1b8db1ac592']",,"[49.6, 11.2]",27241.0,Víctor Guillermo Álvarez Delgado,6.0,Left Back,,,,,,,,,,,,"[41.7, 11.7]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.767
54aacaa5-8982-4308-bb0c-59cbfbc66d8d,2073,2,00:08:01.042,53,1,98,0.543124,17,Pressure,214,Espanyol,2,From Corner,216,Getafe,,,"['5ef50b37-1fc3-4cef-ba17-5a99d6e1307a', 'abd01fb0-026b-4136-b9cd-b1b8db1ac592']",,"[70.9, 68.9]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.042
abd01fb0-026b-4136-b9cd-b1b8db1ac592,2074,2,00:08:01.515,53,1,98,3.136506,30,Pass,214,Espanyol,2,From Corner,214,Espanyol,,,"['54aacaa5-8982-4308-bb0c-59cbfbc66d8d', 'c91d58f5-fc1a-4e18-9a4e-9cb2fc0f0758']",,"[41.7, 11.7]",27241.0,Víctor Guillermo Álvarez Delgado,6.0,Left Back,6792.0,Pau López Sabata,40.933727,2.4721932,1.0,Ground Pass,"[9.6, 37.1]",,,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.515
