id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,duel_type_id,duel_type_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_switch,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,foul_committed_type_id,foul_committed_type_name,counterpress,duel_outcome_id,duel_outcome_name,shot_one_on_one,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_aerial_won,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,clearance_head,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_through_ball,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_aerial_won,out,shot_first_time,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,pass_deflected,foul_committed_advantage,foul_won_advantage,foul_committed_penalty,foul_won_penalty,pass_cut_back,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,ball_recovery_offensive,pass_outswinging,dribble_nutmeg,miscontrol_aerial_won,pass_no_touch,clearance_other,timestamp_seconds
10da33e1-15ef-45a2-b939-84a2ff49303c,2015,2,00:01:51.237,46,51,82,0.0,14,Dribble,217,Barcelona,1,Regular Play,217,Barcelona,,,['da1371b4-fead-46b4-8e0c-25fff1dfea33'],"[77.4, 27.0]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,,,,,,True,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.237
41e5a868-0b08-43c6-af1c-07b1af75812c,2016,2,00:01:51.237,46,51,82,0.8854,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['10da33e1-15ef-45a2-b939-84a2ff49303c', 'a489ef6f-6771-45a0-8e65-d3e2bdfd9f7f', 'da1371b4-fead-46b4-8e0c-25fff1dfea33']","[77.4, 27.0]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,"[81.9, 25.8]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.237
a489ef6f-6771-45a0-8e65-d3e2bdfd9f7f,2017,2,00:01:52.122,46,52,82,1.958484,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['33005316-d4f7-43a2-a130-428ca3bc7803'],"[81.9, 25.8]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,5211.0,Jordi Alba Ramos,21.691011,-1.0968398,1.0,Ground Pass,"[91.8, 6.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.122
33005316-d4f7-43a2-a130-428ca3bc7803,2018,2,00:01:54.081,46,54,82,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['a489ef6f-6771-45a0-8e65-d3e2bdfd9f7f'],"[91.8, 6.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.081
d1cafa46-77be-4efe-b843-ddf4f0e84b9e,2019,2,00:01:54.081,46,54,82,1.050838,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['1640cbba-9c3c-4285-95e6-5a5953bccbaa'],"[91.8, 6.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,11094.0,Arda Turan,13.967104,2.6331034,2.0,Low Pass,"[79.6, 13.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.081
1640cbba-9c3c-4285-95e6-5a5953bccbaa,2020,2,00:01:55.132,46,55,82,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['d1cafa46-77be-4efe-b843-ddf4f0e84b9e'],"[79.6, 13.3]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.132
f930dafd-69d2-4242-a82f-a8c6acf2f152,2021,2,00:01:55.132,46,55,82,0.557854,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['1640cbba-9c3c-4285-95e6-5a5953bccbaa', 'a3273630-42b4-44ab-b44d-c9f60e4799a4']","[79.6, 13.3]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,"[79.6, 13.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.132
a3273630-42b4-44ab-b44d-c9f60e4799a4,2022,2,00:01:55.690,46,55,82,1.02021,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['aeaa8f67-48cf-43ec-8599-3866f1e5a487'],"[79.6, 13.3]",11094.0,Arda Turan,15.0,Left Center Midfield,4320.0,Neymar da Silva Santos Junior,9.682975,0.6682894,1.0,Ground Pass,"[87.2, 19.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.69
aeaa8f67-48cf-43ec-8599-3866f1e5a487,2023,2,00:01:56.710,46,56,82,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['a3273630-42b4-44ab-b44d-c9f60e4799a4'],"[87.2, 19.3]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.71000000000001
b789be64-6d3c-46f6-bb3d-4cee00a06b1f,2024,2,00:01:56.710,46,56,82,0.153898,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['2d9c6cd9-be82-459d-be27-f88799c3ea2b', 'aeaa8f67-48cf-43ec-8599-3866f1e5a487']","[87.2, 19.3]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,"[87.2, 19.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.71000000000001
2d9c6cd9-be82-459d-be27-f88799c3ea2b,2025,2,00:01:56.864,46,56,82,0.826592,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['901ab10d-ad61-4569-9ba2-aaf7859a060e'],"[87.2, 19.3]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,11094.0,Arda Turan,7.9479556,-2.7680955,1.0,Ground Pass,"[79.8, 16.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.864
901ab10d-ad61-4569-9ba2-aaf7859a060e,2026,2,00:01:57.690,46,57,82,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['2d9c6cd9-be82-459d-be27-f88799c3ea2b'],"[79.8, 16.4]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.69
c84e9ad7-f065-4719-99db-2a2bc0113ee6,2027,2,00:01:57.690,46,57,82,1.587294,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['80f759ac-28e7-4290-a6f6-bb91270e3f6f', '901ab10d-ad61-4569-9ba2-aaf7859a060e']","[79.8, 16.4]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,"[79.8, 16.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.69
80f759ac-28e7-4290-a6f6-bb91270e3f6f,2028,2,00:01:59.278,46,59,82,0.893966,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['2c06f073-4d57-43f4-9162-f073b3bdc66a'],"[79.8, 16.4]",11094.0,Arda Turan,15.0,Left Center Midfield,4320.0,Neymar da Silva Santos Junior,9.513149,2.4455085,1.0,Ground Pass,"[72.5, 22.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.27799999999999
2c06f073-4d57-43f4-9162-f073b3bdc66a,2029,2,00:02:00.172,47,0,82,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['80f759ac-28e7-4290-a6f6-bb91270e3f6f'],"[72.5, 22.5]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.172
a1152dd1-2524-4acd-926b-017fab33cc3e,2030,2,00:02:00.172,47,0,82,1.774363,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['2c06f073-4d57-43f4-9162-f073b3bdc66a', 'eaafca08-8c7b-4777-8d45-c963dbb6cb0f']","[72.5, 22.5]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,"[72.3, 22.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.172
