id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,dribble_overrun,pass_switch,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,counterpress,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,out,off_camera,shot_first_time,foul_won_defensive,clearance_left_foot,clearance_head,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_advantage,foul_won_advantage,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,foul_committed_penalty,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,goalkeeper_punched_out,foul_committed_type_id,foul_committed_type_name,pass_deflected,miscontrol_aerial_won,pass_cut_back,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
61b94fac-616e-4f7a-885d-10b5fd8966f3,1947,1,00:43:35.916,43,35,78,0.0,3,Dispossessed,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['2e17827b-87e9-4074-9396-e4a0b82dac8b'],"[88.4, 58.3]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.916
2e17827b-87e9-4074-9396-e4a0b82dac8b,1948,1,00:43:35.916,43,35,78,0.0,4,Duel,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,['61b94fac-616e-4f7a-885d-10b5fd8966f3'],"[31.7, 21.8]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.916
d104992b-fcc5-495f-adfe-eee9ebaaa169,1949,1,00:43:35.916,43,35,78,1.024227,43,Carry,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,"['2e17827b-87e9-4074-9396-e4a0b82dac8b', '3e908b7f-f9a6-4921-8c34-0a1381e507a4', 'ab740e38-20c8-4f0d-99c2-972113062750']","[31.7, 21.8]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,"[36.2, 18.2]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.916
3e908b7f-f9a6-4921-8c34-0a1381e507a4,1950,1,00:43:36.677,43,36,78,0.327574,17,Pressure,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['ab740e38-20c8-4f0d-99c2-972113062750', 'd104992b-fcc5-495f-adfe-eee9ebaaa169']","[82.2, 61.7]",4926.0,Francisco Román Alarcón Suárez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.677
ab740e38-20c8-4f0d-99c2-972113062750,1951,1,00:43:36.941,43,36,78,1.697449,30,Pass,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,"['03424c42-60ad-4a7c-9cfe-98a4848b837e', '3e908b7f-f9a6-4921-8c34-0a1381e507a4']","[36.2, 18.2]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,12021.0,Óliver Torres Muñoz,5.8420887,0.12010874,1.0,Ground Pass,"[42.0, 18.9]",38.0,Left Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.941
03424c42-60ad-4a7c-9cfe-98a4848b837e,1952,1,00:43:38.638,43,38,78,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,['ab740e38-20c8-4f0d-99c2-972113062750'],"[42.0, 18.9]",12021.0,Óliver Torres Muñoz,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.638
0b38014b-f225-485a-ac76-6c57072c36d4,1953,1,00:43:38.638,43,38,78,0.048529,30,Pass,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,['a5868fa5-bec3-4bc4-8bee-f8a11fec88fc'],"[42.0, 18.9]",12021.0,Óliver Torres Muñoz,16.0,Left Midfield,,,2.3345234,0.81569195,1.0,Ground Pass,"[43.6, 20.6]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.638
a5868fa5-bec3-4bc4-8bee-f8a11fec88fc,1954,1,00:43:38.687,43,38,78,0.08,6,Block,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['0b38014b-f225-485a-ac76-6c57072c36d4'],"[76.5, 59.5]",20215.0,Álvaro Arbeloa Coca,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.687
6716c853-fdb0-417d-9e3b-7a647947adb4,1955,1,00:43:40.330,43,40,78,1.518541,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['b473c46e-8d38-41ac-b896-f2aa23946a96'],"[75.1, 56.9]",5574.0,Toni Kroos,13.0,Right Center Midfield,5485.0,Raphaël Varane,18.206867,3.114127,1.0,Ground Pass,"[56.9, 57.4]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.33
b473c46e-8d38-41ac-b896-f2aa23946a96,1956,1,00:43:41.849,43,41,78,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['6716c853-fdb0-417d-9e3b-7a647947adb4'],"[56.9, 57.4]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.849
