id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,off_camera,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,out,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,foul_won_defensive,block_deflection,ball_recovery_recovery_failure,clearance_right_foot,pass_goal_assist,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_one_on_one,dribble_overrun,pass_cross,shot_aerial_won,foul_committed_advantage,foul_won_advantage,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,pass_cut_back,block_offensive,pass_through_ball,foul_committed_offensive,pass_no_touch,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,pass_straight,shot_saved_to_post,goalkeeper_shot_saved_to_post,block_save_block,pass_miscommunication,timestamp_seconds
9f40aa3d-6f48-418a-91f5-2d36a4157590,377,1,00:07:14.164,7,14,19,,42,Ball Receipt*,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,['0850f261-e621-4087-a669-72ef634a46de'],"[70.4, 10.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.164
624cd55c-0f66-4e61-b649-08daf334bfb6,378,1,00:07:14.164,7,14,19,0.483771,43,Carry,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,"['7fd87333-f124-4571-bc46-ed1078487bb9', '9f40aa3d-6f48-418a-91f5-2d36a4157590']","[70.4, 10.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,"[70.4, 10.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.164
7fd87333-f124-4571-bc46-ed1078487bb9,379,1,00:07:14.648,7,14,19,0.713531,30,Pass,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,['2e0a5cea-78cd-450f-a21e-154df4c62cc2'],"[70.4, 10.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,6797.0,Daniel Wass,11.587925,2.7707014,1.0,Ground Pass,"[59.6, 14.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.648
2e0a5cea-78cd-450f-a21e-154df4c62cc2,380,1,00:07:15.361,7,15,19,,42,Ball Receipt*,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,['7fd87333-f124-4571-bc46-ed1078487bb9'],"[59.6, 14.8]",6797.0,Daniel Wass,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.361
d688d3e3-2341-44a7-9de2-c9f8ab224817,381,1,00:07:15.361,7,15,19,0.08,43,Carry,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,"['2e0a5cea-78cd-450f-a21e-154df4c62cc2', '3234fe65-37cb-4b45-b526-5a70d6be9fab']","[59.6, 14.8]",6797.0,Daniel Wass,13.0,Right Center Midfield,,,,,,,,,,,,"[59.6, 14.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.361
3234fe65-37cb-4b45-b526-5a70d6be9fab,382,1,00:07:15.441,7,15,19,2.96953,30,Pass,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,"['d2fb5cbe-4db2-45f5-b018-46a1297f169d', 'd792d0bf-1415-4ccc-b624-bf0d0930701e']","[59.6, 14.4]",6797.0,Daniel Wass,13.0,Right Center Midfield,5217.0,Iago Aspas Juncal,40.362484,0.42929307,3.0,High Pass,"[96.3, 31.2]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.441
d2fb5cbe-4db2-45f5-b018-46a1297f169d,383,1,00:07:18.411,7,18,19,,42,Ball Receipt*,209,Celta Vigo,3,From Free Kick,209,Celta Vigo,,,['3234fe65-37cb-4b45-b526-5a70d6be9fab'],"[94.6, 31.2]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.411
d792d0bf-1415-4ccc-b624-bf0d0930701e,384,1,00:07:18.411,7,18,20,1.360914,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['3234fe65-37cb-4b45-b526-5a70d6be9fab', '4241c1a9-ec62-4e6e-9989-a1f8aaf66722']","[23.8, 48.9]",5201.0,Sergio Ramos García,5.0,Left Center Back,5539.0,Carlos Henrique Casimiro,13.640015,0.28232783,3.0,High Pass,"[36.9, 52.7]",66.0,Recovery,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.411
4241c1a9-ec62-4e6e-9989-a1f8aaf66722,385,1,00:07:19.772,7,19,20,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['d792d0bf-1415-4ccc-b624-bf0d0930701e'],"[36.9, 52.7]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.772
a2be1656-920e-48bd-923c-4a7c3ecc4000,386,1,00:07:19.772,7,19,20,1.492901,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['dfbc965b-f469-4fcb-a0b8-9c6252ba4db7'],"[36.9, 52.7]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,5463.0,Luka Modrić,10.5418215,0.7518537,3.0,High Pass,"[44.6, 59.9]",,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.772
