id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,off_camera,dribble_nutmeg,pass_cross,pass_switch,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,out,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_deflected,shot_first_time,clearance_right_foot,pass_cut_back,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_overrun,clearance_left_foot,foul_committed_advantage,foul_won_advantage,pass_miscommunication,pass_through_ball,foul_committed_card_id,foul_committed_card_name,shot_saved_to_post,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_to_post,ball_recovery_recovery_failure,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,block_offensive,pass_goal_assist,bad_behaviour_card_id,bad_behaviour_card_name,50_50_outcome_id,50_50_outcome_name,timestamp_seconds
abe2f992-e073-4022-8ffe-8e75e9b9c9dd,11,1,00:00:08.388,0,8,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['b33a3fb3-bc49-4ce5-99cd-f55065591de1'],"[77.9, 60.7]",6928.0,Pedro Taunausú Domínguez Placeres,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388
950ee69a-8b12-467e-9eed-8e161d3f116e,12,1,00:00:08.388,0,8,2,1.044807,30,Pass,208,Las Palmas,9,From Kick Off,221,Levante UD,,,"['b33a3fb3-bc49-4ce5-99cd-f55065591de1', 'cfbe6156-6d9a-4476-9846-f3f660885296']","[36.2, 18.8]",6647.0,Zouhair Feddal,5.0,Left Center Back,24149.0,José Antonio García Rabasco,12.85496,0.40795612,3.0,High Pass,"[48.0, 23.9]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388
cfbe6156-6d9a-4476-9846-f3f660885296,13,1,00:00:09.433,0,9,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,221,Levante UD,,,['950ee69a-8b12-467e-9eed-8e161d3f116e'],"[48.0, 23.9]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.433
e41ee06e-5c09-4a33-b002-4a6d09de2954,14,1,00:00:09.433,0,9,2,0.894401,43,Carry,208,Las Palmas,9,From Kick Off,221,Levante UD,,,"['34a77bb9-e733-4613-bd83-4fcad0b59f10', 'cfbe6156-6d9a-4476-9846-f3f660885296']","[48.0, 23.9]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,,,,,,,,,,,,"[48.2, 28.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.433
34a77bb9-e733-4613-bd83-4fcad0b59f10,15,1,00:00:10.327,0,10,2,2.542487,30,Pass,208,Las Palmas,9,From Kick Off,221,Levante UD,,,['1752b38c-1a7b-4aab-b2b7-08d08574a4d3'],"[48.2, 28.2]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,,,35.780582,-0.06712589,3.0,High Pass,"[83.9, 25.8]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.327
1752b38c-1a7b-4aab-b2b7-08d08574a4d3,16,1,00:00:12.870,0,12,2,0.0,2,Ball Recovery,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['34a77bb9-e733-4613-bd83-4fcad0b59f10'],"[36.2, 54.3]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.87
d94b29d2-d816-47fa-84c6-e9eb6b7bebad,17,1,00:00:12.870,0,12,2,1.251745,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['1752b38c-1a7b-4aab-b2b7-08d08574a4d3', '77996d21-4c02-40c6-8762-e21674c8e23b']","[36.2, 54.3]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,"[34.7, 56.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.87
77996d21-4c02-40c6-8762-e21674c8e23b,18,1,00:00:14.122,0,14,2,2.320089,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['00646dd7-d622-4bc5-bd36-998f66d1c264'],"[34.7, 56.0]",6927.0,David García Santana,3.0,Right Center Back,,,30.23326,0.36883613,3.0,High Pass,"[62.9, 66.9]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.122
00646dd7-d622-4bc5-bd36-998f66d1c264,19,1,00:00:16.442,0,16,2,2.478679,30,Pass,208,Las Palmas,9,From Kick Off,221,Levante UD,,,"['77996d21-4c02-40c6-8762-e21674c8e23b', 'b2db3e6c-c6a6-4b71-8b2a-5ef3f048a378']","[57.2, 13.2]",6784.0,Antonio García Aranda,6.0,Left Back,,,16.509695,-0.11533946,3.0,High Pass,"[73.6, 11.3]",38.0,Left Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.442
b2db3e6c-c6a6-4b71-8b2a-5ef3f048a378,20,1,00:00:18.920,0,18,2,1.920722,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['00646dd7-d622-4bc5-bd36-998f66d1c264', '48700502-e40c-4b62-9493-799717c53bad', '52846cb0-a852-4c1a-b37e-5672c1fa761b']","[46.5, 68.8]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,15602.0,Juan Carlos Valerón Santana,13.014607,-0.45333868,3.0,High Pass,"[58.2, 63.1]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92
52846cb0-a852-4c1a-b37e-5672c1fa761b,21,1,00:00:20.841,0,20,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['b2db3e6c-c6a6-4b71-8b2a-5ef3f048a378'],"[56.9, 62.6]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.841
0c5341fc-986d-4f34-b870-082b2bdbde95,22,1,00:00:20.841,0,20,2,0.0,4,Duel,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['48700502-e40c-4b62-9493-799717c53bad'],"[58.2, 63.1]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.841
48700502-e40c-4b62-9493-799717c53bad,23,1,00:00:20.841,0,20,3,1.69772,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,"['0c5341fc-986d-4f34-b870-082b2bdbde95', 'b2db3e6c-c6a6-4b71-8b2a-5ef3f048a378', 'cc791313-c913-4dbe-a1d2-625e81c83256']","[61.9, 17.0]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,25134.0,Deyverson Brum Silva Acosta,8.828363,-0.17073521,3.0,High Pass,"[70.6, 15.5]",,,66.0,Recovery,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.841
cc791313-c913-4dbe-a1d2-625e81c83256,24,1,00:00:22.539,0,22,3,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['48700502-e40c-4b62-9493-799717c53bad'],"[70.6, 15.5]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.539
e8f8c2ed-6afe-4e57-8007-23cba31699b4,25,1,00:00:22.539,0,22,3,1.006982,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['674128db-06f3-422b-a049-551331e57676', '827ffb61-a2d3-4c8a-9e91-7d4e0f3a907b', 'cc791313-c913-4dbe-a1d2-625e81c83256']","[70.6, 15.5]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,"[72.1, 13.6]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.539
827ffb61-a2d3-4c8a-9e91-7d4e0f3a907b,26,1,00:00:23.132,0,23,3,0.739131,17,Pressure,221,Levante UD,1,Regular Play,208,Las Palmas,,,"['674128db-06f3-422b-a049-551331e57676', 'e8f8c2ed-6afe-4e57-8007-23cba31699b4']","[49.0, 65.2]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.132
674128db-06f3-422b-a049-551331e57676,27,1,00:00:23.546,0,23,3,1.147997,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,"['827ffb61-a2d3-4c8a-9e91-7d4e0f3a907b', 'f4c47ad7-1563-472e-85ee-eec741578003']","[72.1, 13.6]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,6668.0,José Luis Morales Nogales,11.837652,-1.418147,2.0,Low Pass,"[73.9, 1.9]",38.0,Left Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.546
f4c47ad7-1563-472e-85ee-eec741578003,28,1,00:00:24.694,0,24,3,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['674128db-06f3-422b-a049-551331e57676'],"[73.9, 1.9]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.694
4db2597e-6976-489f-9a80-2d0302151dae,29,1,00:00:24.694,0,24,3,2.925697,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['771fc971-eb8f-4bf9-a596-b610c27397b3', 'f0e27bfb-18e4-4469-a78a-d967cae005d3', 'f4c47ad7-1563-472e-85ee-eec741578003']","[73.9, 1.9]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,,,,,,,,,,"[82.6, 4.4]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.694
f0e27bfb-18e4-4469-a78a-d967cae005d3,30,1,00:00:26.263,0,26,3,0.580376,17,Pressure,221,Levante UD,1,Regular Play,208,Las Palmas,,,['4db2597e-6976-489f-9a80-2d0302151dae'],"[44.7, 76.7]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.263
3779c941-b625-43e3-a2ba-3ec4eb333028,31,1,00:00:27.620,0,27,3,0.0,39,Dribbled Past,221,Levante UD,1,Regular Play,208,Las Palmas,,,"['771fc971-eb8f-4bf9-a596-b610c27397b3', 'bcc33ea3-9fba-4296-a038-96118d1dfa6e']","[37.5, 75.7]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.62
771fc971-eb8f-4bf9-a596-b610c27397b3,32,1,00:00:27.620,0,27,3,0.0,14,Dribble,221,Levante UD,1,Regular Play,221,Levante UD,,,['3779c941-b625-43e3-a2ba-3ec4eb333028'],"[82.6, 4.4]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.62
bcc33ea3-9fba-4296-a038-96118d1dfa6e,33,1,00:00:27.620,0,27,3,1.317856,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['3779c941-b625-43e3-a2ba-3ec4eb333028', '6244e316-9fb2-473a-95b4-afa304df5a4e', '771fc971-eb8f-4bf9-a596-b610c27397b3', 'e9b52118-de06-4ca9-a4d0-f4b36b000d64']","[82.6, 4.4]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,,,,,,,,,,"[91.6, 2.7]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.62
6244e316-9fb2-473a-95b4-afa304df5a4e,34,1,00:00:28.327,0,28,3,0.481321,17,Pressure,221,Levante UD,1,Regular Play,208,Las Palmas,,,['bcc33ea3-9fba-4296-a038-96118d1dfa6e'],"[30.0, 74.8]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.327
e9b52118-de06-4ca9-a4d0-f4b36b000d64,35,1,00:00:28.937,0,28,3,0.0,14,Dribble,221,Levante UD,1,Regular Play,221,Levante UD,,,['04aa5828-6518-447f-8605-44bb0232bf15'],"[91.6, 2.7]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.937
04aa5828-6518-447f-8605-44bb0232bf15,36,1,00:00:28.937,0,28,3,0.0,4,Duel,221,Levante UD,1,Regular Play,208,Las Palmas,,,['e9b52118-de06-4ca9-a4d0-f4b36b000d64'],"[28.5, 77.4]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.937
df8f4e76-fb0a-47cf-95ce-e1c84457bcb5,37,1,00:00:37.039,0,37,4,1.531133,30,Pass,221,Levante UD,4,From Throw In,221,Levante UD,,,['7e1773ec-e37e-4087-a96a-acd090771c67'],"[91.2, 0.1]",6784.0,Antonio García Aranda,6.0,Left Back,6668.0,José Luis Morales Nogales,20.651876,0.5221491,2.0,Low Pass,"[109.1, 10.4]",,,67.0,Throw-in,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.039
