id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,off_camera,dribble_nutmeg,pass_cross,pass_switch,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,out,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_deflected,shot_first_time,clearance_right_foot,pass_cut_back,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_overrun,clearance_left_foot,foul_committed_advantage,foul_won_advantage,pass_miscommunication,pass_through_ball,foul_committed_card_id,foul_committed_card_name,shot_saved_to_post,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_to_post,ball_recovery_recovery_failure,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,block_offensive,pass_goal_assist,bad_behaviour_card_id,bad_behaviour_card_name,50_50_outcome_id,50_50_outcome_name,timestamp_seconds
e5dd1299-abf2-406e-bdf4-1956c6ab9b81,930,1,00:19:43.198,19,43,43,0.423008,17,Pressure,208,Las Palmas,1,Regular Play,221,Levante UD,,,['20a0729b-46a7-4254-98b3-3c73028542cb'],"[44.1, 65.6]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.198
20a0729b-46a7-4254-98b3-3c73028542cb,931,1,00:19:43.302,19,43,43,1.079842,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['bc076a09-a745-4434-90db-5467d53ea984', 'e5dd1299-abf2-406e-bdf4-1956c6ab9b81']","[76.2, 13.4]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,6626.0,Mubarak Wakaso,8.18352,-2.46876,1.0,Ground Pass,"[69.8, 8.3]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.302
bc076a09-a745-4434-90db-5467d53ea984,932,1,00:19:44.382,19,44,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['20a0729b-46a7-4254-98b3-3c73028542cb'],"[69.8, 8.3]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.382
edc14a60-4c97-4abb-b5b5-af0a0c197d94,933,1,00:19:44.382,19,44,43,1.541253,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['68d89556-9477-4dbf-867a-f597d392c4c7', 'bc076a09-a745-4434-90db-5467d53ea984']","[69.8, 8.3]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,"[69.8, 8.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.382
68d89556-9477-4dbf-867a-f597d392c4c7,934,1,00:19:45.923,19,45,43,1.162855,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['a3487d81-3be7-4a6a-a482-44bd5fc6b711'],"[69.8, 8.3]",6626.0,Mubarak Wakaso,21.0,Left Wing,6932.0,Dani Castellano Betancor,8.807384,2.9241552,1.0,Ground Pass,"[61.2, 10.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.923
a3487d81-3be7-4a6a-a482-44bd5fc6b711,935,1,00:19:47.086,19,47,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['68d89556-9477-4dbf-867a-f597d392c4c7'],"[61.2, 10.2]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.086
b194bf49-83c4-4627-9419-d6c6b6062dea,936,1,00:19:47.086,19,47,43,1.514402,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['a3487d81-3be7-4a6a-a482-44bd5fc6b711', 'ff589127-51bc-4c6e-9ed4-f64e8becdd2c']","[61.2, 10.2]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,"[61.9, 12.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.086
ff589127-51bc-4c6e-9ed4-f64e8becdd2c,937,1,00:19:48.600,19,48,43,2.22634,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['b05a6dd0-b381-442b-803f-53e8c3b491f3'],"[61.9, 12.6]",6932.0,Dani Castellano Betancor,6.0,Left Back,6927.0,David García Santana,39.984623,1.9852116,1.0,Ground Pass,"[45.8, 49.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.6
b05a6dd0-b381-442b-803f-53e8c3b491f3,938,1,00:19:50.827,19,50,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['ff589127-51bc-4c6e-9ed4-f64e8becdd2c'],"[45.8, 49.2]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.827
7571b550-5c78-42db-9edc-ed6c09264c3a,939,1,00:19:50.827,19,50,43,0.976365,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['b05a6dd0-b381-442b-803f-53e8c3b491f3', 'e848d1b6-73b4-4eb7-80e9-0ce7523ea977']","[45.8, 49.2]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,"[46.9, 48.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.827
e848d1b6-73b4-4eb7-80e9-0ce7523ea977,940,1,00:19:51.803,19,51,43,1.001447,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['49f8a339-f450-4e4e-8d03-81c595957fcb'],"[46.9, 48.3]",6927.0,David García Santana,3.0,Right Center Back,15602.0,Juan Carlos Valerón Santana,12.050311,-0.30337992,1.0,Ground Pass,"[58.4, 44.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.8029999999999
49f8a339-f450-4e4e-8d03-81c595957fcb,941,1,00:19:52.805,19,52,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['e848d1b6-73b4-4eb7-80e9-0ce7523ea977'],"[58.4, 44.7]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.805
0b845b7e-51c3-4a4d-9df8-ce0230486f74,942,1,00:19:52.805,19,52,43,0.076026,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['49f8a339-f450-4e4e-8d03-81c595957fcb', '52af9ada-fe82-4517-af73-bba432e75669']","[58.4, 44.7]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,"[58.4, 44.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.805
52af9ada-fe82-4517-af73-bba432e75669,943,1,00:19:52.881,19,52,43,2.335473,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['ca8c58d9-c482-476d-a736-6e70d074ea0d'],"[58.4, 44.7]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,7906.0,David Simón Rodríguez Santana,33.337666,1.2281759,1.0,Ground Pass,"[69.6, 76.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.881
ca8c58d9-c482-476d-a736-6e70d074ea0d,944,1,00:19:55.216,19,55,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['52af9ada-fe82-4517-af73-bba432e75669'],"[69.6, 76.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.216
6e613f0f-fed2-40b2-bb5b-49ee07d1e607,945,1,00:19:55.216,19,55,43,3.010661,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['b89346a0-d941-4009-9d0d-cdb9274973e3', 'ca8c58d9-c482-476d-a736-6e70d074ea0d']","[69.6, 76.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,"[81.3, 74.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.216
b89346a0-d941-4009-9d0d-cdb9274973e3,946,1,00:19:58.227,19,58,43,0.843992,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['79222c3a-fa1e-4a18-b148-d90afb105f53'],"[81.3, 74.0]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,10755.0,Jonathan Viera Ramos,9.321481,-1.4091749,1.0,Ground Pass,"[82.8, 64.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.227
79222c3a-fa1e-4a18-b148-d90afb105f53,947,1,00:19:59.071,19,59,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['b89346a0-d941-4009-9d0d-cdb9274973e3'],"[82.8, 64.8]",10755.0,Jonathan Viera Ramos,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.071
c3fbf8fc-f9cf-4684-a2ab-8ef3bc50277e,948,1,00:19:59.071,19,59,43,0.919279,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0eea6d32-797f-41ac-8b53-d98f7ed10b81', '79222c3a-fa1e-4a18-b148-d90afb105f53']","[82.8, 64.8]",10755.0,Jonathan Viera Ramos,17.0,Right Wing,,,,,,,,,,,,"[82.8, 64.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.071
0eea6d32-797f-41ac-8b53-d98f7ed10b81,949,1,00:19:59.990,19,59,43,1.648751,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['4f01d600-6710-4992-8b3c-a8f231721c10'],"[82.8, 64.8]",10755.0,Jonathan Viera Ramos,17.0,Right Wing,15602.0,Juan Carlos Valerón Santana,15.041609,2.872425,1.0,Ground Pass,"[68.3, 68.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.99
4f01d600-6710-4992-8b3c-a8f231721c10,950,1,00:20:01.639,20,1,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['0eea6d32-797f-41ac-8b53-d98f7ed10b81'],"[68.3, 68.8]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.639
0ef23947-edc9-45a1-82e0-af29c1e78708,951,1,00:20:01.639,20,1,43,0.028969001,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['4f01d600-6710-4992-8b3c-a8f231721c10', '76d86f8a-1c12-4774-8728-d6d878d90525']","[68.3, 68.8]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,"[68.3, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.639
76d86f8a-1c12-4774-8728-d6d878d90525,952,1,00:20:01.668,20,1,43,1.617205,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['856a3038-13ee-4ab7-8247-44ad8e2f34e8', 'fe679d72-ab8c-433d-87b4-0c496201de56']","[68.3, 68.6]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,3610.0,Roque Mesa Quevedo,10.890821,-2.6121964,1.0,Ground Pass,"[58.9, 63.1]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.668
90e778e1-24c0-4c67-af35-c91819371159,953,1,00:20:02.952,20,2,43,0.465284,17,Pressure,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['856a3038-13ee-4ab7-8247-44ad8e2f34e8'],"[59.3, 62.0]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.952
fe679d72-ab8c-433d-87b4-0c496201de56,954,1,00:20:03.285,20,3,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['76d86f8a-1c12-4774-8728-d6d878d90525'],"[59.5, 60.5]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.285
856a3038-13ee-4ab7-8247-44ad8e2f34e8,955,1,00:20:03.285,20,3,43,0.320845,30,Pass,208,Las Palmas,1,Regular Play,221,Levante UD,,,"['58575fb5-986a-4c8b-9b04-c8ed9c711c1c', '76d86f8a-1c12-4774-8728-d6d878d90525', '90e778e1-24c0-4c67-af35-c91819371159']","[61.2, 17.0]",6668.0,José Luis Morales Nogales,21.0,Left Wing,,,3.0066593,1.6373645,1.0,Ground Pass,"[61.0, 20.0]",40.0,Right Foot,64.0,Interception,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.285
58575fb5-986a-4c8b-9b04-c8ed9c711c1c,956,1,00:20:03.606,20,3,43,0.0,6,Block,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['856a3038-13ee-4ab7-8247-44ad8e2f34e8'],"[59.1, 60.1]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.606
c9e3b5d5-fe2c-441b-9bf6-d7484113ab27,957,1,00:20:04.380,20,4,43,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,208,Las Palmas,,,,"[57.6, 58.6]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.38
5b746c72-58f4-4dad-8a05-272f1772a2a4,958,1,00:20:04.380,20,4,43,2.156273,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['5a22ebac-b46e-454e-b90c-f36023e16156', 'c9e3b5d5-fe2c-441b-9bf6-d7484113ab27']","[57.6, 58.6]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,"[62.5, 58.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.38
5a22ebac-b46e-454e-b90c-f36023e16156,959,1,00:20:06.536,20,6,43,1.099955,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['1c1016da-e578-419b-8f8e-d9ecaf31639e'],"[62.5, 58.6]",6927.0,David García Santana,3.0,Right Center Back,15602.0,Juan Carlos Valerón Santana,13.72953,1.5051972,1.0,Ground Pass,"[63.4, 72.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.536
1c1016da-e578-419b-8f8e-d9ecaf31639e,960,1,00:20:07.636,20,7,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['5a22ebac-b46e-454e-b90c-f36023e16156'],"[63.4, 72.3]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.636
abcc7068-5dbe-4b44-a7af-45a8c1d24908,961,1,00:20:07.636,20,7,43,2.636717,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['1c1016da-e578-419b-8f8e-d9ecaf31639e', '33e93125-78f0-4bd1-ba34-62a81c2278a3']","[63.4, 72.3]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,,,,,,,,,,,,"[69.1, 72.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.636
33e93125-78f0-4bd1-ba34-62a81c2278a3,962,1,00:20:10.273,20,10,43,1.309755,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['6cefef9c-df5d-493f-baf4-d4e9d5bef7bc', '9dc567ac-85f2-43e9-b3fd-ab1757da4d80']","[69.1, 72.5]",15602.0,Juan Carlos Valerón Santana,15.0,Left Center Midfield,3610.0,Roque Mesa Quevedo,11.8,-1.5707964,1.0,Ground Pass,"[69.1, 60.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.273
6cefef9c-df5d-493f-baf4-d4e9d5bef7bc,963,1,00:20:11.583,20,11,43,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['33e93125-78f0-4bd1-ba34-62a81c2278a3'],"[68.7, 58.1]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.583
9dc567ac-85f2-43e9-b3fd-ab1757da4d80,964,1,00:20:11.583,20,11,44,1.216119,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,"['33e93125-78f0-4bd1-ba34-62a81c2278a3', '539e7d1e-60d9-4bf2-adf0-2298e27fdb29']","[51.0, 19.4]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,24149.0,José Antonio García Rabasco,11.407016,3.1065192,1.0,Ground Pass,"[39.6, 19.8]",38.0,Left Foot,64.0,Interception,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.583
539e7d1e-60d9-4bf2-adf0-2298e27fdb29,965,1,00:20:12.799,20,12,44,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['9dc567ac-85f2-43e9-b3fd-ab1757da4d80'],"[39.6, 19.8]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.799
d518ead7-5bd8-4883-9214-087fe5080eb5,966,1,00:20:12.799,20,12,44,0.111678004,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['539e7d1e-60d9-4bf2-adf0-2298e27fdb29', 'f86b6c8c-64fd-432d-8301-8b47b8bd4a23']","[39.6, 19.8]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,,,,,,,,,,,,"[37.5, 21.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.799
f86b6c8c-64fd-432d-8301-8b47b8bd4a23,967,1,00:20:12.911,20,12,44,2.27689,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['e98a752a-c6b0-4879-98cd-8d63950776d6'],"[37.5, 21.8]",24149.0,José Antonio García Rabasco,10.0,Center Defensive Midfield,27123.0,Jordi Xumetra Feliu,31.205448,0.6031126,1.0,Ground Pass,"[63.2, 39.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.911
e98a752a-c6b0-4879-98cd-8d63950776d6,968,1,00:20:15.188,20,15,44,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['f86b6c8c-64fd-432d-8301-8b47b8bd4a23'],"[63.2, 39.5]",27123.0,Jordi Xumetra Feliu,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.188
a32b4e7b-c3f1-4950-93c0-14a8fe5f5ff8,969,1,00:20:15.188,20,15,44,0.503657,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['d5f15a8a-98f1-44f9-b471-1f3246e6aa7b', 'e98a752a-c6b0-4879-98cd-8d63950776d6']","[63.2, 39.5]",27123.0,Jordi Xumetra Feliu,17.0,Right Wing,,,,,,,,,,,,"[66.2, 46.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.188
d5f15a8a-98f1-44f9-b471-1f3246e6aa7b,970,1,00:20:15.691,20,15,44,0.0,14,Dribble,221,Levante UD,1,Regular Play,221,Levante UD,,,['0ba5c923-5791-45c1-87e7-69ffcf96f8d3'],"[66.2, 46.1]",27123.0,Jordi Xumetra Feliu,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.691
0ba5c923-5791-45c1-87e7-69ffcf96f8d3,971,1,00:20:15.691,20,15,45,0.0,4,Duel,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['d5f15a8a-98f1-44f9-b471-1f3246e6aa7b'],"[53.9, 34.0]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,,,True,11.0,Tackle,,True,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.691
ab6f08d1-24fe-4a14-ab60-b1ffccfb75ae,972,1,00:20:16.907,20,16,45,3.253313,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['3512bfc0-f4e8-458c-b55e-10c76837209f'],"[44.7, 34.2]",8440.0,Aythami Artiles Oliva,5.0,Left Center Back,26753.0,Javier Varas Herrera,34.644623,2.7878895,1.0,Ground Pass,"[12.2, 46.2]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.907
3512bfc0-f4e8-458c-b55e-10c76837209f,973,1,00:20:20.161,20,20,45,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['ab6f08d1-24fe-4a14-ab60-b1ffccfb75ae'],"[12.2, 46.2]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.161
b705dcfe-7f7b-4436-8a48-9ec4dc67e1e8,974,1,00:20:20.161,20,20,45,1.419849,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0bafba89-1913-4928-b9e8-6d5e801dac55', '3512bfc0-f4e8-458c-b55e-10c76837209f', '868e0fe0-c27c-42b4-8bba-a85602fd6cb3']","[12.2, 46.2]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,"[13.7, 46.2]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.161
0bafba89-1913-4928-b9e8-6d5e801dac55,975,1,00:20:20.907,20,20,45,0.838198,17,Pressure,208,Las Palmas,1,Regular Play,221,Levante UD,,,"['868e0fe0-c27c-42b4-8bba-a85602fd6cb3', 'b705dcfe-7f7b-4436-8a48-9ec4dc67e1e8']","[104.9, 38.4]",27123.0,Jordi Xumetra Feliu,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.907
