id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,pass_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,pass_cross,clearance_left_foot,ball_recovery_recovery_failure,block_offensive,interception_outcome_id,interception_outcome_name,off_camera,foul_won_defensive,clearance_right_foot,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,ball_recovery_offensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_outswinging,shot_aerial_won,miscontrol_aerial_won,pass_goal_assist,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_advantage,foul_won_advantage,goalkeeper_punched_out,foul_committed_type_id,foul_committed_type_name,foul_committed_penalty,pass_cut_back,shot_first_time,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,injury_stoppage_in_chain,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_straight,pass_no_touch,50_50_outcome_id,50_50_outcome_name,timestamp_seconds
7e413e67-9f2b-4734-b7c3-f8984a23db18,11,1,00:00:06.535,0,6,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['bc52c244-3b53-41aa-a7c7-ba24936d7dd4'],"[29.0, 61.1]",27656.0,Carl Medjani,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.535
c0b121bb-b607-46b3-a925-7098e045c7b7,12,1,00:00:06.535,0,6,2,0.252842,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['7e413e67-9f2b-4734-b7c3-f8984a23db18', 'c8bf6015-98f8-45b9-9321-5b3efabd3e89']","[29.0, 61.1]",27656.0,Carl Medjani,3.0,Right Center Back,,,,,,,,,,,,"[29.3, 62.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.535
c8bf6015-98f8-45b9-9321-5b3efabd3e89,13,1,00:00:06.788,0,6,2,0.754993,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['0c2193e3-78ec-4205-af2f-1ae9fc0dfba7'],"[29.3, 62.5]",27656.0,Carl Medjani,3.0,Right Center Back,5678.0,Jefferson Andrés Lerma Solís,13.90863,1.1007179,1.0,Ground Pass,"[35.6, 74.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.788
0c2193e3-78ec-4205-af2f-1ae9fc0dfba7,14,1,00:00:07.543,0,7,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['c8bf6015-98f8-45b9-9321-5b3efabd3e89'],"[35.6, 74.9]",5678.0,Jefferson Andrés Lerma Solís,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543
a5cefac4-d53a-42a5-81dd-a5c15ef68346,15,1,00:00:07.543,0,7,2,0.978897,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['0c2193e3-78ec-4205-af2f-1ae9fc0dfba7', '352bf05c-fbda-40ec-b99b-1cb3aa16ac7c']","[35.6, 74.9]",5678.0,Jefferson Andrés Lerma Solís,2.0,Right Back,,,,,,,,,,,,"[35.6, 73.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543
352bf05c-fbda-40ec-b99b-1cb3aa16ac7c,16,1,00:00:08.522,0,8,2,2.74789,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['168bb74d-52a2-4bf3-83cf-931882cfa703'],"[35.6, 73.8]",5678.0,Jefferson Andrés Lerma Solís,2.0,Right Back,,,57.837875,-0.5232207,3.0,High Pass,"[85.7, 44.9]",,,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.522
6c4f41f2-67f8-430a-92de-7643322be453,17,1,00:00:11.269,0,11,2,0.0,4,Duel,221,Levante UD,9,From Kick Off,221,Levante UD,,,['168bb74d-52a2-4bf3-83cf-931882cfa703'],"[85.7, 44.9]",7141.0,Giuseppe Rossi,24.0,Left Center Forward,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.269
168bb74d-52a2-4bf3-83cf-931882cfa703,18,1,00:00:11.269,0,11,2,0.0,9,Clearance,221,Levante UD,9,From Kick Off,1049,Granada,,,"['352bf05c-fbda-40ec-b99b-1cb3aa16ac7c', '6c4f41f2-67f8-430a-92de-7643322be453']","[34.4, 35.2]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,,,,True,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.269
b9ff1454-804d-430c-a03a-da2923616de8,19,1,00:00:12.995,0,12,2,1.260361,30,Pass,221,Levante UD,9,From Kick Off,1049,Granada,,,"['0b1a4ef2-2a9a-4ff0-9621-6cbb63ad4c78', '862da5eb-2fa6-4f97-a5ca-b9141c2b9f90']","[39.8, 27.3]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,3292.0,Abdoulaye Doucouré,17.889942,-0.45114827,2.0,Low Pass,"[55.9, 19.5]",66.0,Recovery,37.0,Head,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.995
0b1a4ef2-2a9a-4ff0-9621-6cbb63ad4c78,20,1,00:00:14.255,0,14,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,1049,Granada,,,['b9ff1454-804d-430c-a03a-da2923616de8'],"[49.4, 18.7]",3292.0,Abdoulaye Doucouré,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.255
862da5eb-2fa6-4f97-a5ca-b9141c2b9f90,21,1,00:00:14.255,0,14,2,1.627885,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['5b1015bc-5135-4b7f-9f81-ad945f237fe1', 'b9ff1454-804d-430c-a03a-da2923616de8']","[64.2, 60.6]",24149.0,José Antonio García Rabasco,9.0,Right Defensive Midfield,,,13.024592,1.5093354,1.0,Ground Pass,"[65.0, 73.6]",66.0,Recovery,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.255
5b1015bc-5135-4b7f-9f81-ad945f237fe1,22,1,00:00:15.883,0,15,2,1.776531,30,Pass,221,Levante UD,9,From Kick Off,1049,Granada,,,"['862da5eb-2fa6-4f97-a5ca-b9141c2b9f90', '9b20f240-9e40-4910-afa5-c4ec270b44fd']","[55.1, 6.5]",26776.0,Juan Isaac Cuenca López,21.0,Left Wing,7158.0,Cristiano Biraghi,16.502424,2.683365,3.0,High Pass,"[40.3, 13.8]",64.0,Interception,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.883
9b20f240-9e40-4910-afa5-c4ec270b44fd,23,1,00:00:17.660,0,17,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,1049,Granada,,,['5b1015bc-5135-4b7f-9f81-ad945f237fe1'],"[40.3, 13.8]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66
8bbdd973-1428-4aa3-83bc-8be6edb35bfa,24,1,00:00:17.660,0,17,2,1.736928,43,Carry,221,Levante UD,9,From Kick Off,1049,Granada,,,"['05bbeb13-0970-4b5b-9ac8-e16f6ddec29e', '9b20f240-9e40-4910-afa5-c4ec270b44fd']","[40.3, 13.8]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,"[44.0, 11.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66
05bbeb13-0970-4b5b-9ac8-e16f6ddec29e,25,1,00:00:19.397,0,19,2,4.454188,30,Pass,221,Levante UD,9,From Kick Off,1049,Granada,,,['7f0fc2d2-d7bc-4abb-8fc3-2d495554201d'],"[44.0, 11.8]",7158.0,Cristiano Biraghi,6.0,Left Back,,,64.40497,0.29621583,3.0,High Pass,"[105.6, 30.6]",,,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.397
7f0fc2d2-d7bc-4abb-8fc3-2d495554201d,26,1,00:00:23.851,0,23,2,0.0,2,Ball Recovery,221,Levante UD,9,From Kick Off,221,Levante UD,,,['05bbeb13-0970-4b5b-9ac8-e16f6ddec29e'],"[14.5, 49.5]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.851
6063b984-844a-4720-83a1-6300198563cc,27,1,00:00:23.851,0,23,2,17.299965,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['7f0fc2d2-d7bc-4abb-8fc3-2d495554201d', 'c32bbc86-1551-4937-b02f-b974ca307da6']","[14.5, 49.5]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,"[14.5, 48.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.851
c32bbc86-1551-4937-b02f-b974ca307da6,28,1,00:00:41.151,0,41,2,4.211285,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,,"[14.5, 48.0]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,71.42171,0.4567598,3.0,High Pass,"[78.6, 79.5]",,,40.0,Right Foot,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.151
f48525c7-475c-4681-a9f0-50adcd81510b,29,1,00:00:54.932,0,54,3,1.812235,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['1843e70a-ee25-4a11-9152-43c02d7f9372'],"[42.9, 0.1]",7158.0,Cristiano Biraghi,6.0,Left Back,19454.0,Ricardo Miguel Moreira da Costa,22.332935,2.7943518,2.0,Low Pass,"[21.9, 7.7]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.932
1843e70a-ee25-4a11-9152-43c02d7f9372,30,1,00:00:56.744,0,56,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['f48525c7-475c-4681-a9f0-50adcd81510b'],"[21.9, 7.7]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.744
f8b32dda-a094-42f1-a5e3-875d31d20313,31,1,00:00:56.744,0,56,3,1.506933,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['1843e70a-ee25-4a11-9152-43c02d7f9372', 'f646320e-abb2-4658-bda3-6da7b0ffda44']","[21.9, 7.7]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,"[22.2, 14.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.744
f646320e-abb2-4658-bda3-6da7b0ffda44,32,1,00:00:58.251,0,58,3,3.313317,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['dfb7f6af-2e00-4ce4-9a61-878986a647d1'],"[22.2, 14.1]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,6702.0,David Rodríguez Lombán,61.447945,1.1836416,3.0,High Pass,"[45.4, 71.0]",,,40.0,Right Foot,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.251
dfb7f6af-2e00-4ce4-9a61-878986a647d1,33,1,00:01:01.565,1,1,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['f646320e-abb2-4658-bda3-6da7b0ffda44'],"[45.4, 71.0]",6702.0,David Rodríguez Lombán,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.565
d6b611b9-7808-4553-84f9-d3100d28e8b1,34,1,00:01:01.565,1,1,3,0.048731,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['9043cd28-1b8c-481b-8b24-6259c5c2d647', 'dfb7f6af-2e00-4ce4-9a61-878986a647d1']","[45.4, 71.0]",6702.0,David Rodríguez Lombán,2.0,Right Back,,,,,,,,,,,,"[45.3, 69.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.565
9043cd28-1b8c-481b-8b24-6259c5c2d647,35,1,00:01:01.613,1,1,3,1.424173,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['15fb6512-7e12-450e-b344-2871641ad0ba'],"[45.3, 69.9]",6702.0,David Rodríguez Lombán,2.0,Right Back,6918.0,Isaac Ajayi Success,18.617197,-0.04298426,2.0,Low Pass,"[63.9, 69.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.613
15fb6512-7e12-450e-b344-2871641ad0ba,36,1,00:01:03.038,1,3,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['9043cd28-1b8c-481b-8b24-6259c5c2d647'],"[63.9, 69.1]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.038
