id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,interception_outcome_id,interception_outcome_name,out,pass_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,pass_miscommunication,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,pass_switch,clearance_right_foot,foul_won_defensive,off_camera,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,foul_committed_advantage,foul_won_advantage,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,foul_committed_offensive,shot_first_time,clearance_left_foot,dribble_overrun,miscontrol_aerial_won,foul_committed_type_id,foul_committed_type_name,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,pass_technique_id,pass_technique_name,pass_through_ball,pass_outswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,pass_inswinging,goalkeeper_punched_out,timestamp_seconds
dc77a5e5-4a6e-4eef-bf0b-6edaf5e974e0,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
659a4efa-d478-4501-8f7c-691d1756aa6a,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,212,Atlético Madrid,442.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
43ce3eb3-6683-43f8-ba2d-174156a8b388,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,222,Villarreal,,,['50f8e501-9061-4f51-8021-a7fa395436fe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
50f8e501-9061-4f51-8021-a7fa395436fe,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,212,Atlético Madrid,,,['43ce3eb3-6683-43f8-ba2d-174156a8b388'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
863570aa-953b-49da-b9e7-3b86105bdb8a,5,1,00:00:00.020,0,0,2,1.467067,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['deff37d5-2f24-4a06-aabd-3b332f586d1c'],"[60.0, 40.0]",5487.0,Antoine Griezmann,24.0,Left Center Forward,20669.0,Tiago Cardoso Mendes,19.944923,-2.8674252,1.0,Ground Pass,"[40.8, 34.6]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
deff37d5-2f24-4a06-aabd-3b332f586d1c,6,1,00:00:01.487,0,1,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['863570aa-953b-49da-b9e7-3b86105bdb8a'],"[40.8, 34.6]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.487
73281e5f-2f64-4d3e-b98e-c75c37b68a9e,7,1,00:00:01.487,0,1,2,0.654695,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['646fee1c-af7b-47d6-8ddd-a44230aaa54e', 'dd2d2d1d-e08e-4b12-9c2d-8adea39dabc3', 'deff37d5-2f24-4a06-aabd-3b332f586d1c']","[40.8, 34.6]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[42.4, 34.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.487
dd2d2d1d-e08e-4b12-9c2d-8adea39dabc3,8,1,00:00:02.027,0,2,2,0.329599,17,Pressure,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,"['646fee1c-af7b-47d6-8ddd-a44230aaa54e', '73281e5f-2f64-4d3e-b98e-c75c37b68a9e']","[79.4, 49.4]",6761.0,Leonardo Carrilho Baptistão,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.027
646fee1c-af7b-47d6-8ddd-a44230aaa54e,9,1,00:00:02.141,0,2,2,1.84084,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['be3ffa23-e448-41a6-a57d-fb5bbed408c6', 'dd2d2d1d-e08e-4b12-9c2d-8adea39dabc3']","[42.4, 34.8]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,6384.0,Gabriel Fernández Arenas,25.319756,1.6103015,1.0,Ground Pass,"[41.4, 60.1]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141
be3ffa23-e448-41a6-a57d-fb5bbed408c6,10,1,00:00:03.982,0,3,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['646fee1c-af7b-47d6-8ddd-a44230aaa54e'],"[41.4, 60.1]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.982
80224200-6da1-48aa-a78d-8028ba28a003,11,1,00:00:03.982,0,3,2,1.661296,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['6280acfc-583b-4626-9c02-88e7a8d9c30d', 'be3ffa23-e448-41a6-a57d-fb5bbed408c6', 'fee3b67b-1b27-4c53-8423-329938699dec']","[41.4, 60.1]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,True,"[48.0, 72.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.982
6280acfc-583b-4626-9c02-88e7a8d9c30d,12,1,00:00:05.213,0,5,2,0.462296,17,Pressure,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,"['80224200-6da1-48aa-a78d-8028ba28a003', 'fee3b67b-1b27-4c53-8423-329938699dec']","[71.7, 12.3]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.213
fee3b67b-1b27-4c53-8423-329938699dec,13,1,00:00:05.643,0,5,2,2.027783,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['2843587b-92c9-4b71-90d9-970d6d97023b', '6280acfc-583b-4626-9c02-88e7a8d9c30d', '8eb788a0-1138-47d4-ad03-bf1bd979e5c1']","[48.0, 72.3]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,5487.0,Antoine Griezmann,39.43932,-0.16556552,3.0,High Pass,"[86.9, 65.8]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.643
8eb788a0-1138-47d4-ad03-bf1bd979e5c1,14,1,00:00:07.671,0,7,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['fee3b67b-1b27-4c53-8423-329938699dec'],"[86.1, 66.2]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.671
c1eb89af-036c-4ea8-bf3e-8b2ed652608f,15,1,00:00:07.671,0,7,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['2843587b-92c9-4b71-90d9-970d6d97023b'],"[86.9, 65.8]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.671
2843587b-92c9-4b71-90d9-970d6d97023b,16,1,00:00:07.671,0,7,2,0.0,9,Clearance,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,"['c1eb89af-036c-4ea8-bf3e-8b2ed652608f', 'fee3b67b-1b27-4c53-8423-329938699dec']","[33.2, 14.3]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.671
14d7610a-9bd4-4d7d-bde7-53f9c84b8459,17,1,00:00:09.788,0,9,2,1.124393,30,Pass,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,"['78324cf4-8eeb-4a10-8adb-34ea55d20bd1', 'a1876a7a-8b45-41bf-8db8-044d908252e6']","[36.6, 23.9]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,6829.0,Samuel Castillejo Azuaga,6.8242216,-0.608325,2.0,Low Pass,"[42.2, 20.0]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.788
a1876a7a-8b45-41bf-8db8-044d908252e6,18,1,00:00:10.913,0,10,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,['14d7610a-9bd4-4d7d-bde7-53f9c84b8459'],"[45.0, 20.0]",6829.0,Samuel Castillejo Azuaga,16.0,Left Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.913
78324cf4-8eeb-4a10-8adb-34ea55d20bd1,19,1,00:00:10.913,0,10,2,0.470739,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['14d7610a-9bd4-4d7d-bde7-53f9c84b8459', '1a6d3249-e49d-4742-87a4-c19141f41b3d']","[77.9, 60.1]",12021.0,Óliver Torres Muñoz,12.0,Right Midfield,6381.0,Saúl Ñíguez Esclapez,3.1,-1.5707964,2.0,Low Pass,"[77.9, 57.0]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.913
9c76d039-ffec-4040-822e-a1507ef4b795,20,1,00:00:11.262,0,11,2,0.415323,17,Pressure,212,Atlético Madrid,9,From Kick Off,222,Villarreal,,,"['1a6d3249-e49d-4742-87a4-c19141f41b3d', '4c2d4c2d-c1ce-45f9-8312-a44584b04be2']","[40.5, 23.1]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.262
1a6d3249-e49d-4742-87a4-c19141f41b3d,21,1,00:00:11.384,0,11,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['78324cf4-8eeb-4a10-8adb-34ea55d20bd1', '9c76d039-ffec-4040-822e-a1507ef4b795']","[77.9, 57.0]",6381.0,Saúl Ñíguez Esclapez,16.0,Left Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.384
4c2d4c2d-c1ce-45f9-8312-a44584b04be2,22,1,00:00:11.384,0,11,2,1.142067,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['9c76d039-ffec-4040-822e-a1507ef4b795', 'd5bb6d14-f024-4ab7-9edf-a80a8c7c6193']","[77.7, 56.6]",6381.0,Saúl Ñíguez Esclapez,16.0,Left Midfield,4788.0,Jesús Gámez Duarte,11.315918,2.1612499,2.0,Low Pass,"[71.4, 66.0]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.384
d5bb6d14-f024-4ab7-9edf-a80a8c7c6193,23,1,00:00:12.526,0,12,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['4c2d4c2d-c1ce-45f9-8312-a44584b04be2'],"[71.4, 66.0]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.526
7534e0c0-72d0-45da-9c5f-1b5246864a81,24,1,00:00:12.526,0,12,2,2.036103,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['d5bb6d14-f024-4ab7-9edf-a80a8c7c6193', 'ecc0eef0-6ff6-44cf-b249-f8098dd5d3de']","[71.4, 66.0]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,,"[61.6, 69.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.526
ecc0eef0-6ff6-44cf-b249-f8098dd5d3de,25,1,00:00:14.562,0,14,2,1.842665,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['73cafdcd-7845-4abc-9b0e-ce39ebed9013'],"[61.6, 69.7]",4788.0,Jesús Gámez Duarte,2.0,Right Back,5259.0,José María Giménez de Vargas,15.17432,-3.0425797,1.0,Ground Pass,"[46.5, 68.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.562
73cafdcd-7845-4abc-9b0e-ce39ebed9013,26,1,00:00:16.404,0,16,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['ecc0eef0-6ff6-44cf-b249-f8098dd5d3de'],"[46.5, 68.2]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.404
88dd6ffd-d93d-4120-a81e-6e313b37c335,27,1,00:00:16.404,0,16,2,0.04,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['73cafdcd-7845-4abc-9b0e-ce39ebed9013', 'cf901a25-8500-462e-a53a-9eaed501b5fd']","[46.5, 68.2]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,"[45.9, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.404
cf901a25-8500-462e-a53a-9eaed501b5fd,28,1,00:00:16.444,0,16,2,2.836998,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['ae90a5d8-4f5d-4785-aca7-1c03b6c87039'],"[45.9, 68.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,5487.0,Antoine Griezmann,37.2,0.0,3.0,High Pass,"[83.1, 68.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.444
ae90a5d8-4f5d-4785-aca7-1c03b6c87039,29,1,00:00:19.281,0,19,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['cf901a25-8500-462e-a53a-9eaed501b5fd'],"[83.1, 68.6]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.281
337ab283-3c4f-4a2e-b740-cfeb2728ff9a,30,1,00:00:19.281,0,19,2,1.077828,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['aa7ca998-bec0-4a2a-9bc2-d305129b9aa8', 'da8709c4-8b49-4ea8-af89-c6994d85dfd6']","[83.1, 68.6]",5487.0,Antoine Griezmann,24.0,Left Center Forward,12021.0,Óliver Torres Muñoz,5.3310413,2.7367008,2.0,Low Pass,"[78.2, 70.7]",70.0,Other,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.281
aa7ca998-bec0-4a2a-9bc2-d305129b9aa8,31,1,00:00:20.359,0,20,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['337ab283-3c4f-4a2e-b740-cfeb2728ff9a'],"[76.3, 71.5]",12021.0,Óliver Torres Muñoz,12.0,Right Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.359
da8709c4-8b49-4ea8-af89-c6994d85dfd6,32,1,00:00:20.359,0,20,3,0.0,10,Interception,222,Villarreal,1,Regular Play,222,Villarreal,,,['337ab283-3c4f-4a2e-b740-cfeb2728ff9a'],"[41.9, 9.4]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.359
5aac844f-9bc1-4852-a9d2-3d35724a71d7,33,1,00:00:20.359,0,20,3,1.285581,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['24ebdafa-e93b-4ec7-90bb-3dce08eb1945', '50d235b0-2da2-4a82-8352-7d3b29abd7da', 'da8709c4-8b49-4ea8-af89-c6994d85dfd6']","[41.9, 9.4]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[45.0, 4.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.359
24ebdafa-e93b-4ec7-90bb-3dce08eb1945,34,1,00:00:21.081,0,21,3,0.736077,17,Pressure,222,Villarreal,1,Regular Play,212,Atlético Madrid,,,"['50d235b0-2da2-4a82-8352-7d3b29abd7da', '5aac844f-9bc1-4852-a9d2-3d35724a71d7']","[72.0, 73.3]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.081
50d235b0-2da2-4a82-8352-7d3b29abd7da,35,1,00:00:21.645,0,21,3,0.172004,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,"['24ebdafa-e93b-4ec7-90bb-3dce08eb1945', 'ff005349-5182-41b4-9b63-88dcbdf984b0']","[45.0, 4.3]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,2.3086793,-0.08673834,1.0,Ground Pass,"[47.3, 4.1]",38.0,Left Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.645
ff005349-5182-41b4-9b63-88dcbdf984b0,36,1,00:00:21.817,0,21,3,0.0,6,Block,222,Villarreal,1,Regular Play,212,Atlético Madrid,,,['50d235b0-2da2-4a82-8352-7d3b29abd7da'],"[72.8, 76.0]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.817
5604b71a-0b04-4f94-91f3-88a9c7eb9998,37,1,00:00:32.812,0,32,4,2.68231,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['f51dc4fb-6c94-41d4-a8c6-28b70ac6b9ef'],"[48.7, 0.1]",6828.0,Jaume Vicent Costa Jordá,6.0,Left Back,6752.0,Víctor Ruíz Torre,27.710829,2.5696046,2.0,Low Pass,"[25.4, 15.1]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.812
f51dc4fb-6c94-41d4-a8c6-28b70ac6b9ef,38,1,00:00:35.494,0,35,4,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['5604b71a-0b04-4f94-91f3-88a9c7eb9998'],"[25.4, 15.1]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.494
e7c74b68-7503-4197-a76a-13b9a9e47b65,39,1,00:00:35.494,0,35,4,1.491362,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['e9d33e0c-c832-4a50-82ed-02014d2d7760', 'f51dc4fb-6c94-41d4-a8c6-28b70ac6b9ef']","[25.4, 15.1]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,,"[21.7, 23.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.494
