id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,counterpress,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,pass_straight,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,pass_outswinging,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,pass_switch,ball_recovery_recovery_failure,clearance_aerial_won,pass_cross,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,pass_inswinging,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,pass_no_touch,clearance_other,pass_through_ball,foul_committed_type_id,foul_committed_type_name,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cut_back,player_off_permanent,shot_aerial_won,timestamp_seconds
5f071c0e-0412-41b3-abdc-bc8754f5ba5f,11,1,00:00:04.978,0,4,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['752f56d6-51f0-42e7-8ea3-8e5eb91c9bc9'],,"[56.3, 74.0]",6672.0,Jorge Andújar Moreno,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.978
e04689ef-8cf0-405f-8188-4ec69ff47642,12,1,00:00:04.978,0,4,2,1.579767,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['28332a62-42d4-4f6e-8e88-f90e9d28b5d3', '5f071c0e-0412-41b3-abdc-bc8754f5ba5f']",,"[56.3, 74.0]",6672.0,Jorge Andújar Moreno,2.0,Right Back,,,,,,,,,,,,"[57.6, 70.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.978
28332a62-42d4-4f6e-8e88-f90e9d28b5d3,13,1,00:00:06.558,0,6,2,1.891981,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['9c683e4c-3710-4ee5-9e0e-a7c4e7b9aa50'],,"[57.6, 70.6]",6672.0,Jorge Andújar Moreno,2.0,Right Back,3253.0,Adil Rami,23.708437,-2.8638723,1.0,Ground Pass,"[34.8, 64.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.558
9c683e4c-3710-4ee5-9e0e-a7c4e7b9aa50,14,1,00:00:08.450,0,8,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['28332a62-42d4-4f6e-8e88-f90e9d28b5d3'],,"[34.8, 64.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
9e91566f-086b-4c27-93a5-dbf08b653a68,15,1,00:00:08.450,0,8,2,1.312331,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['7e219224-2e95-42b3-bd7e-9f38add98cf1', '9c683e4c-3710-4ee5-9e0e-a7c4e7b9aa50']",,"[34.8, 64.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[34.8, 61.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
7e219224-2e95-42b3-bd7e-9f38add98cf1,16,1,00:00:09.763,0,9,2,2.074008,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['f2655c18-5ed9-4e63-8084-a572001edb4a'],,"[34.8, 61.3]",3253.0,Adil Rami,3.0,Right Center Back,10476.0,Timothée Kolodziejczak,35.29589,-1.6445261,1.0,Ground Pass,"[32.2, 26.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.763
f2655c18-5ed9-4e63-8084-a572001edb4a,17,1,00:00:11.837,0,11,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['7e219224-2e95-42b3-bd7e-9f38add98cf1'],,"[32.2, 26.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.837
bbc56446-769b-47c2-bdfb-4a74e5d65fd4,18,1,00:00:11.837,0,11,2,0.854746,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['23c1223d-d45c-495e-81c5-7828f8dd862a', 'f2655c18-5ed9-4e63-8084-a572001edb4a']",,"[32.2, 26.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[32.2, 25.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.837
23c1223d-d45c-495e-81c5-7828f8dd862a,19,1,00:00:12.691,0,12,2,1.707511,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['ea935317-4902-44e4-b0f9-881462abb493'],,"[32.2, 25.3]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,27483.0,Benoît Trémoulinas,24.24232,-0.9702086,1.0,Ground Pass,"[45.9, 5.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.691
ea935317-4902-44e4-b0f9-881462abb493,20,1,00:00:14.399,0,14,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['23c1223d-d45c-495e-81c5-7828f8dd862a'],,"[45.9, 5.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.399
5f51fab8-ed46-4906-b3d5-74349008ac97,21,1,00:00:14.399,0,14,2,0.914754,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['67982ab2-cb64-4cae-abb6-34d04263d3b5', 'ea935317-4902-44e4-b0f9-881462abb493']",,"[45.9, 5.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,"[47.4, 5.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.399
67982ab2-cb64-4cae-abb6-34d04263d3b5,22,1,00:00:15.314,0,15,2,1.162906,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['d75b580e-b7c1-4409-9134-2b7026fec6db'],,"[47.4, 5.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,8523.0,Yevhen Konoplyanka,7.1554174,1.1071488,1.0,Ground Pass,"[50.6, 11.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.314
d75b580e-b7c1-4409-9134-2b7026fec6db,23,1,00:00:16.476,0,16,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['67982ab2-cb64-4cae-abb6-34d04263d3b5'],,"[50.6, 11.7]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.476
c1526f3f-d515-458b-ab99-a0c4636bea83,24,1,00:00:16.476,0,16,2,0.448088,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['699072f3-d014-43c2-9d64-31005ff347f3', 'd75b580e-b7c1-4409-9134-2b7026fec6db']",,"[50.6, 11.7]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,"[50.3, 14.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.476
699072f3-d014-43c2-9d64-31005ff347f3,25,1,00:00:16.925,0,16,2,0.0,38,Miscontrol,213,Sevilla,9,From Kick Off,213,Sevilla,,,,,"[50.3, 14.1]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.925
2d2f9197-8c39-46cb-a24c-c078f7d5f2f0,26,1,00:00:17.062,0,17,3,0.0,2,Ball Recovery,222,Villarreal,1,Regular Play,222,Villarreal,,,,,"[68.5, 66.0]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.062
411eb8de-e072-49cd-bc0e-0c05848778c5,27,1,00:00:17.062,0,17,3,0.968306,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['084140b8-c0bc-4041-a771-476f7edc1dcf', '2d2f9197-8c39-46cb-a24c-c078f7d5f2f0', '8a874fcf-89c2-4904-847e-8a8a2da04d41']",,"[68.5, 66.0]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[70.1, 70.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.062
8a874fcf-89c2-4904-847e-8a8a2da04d41,28,1,00:00:17.756,0,17,3,0.728972,17,Pressure,222,Villarreal,1,Regular Play,213,Sevilla,,,"['084140b8-c0bc-4041-a771-476f7edc1dcf', '411eb8de-e072-49cd-bc0e-0c05848778c5']",,"[52.0, 11.9]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.756
084140b8-c0bc-4041-a771-476f7edc1dcf,29,1,00:00:18.030,0,18,3,0.844146,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,"['461d599d-a4bc-42c8-9323-baf75185ef34', '8a874fcf-89c2-4904-847e-8a8a2da04d41']",,"[70.1, 70.8]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,6357.0,Jonathan dos Santos Ramírez,4.304649,3.0951145,1.0,Ground Pass,"[65.8, 71.0]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03
461d599d-a4bc-42c8-9323-baf75185ef34,30,1,00:00:18.874,0,18,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['084140b8-c0bc-4041-a771-476f7edc1dcf'],,"[65.8, 71.0]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.874
4d3923ef-20f2-49e7-b898-68565d48cf9f,31,1,00:00:18.874,0,18,3,0.979458,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['461d599d-a4bc-42c8-9323-baf75185ef34', 'e9e0673f-b657-46fb-bb43-361ad4651933']",,"[65.8, 71.0]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,,,,,,,,,,"[66.9, 67.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.874
e9e0673f-b657-46fb-bb43-361ad4651933,32,1,00:00:19.854,0,19,3,0.400753,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['bce1f042-acd6-4c9a-9b42-7a9f4882ecfa'],,"[66.9, 67.2]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,5.7688823,-0.98279375,3.0,High Pass,"[70.1, 62.4]",40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.854
bce1f042-acd6-4c9a-9b42-7a9f4882ecfa,33,1,00:00:20.255,0,20,3,0.0,10,Interception,222,Villarreal,1,Regular Play,213,Sevilla,,,['e9e0673f-b657-46fb-bb43-361ad4651933'],,"[50.0, 17.7]",6356.0,Michael Krohn-Dehli,19.0,Center Attacking Midfield,,,,,,,,,,,,,,True,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.255
efc23542-01fd-4f79-a70b-57adfa14040c,34,1,00:00:21.763,0,21,3,1.105736,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['c14857c5-f437-4510-ad30-b60b4e998135'],,"[82.2, 60.7]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,5.6035705,-1.5350972,2.0,Low Pass,"[82.4, 55.1]",37.0,Head,66.0,Recovery,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.763
c14857c5-f437-4510-ad30-b60b4e998135,35,1,00:00:22.869,0,22,3,1.082262,30,Pass,222,Villarreal,1,Regular Play,213,Sevilla,,,"['8ff75b50-3527-4826-b571-b8d62423d995', '91cfd199-913b-41a5-9bf8-ce39ed20f7f1', 'dcb73b1b-752b-4c5b-8675-01e37b4f13b9', 'efc23542-01fd-4f79-a70b-57adfa14040c']",,"[37.7, 25.0]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,6356.0,Michael Krohn-Dehli,6.0671244,0.14888994,2.0,Low Pass,"[43.7, 25.9]",,,64.0,Interception,,True,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.869
dcb73b1b-752b-4c5b-8675-01e37b4f13b9,36,1,00:00:22.869,0,22,3,0.0,4,Duel,222,Villarreal,1,Regular Play,222,Villarreal,,,['c14857c5-f437-4510-ad30-b60b4e998135'],,"[82.4, 55.1]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.869
9486521a-5733-4cbc-9715-80e176c8cf30,37,1,00:00:23.855,0,23,3,0.330166,17,Pressure,222,Villarreal,1,Regular Play,213,Sevilla,,,['91cfd199-913b-41a5-9bf8-ce39ed20f7f1'],,"[41.9, 23.9]",6356.0,Michael Krohn-Dehli,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.855
8ff75b50-3527-4826-b571-b8d62423d995,38,1,00:00:23.951,0,23,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,213,Sevilla,,,['c14857c5-f437-4510-ad30-b60b4e998135'],,"[40.3, 26.3]",6356.0,Michael Krohn-Dehli,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.951
