id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,under_pressure,pass_outcome_id,pass_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,off_camera,interception_outcome_id,interception_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,out,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,clearance_head,pass_technique_id,pass_technique_name,pass_through_ball,clearance_right_foot,pass_no_touch,pass_miscommunication,pass_cut_back,foul_committed_card_id,foul_committed_card_name,50_50_outcome_id,50_50_outcome_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,clearance_aerial_won,pass_inswinging,ball_recovery_recovery_failure,dribble_overrun,pass_outswinging,dribble_no_touch,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_recovery_offensive,half_end_early_video_end,timestamp_seconds
b8248b47-0fa1-4ff4-8f23-e0c7478a7183,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,217,Barcelona,1,Regular Play,217,Barcelona,433.0,"[{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
770d1b27-ca52-4966-8edb-e22a67d09d1b,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,217,Barcelona,1,Regular Play,207,Valencia,451.0,"[{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9cc30397-e099-4954-bf47-50f9d3952220,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,217,Barcelona,1,Regular Play,207,Valencia,,,['4a41c713-2b7a-4077-9afa-d553263aaa94'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4a41c713-2b7a-4077-9afa-d553263aaa94,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,217,Barcelona,1,Regular Play,217,Barcelona,,,['9cc30397-e099-4954-bf47-50f9d3952220'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9065c50a-c238-4155-96a4-cd1b4be215a4,5,1,00:00:00.927,0,0,2,2.386907,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['4260328e-177e-48b8-9fd2-0fd0b877137e'],"[61.0, 40.1]",6594.0,Santiago Mina Lorenzo,23.0,Center Forward,3638.0,Shkodran Mustafi,30.041637,2.819842,1.0,Ground Pass,"[32.5, 49.6]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927
4260328e-177e-48b8-9fd2-0fd0b877137e,6,1,00:00:03.313,0,3,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['9065c50a-c238-4155-96a4-cd1b4be215a4'],"[32.5, 49.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.313
1ffd4968-70eb-48fd-8825-950f3b61f783,7,1,00:00:03.313,0,3,2,0.921838,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['4260328e-177e-48b8-9fd2-0fd0b877137e', '5454cf00-f37e-4039-9cf9-67e304e6bdc3']","[32.5, 49.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[33.3, 49.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.313
5454cf00-f37e-4039-9cf9-67e304e6bdc3,8,1,00:00:04.235,0,4,2,3.737712,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['71d376d3-6e10-4469-976c-9ae104cf2ea2'],"[33.3, 49.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,10802.0,André Filipe Tavares Gomes,59.688023,-0.8019843,3.0,High Pass,"[74.8, 6.5]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.235
71d376d3-6e10-4469-976c-9ae104cf2ea2,9,1,00:00:07.973,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['5454cf00-f37e-4039-9cf9-67e304e6bdc3'],"[74.8, 6.5]",10802.0,André Filipe Tavares Gomes,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.973
7dbf8583-468b-47a1-85b7-9b60ed260645,10,1,00:00:07.973,0,7,2,1.3151,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['742dcde6-da95-4aca-96e6-4abc96939d09', 'd493c41b-b1cc-453d-9183-eb94d63eab0b', 'f05d2cfd-b194-4290-8c0e-bbb9a7ef3ed3']","[73.1, 5.8]",10802.0,André Filipe Tavares Gomes,16.0,Left Midfield,6594.0,Santiago Mina Lorenzo,13.984277,1.2807094,3.0,High Pass,"[77.1, 19.2]",,,,,,,True,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.973
f05d2cfd-b194-4290-8c0e-bbb9a7ef3ed3,11,1,00:00:07.973,0,7,2,0.0,4,Duel,207,Valencia,9,From Kick Off,217,Barcelona,,,['7dbf8583-468b-47a1-85b7-9b60ed260645'],"[47.0, 74.3]",6379.0,Sergi Roberto Carnicer,2.0,Right Back,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.973
742dcde6-da95-4aca-96e6-4abc96939d09,12,1,00:00:09.288,0,9,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['7dbf8583-468b-47a1-85b7-9b60ed260645'],"[75.0, 25.7]",6594.0,Santiago Mina Lorenzo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.288
d493c41b-b1cc-453d-9183-eb94d63eab0b,13,1,00:00:09.288,0,9,3,0.823676,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,"['7dbf8583-468b-47a1-85b7-9b60ed260645', 'fe6f053a-eb2d-4ad0-a687-77fc7686e779']","[43.0, 60.9]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5470.0,Ivan Rakitić,12.001667,2.7301364,2.0,Low Pass,"[32.0, 65.7]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.288
fe6f053a-eb2d-4ad0-a687-77fc7686e779,14,1,00:00:10.112,0,10,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['d493c41b-b1cc-453d-9183-eb94d63eab0b'],"[32.0, 65.7]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.112
d5520205-c693-4d7e-9025-5128ba9b31a1,15,1,00:00:10.112,0,10,3,0.848424,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['3e20d3c5-0f26-44ac-9972-db856e0a97da', 'fe6f053a-eb2d-4ad0-a687-77fc7686e779']","[32.0, 65.7]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[28.2, 67.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.112
3e20d3c5-0f26-44ac-9972-db856e0a97da,16,1,00:00:10.960,0,10,3,2.027722,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['8c5db7cd-47ac-4df4-8a4c-d23d8a25d4c8'],"[28.2, 67.4]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,4691.0,Claudio Andrés Bravo Muñoz,28.708883,-2.3611205,1.0,Ground Pass,"[7.8, 47.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96
8c5db7cd-47ac-4df4-8a4c-d23d8a25d4c8,17,1,00:00:12.988,0,12,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['3e20d3c5-0f26-44ac-9972-db856e0a97da'],"[7.8, 47.2]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.988
616e2e60-9603-41c5-b499-f6d79f0740df,18,1,00:00:12.988,0,12,3,2.361878,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['7327f14e-ed55-4c42-a6b2-73d179af3802', '8c5db7cd-47ac-4df4-8a4c-d23d8a25d4c8', '9c01123d-406e-48cc-a263-9297619b6c0d']","[7.8, 47.2]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[7.7, 46.2]",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.988
9c01123d-406e-48cc-a263-9297619b6c0d,19,1,00:00:13.660,0,13,3,1.802957,17,Pressure,217,Barcelona,1,Regular Play,207,Valencia,,,"['616e2e60-9603-41c5-b499-f6d79f0740df', '7327f14e-ed55-4c42-a6b2-73d179af3802']","[102.6, 28.9]",6594.0,Santiago Mina Lorenzo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66
7327f14e-ed55-4c42-a6b2-73d179af3802,20,1,00:00:15.350,0,15,3,2.662007,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,"['8acba94d-f318-4135-a34f-749557d4ec27', '9c01123d-406e-48cc-a263-9297619b6c0d']","[7.7, 46.2]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5211.0,Jordi Alba Ramos,49.244087,-1.0917095,3.0,High Pass,"[30.4, 2.5]",40.0,Right Foot,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35
8acba94d-f318-4135-a34f-749557d4ec27,21,1,00:00:18.012,0,18,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['7327f14e-ed55-4c42-a6b2-73d179af3802'],"[30.4, 2.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.012
b634f07b-7e10-4213-976b-bae34b0ff0a4,22,1,00:00:18.012,0,18,3,0.039993,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['35d5393a-7abb-4167-a22b-fa37bed83abb', '8acba94d-f318-4135-a34f-749557d4ec27']","[30.4, 2.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[30.4, 3.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.012
35d5393a-7abb-4167-a22b-fa37bed83abb,23,1,00:00:18.052,0,18,3,1.790746,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['5e49b74f-0ddd-421e-bffb-2ad66958a96a'],"[30.4, 3.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,5506.0,Javier Alejandro Mascherano,20.460693,2.4531121,2.0,Low Pass,"[14.6, 16.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.052
5e49b74f-0ddd-421e-bffb-2ad66958a96a,24,1,00:00:19.843,0,19,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['35d5393a-7abb-4167-a22b-fa37bed83abb'],"[14.6, 16.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.843
3716b252-0524-4c9b-a75c-576641e01c55,25,1,00:00:19.843,0,19,3,1.267854,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['5e49b74f-0ddd-421e-bffb-2ad66958a96a', 'd7dc6a35-c380-4f98-b454-442f63bcee10']","[14.6, 16.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[17.1, 19.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.843
d7dc6a35-c380-4f98-b454-442f63bcee10,26,1,00:00:21.110,0,21,3,0.843273,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['5f754a5b-f2e3-465f-b5e2-1cc4a658495e'],"[17.1, 19.3]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5203.0,Sergio Busquets i Burgos,8.914034,0.75366277,1.0,Ground Pass,"[23.6, 25.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11
5f754a5b-f2e3-465f-b5e2-1cc4a658495e,27,1,00:00:21.954,0,21,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['d7dc6a35-c380-4f98-b454-442f63bcee10'],"[23.6, 25.4]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.954
c3f6941f-3b20-4838-91c4-c438916d1858,28,1,00:00:21.954,0,21,3,0.040027,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['5f564416-2c0a-4a39-8d9f-ad9f97b9f3ef', '5f754a5b-f2e3-465f-b5e2-1cc4a658495e']","[23.6, 25.4]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[24.7, 26.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.954
5f564416-2c0a-4a39-8d9f-ad9f97b9f3ef,29,1,00:00:21.994,0,21,3,1.667766,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['88d4e5a8-fb92-44ce-b4b8-795452f1ba79'],"[24.7, 26.8]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,4691.0,Claudio Andrés Bravo Muñoz,22.314344,2.6157763,1.0,Ground Pass,"[5.4, 38.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.994
88d4e5a8-fb92-44ce-b4b8-795452f1ba79,30,1,00:00:23.661,0,23,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['5f564416-2c0a-4a39-8d9f-ad9f97b9f3ef'],"[5.4, 38.0]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.661
d43459d8-a8af-4cbf-a29b-c53caefd0ae2,31,1,00:00:23.661,0,23,3,2.215634,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['88d4e5a8-fb92-44ce-b4b8-795452f1ba79', 'f01fde8c-839e-413c-a5b0-9a1552d57d34']","[5.4, 38.0]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[5.6, 43.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.661
f01fde8c-839e-413c-a5b0-9a1552d57d34,32,1,00:00:25.877,0,25,3,2.054924,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['71f24b3b-9305-40f6-8712-8062a44140c1'],"[5.6, 43.5]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5213.0,Gerard Piqué Bernabéu,22.492887,1.1688234,1.0,Ground Pass,"[14.4, 64.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.877
71f24b3b-9305-40f6-8712-8062a44140c1,33,1,00:00:27.932,0,27,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['f01fde8c-839e-413c-a5b0-9a1552d57d34'],"[14.4, 64.2]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.932
0cf48566-81a3-40a0-9715-137979507bd8,34,1,00:00:27.932,0,27,3,3.092276,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['71f24b3b-9305-40f6-8712-8062a44140c1', 'ef2efe57-3127-4494-aad2-b9a1fa519253']","[14.4, 64.2]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[26.4, 65.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.932
ef2efe57-3127-4494-aad2-b9a1fa519253,35,1,00:00:31.024,0,31,3,1.442845,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['0c290678-e516-4d6c-99cf-b0eddfcd1040'],"[26.4, 65.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5203.0,Sergio Busquets i Burgos,28.643497,-1.068106,1.0,Ground Pass,"[40.2, 40.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.024
0c290678-e516-4d6c-99cf-b0eddfcd1040,36,1,00:00:32.467,0,32,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['ef2efe57-3127-4494-aad2-b9a1fa519253'],"[40.2, 40.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.467
cbdf6377-02a2-475c-9415-634d01d78721,37,1,00:00:32.467,0,32,3,0.039955,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['0c290678-e516-4d6c-99cf-b0eddfcd1040', 'effb8e67-2872-4a7f-9c78-54d4a9b08dc5']","[40.2, 40.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[39.5, 40.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.467
effb8e67-2872-4a7f-9c78-54d4a9b08dc5,38,1,00:00:32.507,0,32,3,1.671429,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['3825741d-9665-4a6b-82f1-fedf32b10db4'],"[39.5, 40.9]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5213.0,Gerard Piqué Bernabéu,19.723083,2.1025205,1.0,Ground Pass,"[29.5, 57.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.507
3825741d-9665-4a6b-82f1-fedf32b10db4,39,1,00:00:34.179,0,34,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['effb8e67-2872-4a7f-9c78-54d4a9b08dc5'],"[29.5, 57.9]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.179
c99b0b7e-fa61-43d7-aaf3-1b0394d88937,40,1,00:00:34.179,0,34,3,3.199971,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['3825741d-9665-4a6b-82f1-fedf32b10db4', 'd609c380-edd0-4faa-b425-a30728679a52']","[29.5, 57.9]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[42.8, 58.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.179
d609c380-edd0-4faa-b425-a30728679a52,41,1,00:00:37.379,0,37,3,2.833735,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['bd2be00c-3a0c-4a1b-803e-112a4914445e'],"[42.8, 58.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5211.0,Jordi Alba Ramos,56.501415,-1.5778759,3.0,High Pass,"[42.4, 2.2]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.379
