id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,off_camera,pass_switch,under_pressure,out,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,foul_won_defensive,interception_outcome_id,interception_outcome_name,clearance_head,dribble_overrun,duel_outcome_id,duel_outcome_name,clearance_left_foot,ball_recovery_recovery_failure,clearance_aerial_won,pass_technique_id,pass_technique_name,pass_outswinging,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_inswinging,foul_committed_advantage,foul_won_advantage,shot_aerial_won,pass_cut_back,goalkeeper_outcome_id,goalkeeper_outcome_name,miscontrol_aerial_won,foul_committed_card_id,foul_committed_card_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
1b24547f-12f5-47d5-b42d-f580a3511fbf,11,1,00:00:02.927,0,2,2,1.063128,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['ca26962d-ce2b-40e5-8045-e301c17d3c5d'],"[47.3, 39.8]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,6375.0,Juan Francisco Torres Belén,26.02787,1.7523681,1.0,Ground Pass,"[42.6, 65.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.927
ca26962d-ce2b-40e5-8045-e301c17d3c5d,12,1,00:00:03.990,0,3,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['1b24547f-12f5-47d5-b42d-f580a3511fbf'],"[42.6, 65.4]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
a9345eb6-7bc8-4d68-8633-a7e80529b575,13,1,00:00:03.990,0,3,2,2.194399,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['88a11c34-0adc-4b47-b3cd-e7b13000e53a', 'ca26962d-ce2b-40e5-8045-e301c17d3c5d']","[42.6, 65.4]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,"[50.3, 65.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
88a11c34-0adc-4b47-b3cd-e7b13000e53a,14,1,00:00:06.184,0,6,2,4.905198,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['17b2511c-2e7a-4e55-97b4-eda24c9545b5', '66a03421-3ae0-44ac-b974-804c8f6c82ca']","[50.3, 65.7]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,6382.0,Fernando José Torres Sanz,62.453983,-0.25080383,3.0,High Pass,"[110.8, 50.2]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.184
66a03421-3ae0-44ac-b974-804c8f6c82ca,15,1,00:00:11.090,0,11,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['88a11c34-0adc-4b47-b3cd-e7b13000e53a'],"[97.8, 54.6]",6382.0,Fernando José Torres Sanz,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09
17b2511c-2e7a-4e55-97b4-eda24c9545b5,16,1,00:00:11.090,0,11,3,0.0,2,Ball Recovery,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['88a11c34-0adc-4b47-b3cd-e7b13000e53a'],"[9.3, 29.9]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09
bc0cbc4b-7e99-40af-858e-0a35acbcdbed,17,1,00:00:14.228,0,14,3,3.443569,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['109816df-6c48-4eeb-8535-18405c5b4ef0'],"[10.6, 37.2]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,5721.0,Daniel Carvajal Ramos,31.884949,1.1984435,1.0,Ground Pass,"[22.2, 66.9]",69.0,Keeper Arm,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.228
109816df-6c48-4eeb-8535-18405c5b4ef0,18,1,00:00:17.671,0,17,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['bc0cbc4b-7e99-40af-858e-0a35acbcdbed'],"[22.2, 66.9]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.671
2bf73971-a400-4aab-9deb-b70a7f173b01,19,1,00:00:19.147,0,19,3,1.172268,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['a7fd68c5-69cd-4e1c-bd42-c326545bcc53'],"[26.4, 68.3]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,5485.0,Raphaël Varane,14.001429,-2.366295,1.0,Ground Pass,"[16.4, 58.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.147
a7fd68c5-69cd-4e1c-bd42-c326545bcc53,20,1,00:00:20.320,0,20,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['2bf73971-a400-4aab-9deb-b70a7f173b01'],"[16.4, 58.5]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32
3aa3584a-ab4e-4f74-afb1-09735d770c9a,21,1,00:00:20.320,0,20,3,0.753643,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['14671cc8-bd39-4d1b-921b-dc9841225bb9', 'a7fd68c5-69cd-4e1c-bd42-c326545bcc53']","[16.4, 58.5]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[16.4, 58.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32
14671cc8-bd39-4d1b-921b-dc9841225bb9,22,1,00:00:21.073,0,21,3,2.263868,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['56b2013b-93f2-4fa3-bda8-11cdeecf80ea'],"[16.4, 58.5]",5485.0,Raphaël Varane,3.0,Right Center Back,5201.0,Sergio Ramos García,47.85917,-1.4892168,2.0,Low Pass,"[20.3, 10.8]",38.0,Left Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.073
56b2013b-93f2-4fa3-bda8-11cdeecf80ea,23,1,00:00:23.337,0,23,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['14671cc8-bd39-4d1b-921b-dc9841225bb9'],"[20.3, 10.8]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.337
c773ff91-aeeb-49ff-97b9-f14b62bdf24f,24,1,00:00:23.337,0,23,3,0.500851,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['330972ed-0b7e-44cf-ad94-aada20319d4e', '56b2013b-93f2-4fa3-bda8-11cdeecf80ea']","[20.3, 10.8]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,"[20.3, 10.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.337
330972ed-0b7e-44cf-ad94-aada20319d4e,25,1,00:00:23.838,0,23,3,1.229226,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['8b778b36-7451-4739-8fa4-178ff876873c'],"[20.3, 10.8]",5201.0,Sergio Ramos García,5.0,Left Center Back,3063.0,Danilo Luiz da Silva,15.931416,-0.42714697,1.0,Ground Pass,"[34.8, 4.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.838
8b778b36-7451-4739-8fa4-178ff876873c,26,1,00:00:25.067,0,25,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['330972ed-0b7e-44cf-ad94-aada20319d4e'],"[34.8, 4.2]",3063.0,Danilo Luiz da Silva,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.067
d31d2874-957a-4259-b66a-7cb36e5e42c9,27,1,00:00:25.067,0,25,3,1.043447,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['075556c4-c6ad-4347-9329-da6d84ac4d23', '0ec11a95-38b7-4786-bce3-8e839aa04804', '8b778b36-7451-4739-8fa4-178ff876873c']","[34.8, 4.2]",3063.0,Danilo Luiz da Silva,6.0,Left Back,,,,,,,,,,,,"[35.9, 3.8]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.067
075556c4-c6ad-4347-9329-da6d84ac4d23,28,1,00:00:25.101,0,25,3,1.064551,17,Pressure,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,"['0ec11a95-38b7-4786-bce3-8e839aa04804', 'd31d2874-957a-4259-b66a-7cb36e5e42c9']","[80.1, 75.9]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.101
0ec11a95-38b7-4786-bce3-8e839aa04804,29,1,00:00:26.111,0,26,3,0.071208,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['075556c4-c6ad-4347-9329-da6d84ac4d23', '37451dd9-a420-4c51-9bc9-69eeefa68590', '6365696f-cbf5-4550-9444-46c6bd14756d']","[35.9, 3.8]",3063.0,Danilo Luiz da Silva,6.0,Left Back,5207.0,Cristiano Ronaldo dos Santos Aveiro,2.2,0.0,2.0,Low Pass,"[38.1, 3.8]",40.0,Right Foot,,,,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.111
6365696f-cbf5-4550-9444-46c6bd14756d,30,1,00:00:26.182,0,26,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['0ec11a95-38b7-4786-bce3-8e839aa04804'],"[47.6, 2.5]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.182
37451dd9-a420-4c51-9bc9-69eeefa68590,31,1,00:00:26.182,0,26,3,0.0,6,Block,220,Real Madrid,1,Regular Play,212,Atlético Madrid,,,['0ec11a95-38b7-4786-bce3-8e839aa04804'],"[82.0, 76.3]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.182
1155a91b-59bc-455b-a39b-387398ccb7f9,32,1,00:00:30.124,0,30,4,3.435525,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['5bb1d4ec-d5ef-4a0b-b980-32a654195ea5'],"[52.9, 0.1]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,19677.0,Karim Benzema,50.601284,0.06328173,3.0,High Pass,"[103.4, 3.3]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.124
5bb1d4ec-d5ef-4a0b-b980-32a654195ea5,33,1,00:00:33.559,0,33,4,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['1155a91b-59bc-455b-a39b-387398ccb7f9'],"[103.4, 3.3]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.559
9ec19168-13eb-44b0-8bb4-8923c5e7fbbb,34,1,00:00:33.559,0,33,4,2.263662,43,Carry,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['00ffa6ae-1dc9-4bfd-b0c3-6608f095ab9c', '10e40366-65cb-4cec-ba54-571ec01e4574', '5bb1d4ec-d5ef-4a0b-b980-32a654195ea5']","[103.4, 3.3]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,"[110.1, 3.1]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.559
10e40366-65cb-4cec-ba54-571ec01e4574,35,1,00:00:34.467,0,34,4,0.850025,17,Pressure,220,Real Madrid,4,From Throw In,212,Atlético Madrid,,,['9ec19168-13eb-44b0-8bb4-8923c5e7fbbb'],"[15.0, 74.6]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.467
75803374-54c7-49f6-974d-03ab18abf90a,36,1,00:00:35.823,0,35,4,0.0,39,Dribbled Past,220,Real Madrid,4,From Throw In,212,Atlético Madrid,,,"['00ffa6ae-1dc9-4bfd-b0c3-6608f095ab9c', '2d2830ff-c307-43cd-a8b8-55737e80f826']","[10.0, 77.0]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.823
00ffa6ae-1dc9-4bfd-b0c3-6608f095ab9c,37,1,00:00:35.823,0,35,4,0.0,14,Dribble,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['75803374-54c7-49f6-974d-03ab18abf90a'],"[110.1, 3.1]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,True,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.823
2d2830ff-c307-43cd-a8b8-55737e80f826,38,1,00:00:35.823,0,35,4,1.563412,43,Carry,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['00ffa6ae-1dc9-4bfd-b0c3-6608f095ab9c', '07fc6de7-4c97-4411-a9eb-9a4d85166fe5', '08e54ef0-628f-46c7-b17e-d5d16ad5be8d', '75803374-54c7-49f6-974d-03ab18abf90a']","[110.1, 3.1]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,"[104.7, 12.8]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.823
