id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,carry_end_location,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,counterpress,duel_type_id,duel_type_name,pass_aerial_won,pass_cut_back,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,clearance_left_foot,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,clearance_head,pass_switch,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist,pass_technique_id,pass_technique_name,pass_outswinging,block_offensive,foul_committed_offensive,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,clearance_aerial_won,dribble_overrun,miscontrol_aerial_won,pass_miscommunication,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_straight,50_50_outcome_id,50_50_outcome_name,pass_no_touch,injury_stoppage_in_chain,timestamp_seconds
02e1ce6d-ff95-4554-bc2b-9c54e9b9001e,1428,1,00:35:12.181,35,12,78,0.0,14,Dribble,1049,Granada,1,Regular Play,1049,Granada,,,['404b5af0-e43e-499a-9a60-7ee3a666bfca'],,"[47.6, 76.6]",25707.0,Francisco Manuel Rico Castro,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.181
5681b516-6823-4909-a07e-c605265f1f38,1429,1,00:35:12.181,35,12,78,0.447028,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['02e1ce6d-ff95-4554-bc2b-9c54e9b9001e', '404b5af0-e43e-499a-9a60-7ee3a666bfca', '7da32fcc-6635-49fc-8745-6e92b9ab72ff']",,"[47.6, 76.6]",25707.0,Francisco Manuel Rico Castro,10.0,Center Defensive Midfield,,,,,,,,,,,,,,"[48.4, 76.6]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.181
7da32fcc-6635-49fc-8745-6e92b9ab72ff,1430,1,00:35:12.628,35,12,78,0.868852,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['91659713-997d-4d1d-b30c-dfd7a59e5912'],,"[48.4, 76.6]",25707.0,Francisco Manuel Rico Castro,10.0,Center Defensive Midfield,6599.0,Rubén Salvador Pérez Del Mármol,9.706183,-1.0887176,1.0,Ground Pass,"[52.9, 68.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.628
91659713-997d-4d1d-b30c-dfd7a59e5912,1431,1,00:35:13.497,35,13,78,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['7da32fcc-6635-49fc-8745-6e92b9ab72ff'],,"[52.9, 68.0]",6599.0,Rubén Salvador Pérez Del Mármol,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.497
3a048e27-5a00-44bd-a7c5-70b18347496b,1432,1,00:35:13.497,35,13,78,4.289229,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['265549de-a6a6-4a13-adb0-115a85dc824f', '47af59fa-0454-4239-bff6-2c5bdbe890f5', '91659713-997d-4d1d-b30c-dfd7a59e5912']",,"[52.9, 68.0]",6599.0,Rubén Salvador Pérez Del Mármol,15.0,Left Center Midfield,,,,,,,,,,,,,,"[51.8, 76.9]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.497
47af59fa-0454-4239-bff6-2c5bdbe890f5,1433,1,00:35:16.311,35,16,78,1.422151,17,Pressure,1049,Granada,1,Regular Play,212,Atlético Madrid,,,['3a048e27-5a00-44bd-a7c5-70b18347496b'],,"[63.6, 4.5]",6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116.311
265549de-a6a6-4a13-adb0-115a85dc824f,1434,1,00:35:17.786,35,17,78,0.0,3,Dispossessed,1049,Granada,1,Regular Play,1049,Granada,,,['54686ed8-e1f9-476e-ae4e-1849e050ffa2'],,"[51.8, 76.9]",6599.0,Rubén Salvador Pérez Del Mármol,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.786
54686ed8-e1f9-476e-ae4e-1849e050ffa2,1435,1,00:35:17.786,35,17,78,0.0,4,Duel,1049,Granada,1,Regular Play,212,Atlético Madrid,,,['265549de-a6a6-4a13-adb0-115a85dc824f'],,"[68.3, 3.2]",6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,11.0,Tackle,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.786
a8eb5287-e809-4043-a66a-6c17037d81a2,1436,1,00:35:18.875,35,18,78,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,212,Atlético Madrid,,,,,"[66.5, 3.2]",5199.0,Jorge Resurrección Merodio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.875
556457aa-9222-4b88-9e51-ce934d84a9d6,1437,1,00:35:18.875,35,18,78,1.886044,43,Carry,1049,Granada,1,Regular Play,212,Atlético Madrid,,,"['0b7036ed-c851-4027-8085-e833c40e94f8', 'a8eb5287-e809-4043-a66a-6c17037d81a2']",,"[66.5, 3.2]",5199.0,Jorge Resurrección Merodio,15.0,Left Center Midfield,,,,,,,,,,,,,,"[67.2, 3.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.875
