id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,pass_switch,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_assisted_shot_id,pass_goal_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_end_location,pass_aerial_won,out,clearance_left_foot,clearance_aerial_won,shot_first_time,clearance_right_foot,foul_committed_advantage,foul_won_advantage,pass_inswinging,pass_shot_assist,shot_aerial_won,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,ball_recovery_recovery_failure,dribble_nutmeg,dribble_overrun,timestamp_seconds
de6d7c8d-db53-4cd1-b112-df36f8b1269b,1057,1,00:27:36.822,27,36,54,0.570192,16,Shot,1041,Sporting Gijón,2,From Corner,1041,Sporting Gijón,,,"['68200486-cde0-4c55-99b2-1e3583351175', '9963cd35-8424-48fe-a34c-090dcbc424d4']","[111.0, 47.5]",6602.0,Miguel Ángel Guerrero Martín,22.0,Right Center Forward,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0.059850693,"[120.0, 40.3, 4.1]",c5bc786e-9f4e-4098-be68-bdf8ed9ee481,37.0,Head,93.0,Normal,98.0,Off T,87.0,Open Play,"[{'location': [118.2, 40.5], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 55.9], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 47.5], 'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 66.4], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 43.3], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.8, 44.3], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 43.1], 'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 50.2], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 46.0], 'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.2, 72.5], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.3, 40.7], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.8, 42.1], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 44.5], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.6, 44.3], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 41.1], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,1656.8220000000001
68200486-cde0-4c55-99b2-1e3583351175,1058,1,00:27:37.393,27,37,54,0.0,23,Goal Keeper,1041,Sporting Gijón,2,From Corner,208,Las Palmas,,,['de6d7c8d-db53-4cd1-b112-df36f8b1269b'],"[1.9, 39.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Shot Faced,,,44.0,Set,,,,,,,,,,,,,"[1.9, 39.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,1657.393
c5a79f64-1788-447c-ae20-99fe5b918182,1059,1,00:28:03.834,28,3,55,3.824302,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['1287fa96-5444-4c02-b4cb-481a6c3ba826'],"[6.0, 36.0]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,52.888752,-0.17291974,3.0,High Pass,"[58.1, 26.9]",40.0,Right Foot,63.0,Goal Kick,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.834
66516760-cdf1-48e4-aadf-7c26bceb07f2,1060,1,00:28:07.658,28,7,55,0.0,4,Duel,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['1287fa96-5444-4c02-b4cb-481a6c3ba826'],"[58.1, 26.9]",6928.0,Pedro Taunausú Domínguez Placeres,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.658
1287fa96-5444-4c02-b4cb-481a6c3ba826,1061,1,00:28:07.658,28,7,56,1.093801,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['66516760-cdf1-48e4-aadf-7c26bceb07f2', '808ca49e-cee7-426f-80bb-f9ce1f2b78f9', 'c5a79f64-1788-447c-ae20-99fe5b918182']","[62.0, 53.2]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,6602.0,Miguel Ángel Guerrero Martín,8.417244,0.1671018,2.0,Low Pass,"[70.3, 54.6]",,,66.0,Recovery,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1687.658
808ca49e-cee7-426f-80bb-f9ce1f2b78f9,1062,1,00:28:08.752,28,8,56,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['1287fa96-5444-4c02-b4cb-481a6c3ba826'],"[70.3, 54.6]",6602.0,Miguel Ángel Guerrero Martín,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.752
1f8341b8-8b41-4ec9-a9fc-70d4bd1200fe,1063,1,00:28:08.822,28,8,56,2.472588,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['206ebe4d-1f3e-4f7b-a30e-337cb440f80e'],"[70.3, 54.6]",6602.0,Miguel Ángel Guerrero Martín,22.0,Right Center Forward,23838.0,Pablo Pérez Rodríguez,18.398369,1.751136,2.0,Low Pass,"[67.0, 72.7]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.822
206ebe4d-1f3e-4f7b-a30e-337cb440f80e,1064,1,00:28:11.295,28,11,56,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['1f8341b8-8b41-4ec9-a9fc-70d4bd1200fe'],"[67.0, 72.7]",23838.0,Pablo Pérez Rodríguez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.295
686ec367-c867-449e-9b9b-11ed650eca76,1065,1,00:28:11.295,28,11,56,2.117072,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['0c4cb8db-9d5e-477b-8388-d5708cc47471', '206ebe4d-1f3e-4f7b-a30e-337cb440f80e', '8e1e19fb-d25a-49a8-a16d-157529e8e41d']","[67.0, 72.7]",23838.0,Pablo Pérez Rodríguez,12.0,Right Midfield,,,,,,,,,,,,"[77.1, 73.6]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.295
8e1e19fb-d25a-49a8-a16d-157529e8e41d,1066,1,00:28:13.073,28,13,56,0.336905,17,Pressure,1041,Sporting Gijón,1,Regular Play,208,Las Palmas,,,['686ec367-c867-449e-9b9b-11ed650eca76'],"[41.3, 7.8]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.073
