id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,foul_won_defensive,off_camera,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,interception_outcome_id,interception_outcome_name,block_offensive,pass_switch,pass_aerial_won,ball_recovery_recovery_failure,pass_outswinging,pass_technique_id,pass_technique_name,shot_aerial_won,foul_committed_advantage,foul_won_advantage,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,clearance_head,shot_one_on_one,goalkeeper_punched_out,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,pass_inswinging,pass_cut_back,clearance_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,pass_deflected,block_deflection,pass_through_ball,timestamp_seconds
ce7b6261-7b26-4bf6-8154-598eb8636b30,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
c9a198bc-a0b6-446a-9128-d05bb071de48,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,214,Espanyol,4231.0,"[{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f50ebb28-9cf7-4f0c-b9c6-1b539e04d218,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,213,Sevilla,,,['457ddd44-39a4-4d8b-b385-7219dec4b4c5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
457ddd44-39a4-4d8b-b385-7219dec4b4c5,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,214,Espanyol,,,['f50ebb28-9cf7-4f0c-b9c6-1b539e04d218'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2ebca721-d1d7-48e2-9df4-131b0fa63829,5,1,00:00:00.986,0,0,2,1.126981,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['b2b513a5-355b-4b37-9e27-b93221fee819'],"[60.0, 40.0]",7788.0,Ciro Immobile,23.0,Center Forward,5504.0,Éver Maximiliano David Banega,2.2671568,0.72297937,1.0,Ground Pass,"[61.7, 41.5]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986
b2b513a5-355b-4b37-9e27-b93221fee819,6,1,00:00:02.113,0,2,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['2ebca721-d1d7-48e2-9df4-131b0fa63829'],"[61.7, 41.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.113
a39ea5d4-c4d7-45d7-8e21-ed0e2b50ad19,7,1,00:00:02.113,0,2,2,0.726802,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['3f5399b6-d007-4cf6-983d-edc14b975b7d', 'b2b513a5-355b-4b37-9e27-b93221fee819']","[61.7, 41.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,"[63.3, 41.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.113
3f5399b6-d007-4cf6-983d-edc14b975b7d,8,1,00:00:02.840,0,2,2,1.250205,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['1c274b79-603c-4b93-bcd7-6685ff01496c'],"[63.3, 41.0]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,8523.0,Yevhen Konoplyanka,36.106785,-1.5901845,1.0,Ground Pass,"[62.6, 4.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
1c274b79-603c-4b93-bcd7-6685ff01496c,9,1,00:00:04.090,0,4,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['3f5399b6-d007-4cf6-983d-edc14b975b7d'],"[62.6, 4.9]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
d8d1e4b8-a283-42ed-abb2-783d2c5dd042,10,1,00:00:04.090,0,4,2,2.109098,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['1c274b79-603c-4b93-bcd7-6685ff01496c', '9937cc80-518d-4bf6-a535-89ad6ddfe911']","[62.6, 4.9]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,"[63.5, 5.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
9937cc80-518d-4bf6-a535-89ad6ddfe911,11,1,00:00:06.199,0,6,2,1.474359,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['9338d911-d55f-4299-ba02-7806c024721c'],"[63.5, 5.1]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,27483.0,Benoît Trémoulinas,14.066272,2.5279546,1.0,Ground Pass,"[52.0, 13.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199
9338d911-d55f-4299-ba02-7806c024721c,12,1,00:00:07.674,0,7,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['9937cc80-518d-4bf6-a535-89ad6ddfe911'],"[52.0, 13.2]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674
b0225bc8-7a04-45cc-9373-41e8f71a08b4,13,1,00:00:07.674,0,7,2,4.069124,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['9338d911-d55f-4299-ba02-7806c024721c', '9b37b225-3bc0-472e-8f9a-1b735ae026f3']","[52.0, 13.2]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,"[60.3, 12.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674
9b37b225-3bc0-472e-8f9a-1b735ae026f3,14,1,00:00:11.743,0,11,2,0.779623,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['a00145ee-de49-4bcb-8381-4488488040f8'],"[60.3, 12.2]",27483.0,Benoît Trémoulinas,6.0,Left Back,7788.0,Ciro Immobile,11.8207445,0.5128503,1.0,Ground Pass,"[70.6, 18.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.743
8a25047f-527d-4cd4-bf29-be24e59ba887,15,1,00:00:12.364,0,12,2,1.040305,17,Pressure,213,Sevilla,9,From Kick Off,214,Espanyol,,,"['0cfdb770-6488-413d-83fc-dbbf43dacc91', 'a00145ee-de49-4bcb-8381-4488488040f8']","[48.3, 59.9]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.364
a00145ee-de49-4bcb-8381-4488488040f8,16,1,00:00:12.522,0,12,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['8a25047f-527d-4cd4-bf29-be24e59ba887', '9b37b225-3bc0-472e-8f9a-1b735ae026f3']","[70.6, 18.0]",7788.0,Ciro Immobile,23.0,Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.522
0cfdb770-6488-413d-83fc-dbbf43dacc91,17,1,00:00:12.522,0,12,2,1.352772,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['8a25047f-527d-4cd4-bf29-be24e59ba887', 'a00145ee-de49-4bcb-8381-4488488040f8', 'bffd6813-bd7f-47d3-b42a-9014eef67380', 'e159b345-74c6-4ca7-97c8-12e5d15f5ab1']","[70.6, 18.0]",7788.0,Ciro Immobile,23.0,Center Forward,,,,,,,,,,,,"[66.8, 20.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.522
e159b345-74c6-4ca7-97c8-12e5d15f5ab1,18,1,00:00:13.450,0,13,2,0.572798,17,Pressure,213,Sevilla,9,From Kick Off,214,Espanyol,,,"['0cfdb770-6488-413d-83fc-dbbf43dacc91', 'bffd6813-bd7f-47d3-b42a-9014eef67380']","[55.0, 60.5]",24072.0,Salvador Sevilla López,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45
bffd6813-bd7f-47d3-b42a-9014eef67380,19,1,00:00:13.875,0,13,2,0.8643,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['a9ce6255-87af-4180-aed6-d9c383fef1dc', 'e159b345-74c6-4ca7-97c8-12e5d15f5ab1']","[66.8, 20.4]",7788.0,Ciro Immobile,23.0,Center Forward,27483.0,Benoît Trémoulinas,9.403191,-2.1440508,1.0,Ground Pass,"[61.7, 12.5]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.875
