id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,foul_won_defensive,off_camera,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,interception_outcome_id,interception_outcome_name,block_offensive,pass_switch,pass_aerial_won,ball_recovery_recovery_failure,pass_outswinging,pass_technique_id,pass_technique_name,shot_aerial_won,foul_committed_advantage,foul_won_advantage,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,clearance_head,shot_one_on_one,goalkeeper_punched_out,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,pass_inswinging,pass_cut_back,clearance_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,pass_deflected,block_deflection,pass_through_ball,timestamp_seconds
a9ce6255-87af-4180-aed6-d9c383fef1dc,20,1,00:00:14.739,0,14,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['bffd6813-bd7f-47d3-b42a-9014eef67380'],"[61.7, 12.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.739
9b3b2803-b53f-44b7-8da9-4f2b240db6a6,21,1,00:00:14.739,0,14,2,0.14272,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['15c036df-a358-427f-a1cd-056c9a4c1ce9', 'a9ce6255-87af-4180-aed6-d9c383fef1dc']","[61.7, 12.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,"[61.7, 12.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.739
15c036df-a358-427f-a1cd-056c9a4c1ce9,22,1,00:00:14.882,0,14,2,1.756896,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['27e8b61f-3b7c-4918-8423-aee594a77ce1'],"[61.7, 12.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,10476.0,Timothée Kolodziejczak,20.779316,2.7619798,1.0,Ground Pass,"[42.4, 20.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.882
27e8b61f-3b7c-4918-8423-aee594a77ce1,23,1,00:00:16.639,0,16,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['15c036df-a358-427f-a1cd-056c9a4c1ce9'],"[42.4, 20.2]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.639
89dbecdc-424b-4a7e-9e98-7b1c8e6c453f,24,1,00:00:16.639,0,16,2,1.679811,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['27e8b61f-3b7c-4918-8423-aee594a77ce1', 'bdc5c963-f5e0-427f-ba15-45ffdd021f4d']","[42.4, 20.2]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[43.6, 21.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.639
bdc5c963-f5e0-427f-ba15-45ffdd021f4d,25,1,00:00:18.319,0,18,2,1.206148,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['e8b821a6-4e4e-4a09-9ca2-78bb25143bde'],"[43.6, 21.2]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,3497.0,Vicente Iborra De La Fuente,19.293781,1.0259324,1.0,Ground Pass,"[53.6, 37.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.319
e8b821a6-4e4e-4a09-9ca2-78bb25143bde,26,1,00:00:19.525,0,19,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['bdc5c963-f5e0-427f-ba15-45ffdd021f4d'],"[53.6, 37.7]",3497.0,Vicente Iborra De La Fuente,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.525
78e161cb-5aaa-4362-b518-0941d3d8c44f,27,1,00:00:19.525,0,19,2,0.08,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['de80d313-26d0-4efa-906e-3921ffea5acb', 'e8b821a6-4e4e-4a09-9ca2-78bb25143bde']","[53.6, 37.7]",3497.0,Vicente Iborra De La Fuente,11.0,Left Defensive Midfield,,,,,,,,,,,,"[53.6, 37.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.525
de80d313-26d0-4efa-906e-3921ffea5acb,28,1,00:00:19.605,0,19,2,1.743929,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['549fdb42-ff62-45bd-bc69-ce1b98415c87'],"[53.6, 37.7]",3497.0,Vicente Iborra De La Fuente,11.0,Left Defensive Midfield,10476.0,Timothée Kolodziejczak,13.790214,-2.340811,2.0,Low Pass,"[44.0, 27.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.605
549fdb42-ff62-45bd-bc69-ce1b98415c87,29,1,00:00:21.349,0,21,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['de80d313-26d0-4efa-906e-3921ffea5acb'],"[44.0, 27.8]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.349
d583ccd6-42b3-48a4-9be8-63c0663a2e70,30,1,00:00:21.349,0,21,2,0.039999,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['52bc1ed1-1dd2-4eb8-a34e-e6712dcc00e9', '549fdb42-ff62-45bd-bc69-ce1b98415c87']","[44.0, 27.8]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[44.8, 27.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.349
52bc1ed1-1dd2-4eb8-a34e-e6712dcc00e9,31,1,00:00:21.389,0,21,2,2.172156,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['42a81f03-114c-4018-ad09-bdb4a937f7b0'],"[44.8, 27.6]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,3253.0,Adil Rami,31.046417,1.804838,1.0,Ground Pass,"[37.6, 57.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.389
42a81f03-114c-4018-ad09-bdb4a937f7b0,32,1,00:00:23.561,0,23,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['52bc1ed1-1dd2-4eb8-a34e-e6712dcc00e9'],"[37.6, 57.8]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.561
21bfd5ff-74c0-4b6d-8564-1c5f01661a76,33,1,00:00:23.561,0,23,2,0.096179,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['1aa8b72f-f8d1-46a6-8b10-b5c147dc44b0', '42a81f03-114c-4018-ad09-bdb4a937f7b0']","[37.6, 57.8]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[37.6, 57.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.561
1aa8b72f-f8d1-46a6-8b10-b5c147dc44b0,34,1,00:00:23.657,0,23,2,4.538029,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['c6651e03-0001-46fe-bf33-90153dcb3c49'],"[37.6, 57.8]",3253.0,Adil Rami,3.0,Right Center Back,,,65.91942,-0.024274442,3.0,High Pass,"[103.5, 56.2]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.657
c6651e03-0001-46fe-bf33-90153dcb3c49,35,1,00:00:28.195,0,28,2,0.0,2,Ball Recovery,213,Sevilla,9,From Kick Off,214,Espanyol,,,['1aa8b72f-f8d1-46a6-8b10-b5c147dc44b0'],"[16.6, 23.9]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.195
4e3cad2b-ed2d-4481-88de-b27081cb3ab9,36,1,00:00:28.195,0,28,2,5.563746,43,Carry,213,Sevilla,9,From Kick Off,214,Espanyol,,,"['792980d6-7120-468e-b0d8-b24f13135977', 'c6651e03-0001-46fe-bf33-90153dcb3c49']","[16.6, 23.9]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,"[7.5, 41.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.195
792980d6-7120-468e-b0d8-b24f13135977,37,1,00:00:33.759,0,33,2,1.633265,30,Pass,213,Sevilla,9,From Kick Off,214,Espanyol,,,['d2247d97-28eb-4c9e-b9a8-4fa96ca70758'],"[7.5, 41.5]",6792.0,Pau López Sabata,1.0,Goalkeeper,6762.0,Álvaro González Soberón,23.23123,1.1495125,1.0,Ground Pass,"[17.0, 62.7]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.759
d2247d97-28eb-4c9e-b9a8-4fa96ca70758,38,1,00:00:35.392,0,35,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,214,Espanyol,,,['792980d6-7120-468e-b0d8-b24f13135977'],"[17.0, 62.7]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.392
021c71b0-e055-47fc-bc37-7489a06f0b20,39,1,00:00:35.392,0,35,2,2.794001,43,Carry,213,Sevilla,9,From Kick Off,214,Espanyol,,,"['497ad76f-7e0c-4e8d-b7d9-d9ff77d2a586', 'b99fbeeb-4c48-469f-8586-f33a01d3c562', 'd2247d97-28eb-4c9e-b9a8-4fa96ca70758']","[17.0, 62.7]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,"[29.2, 66.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.392
