id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,out,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,shot_aerial_won,goalkeeper_end_location,pass_aerial_won,miscontrol_aerial_won,pass_switch,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,clearance_head,foul_won_defensive,pass_cut_back,clearance_left_foot,pass_miscommunication,block_offensive,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_punched_out,clearance_right_foot,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_first_time,foul_committed_card_id,foul_committed_card_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,shot_deflected,block_deflection,clearance_aerial_won,pass_goal_assist,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,timestamp_seconds
82039737-6615-4660-9a84-aee7c792f85d,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9fe6cd27-194e-4e54-a4cc-0c2b952290f6,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,212,Atlético Madrid,442.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3cbfc8b6-2634-4935-9629-4f74678a7359,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,212,Atlético Madrid,,,['12d5f178-fbab-4381-bb4d-036803f25fd2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12d5f178-fbab-4381-bb4d-036803f25fd2,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,213,Sevilla,,,['3cbfc8b6-2634-4935-9629-4f74678a7359'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7f0b7c9f-b7c2-4f38-a6c9-3fe90664ff21,5,1,00:00:01.422,0,1,2,0.07719,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['4ab0aff0-2eca-4df5-ad2c-537671b7dbf2'],True,"[61.0, 40.1]",3486.0,Fernando Llorente Torres,23.0,Center Forward,23816.0,José Antonio Reyes Calderón,1.9849433,2.284887,1.0,Ground Pass,"[59.7, 41.6]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.422
4ab0aff0-2eca-4df5-ad2c-537671b7dbf2,6,1,00:00:01.499,0,1,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['7f0b7c9f-b7c2-4f38-a6c9-3fe90664ff21'],,"[59.7, 41.6]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.499
4791e326-1619-4224-a2fa-477396dfcd1f,7,1,00:00:01.579,0,1,2,1.241565,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['aa1715cc-e644-4c2c-a4c4-2cc82e6b7eb8'],,"[58.8, 42.0]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,3497.0,Vicente Iborra De La Fuente,8.657945,3.0258334,1.0,Ground Pass,"[50.2, 43.0]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579
aa1715cc-e644-4c2c-a4c4-2cc82e6b7eb8,8,1,00:00:02.821,0,2,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['4791e326-1619-4224-a2fa-477396dfcd1f'],,"[50.2, 43.0]",3497.0,Vicente Iborra De La Fuente,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.821
b9b24e5c-e1c6-4faf-b1d6-2f3e80e4a63a,9,1,00:00:02.821,0,2,2,0.391317,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['3d3c0912-af80-4bc1-a6ce-6a7bca66a678', 'aa1715cc-e644-4c2c-a4c4-2cc82e6b7eb8']",,"[50.2, 43.0]",3497.0,Vicente Iborra De La Fuente,9.0,Right Defensive Midfield,,,,,,,,,,,,"[49.2, 42.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.821
3d3c0912-af80-4bc1-a6ce-6a7bca66a678,10,1,00:00:03.212,0,3,2,2.640487,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['77979814-a97d-44f7-857b-987c86f9ed54'],,"[49.2, 42.1]",3497.0,Vicente Iborra De La Fuente,9.0,Right Defensive Midfield,3253.0,Adil Rami,31.181084,2.5064301,1.0,Ground Pass,"[24.1, 60.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212
