id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,out,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,shot_aerial_won,goalkeeper_end_location,pass_aerial_won,miscontrol_aerial_won,pass_switch,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,clearance_head,foul_won_defensive,pass_cut_back,clearance_left_foot,pass_miscommunication,block_offensive,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_punched_out,clearance_right_foot,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_first_time,foul_committed_card_id,foul_committed_card_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,shot_deflected,block_deflection,clearance_aerial_won,pass_goal_assist,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,timestamp_seconds
77979814-a97d-44f7-857b-987c86f9ed54,11,1,00:00:05.853,0,5,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['3d3c0912-af80-4bc1-a6ce-6a7bca66a678'],,"[24.1, 60.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.853
450c1218-f360-4e92-9f0c-43d0a64de275,12,1,00:00:05.853,0,5,2,1.243141,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['77979814-a97d-44f7-857b-987c86f9ed54', 'f06e8fa3-e561-4486-96df-f2b2ae19a782']",,"[24.1, 60.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[24.1, 61.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.853
f06e8fa3-e561-4486-96df-f2b2ae19a782,13,1,00:00:07.096,0,7,2,1.250377,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['969c30f9-3415-4ae6-8435-b3c19f36226c'],,"[24.1, 61.8]",3253.0,Adil Rami,3.0,Right Center Back,3637.0,Grzegorz Krychowiak,28.523674,-1.8259788,1.0,Ground Pass,"[16.9, 34.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.096
969c30f9-3415-4ae6-8435-b3c19f36226c,14,1,00:00:08.346,0,8,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['f06e8fa3-e561-4486-96df-f2b2ae19a782'],,"[16.9, 34.2]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.346
17767862-0ad7-44ab-bbb3-dcd2eda82565,15,1,00:00:08.346,0,8,2,2.175105,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['3b1b1f58-6f73-4944-baa7-0cbd96a8ad95', '969c30f9-3415-4ae6-8435-b3c19f36226c']",,"[16.9, 34.2]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,"[20.0, 30.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.346
3b1b1f58-6f73-4944-baa7-0cbd96a8ad95,16,1,00:00:10.521,0,10,2,2.392915,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['8f762aec-d44f-4c47-9c78-6f875efdcd2a'],,"[20.0, 30.2]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,6825.0,Daniel Filipe Martins Carriço,29.024128,-1.0516502,1.0,Ground Pass,"[34.4, 5.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.521
8f762aec-d44f-4c47-9c78-6f875efdcd2a,17,1,00:00:12.914,0,12,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['3b1b1f58-6f73-4944-baa7-0cbd96a8ad95'],,"[34.4, 5.0]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.914
0b504b9f-1fb3-4560-81e0-981d15d413cb,18,1,00:00:12.914,0,12,2,1.482488,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['8f762aec-d44f-4c47-9c78-6f875efdcd2a', 'de08986a-5ca4-4164-a774-6ab53d96f5ba', 'df7a834c-5263-4d1c-b429-77a969f978e6']",,"[34.4, 5.0]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,,,,,,,,,,,,"[38.2, 5.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.914
df7a834c-5263-4d1c-b429-77a969f978e6,19,1,00:00:14.044,0,14,2,0.389722,17,Pressure,213,Sevilla,9,From Kick Off,212,Atlético Madrid,,,"['0b504b9f-1fb3-4560-81e0-981d15d413cb', 'de08986a-5ca4-4164-a774-6ab53d96f5ba']",,"[82.0, 71.4]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.044
de08986a-5ca4-4164-a774-6ab53d96f5ba,20,1,00:00:14.397,0,14,2,1.131954,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['392daf4e-e84f-4b05-8115-506ea8449cb8', 'df7a834c-5263-4d1c-b429-77a969f978e6']",,"[38.2, 5.9]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,27483.0,Benoît Trémoulinas,12.306502,-0.03250887,1.0,Ground Pass,"[50.5, 5.5]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.397
392daf4e-e84f-4b05-8115-506ea8449cb8,21,1,00:00:15.529,0,15,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['de08986a-5ca4-4164-a774-6ab53d96f5ba'],,"[50.5, 5.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.529
f5091359-ef54-47f5-871c-fb26594e5296,22,1,00:00:15.529,0,15,2,0.399558,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['425592bd-34fe-4dcb-acba-1c5c917f369b'],,"[50.5, 5.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,11.456003,2.858497,2.0,Low Pass,"[39.5, 8.7]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.529
425592bd-34fe-4dcb-acba-1c5c917f369b,23,1,00:00:15.928,0,15,2,0.0,10,Interception,213,Sevilla,9,From Kick Off,212,Atlético Madrid,,,['f5091359-ef54-47f5-871c-fb26594e5296'],,"[80.6, 71.4]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.928
e29236e8-0080-493a-83e0-dd2748d79a86,24,1,00:00:17.429,0,17,2,0.0,2,Ball Recovery,213,Sevilla,9,From Kick Off,213,Sevilla,,,,,"[71.0, 6.4]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.429
baf5697e-e994-41f7-aa5b-6545efcfae01,25,1,00:00:17.429,0,17,2,3.175726,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['8cfed022-b1b4-4f7d-911d-a26db5e96b1f', 'aa031deb-77dc-4676-a716-54a88b3d38c8', 'e29236e8-0080-493a-83e0-dd2748d79a86']",,"[71.0, 6.4]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,"[66.7, 3.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.429
8cfed022-b1b4-4f7d-911d-a26db5e96b1f,26,1,00:00:19.059,0,19,2,1.154707,17,Pressure,213,Sevilla,9,From Kick Off,212,Atlético Madrid,,,['baf5697e-e994-41f7-aa5b-6545efcfae01'],,"[58.3, 73.1]",12021.0,Óliver Torres Muñoz,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.059
aa031deb-77dc-4676-a716-54a88b3d38c8,27,1,00:00:20.605,0,20,2,0.092121,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['9bbf74a2-857c-43f2-9a80-1c3be2a4cc2b'],,"[66.7, 3.3]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,4.5891175,0.19739556,1.0,Ground Pass,"[71.2, 4.2]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.605
9bbf74a2-857c-43f2-9a80-1c3be2a4cc2b,28,1,00:00:20.697,0,20,2,0.0,6,Block,213,Sevilla,9,From Kick Off,212,Atlético Madrid,,,['aa031deb-77dc-4676-a716-54a88b3d38c8'],,"[48.9, 75.9]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.697
cbe52f75-8e7f-49c0-a54a-0c59a892a9cb,29,1,00:00:27.472,0,27,3,2.38397,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['ee8ed425-7d1a-4c70-91b5-f36285f30af2'],,"[70.8, 0.1]",27483.0,Benoît Trémoulinas,6.0,Left Back,3637.0,Grzegorz Krychowiak,20.447495,2.9096618,2.0,Low Pass,"[50.9, 4.8]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.472
ee8ed425-7d1a-4c70-91b5-f36285f30af2,30,1,00:00:29.856,0,29,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['cbe52f75-8e7f-49c0-a54a-0c59a892a9cb'],,"[50.9, 4.8]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.856
7fcaedb2-53c8-4c2a-a1b7-0af9ab3689a3,31,1,00:00:29.856,0,29,3,0.123012,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['792a0b4d-7f80-408a-974b-8afa7f70edd1', 'ee8ed425-7d1a-4c70-91b5-f36285f30af2']",,"[50.9, 4.8]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,"[50.6, 5.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.856
792a0b4d-7f80-408a-974b-8afa7f70edd1,32,1,00:00:29.979,0,29,3,2.218124,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['1e5fff9e-b3fa-41d3-beb1-c4ed63ca94ab'],,"[50.6, 5.5]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,6825.0,Daniel Filipe Martins Carriço,26.04477,2.714012,1.0,Ground Pass,"[26.9, 16.3]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.979
1e5fff9e-b3fa-41d3-beb1-c4ed63ca94ab,33,1,00:00:32.197,0,32,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['792a0b4d-7f80-408a-974b-8afa7f70edd1'],,"[26.9, 16.3]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.197
79a673a7-9047-4d6b-96ff-748d16dbac0e,34,1,00:00:32.197,0,32,3,0.666611,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['12b97232-f20d-4dbd-8dcd-de2c48582dc6', '1e5fff9e-b3fa-41d3-beb1-c4ed63ca94ab']",,"[26.9, 16.3]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,,,,,,,,,,,,"[21.6, 21.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.197
12b97232-f20d-4dbd-8dcd-de2c48582dc6,35,1,00:00:32.864,0,32,3,3.1567,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['9211713f-3f89-40c3-81d9-3985ae59ad4e'],,"[21.6, 21.4]",6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,27111.0,António Alberto Bastos Pimparel,27.191175,2.0278652,1.0,Ground Pass,"[9.6, 45.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.864
9211713f-3f89-40c3-81d9-3985ae59ad4e,36,1,00:00:36.020,0,36,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['12b97232-f20d-4dbd-8dcd-de2c48582dc6'],,"[9.6, 45.8]",27111.0,António Alberto Bastos Pimparel,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02
fa54ff76-e59b-4e09-9b0c-ef5c9c44983f,37,1,00:00:36.020,0,36,3,1.778733,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['83ee1bdf-57e8-4820-b50a-c471ae3fd0e1', '9211713f-3f89-40c3-81d9-3985ae59ad4e']",,"[9.6, 45.8]",27111.0,António Alberto Bastos Pimparel,1.0,Goalkeeper,,,,,,,,,,,,"[14.0, 44.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02
