id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_outcome_id,duel_outcome_name,pass_cross,clearance_right_foot,interception_outcome_id,interception_outcome_name,out,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_technique_id,pass_technique_name,pass_inswinging,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,shot_first_time,foul_won_defensive,clearance_left_foot,pass_outswinging,foul_committed_advantage,foul_won_advantage,pass_goal_assist,pass_through_ball,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,clearance_aerial_won,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,shot_deflected,block_deflection,pass_no_touch,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,block_save_block,timestamp_seconds
7728e306-dc63-4a75-aa2d-1a9da1e6d1fe,538,1,00:15:23.459,15,23,28,0.04,43,Carry,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['69a5b8b2-a16f-4478-8650-8e97cb32c613', 'fffabb47-88d1-48f4-a037-78f20e2dd34e']",,"[103.0, 25.8]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,"[103.2, 25.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.459
69a5b8b2-a16f-4478-8650-8e97cb32c613,539,1,00:15:23.499,15,23,28,0.669186,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['facfaf98-ab3c-45f5-bd51-a78f80e5537c'],,"[103.2, 25.8]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,5207.0,Cristiano Ronaldo dos Santos Aveiro,5.646238,1.971037,1.0,Ground Pass,"[101.0, 31.0]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,dbecac33-c32b-4a57-b4fc-6e56d5cf2c22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.499
facfaf98-ab3c-45f5-bd51-a78f80e5537c,540,1,00:15:24.168,15,24,28,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['69a5b8b2-a16f-4478-8650-8e97cb32c613'],,"[101.0, 31.0]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.168
dbecac33-c32b-4a57-b4fc-6e56d5cf2c22,541,1,00:15:24.727,15,24,28,0.743609,16,Shot,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['ffe74e0c-5ec8-48ac-93d3-9253237dd896'],,"[101.9, 34.7]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080038294,"[120.0, 35.8, 0.1]",69a5b8b2-a16f-4478-8650-8e97cb32c613,87.0,Open Play,99.0,Post,93.0,Normal,40.0,Right Foot,"[{'location': [103.5, 29.2], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.8, 20.2], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.6, 31.2], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.9, 38.2], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 36.7], 'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 31.8], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 33.7], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 17.1], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 39.9], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.6, 30.2], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 25.1], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 55.9], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,924.727
ffe74e0c-5ec8-48ac-93d3-9253237dd896,542,1,00:15:25.471,15,25,28,0.0,23,Goal Keeper,220,Real Madrid,4,From Throw In,216,Getafe,,,['dbecac33-c32b-4a57-b4fc-6e56d5cf2c22'],,"[3.2, 41.9]",6625.0,Vicente Guaita Panadero,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3.2, 41.9]",44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.471
0057bbd3-9223-45d4-9d2d-3b26009c5442,543,1,00:15:28.837,15,28,29,0.0,2,Ball Recovery,216,Getafe,1,Regular Play,216,Getafe,,,,,"[14.1, 75.6]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.837
2cdc8de3-58e8-47ec-90d0-dd461808fe97,544,1,00:15:28.837,15,28,29,4.326096,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['0057bbd3-9223-45d4-9d2d-3b26009c5442', '810e24a0-4446-4fb1-8eea-a84da9b03474', 'fe34af4a-ca83-447c-8a2c-2f6760a43260']",,"[14.1, 75.6]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,"[15.8, 76.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.837
810e24a0-4446-4fb1-8eea-a84da9b03474,545,1,00:15:31.601,15,31,29,1.293448,17,Pressure,216,Getafe,1,Regular Play,220,Real Madrid,,,['2cdc8de3-58e8-47ec-90d0-dd461808fe97'],,"[108.4, 2.6]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.601
40a37eee-1453-4608-aac7-ef938d9b16b3,546,1,00:15:32.850,15,32,29,0.439996,17,Pressure,216,Getafe,1,Regular Play,220,Real Madrid,,,"['b5cca16a-735a-4d82-bf8e-e1ed2ebdcc43', 'fe34af4a-ca83-447c-8a2c-2f6760a43260']",,"[104.8, 2.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.85
f2774bba-1f9b-489d-80d2-21703e36ac10,547,1,00:15:33.164,15,33,29,0.0,39,Dribbled Past,216,Getafe,1,Regular Play,220,Real Madrid,,,"['b5cca16a-735a-4d82-bf8e-e1ed2ebdcc43', 'fe34af4a-ca83-447c-8a2c-2f6760a43260']",,"[104.3, 4.0]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.164
fe34af4a-ca83-447c-8a2c-2f6760a43260,548,1,00:15:33.164,15,33,29,0.0,14,Dribble,216,Getafe,1,Regular Play,216,Getafe,,,"['40a37eee-1453-4608-aac7-ef938d9b16b3', 'f2774bba-1f9b-489d-80d2-21703e36ac10']",,"[15.8, 76.1]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.164
b5cca16a-735a-4d82-bf8e-e1ed2ebdcc43,549,1,00:15:33.164,15,33,29,1.364379,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['2f07d75d-83a0-4f73-b5ff-5ad16c401c77', '40a37eee-1453-4608-aac7-ef938d9b16b3', '42c3c279-a2e9-411a-8601-e8c942344fba', 'f2774bba-1f9b-489d-80d2-21703e36ac10', 'fe34af4a-ca83-447c-8a2c-2f6760a43260']",,"[15.8, 76.1]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,"[18.5, 70.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.164
2f07d75d-83a0-4f73-b5ff-5ad16c401c77,550,1,00:15:33.413,15,33,29,0.825255,17,Pressure,216,Getafe,1,Regular Play,220,Real Madrid,,,['b5cca16a-735a-4d82-bf8e-e1ed2ebdcc43'],,"[104.6, 3.1]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.413
42c3c279-a2e9-411a-8601-e8c942344fba,551,1,00:15:34.528,15,34,29,1.053613,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['7cfd6ab7-4dc0-4f53-8463-7219169ea1f2'],,"[18.5, 70.4]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,6856.0,Carlos Martín Vigaray,11.454257,-1.7818897,1.0,Ground Pass,"[16.1, 59.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.528
7cfd6ab7-4dc0-4f53-8463-7219169ea1f2,552,1,00:15:35.581,15,35,29,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['42c3c279-a2e9-411a-8601-e8c942344fba'],,"[16.1, 59.2]",6856.0,Carlos Martín Vigaray,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.581
ada1d30b-4fe2-4528-849d-1eca8c8fb67c,553,1,00:15:35.581,15,35,29,0.74927,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['fdfb4d2c-9246-43d2-8d51-340ebb45d56f'],,"[15.8, 59.2]",6856.0,Carlos Martín Vigaray,3.0,Right Center Back,25881.0,Juan Antonio Rodríguez Villamuela,8.514693,-0.22503829,1.0,Ground Pass,"[24.1, 57.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.581
fdfb4d2c-9246-43d2-8d51-340ebb45d56f,554,1,00:15:36.331,15,36,29,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['ada1d30b-4fe2-4528-849d-1eca8c8fb67c'],,"[24.1, 57.3]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.331
b1b4cf80-1b56-4541-a691-f9abac6d4dd1,555,1,00:15:36.331,15,36,29,0.667947,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['c71f1923-d48b-4001-832b-f8756aaa4d0b'],,"[24.1, 57.3]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,6856.0,Carlos Martín Vigaray,6.746851,2.9325697,1.0,Ground Pass,"[17.5, 58.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.331
c71f1923-d48b-4001-832b-f8756aaa4d0b,556,1,00:15:36.999,15,36,29,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['b1b4cf80-1b56-4541-a691-f9abac6d4dd1'],,"[17.5, 58.7]",6856.0,Carlos Martín Vigaray,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.999
1134e0fb-1929-4935-81fe-45cf9dfa0c46,557,1,00:15:36.999,15,36,29,2.297087,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['4ed9a727-73fb-4e57-963e-03326ff0a4a5', 'c71f1923-d48b-4001-832b-f8756aaa4d0b']",,"[17.5, 58.7]",6856.0,Carlos Martín Vigaray,3.0,Right Center Back,,,,,,,,,,,,"[21.8, 64.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.999
4ed9a727-73fb-4e57-963e-03326ff0a4a5,558,1,00:15:39.296,15,39,29,1.015523,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['030b0c9e-2230-4b57-920b-ea133aa0c37e'],,"[21.8, 64.7]",6856.0,Carlos Martín Vigaray,3.0,Right Center Back,6627.0,Damián Nicolás Suárez Suárez,11.435472,1.4920124,1.0,Ground Pass,"[22.7, 76.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.296
030b0c9e-2230-4b57-920b-ea133aa0c37e,559,1,00:15:40.311,15,40,29,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['4ed9a727-73fb-4e57-963e-03326ff0a4a5'],,"[22.7, 76.1]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.311
c92bc4f5-1add-449a-8112-d8d4374a7427,560,1,00:15:40.311,15,40,29,2.395809,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['030b0c9e-2230-4b57-920b-ea133aa0c37e', 'da484d3c-33fc-4126-826a-ec7ce5862ec9']",,"[22.7, 76.1]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,"[22.9, 76.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.311
da484d3c-33fc-4126-826a-ec7ce5862ec9,561,1,00:15:42.707,15,42,29,2.716095,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['adf1f38d-bf72-4f3d-b6f4-8e679e1f1032'],,"[22.9, 76.5]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,56.740284,-0.15037143,3.0,High Pass,"[79.0, 68.0]",,,40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.707
adf1f38d-bf72-4f3d-b6f4-8e679e1f1032,562,1,00:15:45.423,15,45,29,1.476173,30,Pass,216,Getafe,1,Regular Play,220,Real Madrid,,,"['da484d3c-33fc-4126-826a-ec7ce5862ec9', 'e63b3af8-2f1d-4d0a-88a2-cbba8ce418d9']",,"[41.1, 12.1]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,24.490202,0.41615137,3.0,High Pass,"[63.5, 22.0]",66.0,Recovery,37.0,Head,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.423
e63b3af8-2f1d-4d0a-88a2-cbba8ce418d9,563,1,00:15:46.899,15,46,29,0.0,2,Ball Recovery,216,Getafe,1,Regular Play,216,Getafe,,,['adf1f38d-bf72-4f3d-b6f4-8e679e1f1032'],,"[56.6, 58.1]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.899
05488612-90c2-43da-aa85-245f4a726c70,564,1,00:15:46.899,15,46,29,1.391434,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['24cd5cff-97f4-440b-b9cc-bc4c60ae631f', 'e63b3af8-2f1d-4d0a-88a2-cbba8ce418d9']",,"[56.6, 58.1]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,"[63.8, 62.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.899
24cd5cff-97f4-440b-b9cc-bc4c60ae631f,565,1,00:15:48.291,15,48,29,1.813892,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['a87bd22d-1254-44f3-bf65-b834eb994f13'],,"[63.8, 62.8]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,6907.0,Pedro León Sánchez Gil,18.993156,0.85246164,1.0,Ground Pass,"[76.3, 77.1]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.2909999999999
a87bd22d-1254-44f3-bf65-b834eb994f13,566,1,00:15:50.105,15,50,29,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['24cd5cff-97f4-440b-b9cc-bc4c60ae631f'],,"[76.3, 77.1]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.105
39efc9b3-dfb9-4a52-b4fd-6cdda3225ee9,567,1,00:15:50.105,15,50,29,5.128452,43,Carry,216,Getafe,1,Regular Play,216,Getafe,,,"['234373cb-ff50-46eb-99bf-b2327b028716', 'a87bd22d-1254-44f3-bf65-b834eb994f13']",,"[76.3, 77.1]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,,,,,,,,,,"[102.6, 74.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.105
234373cb-ff50-46eb-99bf-b2327b028716,568,1,00:15:55.233,15,55,29,0.113238,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['7a506fb9-90d0-412c-822e-49235999f237'],,"[102.6, 74.0]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,,,4.3324356,-1.2417467,2.0,Low Pass,"[104.0, 69.9]",,,40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.233
7a506fb9-90d0-412c-822e-49235999f237,569,1,00:15:55.346,15,55,29,0.0,6,Block,216,Getafe,1,Regular Play,220,Real Madrid,,,['234373cb-ff50-46eb-99bf-b2327b028716'],,"[16.1, 10.2]",5485.0,Raphaël Varane,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.346
0f3d21fc-5e0a-48bb-b2d9-7d1eed8f5dc2,570,1,00:16:14.035,16,14,30,1.086097,30,Pass,216,Getafe,2,From Corner,216,Getafe,,,['81780389-464e-43f8-bc77-fff9ac72dbef'],True,"[120.0, 80.0]",6907.0,Pedro León Sánchez Gil,12.0,Right Midfield,23416.0,Stefan Šćepović,45.31181,-1.7482811,3.0,High Pass,"[112.0, 35.4]",61.0,Corner,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,78b44c85-75eb-4d54-9f86-960933dce241,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,105.0,Outswinging,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,974.035
81780389-464e-43f8-bc77-fff9ac72dbef,571,1,00:16:15.121,16,15,30,,42,Ball Receipt*,216,Getafe,2,From Corner,216,Getafe,,,['0f3d21fc-5e0a-48bb-b2d9-7d1eed8f5dc2'],,"[112.0, 35.4]",23416.0,Stefan Šćepović,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.121
78b44c85-75eb-4d54-9f86-960933dce241,572,1,00:16:15.121,16,15,30,1.483451,16,Shot,216,Getafe,2,From Corner,216,Getafe,,,['cf9d5f6d-276d-4a61-b46c-e16a18055290'],,"[113.1, 35.9]",23416.0,Stefan Šćepović,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08246038,"[119.1, 32.0]",0f3d21fc-5e0a-48bb-b2d9-7d1eed8f5dc2,87.0,Open Play,101.0,Wayward,93.0,Normal,37.0,Head,"[{'location': [103.4, 32.1], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.7, 33.7], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.1, 42.4], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.5, 41.7], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.3, 40.4], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 60.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 52.0], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.3, 50.6], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.6, 44.0], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 39.5], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 37.9], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 37.5], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.121
cf9d5f6d-276d-4a61-b46c-e16a18055290,573,1,00:16:16.605,16,16,30,0.0,23,Goal Keeper,216,Getafe,2,From Corner,220,Real Madrid,,,['78b44c85-75eb-4d54-9f86-960933dce241'],,"[0.8, 39.7]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.8, 39.7]",44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.605
6d946827-8a4b-4626-9fae-2f0732c37c69,574,1,00:16:17.770,16,17,31,0.0,2,Ball Recovery,220,Real Madrid,1,Regular Play,220,Real Madrid,,,,,"[3.0, 52.6]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.77
4d7d3c16-56ab-4be4-8bbf-82e9c887a4c2,575,1,00:16:17.770,16,17,31,7.352201,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['6d946827-8a4b-4626-9fae-2f0732c37c69', 'efec10b3-24d5-4d63-8322-6a228179b835']",,"[3.0, 52.6]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,"[11.0, 43.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.77
