id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_outcome_id,duel_outcome_name,pass_cross,clearance_right_foot,interception_outcome_id,interception_outcome_name,out,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_technique_id,pass_technique_name,pass_inswinging,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,shot_first_time,foul_won_defensive,clearance_left_foot,pass_outswinging,foul_committed_advantage,foul_won_advantage,pass_goal_assist,pass_through_ball,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,clearance_aerial_won,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,shot_deflected,block_deflection,pass_no_touch,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,block_save_block,timestamp_seconds
19c67be6-a69f-49e2-9d06-1d6bdb5b6c36,11,1,00:00:04.971,0,4,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['6081dc06-68d3-4cbd-9a3c-b46843d7cb0b'],,"[44.7, 70.5]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.971
58b41dcd-cf01-423c-8746-92438717e535,12,1,00:00:04.971,0,4,2,0.86553,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['19c67be6-a69f-49e2-9d06-1d6bdb5b6c36', '4fcde4ad-87e1-4505-8d6a-a6f6bd07cfb5']",,"[44.7, 70.5]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,"[43.0, 70.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.971
4fcde4ad-87e1-4505-8d6a-a6f6bd07cfb5,13,1,00:00:05.836,0,5,2,1.654092,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['f130cff4-e81b-4827-b32a-1ad97b4ca873'],,"[43.0, 70.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,20016.0,Kléper Laveran Lima Ferreira,21.896118,-2.4597192,1.0,Ground Pass,"[26.0, 56.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.836
f130cff4-e81b-4827-b32a-1ad97b4ca873,14,1,00:00:07.490,0,7,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['4fcde4ad-87e1-4505-8d6a-a6f6bd07cfb5'],,"[26.0, 56.4]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
558f1997-280c-48bb-a8bf-0b19435d99e5,15,1,00:00:07.490,0,7,2,2.0854,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['b94718f3-1ead-4234-9ab1-de8cde6ce7ab', 'f130cff4-e81b-4827-b32a-1ad97b4ca873']",,"[26.0, 56.4]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,,,,,,,,,,"[28.2, 57.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
b94718f3-1ead-4234-9ab1-de8cde6ce7ab,16,1,00:00:09.576,0,9,2,3.056032,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['0bf109af-8c51-4f30-92d8-7d70e338f376'],,"[28.2, 57.3]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,19677.0,Karim Benzema,49.511715,-0.14389648,3.0,High Pass,"[77.2, 50.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.576
0bf109af-8c51-4f30-92d8-7d70e338f376,17,1,00:00:12.632,0,12,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['b94718f3-1ead-4234-9ab1-de8cde6ce7ab'],,"[77.2, 50.2]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.632
68309cb4-063f-4c46-a1ce-049259c32934,18,1,00:00:12.635,0,12,2,0.0,4,Duel,220,Real Madrid,9,From Kick Off,216,Getafe,,,['31afeedd-0d74-43cc-804b-711e63db8ace'],,"[42.9, 29.9]",27403.0,Santiago Vergini,5.0,Left Center Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.635
31afeedd-0d74-43cc-804b-711e63db8ace,19,1,00:00:12.635,0,12,2,0.047668,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['68309cb4-063f-4c46-a1ce-049259c32934', 'ac50a400-b27f-49cd-9a83-79f0e7102c95']",,"[77.2, 50.2]",19677.0,Karim Benzema,23.0,Center Forward,,,2.2,0.0,3.0,High Pass,"[79.4, 50.2]",,,,,,True,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.635
ac50a400-b27f-49cd-9a83-79f0e7102c95,20,1,00:00:12.683,0,12,2,0.0,6,Block,220,Real Madrid,9,From Kick Off,216,Getafe,,,['31afeedd-0d74-43cc-804b-711e63db8ace'],,"[40.7, 29.9]",27403.0,Santiago Vergini,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.683
5af472a8-4905-4487-9140-2dd52ec7581e,21,1,00:00:14.380,0,14,2,0.551226,17,Pressure,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['f0a5cc4f-c5d1-4dba-9b59-6f8fa6462acb'],,"[80.5, 47.4]",4926.0,Francisco Román Alarcón Suárez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38
f0a5cc4f-c5d1-4dba-9b59-6f8fa6462acb,22,1,00:00:14.725,0,14,3,1.682889,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,"['5af472a8-4905-4487-9140-2dd52ec7581e', 'e7698a7c-01af-4723-9834-759282e9c415']",,"[39.4, 34.8]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,27403.0,Santiago Vergini,11.829624,-2.8412292,1.0,Ground Pass,"[28.1, 31.3]",66.0,Recovery,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.725
481474f1-0e94-49a9-b49d-f40a75f5aa96,23,1,00:00:16.120,0,16,3,0.521683,17,Pressure,216,Getafe,1,Regular Play,220,Real Madrid,,,"['951e12f7-5b2a-4b81-a49b-5e8c70e0ae9f', 'e7698a7c-01af-4723-9834-759282e9c415']",,"[88.6, 47.0]",4926.0,Francisco Román Alarcón Suárez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.12
e7698a7c-01af-4723-9834-759282e9c415,24,1,00:00:16.408,0,16,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,"['481474f1-0e94-49a9-b49d-f40a75f5aa96', 'f0a5cc4f-c5d1-4dba-9b59-6f8fa6462acb']",,"[28.1, 31.3]",27403.0,Santiago Vergini,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.408
951e12f7-5b2a-4b81-a49b-5e8c70e0ae9f,25,1,00:00:16.408,0,16,3,2.232975,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,"['481474f1-0e94-49a9-b49d-f40a75f5aa96', '8d9858a7-ee69-410a-bb79-30c327156c73']",,"[28.3, 32.7]",27403.0,Santiago Vergini,5.0,Left Center Back,6625.0,Vicente Guaita Panadero,22.042233,2.7652986,1.0,Ground Pass,"[7.8, 40.8]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.408
8d9858a7-ee69-410a-bb79-30c327156c73,26,1,00:00:18.641,0,18,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['951e12f7-5b2a-4b81-a49b-5e8c70e0ae9f'],,"[7.8, 40.8]",6625.0,Vicente Guaita Panadero,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.641
dbf219fc-0106-4626-9198-7be6ee0f8a45,27,1,00:00:18.641,0,18,3,3.642716,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,['77f303ea-2fd3-4956-bcfe-135e652ba552'],,"[7.8, 40.8]",6625.0,Vicente Guaita Panadero,1.0,Goalkeeper,23416.0,Stefan Šćepović,70.70516,-0.36290905,3.0,High Pass,"[73.9, 15.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.641
77f303ea-2fd3-4956-bcfe-135e652ba552,28,1,00:00:22.284,0,22,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['dbf219fc-0106-4626-9198-7be6ee0f8a45'],,"[73.9, 15.7]",23416.0,Stefan Šćepović,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.284
1a011dab-a166-4b61-8924-3bb8942e553c,29,1,00:00:22.284,0,22,3,2.515634,30,Pass,216,Getafe,1,Regular Play,216,Getafe,,,"['034e5e02-2f4e-4536-b94a-16fb2d4d91e8', 'f44dd8b2-fde6-4607-b801-c1026b20feea']",,"[73.3, 15.9]",23416.0,Stefan Šćepović,24.0,Left Center Forward,6720.0,Pablo Sarabia García,27.925077,-0.30929366,2.0,Low Pass,"[99.9, 7.4]",,,37.0,Head,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.284
f44dd8b2-fde6-4607-b801-c1026b20feea,30,1,00:00:24.799,0,24,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,216,Getafe,,,['1a011dab-a166-4b61-8924-3bb8942e553c'],,"[96.6, 8.0]",6720.0,Pablo Sarabia García,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.799
034e5e02-2f4e-4536-b94a-16fb2d4d91e8,31,1,00:00:24.799,0,24,3,0.0,2,Ball Recovery,216,Getafe,1,Regular Play,220,Real Madrid,,,['1a011dab-a166-4b61-8924-3bb8942e553c'],,"[20.2, 72.7]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.799
8cfea69f-46e6-4306-86fc-f3933682f286,32,1,00:00:24.799,0,24,3,1.777218,43,Carry,216,Getafe,1,Regular Play,220,Real Madrid,,,"['034e5e02-2f4e-4536-b94a-16fb2d4d91e8', 'e15db0f9-bab0-4c8f-962d-0789a4578e63']",,"[20.2, 72.7]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,"[22.4, 76.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.799
e15db0f9-bab0-4c8f-962d-0789a4578e63,33,1,00:00:26.577,0,26,3,1.964322,30,Pass,216,Getafe,1,Regular Play,220,Real Madrid,,,['6dd36542-de69-4b15-a366-93aa13580d25'],,"[22.4, 76.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,6399.0,Gareth Frank Bale,29.378223,-0.19873068,3.0,High Pass,"[51.2, 70.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.577
b4799385-b271-4381-a97e-b98bfc9349f7,34,1,00:00:28.111,0,28,3,0.453137,17,Pressure,216,Getafe,1,Regular Play,216,Getafe,,,"['6dd36542-de69-4b15-a366-93aa13580d25', '78097269-54be-408f-91a1-5c3b7f3dccce']",,"[65.0, 10.7]",27402.0,Álvaro Daniel Pereira Barragán,6.0,Left Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.111
6dd36542-de69-4b15-a366-93aa13580d25,35,1,00:00:28.541,0,28,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,220,Real Madrid,,,"['b4799385-b271-4381-a97e-b98bfc9349f7', 'e15db0f9-bab0-4c8f-962d-0789a4578e63']",,"[51.2, 70.4]",6399.0,Gareth Frank Bale,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.541
78097269-54be-408f-91a1-5c3b7f3dccce,36,1,00:00:28.541,0,28,3,0.039999,43,Carry,216,Getafe,1,Regular Play,220,Real Madrid,,,"['3521ac3b-f347-454b-98bd-679e4642d840', '6dd36542-de69-4b15-a366-93aa13580d25', 'b4799385-b271-4381-a97e-b98bfc9349f7']",,"[51.2, 70.4]",6399.0,Gareth Frank Bale,17.0,Right Wing,,,,,,,,,,,,"[52.0, 69.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.541
3521ac3b-f347-454b-98bd-679e4642d840,37,1,00:00:28.581,0,28,3,2.444894,30,Pass,216,Getafe,1,Regular Play,220,Real Madrid,,,"['963c5186-c71d-404d-a542-386c1376ba23', '971bcba5-8417-4f72-9eb8-48eccda98832']",,"[52.0, 69.6]",6399.0,Gareth Frank Bale,17.0,Right Wing,4926.0,Francisco Román Alarcón Suárez,17.506855,-0.71668065,2.0,Low Pass,"[65.2, 58.1]",,,70.0,Other,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.581
971bcba5-8417-4f72-9eb8-48eccda98832,38,1,00:00:31.026,0,31,3,,42,Ball Receipt*,216,Getafe,1,Regular Play,220,Real Madrid,,,['3521ac3b-f347-454b-98bd-679e4642d840'],,"[63.8, 59.4]",4926.0,Francisco Román Alarcón Suárez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.026
