id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,under_pressure,carry_end_location,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_inswinging,clearance_aerial_won,clearance_head,pass_cross,pass_aerial_won,foul_won_defensive,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_shot_assist,goalkeeper_end_location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,pass_outswinging,pass_deflected,pass_through_ball,shot_one_on_one,clearance_left_foot,miscontrol_aerial_won,ball_recovery_recovery_failure,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
ffa4954b-d2f2-4399-819a-16dd4d5cd45a,11,1,00:00:04.118,0,4,3,2.199849,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['014652a4-c6d2-404b-aa62-906d096d98a2', 'de1871ab-d7c6-40dd-ab96-4891e5912b7b', 'e64117aa-6925-4d25-b600-f322435e9b85']",,"[34.4, 14.3]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,,,True,"[34.1, 12.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.118
014652a4-c6d2-404b-aa62-906d096d98a2,12,1,00:00:06.026,0,6,3,0.315902,17,Pressure,208,Las Palmas,1,Regular Play,216,Getafe,,,"['e64117aa-6925-4d25-b600-f322435e9b85', 'ffa4954b-d2f2-4399-819a-16dd4d5cd45a']",,"[83.9, 72.0]",27092.0,Abdoul Karim Yoda,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.026
e64117aa-6925-4d25-b600-f322435e9b85,13,1,00:00:06.318,0,6,3,0.959533,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['014652a4-c6d2-404b-aa62-906d096d98a2', 'b5a7096e-34ec-4c6c-adef-6718da33aee4']",,"[34.1, 12.5]",26448.0,Javier Garrido Behovide,6.0,Left Back,3610.0,Roque Mesa Quevedo,8.514693,0.8685394,1.0,Ground Pass,"[39.6, 19.0]",38.0,Left Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.318
b5a7096e-34ec-4c6c-adef-6718da33aee4,14,1,00:00:07.277,0,7,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['e64117aa-6925-4d25-b600-f322435e9b85'],,"[39.6, 19.0]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.277
ebe9fff9-82ad-41d5-8396-6099fd54b4db,15,1,00:00:07.277,0,7,3,0.966042,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['4ae63dba-455e-44bc-930b-f2eea90fc02d', '86ce8903-e07d-4af3-8d85-bceb14e0ff22', 'b5a7096e-34ec-4c6c-adef-6718da33aee4']",,"[39.6, 19.0]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,,,True,"[34.8, 21.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.277
4ae63dba-455e-44bc-930b-f2eea90fc02d,16,1,00:00:07.730,0,7,3,0.467821,17,Pressure,208,Las Palmas,1,Regular Play,216,Getafe,,,['ebe9fff9-82ad-41d5-8396-6099fd54b4db'],,"[80.9, 65.9]",6736.0,Álvaro Medrán Just,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73
86ce8903-e07d-4af3-8d85-bceb14e0ff22,17,1,00:00:08.243,0,8,3,0.951934,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['cd7600ec-492d-41a6-bc4b-e60b50dc8df7'],,"[34.8, 21.5]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,6928.0,Pedro Taunausú Domínguez Placeres,11.569356,1.3174322,1.0,Ground Pass,"[37.7, 32.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.243
cd7600ec-492d-41a6-bc4b-e60b50dc8df7,18,1,00:00:09.195,0,9,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['86ce8903-e07d-4af3-8d85-bceb14e0ff22'],,"[37.7, 32.7]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.195
7cd9e44c-3843-4ecd-8ac2-36aa38b589ea,19,1,00:00:09.195,0,9,3,0.734911,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['15b254b9-271d-46b1-8312-c8cadce36fd8', 'cd7600ec-492d-41a6-bc4b-e60b50dc8df7']",,"[37.7, 32.7]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,,,,,,,,,,,,,"[36.2, 35.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.195
15b254b9-271d-46b1-8312-c8cadce36fd8,20,1,00:00:09.930,0,9,3,1.746251,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['657a437d-ccd3-416a-8794-39494504f3c6'],,"[36.2, 35.2]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,8440.0,Aythami Artiles Oliva,23.934076,2.3029902,1.0,Ground Pass,"[20.2, 53.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93
657a437d-ccd3-416a-8794-39494504f3c6,21,1,00:00:11.676,0,11,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['15b254b9-271d-46b1-8312-c8cadce36fd8'],,"[20.2, 53.0]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.676
1e312b74-db9c-4312-8c74-421edff0a70d,22,1,00:00:11.676,0,11,3,0.132435,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['19cd2ea5-e334-4f94-94d3-cd0cdc3b56d1', '657a437d-ccd3-416a-8794-39494504f3c6']",,"[20.2, 53.0]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,"[20.1, 56.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.676
19cd2ea5-e334-4f94-94d3-cd0cdc3b56d1,23,1,00:00:11.809,0,11,3,1.240227,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['cc2424fd-bde0-4d6f-9c21-a2ef7d497d1b'],,"[20.1, 56.2]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,6927.0,David García Santana,19.338045,1.3835424,1.0,Ground Pass,"[23.7, 75.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.809
cc2424fd-bde0-4d6f-9c21-a2ef7d497d1b,24,1,00:00:13.049,0,13,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['19cd2ea5-e334-4f94-94d3-cd0cdc3b56d1'],,"[23.7, 75.2]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.049
645f9635-92da-450f-9e29-6a8003caed7d,25,1,00:00:13.049,0,13,3,1.057403,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['6f7f27fc-6418-44b7-9ff4-eeceb685e4e5', 'cc2424fd-bde0-4d6f-9c21-a2ef7d497d1b', 'f65efc1d-04ea-4d22-8124-9946d721b4a5']",,"[23.7, 75.2]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,True,"[25.1, 76.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.049
6f7f27fc-6418-44b7-9ff4-eeceb685e4e5,26,1,00:00:13.424,0,13,3,0.648697,17,Pressure,208,Las Palmas,1,Regular Play,216,Getafe,,,['645f9635-92da-450f-9e29-6a8003caed7d'],,"[90.2, 5.2]",16426.0,Wanderson Maciel Sousa Campos,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.424
f65efc1d-04ea-4d22-8124-9946d721b4a5,27,1,00:00:14.106,0,14,3,1.019163,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['70c44d03-b37b-4246-a710-ab827e7a3f57', 'ee8a6579-d353-4d31-90ff-007f1cc9533e']",,"[25.1, 76.3]",6927.0,David García Santana,2.0,Right Back,6934.0,Jerónimo Figueroa Cabrera,21.3,0.0,1.0,Ground Pass,"[46.4, 76.3]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.106
ee8a6579-d353-4d31-90ff-007f1cc9533e,28,1,00:00:15.126,0,15,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['f65efc1d-04ea-4d22-8124-9946d721b4a5'],,"[45.4, 74.9]",6934.0,Jerónimo Figueroa Cabrera,12.0,Right Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.126
70c44d03-b37b-4246-a710-ab827e7a3f57,29,1,00:00:15.126,0,15,3,0.0,10,Interception,208,Las Palmas,1,Regular Play,216,Getafe,,,['f65efc1d-04ea-4d22-8124-9946d721b4a5'],,"[73.7, 3.8]",27402.0,Álvaro Daniel Pereira Barragán,6.0,Left Back,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.126
885f9a72-5248-4399-a63a-19ee79ed5720,30,1,00:00:16.891,0,16,3,0.550945,17,Pressure,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['3af77f04-4063-42f6-b6ca-7e6665f20d5d'],,"[56.8, 59.8]",6721.0,Willian José da Silva,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.891
3af77f04-4063-42f6-b6ca-7e6665f20d5d,31,1,00:00:17.395,0,17,3,1.004463,30,Pass,208,Las Palmas,1,Regular Play,216,Getafe,,,['885f9a72-5248-4399-a63a-19ee79ed5720'],,"[67.6, 20.3]",6736.0,Álvaro Medrán Just,9.0,Right Defensive Midfield,,,32.940098,-0.64107245,3.0,High Pass,"[94.0, 0.6]",38.0,Left Foot,66.0,Recovery,75.0,Out,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.395
26b954b0-4243-4157-b7fc-b42bb47fc66c,32,1,00:00:34.730,0,34,4,3.134124,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['690233b8-3066-4e9b-99b4-5c53d751590d'],,"[44.8, 80.0]",6927.0,David García Santana,2.0,Right Back,,,27.288277,-0.48823282,3.0,High Pass,"[68.9, 67.2]",,,67.0,Throw-in,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.73
690233b8-3066-4e9b-99b4-5c53d751590d,33,1,00:00:37.864,0,37,4,3.207794,30,Pass,208,Las Palmas,4,From Throw In,216,Getafe,,,['26b954b0-4243-4157-b7fc-b42bb47fc66c'],,"[51.2, 12.9]",6861.0,Juan Torres Ruiz,5.0,Left Center Back,,,25.642542,-0.50028044,3.0,High Pass,"[73.7, 0.6]",40.0,Right Foot,66.0,Recovery,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.864
69288762-3e0d-4ef8-b001-0adb0ad4b974,34,1,00:00:44.102,0,44,5,1.066635,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['3b3f2305-dc32-447e-a45c-a838fce9b8d7'],True,"[44.5, 80.0]",6927.0,David García Santana,2.0,Right Back,6928.0,Pedro Taunausú Domínguez Placeres,11.423659,-0.5224034,2.0,Low Pass,"[54.4, 74.3]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.102
3b3f2305-dc32-447e-a45c-a838fce9b8d7,35,1,00:00:45.168,0,45,5,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['69288762-3e0d-4ef8-b001-0adb0ad4b974'],,"[54.4, 74.3]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.168
6336e515-512f-49c1-9849-0a24e46f7b9a,36,1,00:00:45.280,0,45,5,0.257617,17,Pressure,208,Las Palmas,4,From Throw In,216,Getafe,,,,,"[65.7, 4.2]",16426.0,Wanderson Maciel Sousa Campos,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.28
65e27bf9-dfa5-4822-88ec-a4d9d35cd282,37,1,00:00:45.545,0,45,5,1.060582,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['95fb2b28-9214-4174-a41d-ca16fc970c11'],,"[54.4, 73.1]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,6927.0,David García Santana,10.825895,2.936951,1.0,Ground Pass,"[43.8, 75.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.545
95fb2b28-9214-4174-a41d-ca16fc970c11,38,1,00:00:46.606,0,46,5,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['65e27bf9-dfa5-4822-88ec-a4d9d35cd282'],,"[43.8, 75.3]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.606
e664b55b-6c52-426d-8749-31249071087b,39,1,00:00:46.606,0,46,5,1.423254,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['a0cfe4ff-309f-40b4-8d6a-656ec8d20ad3'],,"[43.8, 75.3]",6927.0,David García Santana,2.0,Right Back,,,19.946178,-0.45692125,1.0,Ground Pass,"[61.7, 66.5]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.606
