id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,out,dribble_outcome_id,dribble_outcome_name,dribble_overrun,interception_outcome_id,interception_outcome_name,dribble_nutmeg,pass_cross,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,pass_switch,off_camera,pass_no_touch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,foul_committed_card_id,foul_committed_card_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_left_foot,pass_inswinging,shot_aerial_won,pass_miscommunication,pass_through_ball,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,clearance_right_foot,clearance_other,50_50_outcome_id,50_50_outcome_name,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,miscontrol_aerial_won,shot_deflected,block_deflection,shot_saved_to_post,goalkeeper_shot_saved_to_post,pass_straight,pass_cut_back,pass_deflected,timestamp_seconds
f1f9241e-2245-4798-90cf-f3a30f7e1cfe,11,1,00:00:03.007,0,3,2,1.6,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['fee01e9c-67c2-47c8-85f1-5175c4f489c0'],"[40.9, 39.3]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,3638.0,Shkodran Mustafi,15.973103,2.0036414,1.0,Ground Pass,"[34.2, 53.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007
fee01e9c-67c2-47c8-85f1-5175c4f489c0,12,1,00:00:04.607,0,4,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['f1f9241e-2245-4798-90cf-f3a30f7e1cfe'],"[34.2, 53.8]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.607
8341b0d8-2706-46a5-b223-063f6676fb14,13,1,00:00:04.607,0,4,2,1.535608,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['717dd795-c08e-4ffa-a60c-718282e3f276', 'fee01e9c-67c2-47c8-85f1-5175c4f489c0', 'ffd3d3c5-4d07-4102-907c-3bdb3716d4c2']","[34.2, 53.8]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[32.9, 55.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.607
717dd795-c08e-4ffa-a60c-718282e3f276,14,1,00:00:05.609,0,5,2,0.632641,17,Pressure,207,Valencia,9,From Kick Off,220,Real Madrid,,,"['8341b0d8-2706-46a5-b223-063f6676fb14', 'ffd3d3c5-4d07-4102-907c-3bdb3716d4c2']","[84.6, 27.5]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.609
ffd3d3c5-4d07-4102-907c-3bdb3716d4c2,15,1,00:00:06.143,0,6,2,1.942634,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['2af6532f-7a55-4aa7-8ceb-6e8e1ed791bb', '717dd795-c08e-4ffa-a60c-718282e3f276']","[32.9, 55.2]",3638.0,Shkodran Mustafi,3.0,Right Center Back,7005.0,João Pedro Cavaco Cancelo,30.253925,0.39707944,3.0,High Pass,"[60.8, 66.9]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.143
2af6532f-7a55-4aa7-8ceb-6e8e1ed791bb,16,1,00:00:08.086,0,8,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['ffd3d3c5-4d07-4102-907c-3bdb3716d4c2'],"[60.8, 66.9]",7005.0,João Pedro Cavaco Cancelo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.086
a0c9fa31-0657-4eb0-83e8-a2cdad6968d4,17,1,00:00:08.086,0,8,2,0.004164,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['2af6532f-7a55-4aa7-8ceb-6e8e1ed791bb', '67fd6fd8-8d4e-47e7-a55c-6249f717b689']","[60.8, 66.9]",7005.0,João Pedro Cavaco Cancelo,17.0,Right Wing,,,,,,,,,,,,"[60.8, 66.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.086
67fd6fd8-8d4e-47e7-a55c-6249f717b689,18,1,00:00:08.090,0,8,2,1.909057,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['c82e7bfd-64eb-4c70-9820-c1545e4dc4e6'],"[60.8, 66.9]",7005.0,João Pedro Cavaco Cancelo,17.0,Right Wing,,,14.350262,-1.6545162,1.0,Ground Pass,"[59.6, 52.6]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09
c82e7bfd-64eb-4c70-9820-c1545e4dc4e6,19,1,00:00:09.999,0,9,3,0.575854,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['67fd6fd8-8d4e-47e7-a55c-6249f717b689', '9fd5dbb2-5337-4354-8490-fc2f103b23f3']","[60.5, 27.5]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,5552.0,Marcelo Vieira da Silva Júnior,7.0,-0.6435011,1.0,Ground Pass,"[66.1, 23.3]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999
9fd5dbb2-5337-4354-8490-fc2f103b23f3,20,1,00:00:10.575,0,10,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['c82e7bfd-64eb-4c70-9820-c1545e4dc4e6'],"[66.1, 23.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.575
1086091c-9666-44ac-937a-fc2f7d006968,21,1,00:00:10.575,0,10,3,0.618137,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['2f8cb6ad-2548-4a15-a2b6-0b562d252b9f', '633e3ebf-7cbd-4db1-ae40-dc8aa1c2409a', '9fd5dbb2-5337-4354-8490-fc2f103b23f3']","[66.1, 23.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[68.6, 23.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.575
633e3ebf-7cbd-4db1-ae40-dc8aa1c2409a,22,1,00:00:11.012,0,11,3,0.320867,17,Pressure,220,Real Madrid,1,Regular Play,207,Valencia,,,"['1086091c-9666-44ac-937a-fc2f7d006968', '2f8cb6ad-2548-4a15-a2b6-0b562d252b9f']","[48.8, 56.9]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.012
2f8cb6ad-2548-4a15-a2b6-0b562d252b9f,23,1,00:00:11.193,0,11,3,0.520757,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['2b048150-4316-417f-b8f2-b136bc64988e', '633e3ebf-7cbd-4db1-ae40-dc8aa1c2409a']","[68.6, 23.7]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,19677.0,Karim Benzema,8.850988,-0.5597969,1.0,Ground Pass,"[76.1, 19.0]",,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.193
8c29e1a8-b8a5-46b5-aa62-5b6ee8d0e52c,24,1,00:00:11.503,0,11,3,0.178086,17,Pressure,220,Real Madrid,1,Regular Play,207,Valencia,,,,"[42.3, 60.0]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.503
2b048150-4316-417f-b8f2-b136bc64988e,25,1,00:00:11.714,0,11,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['2f8cb6ad-2548-4a15-a2b6-0b562d252b9f'],"[76.1, 19.0]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.714
5e278af8-8a41-4df1-87e0-db05f405d617,26,1,00:00:11.714,0,11,3,0.040000003,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['2b048150-4316-417f-b8f2-b136bc64988e', '7330369c-be60-430a-a4e7-5fb267eefc20']","[76.1, 19.0]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,"[75.9, 19.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.714
7330369c-be60-430a-a4e7-5fb267eefc20,27,1,00:00:11.754,0,11,3,1.183173,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['33f5c7e9-7a97-471f-a2d2-498271bb72f4', '52dc5f15-bd54-43b4-81c3-f21ba6515056']","[75.9, 19.4]",19677.0,Karim Benzema,23.0,Center Forward,5552.0,Marcelo Vieira da Silva Júnior,5.215362,1.6475682,2.0,Low Pass,"[75.5, 24.6]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.754
a2f2be06-61fa-454d-a0f2-1cefb1d3a77b,28,1,00:00:12.708,0,12,3,0.308304,17,Pressure,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['33f5c7e9-7a97-471f-a2d2-498271bb72f4'],"[74.9, 27.9]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.708
52dc5f15-bd54-43b4-81c3-f21ba6515056,29,1,00:00:12.937,0,12,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['7330369c-be60-430a-a4e7-5fb267eefc20'],"[75.5, 26.9]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.937
33f5c7e9-7a97-471f-a2d2-498271bb72f4,30,1,00:00:12.937,0,12,3,1.191281,30,Pass,220,Real Madrid,1,Regular Play,207,Valencia,,,"['7330369c-be60-430a-a4e7-5fb267eefc20', '9ab5d745-d179-4b5c-879f-254f69374c86', 'a2f2be06-61fa-454d-a0f2-1cefb1d3a77b']","[44.6, 55.5]",6751.0,Javier Fuego Martínez,15.0,Left Center Midfield,3638.0,Shkodran Mustafi,5.0695167,1.8301281,3.0,High Pass,"[43.3, 60.4]",64.0,Interception,38.0,Left Foot,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.937
9ab5d745-d179-4b5c-879f-254f69374c86,31,1,00:00:14.128,0,14,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,207,Valencia,,,['33f5c7e9-7a97-471f-a2d2-498271bb72f4'],"[43.3, 60.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.128
44501ea8-de1c-41c3-81a7-78266e7b1b78,32,1,00:00:14.128,0,14,3,0.04,43,Carry,220,Real Madrid,1,Regular Play,207,Valencia,,,"['9ab5d745-d179-4b5c-879f-254f69374c86', 'acd8b2fe-2b51-4b97-bd56-87aae5146f2f']","[43.3, 60.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[43.5, 60.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.128
acd8b2fe-2b51-4b97-bd56-87aae5146f2f,33,1,00:00:14.168,0,14,3,0.496046,30,Pass,220,Real Madrid,1,Regular Play,207,Valencia,,,['d3ad11a9-9b69-43c9-a058-8d7bb8fe2018'],"[43.5, 60.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,10.846659,-0.7136262,1.0,Ground Pass,"[51.7, 53.3]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.168
d3ad11a9-9b69-43c9-a058-8d7bb8fe2018,34,1,00:00:14.664,0,14,3,0.0,6,Block,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['acd8b2fe-2b51-4b97-bd56-87aae5146f2f'],"[68.4, 26.8]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.664
a698e19b-8df3-4cc9-a120-8b7c270a6e72,35,1,00:00:15.697,0,15,3,0.0,4,Duel,220,Real Madrid,1,Regular Play,207,Valencia,,,['876c2da7-cd51-4349-a238-ad9d5ccdccf5'],"[45.9, 60.7]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.697
876c2da7-cd51-4349-a238-ad9d5ccdccf5,36,1,00:00:15.697,0,15,3,0.712557,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['35458fc4-b6b0-487c-875f-6fa22572261d', 'a698e19b-8df3-4cc9-a120-8b7c270a6e72']","[74.2, 19.4]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5574.0,Toni Kroos,6.6287255,-2.549406,2.0,Low Pass,"[68.7, 15.7]",66.0,Recovery,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.697
