id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,out,dribble_outcome_id,dribble_outcome_name,dribble_overrun,interception_outcome_id,interception_outcome_name,dribble_nutmeg,pass_cross,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_committed_advantage,foul_won_advantage,pass_switch,off_camera,pass_no_touch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,foul_committed_card_id,foul_committed_card_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_left_foot,pass_inswinging,shot_aerial_won,pass_miscommunication,pass_through_ball,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,clearance_right_foot,clearance_other,50_50_outcome_id,50_50_outcome_name,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,miscontrol_aerial_won,shot_deflected,block_deflection,shot_saved_to_post,goalkeeper_shot_saved_to_post,pass_straight,pass_cut_back,pass_deflected,timestamp_seconds
1248ee95-4c2a-4fd8-9794-4925b81b0e2e,694,1,00:12:35.959,12,35,33,0.697324,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['fce4758a-5f6d-4a3c-b806-7d37b123be0d', 'fe215360-9a5e-4445-bb24-971baf54dc2a']","[65.4, 74.7]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,"[65.4, 74.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9590000000001
fce4758a-5f6d-4a3c-b806-7d37b123be0d,695,1,00:12:36.656,12,36,33,1.075689,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['c960c076-06b5-4aee-b105-4797c7265355'],"[65.4, 74.7]",3063.0,Danilo Luiz da Silva,2.0,Right Back,5574.0,Toni Kroos,15.6205,-2.2655346,1.0,Ground Pass,"[55.4, 62.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.656
c960c076-06b5-4aee-b105-4797c7265355,696,1,00:12:37.732,12,37,33,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['fce4758a-5f6d-4a3c-b806-7d37b123be0d'],"[55.4, 62.7]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.732
e7b764a4-b0bc-4c18-b8ef-9a43661416d6,697,1,00:12:37.732,12,37,33,0.675621,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['04744a80-8b6d-4352-b938-67dc6b6574ff', 'c960c076-06b5-4aee-b105-4797c7265355']","[55.4, 62.7]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[56.6, 61.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.732
04744a80-8b6d-4352-b938-67dc6b6574ff,698,1,00:12:38.407,12,38,33,1.276754,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['17eaa288-bee7-456f-bf6b-0b197ea7deb7'],"[56.6, 61.5]",5574.0,Toni Kroos,13.0,Right Center Midfield,5539.0,Carlos Henrique Casimiro,20.965925,-1.2505541,1.0,Ground Pass,"[63.2, 41.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.407
e32eb661-64ed-4b5d-9108-cbe2fb1ca1b2,699,1,00:12:39.581,12,39,33,0.299905,17,Pressure,220,Real Madrid,1,Regular Play,207,Valencia,,,"['032914b0-06b0-4aea-a978-c438b88b2ba5', '17eaa288-bee7-456f-bf6b-0b197ea7deb7', 'f7758c54-a33d-49ea-9e8c-9c9716d40606']","[55.0, 37.3]",6751.0,Javier Fuego Martínez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.581
17eaa288-bee7-456f-bf6b-0b197ea7deb7,700,1,00:12:39.684,12,39,33,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['04744a80-8b6d-4352-b938-67dc6b6574ff', 'e32eb661-64ed-4b5d-9108-cbe2fb1ca1b2']","[63.2, 41.6]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.684
f7758c54-a33d-49ea-9e8c-9c9716d40606,701,1,00:12:39.684,12,39,33,0.040000003,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['032914b0-06b0-4aea-a978-c438b88b2ba5', '17eaa288-bee7-456f-bf6b-0b197ea7deb7', 'e32eb661-64ed-4b5d-9108-cbe2fb1ca1b2']","[63.2, 41.6]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,,,,,,,,,,,,"[62.9, 42.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.684
032914b0-06b0-4aea-a978-c438b88b2ba5,702,1,00:12:39.724,12,39,33,1.186274,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['a0c19c5d-a3d4-4d27-a334-486a578c6a5a', 'e32eb661-64ed-4b5d-9108-cbe2fb1ca1b2']","[62.9, 42.5]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,5574.0,Toni Kroos,12.425779,2.1498706,1.0,Ground Pass,"[56.1, 52.9]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.724
a0c19c5d-a3d4-4d27-a334-486a578c6a5a,703,1,00:12:40.910,12,40,33,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['032914b0-06b0-4aea-a978-c438b88b2ba5'],"[56.1, 52.9]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.91
ea3abff6-e3c3-4cb0-9e66-bd56989ac57f,704,1,00:12:40.910,12,40,33,0.039999,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['a0c19c5d-a3d4-4d27-a334-486a578c6a5a', 'c0bc0d90-d761-4c8d-aef9-8f0d940833ce']","[56.1, 52.9]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[56.1, 52.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.91
c0bc0d90-d761-4c8d-aef9-8f0d940833ce,705,1,00:12:40.950,12,40,33,0.839597,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['a1a42e6b-eba6-48bc-95db-20b1e605d4b9'],"[56.1, 52.9]",5574.0,Toni Kroos,13.0,Right Center Midfield,5201.0,Sergio Ramos García,7.615773,-2.6191893,1.0,Ground Pass,"[49.5, 49.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.95
a1a42e6b-eba6-48bc-95db-20b1e605d4b9,706,1,00:12:41.790,12,41,33,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['c0bc0d90-d761-4c8d-aef9-8f0d940833ce'],"[49.5, 49.1]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.79
169b11f8-c365-4728-94dc-9447e2a4b6b9,707,1,00:12:41.790,12,41,33,5.380886,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['a1a42e6b-eba6-48bc-95db-20b1e605d4b9', 'b2e93e6a-8055-49a6-b456-cb4e2c45db55']","[49.5, 49.1]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,"[56.6, 49.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.79
b2e93e6a-8055-49a6-b456-cb4e2c45db55,708,1,00:12:47.171,12,47,33,1.217878,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['f3de809e-20f9-4bcc-b27f-5f9d5483ae33'],"[56.6, 49.7]",5201.0,Sergio Ramos García,5.0,Left Center Back,5695.0,James David Rodríguez Rubio,19.046522,0.21696052,1.0,Ground Pass,"[75.2, 53.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.171
f3de809e-20f9-4bcc-b27f-5f9d5483ae33,709,1,00:12:48.389,12,48,33,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['b2e93e6a-8055-49a6-b456-cb4e2c45db55'],"[75.2, 53.8]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.389
6a93c440-2365-4c07-b182-ce91d7a887c5,710,1,00:12:48.389,12,48,33,1.754281,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['13f94bcb-de13-4afd-a1aa-c7872832a970', 'f3de809e-20f9-4bcc-b27f-5f9d5483ae33', 'fb988eb2-be80-4e81-b639-2ec26e20ad34']","[75.2, 53.8]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,"[74.9, 52.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.389
13f94bcb-de13-4afd-a1aa-c7872832a970,711,1,00:12:49.128,12,49,33,0.455298,17,Pressure,220,Real Madrid,1,Regular Play,207,Valencia,,,['6a93c440-2365-4c07-b182-ce91d7a887c5'],"[44.9, 30.1]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.128
fc84801e-6d43-4980-8f98-bc01b39e78f2,712,1,00:12:50.143,12,50,33,0.0,22,Foul Committed,220,Real Madrid,1,Regular Play,207,Valencia,,,['fb988eb2-be80-4e81-b639-2ec26e20ad34'],"[45.2, 27.2]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.143
fb988eb2-be80-4e81-b639-2ec26e20ad34,713,1,00:12:50.143,12,50,33,0.0,21,Foul Won,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['fc84801e-6d43-4980-8f98-bc01b39e78f2'],"[74.9, 52.9]",5695.0,James David Rodríguez Rubio,15.0,Left Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.143
8922086e-7d08-4b9d-aaa1-afaa34538c0a,714,1,00:13:19.444,13,19,34,2.788202,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['d1533049-0dc7-4d5f-8f9f-7b8b0b1b2927'],"[74.0, 53.8]",5539.0,Carlos Henrique Casimiro,10.0,Center Defensive Midfield,5201.0,Sergio Ramos García,21.371477,-2.3959086,1.0,Ground Pass,"[58.3, 39.3]",62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.444
d1533049-0dc7-4d5f-8f9f-7b8b0b1b2927,715,1,00:13:22.232,13,22,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['8922086e-7d08-4b9d-aaa1-afaa34538c0a'],"[58.3, 39.3]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.232
d7c0fb7f-026c-4b11-949b-6ec25421cf2f,716,1,00:13:22.352,13,22,34,1.073997,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['7484b2e0-8f43-4f44-ab24-9038081f22c1'],"[59.9, 39.5]",5201.0,Sergio Ramos García,5.0,Left Center Back,5574.0,Toni Kroos,11.85116,-1.020247,1.0,Ground Pass,"[66.1, 29.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.352
7484b2e0-8f43-4f44-ab24-9038081f22c1,717,1,00:13:23.426,13,23,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['d7c0fb7f-026c-4b11-949b-6ec25421cf2f'],"[66.1, 29.4]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.426
d1c949a1-63cf-42e3-8191-839623b8533c,718,1,00:13:23.426,13,23,34,0.991146,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['6539bf83-ce34-4833-a16b-0e6fbdd16715', '7484b2e0-8f43-4f44-ab24-9038081f22c1']","[66.1, 29.4]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[68.7, 23.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.426
6539bf83-ce34-4833-a16b-0e6fbdd16715,719,1,00:13:24.417,13,24,34,0.760675,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['315f796e-c240-4fba-a74e-443bac1d9381'],"[68.7, 23.7]",5574.0,Toni Kroos,13.0,Right Center Midfield,5552.0,Marcelo Vieira da Silva Júnior,13.01768,-1.0830984,1.0,Ground Pass,"[74.8, 12.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.417
315f796e-c240-4fba-a74e-443bac1d9381,720,1,00:13:25.178,13,25,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['6539bf83-ce34-4833-a16b-0e6fbdd16715'],"[74.8, 12.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.178
0b5b866a-6511-46d1-8159-e624e57371f5,721,1,00:13:25.178,13,25,34,0.667295,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['315f796e-c240-4fba-a74e-443bac1d9381', 'c2c39655-20c3-4f38-b186-0ab996303a66']","[74.8, 12.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[75.2, 12.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.178
c2c39655-20c3-4f38-b186-0ab996303a66,722,1,00:13:25.845,13,25,34,0.600699,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['86fc00da-e1f2-4c95-be2e-9863e9ca9e0d'],"[75.2, 12.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5207.0,Cristiano Ronaldo dos Santos Aveiro,5.872819,0.821527,1.0,Ground Pass,"[79.2, 16.5]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.845
86fc00da-e1f2-4c95-be2e-9863e9ca9e0d,723,1,00:13:26.446,13,26,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['c2c39655-20c3-4f38-b186-0ab996303a66'],"[79.2, 16.5]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.446
885795df-231a-49b8-8dc5-c986ea879f05,724,1,00:13:26.446,13,26,34,0.509531,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['86fc00da-e1f2-4c95-be2e-9863e9ca9e0d', 'ff0d2c91-564c-448f-af9a-48c2fd7056ad']","[79.2, 16.5]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,"[79.2, 16.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.446
ff0d2c91-564c-448f-af9a-48c2fd7056ad,725,1,00:13:26.956,13,26,34,0.64343,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['dee85372-0622-421f-91ac-c9919efe019e'],"[79.2, 16.5]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,5552.0,Marcelo Vieira da Silva Júnior,5.420332,-2.225367,1.0,Ground Pass,"[75.9, 12.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.956
08bd42b5-3218-4537-ac86-ef69a5c24331,726,1,00:13:27.340,13,27,34,0.408208,17,Pressure,220,Real Madrid,3,From Free Kick,207,Valencia,,,"['38a8fb45-674a-48cb-92d2-7cf2a2227c59', '4e5b27a3-7ee0-4f5b-bf01-af92934feca6', 'dee85372-0622-421f-91ac-c9919efe019e']","[43.0, 67.6]",7005.0,João Pedro Cavaco Cancelo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.34
dee85372-0622-421f-91ac-c9919efe019e,727,1,00:13:27.599,13,27,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['08bd42b5-3218-4537-ac86-ef69a5c24331', 'ff0d2c91-564c-448f-af9a-48c2fd7056ad']","[75.9, 12.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.599
4e5b27a3-7ee0-4f5b-bf01-af92934feca6,728,1,00:13:27.599,13,27,34,0.04,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['08bd42b5-3218-4537-ac86-ef69a5c24331', '38a8fb45-674a-48cb-92d2-7cf2a2227c59', 'dee85372-0622-421f-91ac-c9919efe019e']","[75.9, 12.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[74.3, 13.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.599
38a8fb45-674a-48cb-92d2-7cf2a2227c59,729,1,00:13:27.639,13,27,34,0.743784,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['08bd42b5-3218-4537-ac86-ef69a5c24331', '980c12e2-dba6-494c-b1a8-abe747140842']","[74.3, 13.0]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5574.0,Toni Kroos,9.1,2.7468016,1.0,Ground Pass,"[65.9, 16.5]",,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.639
980c12e2-dba6-494c-b1a8-abe747140842,730,1,00:13:28.383,13,28,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['38a8fb45-674a-48cb-92d2-7cf2a2227c59'],"[65.9, 16.5]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.383
1b52ebe1-15d8-4283-b36b-b50b028d34ad,731,1,00:13:28.383,13,28,34,2.09085,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['6eb2819d-1d31-4740-b3c4-3a1d9a34c6ff', '980c12e2-dba6-494c-b1a8-abe747140842']","[65.9, 16.5]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[58.2, 18.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.383
6eb2819d-1d31-4740-b3c4-3a1d9a34c6ff,732,1,00:13:30.474,13,30,34,1.684039,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['8e5a604b-158d-4c85-916f-7de3c1d4dac4'],"[58.2, 18.3]",5574.0,Toni Kroos,13.0,Right Center Midfield,5485.0,Raphaël Varane,32.621773,1.8090836,3.0,High Pass,"[50.5, 50.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.474
8e5a604b-158d-4c85-916f-7de3c1d4dac4,733,1,00:13:32.158,13,32,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['6eb2819d-1d31-4740-b3c4-3a1d9a34c6ff'],"[50.5, 50.0]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.158
c07895d6-d82a-47e5-8ba6-4135b74c6f91,734,1,00:13:32.158,13,32,34,1.051213,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['60034ba8-c297-4470-aa5c-289e48e60a47', '8e5a604b-158d-4c85-916f-7de3c1d4dac4']","[50.5, 50.0]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[47.3, 51.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.158
60034ba8-c297-4470-aa5c-289e48e60a47,735,1,00:13:33.209,13,33,34,2.04813,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['2abcedc2-0973-44d9-863c-c5861f8aca95'],"[47.3, 51.2]",5485.0,Raphaël Varane,3.0,Right Center Back,6706.0,Francisco Casilla Cortés,33.804882,-2.8226485,1.0,Ground Pass,"[15.2, 40.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.2090000000001
2abcedc2-0973-44d9-863c-c5861f8aca95,736,1,00:13:35.257,13,35,34,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['60034ba8-c297-4470-aa5c-289e48e60a47'],"[15.2, 40.6]",6706.0,Francisco Casilla Cortés,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.257
