id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,pass_no_touch,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,out,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_other,clearance_body_part_id,clearance_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_head,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,dribble_overrun,ball_recovery_offensive,foul_committed_advantage,foul_won_advantage,pass_cut_back,clearance_right_foot,foul_won_defensive,ball_recovery_recovery_failure,pass_through_ball,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,pass_miscommunication,pass_goal_assist,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,pass_outswinging,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,foul_committed_penalty,foul_won_penalty,clearance_left_foot,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
d895d658-e18e-44a2-9880-1ddc3a8c0c18,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.009049842774546901
a8cb9560-67e3-40be-b1b7-e56c268cd2b8,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.20490820529580756
d618d86b-93a8-4cc4-b939-3e4e6cf387e9,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,215,Athletic Club,,,['066fd89d-d1e3-4156-b6ab-820a7359e222'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5828479489649143
066fd89d-d1e3-4156-b6ab-820a7359e222,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,213,Sevilla,,,['d618d86b-93a8-4cc4-b939-3e4e6cf387e9'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9032491997986174
0a631172-e7f8-4f4b-a952-8d628b515ce8,5,1,00:00:01.198,0,1,2,1.661656,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['d20c8d75-6de6-4d8d-b9fb-1403d7bce3e3'],True,"[60.0, 40.0]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,4353.0,Aymeric Laporte,14.261837,-2.8864102,1.0,Ground Pass,"[46.2, 36.4]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,1.198,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6401968079401815
d20c8d75-6de6-4d8d-b9fb-1403d7bce3e3,6,1,00:00:02.859,0,2,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['0a631172-e7f8-4f4b-a952-8d628b515ce8'],,"[46.2, 36.4]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859,1.661,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29739319250071705
7dee1604-744c-42f4-bca1-d61aed5249db,7,1,00:00:04.203,0,4,2,1.657617,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['eb4af929-3487-4c8f-9183-8ab025043e72'],,"[29.3, 33.4]",4353.0,Aymeric Laporte,5.0,Left Center Back,6576.0,Gorka Iraizoz Moreno,19.412624,2.4620247,1.0,Ground Pass,"[14.2, 45.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.203,1.3440000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6457548596608047
eb4af929-3487-4c8f-9183-8ab025043e72,8,1,00:00:05.861,0,5,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['7dee1604-744c-42f4-bca1-d61aed5249db'],,"[14.2, 45.6]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.861,1.6579999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04487315071327225
ffaaf9c5-f2d0-4871-b5f1-01a2ebdd5240,9,1,00:00:05.861,0,5,2,0.924978,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['dffee867-dd68-41a0-a530-f3ebbe319331', 'eb4af929-3487-4c8f-9183-8ab025043e72']",,"[14.2, 45.6]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[14.6, 45.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.861,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38224965091717733
dffee867-dd68-41a0-a530-f3ebbe319331,10,1,00:00:06.786,0,6,2,3.646872,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['993b2a69-80b8-4ba5-8155-0a48bfa95a15', 'd67b589f-c17c-4b6c-b05c-f7165b262d92']",,"[14.6, 45.6]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,6391.0,Raúl García Escudero,54.041187,-0.09451311,3.0,High Pass,"[68.4, 40.5]",,,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.786,0.9249999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6810231581993476
993b2a69-80b8-4ba5-8155-0a48bfa95a15,11,1,00:00:10.433,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['dffee867-dd68-41a0-a530-f3ebbe319331'],,"[67.1, 38.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.433,3.6470000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42948194046775645
de473b6d-0fce-4a92-899a-7ffb884d7d95,12,1,00:00:10.433,0,10,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['d67b589f-c17c-4b6c-b05c-f7165b262d92'],,"[68.4, 40.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.433,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9051828453557061
d67b589f-c17c-4b6c-b05c-f7165b262d92,13,1,00:00:10.433,0,10,2,1.778471,30,Pass,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['04f3347d-691e-4ebf-8047-c9c4c3a06fa2', 'd1d205bc-e4fb-461a-8530-feaf97a87aec', 'de473b6d-0fce-4a92-899a-7ffb884d7d95', 'dffee867-dd68-41a0-a530-f3ebbe319331']",,"[51.7, 39.6]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,5504.0,Éver Maximiliano David Banega,17.194475,0.104876935,2.0,Low Pass,"[68.8, 41.4]",66.0,Recovery,,,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.433,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.14406525766835898
d1d205bc-e4fb-461a-8530-feaf97a87aec,14,1,00:00:12.211,0,12,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,213,Sevilla,,,['d67b589f-c17c-4b6c-b05c-f7165b262d92'],,"[63.1, 46.4]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.211,1.7780000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7464257469174745
04f3347d-691e-4ebf-8047-c9c4c3a06fa2,15,1,00:00:12.211,0,12,2,0.605632,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['70d81684-c8ac-4cad-944b-392c5af834e6', 'd67b589f-c17c-4b6c-b05c-f7165b262d92']",,"[51.3, 38.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,6391.0,Raúl García Escudero,12.924783,0.4567273,1.0,Ground Pass,"[62.9, 44.4]",66.0,Recovery,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.211,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7219210940622991
539ee9a1-6c5d-41ae-86c7-1f8de26fd28c,16,1,00:00:12.702,0,12,2,0.559016,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['22cdf11a-8a1b-471b-8ea4-b4ff2bd7ec99', '51d71b23-17e1-4051-9080-25fa23138645', '70d81684-c8ac-4cad-944b-392c5af834e6']",,"[54.2, 37.5]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.702,0.49099999999999966,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.06582022709260948
70d81684-c8ac-4cad-944b-392c5af834e6,17,1,00:00:12.817,0,12,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['04f3347d-691e-4ebf-8047-c9c4c3a06fa2', '539ee9a1-6c5d-41ae-86c7-1f8de26fd28c']",,"[62.9, 44.4]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.817,0.11500000000000021,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7786451374527268
51d71b23-17e1-4051-9080-25fa23138645,18,1,00:00:12.817,0,12,2,0.119999,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['22cdf11a-8a1b-471b-8ea4-b4ff2bd7ec99', '539ee9a1-6c5d-41ae-86c7-1f8de26fd28c', '70d81684-c8ac-4cad-944b-392c5af834e6']",,"[62.9, 44.4]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,"[61.3, 43.1]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.817,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7105481739238289
22cdf11a-8a1b-471b-8ea4-b4ff2bd7ec99,19,1,00:00:12.937,0,12,2,0.897189,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['539ee9a1-6c5d-41ae-86c7-1f8de26fd28c', '54ac5a1a-1d01-4692-810f-2ba6f840d155']",,"[61.3, 43.1]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,6389.0,Mikel San José Domínguez,7.66942,2.7538226,1.0,Ground Pass,"[54.2, 46.0]",,,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.937,0.11999999999999922,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.320423499804682
54ac5a1a-1d01-4692-810f-2ba6f840d155,20,1,00:00:13.834,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['22cdf11a-8a1b-471b-8ea4-b4ff2bd7ec99'],,"[54.2, 46.0]",6389.0,Mikel San José Domínguez,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.834,0.8970000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9761023641507027
124159b5-9410-43f6-8313-c31246bc13c2,21,1,00:00:13.834,0,13,2,1.906334,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['3860d306-9200-438a-9c4a-24567422bc8e'],,"[54.2, 46.0]",6389.0,Mikel San José Domínguez,9.0,Right Defensive Midfield,6393.0,Iñaki Williams Arthuer,22.051758,0.89463896,1.0,Ground Pass,"[68.0, 63.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.834,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03306840081507001
21e264ed-6cd9-4f4e-b937-bf08287b5794,22,1,00:00:15.027,0,15,2,1.382924,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['128f93c2-a42c-4313-b442-1e616bd0ef89', '3860d306-9200-438a-9c4a-24567422bc8e', '848bd9ff-7728-402f-813e-0300398a71c8']",,"[50.5, 15.7]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.027,1.1929999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3456805191900295
3860d306-9200-438a-9c4a-24567422bc8e,23,1,00:00:15.740,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['124159b5-9410-43f6-8313-c31246bc13c2', '21e264ed-6cd9-4f4e-b937-bf08287b5794']",,"[68.0, 63.2]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,0.713000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4712805963078991
128f93c2-a42c-4313-b442-1e616bd0ef89,24,1,00:00:15.740,0,15,2,0.532885,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['21e264ed-6cd9-4f4e-b937-bf08287b5794', '3860d306-9200-438a-9c4a-24567422bc8e', '848bd9ff-7728-402f-813e-0300398a71c8']",,"[68.0, 63.2]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,"[64.1, 62.3]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6696435293376548
848bd9ff-7728-402f-813e-0300398a71c8,25,1,00:00:16.273,0,16,2,0.69298,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['21e264ed-6cd9-4f4e-b937-bf08287b5794', 'eaa29943-9015-49d7-8c86-2f3c87e56b4e']",,"[64.1, 62.3]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,6389.0,Mikel San José Domínguez,10.084641,-2.101012,1.0,Ground Pass,"[59.0, 53.6]",,,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.273,0.5329999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5987107577340579
eaa29943-9015-49d7-8c86-2f3c87e56b4e,26,1,00:00:16.966,0,16,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['848bd9ff-7728-402f-813e-0300398a71c8'],,"[59.0, 53.6]",6389.0,Mikel San José Domínguez,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.966,0.6930000000000014,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6183718857998651
a0370961-63c0-4ced-a00c-43a3b9bfff33,27,1,00:00:16.966,0,16,2,0.04,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4a10ce75-243f-4a23-a3c8-4b90d9b0c6b5', 'eaa29943-9015-49d7-8c86-2f3c87e56b4e']",,"[59.0, 53.6]",6389.0,Mikel San José Domínguez,9.0,Right Defensive Midfield,,,,,,,,,,,,"[59.0, 53.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.966,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6487665038123099
4a10ce75-243f-4a23-a3c8-4b90d9b0c6b5,28,1,00:00:17.006,0,17,2,1.160264,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['9ca1e500-8330-40b7-8491-3c08ab2eb88b'],,"[59.0, 53.6]",6389.0,Mikel San José Domínguez,9.0,Right Defensive Midfield,6394.0,Aritz Aduriz Zubeldia,22.750164,-0.61360675,3.0,High Pass,"[77.6, 40.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.006,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3742847958034198
f3773437-40d2-4b47-97a9-829a2a7e0650,29,1,00:00:17.841,0,17,2,0.580653,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['9ca1e500-8330-40b7-8491-3c08ab2eb88b', 'af881ef6-4e8e-423d-a4af-3c4110b4f66b', 'edf4e1d8-b5dc-49af-8c69-69a46cb5b424']",,"[39.8, 40.5]",6825.0,Daniel Filipe Martins Carriço,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.841,0.8350000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4284790282572736
9ca1e500-8330-40b7-8491-3c08ab2eb88b,30,1,00:00:18.166,0,18,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4a10ce75-243f-4a23-a3c8-4b90d9b0c6b5', 'f3773437-40d2-4b47-97a9-829a2a7e0650']",,"[77.6, 40.5]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.166,0.3249999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.618225361088906
edf4e1d8-b5dc-49af-8c69-69a46cb5b424,31,1,00:00:18.166,0,18,2,0.119998,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['9ca1e500-8330-40b7-8491-3c08ab2eb88b', 'af881ef6-4e8e-423d-a4af-3c4110b4f66b', 'f3773437-40d2-4b47-97a9-829a2a7e0650']",,"[77.6, 40.5]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,"[77.4, 41.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.166,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10126117725244077
