id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_switch,off_camera,pass_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_technique_id,pass_technique_name,pass_outswinging,shot_aerial_won,goalkeeper_end_location,foul_won_defensive,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_committed_card_id,foul_committed_card_name,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,shot_first_time,foul_committed_advantage,foul_won_advantage,pass_cross,interception_outcome_id,interception_outcome_name,shot_deflected,block_deflection,out,pass_through_ball,ball_recovery_recovery_failure,pass_inswinging,dribble_nutmeg,pass_cut_back,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,pass_goal_assist,bad_behaviour_card_id,bad_behaviour_card_name,injury_stoppage_in_chain,pass_deflected,shot_open_goal,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_offensive,dribble_overrun,ball_recovery_offensive,pass_miscommunication,pass_no_touch,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a2770130-756c-4616-a8db-fa3db3914b80,11,1,00:00:03.852,0,3,2,2.92297,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['a23fc704-ab12-43f8-baaf-1f9bcc0ab679'],"[38.7, 34.3]",26087.0,Carlos Gurpegi Nausia,5.0,Left Center Back,,,56.292095,0.77032393,3.0,High Pass,"[79.1, 73.5]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.852,1.38,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.060300586066554085
a23fc704-ab12-43f8-baaf-1f9bcc0ab679,12,1,00:00:06.775,0,6,2,1.283874,30,Pass,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['1d2cfa36-b47c-4bb4-b148-da54faf92941', 'a2770130-756c-4616-a8db-fa3db3914b80']","[41.0, 6.6]",10476.0,Timothée Kolodziejczak,6.0,Left Back,,,15.966528,-0.14455427,2.0,Low Pass,"[56.8, 4.3]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.775,2.9230000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.48535006871708364
5a1b128a-173f-4ecf-be54-de324f539954,13,1,00:00:07.963,0,7,2,0.287841,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,['1d2cfa36-b47c-4bb4-b148-da54faf92941'],"[53.3, 5.2]",8523.0,Yevhen Konoplyanka,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.963,1.1879999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2539441929289684
1d2cfa36-b47c-4bb4-b148-da54faf92941,14,1,00:00:08.059,0,8,2,1.120781,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['5a1b128a-173f-4ecf-be54-de324f539954', 'a23fc704-ab12-43f8-baaf-1f9bcc0ab679', 'b1fb8d79-1f1b-4fd6-80f4-e20627a818be']","[63.3, 75.8]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,,,17.835358,-0.32529664,3.0,High Pass,"[80.2, 70.1]",40.0,Right Foot,66.0,Recovery,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.059,0.0959999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02732420344229658
b1fb8d79-1f1b-4fd6-80f4-e20627a818be,15,1,00:00:09.180,0,9,2,1.074371,30,Pass,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['1d2cfa36-b47c-4bb4-b148-da54faf92941', '72621f7f-6e3c-4cd8-85a1-869a5f3fa67e', 'd2db360b-1185-4a16-b256-ce0e0a5a1a9c']","[39.9, 10.0]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,8523.0,Yevhen Konoplyanka,11.800424,-0.29226848,3.0,High Pass,"[51.2, 6.6]",37.0,Head,64.0,Interception,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,1.1210000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6649515417137125
d2db360b-1185-4a16-b256-ce0e0a5a1a9c,16,1,00:00:10.254,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,213,Sevilla,,,['b1fb8d79-1f1b-4fd6-80f4-e20627a818be'],"[54.6, 4.2]",8523.0,Yevhen Konoplyanka,16.0,Left Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.254,1.0739999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01912408592052195
72621f7f-6e3c-4cd8-85a1-869a5f3fa67e,17,1,00:00:10.254,0,10,2,0.0,2,Ball Recovery,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['b1fb8d79-1f1b-4fd6-80f4-e20627a818be'],"[68.9, 73.5]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.254,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09205935162828949
4ab469bc-e4df-4a5a-9cbd-998872203fa9,18,1,00:00:10.254,0,10,2,2.685087,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['72621f7f-6e3c-4cd8-85a1-869a5f3fa67e', 'd2ca1753-41d9-4f36-84ea-2cfddf817f36', 'd5a73b1c-d11d-40eb-8ba9-2fc1a926cc5a']","[68.9, 73.5]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,,,,,,,,,,,,"[68.7, 75.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.254,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3185961309136216
d5a73b1c-d11d-40eb-8ba9-2fc1a926cc5a,19,1,00:00:10.336,0,10,2,1.913834,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,['4ab469bc-e4df-4a5a-9cbd-998872203fa9'],"[55.6, 5.2]",8523.0,Yevhen Konoplyanka,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.336,0.08200000000000074,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2914969372743237
d2ca1753-41d9-4f36-84ea-2cfddf817f36,20,1,00:00:12.940,0,12,2,0.725713,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['557d6d3c-1467-4107-a8eb-0b4a9ae8ac77'],"[68.7, 75.3]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,6393.0,Iñaki Williams Arthuer,5.440588,0.29849893,1.0,Ground Pass,"[73.9, 76.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.94,2.603999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2697699335780793
7ce8add2-871e-4050-8fc9-964c59451b82,21,1,00:00:13.432,0,13,2,0.32659,17,Pressure,215,Athletic Club,9,From Kick Off,213,Sevilla,,,"['03eb5536-b801-4f1d-af99-d57c3f30b06e', '557d6d3c-1467-4107-a8eb-0b4a9ae8ac77']","[44.5, 3.8]",10476.0,Timothée Kolodziejczak,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.432,0.4920000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7762305690226592
557d6d3c-1467-4107-a8eb-0b4a9ae8ac77,22,1,00:00:13.665,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['7ce8add2-871e-4050-8fc9-964c59451b82', 'd2ca1753-41d9-4f36-84ea-2cfddf817f36']","[73.9, 76.9]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.665,0.23299999999999876,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9626128471852394
03eb5536-b801-4f1d-af99-d57c3f30b06e,23,1,00:00:13.665,0,13,2,0.744574,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['05279043-7819-42cd-8149-7fc263f311bc', '7ce8add2-871e-4050-8fc9-964c59451b82']","[72.8, 77.2]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,6392.0,Íñigo Lekue Martínez,8.149847,-3.0309355,1.0,Ground Pass,"[64.7, 76.3]",40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.665,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8375848068270558
05279043-7819-42cd-8149-7fc263f311bc,24,1,00:00:14.410,0,14,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['03eb5536-b801-4f1d-af99-d57c3f30b06e'],"[64.7, 76.3]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41,0.745000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6285810656474186
5356e4cb-f4f7-4b84-a7fc-bccdaec394d9,25,1,00:00:14.410,0,14,2,0.621884,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['05279043-7819-42cd-8149-7fc263f311bc', '5c56c0af-5777-406c-9ec9-cfdfc8fcbb3c']","[64.7, 76.3]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,,,,,,,,,,,,"[64.4, 75.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13944471429095573
5c56c0af-5777-406c-9ec9-cfdfc8fcbb3c,26,1,00:00:15.032,0,15,2,1.084114,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['69671a95-c322-4bca-b16e-2a2710cbad87'],"[64.4, 75.9]",6392.0,Íñigo Lekue Martínez,2.0,Right Back,6386.0,Eneko Bóveda Altube,20.67293,-2.8672798,1.0,Ground Pass,"[44.5, 70.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.032,0.6219999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.09456399948403893
69671a95-c322-4bca-b16e-2a2710cbad87,27,1,00:00:16.116,0,16,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['5c56c0af-5777-406c-9ec9-cfdfc8fcbb3c'],"[44.5, 70.3]",6386.0,Eneko Bóveda Altube,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.116,1.0839999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7146050585495436
