id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,pass_cross,pass_switch,off_camera,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,out,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_left_foot,clearance_right_foot,interception_outcome_id,interception_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,shot_one_on_one,shot_open_goal,miscontrol_aerial_won,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,dribble_overrun,ball_recovery_recovery_failure,shot_aerial_won,shot_first_time,foul_committed_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,pass_through_ball,pass_cut_back,foul_won_advantage,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,pass_deflected,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
9d59f010-a797-44c2-8856-27752e08a085,11,1,00:00:09.313,0,9,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['a49c3e25-ebdf-47ff-8da5-ed660b09f8bd'],"[94.0, 58.8]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.313,3.0150000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48857726351089514
8e6dfb62-861e-433e-8555-933e592d2609,12,1,00:00:09.313,0,9,2,0.636508,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['dad41408-5b4c-4edd-8a70-01d9d1064abb'],"[94.0, 58.8]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,6838.0,Hernán Arsenio Pérez González,9.372299,0.69473827,3.0,High Pass,"[101.2, 64.8]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.313,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5864566984699572
dad41408-5b4c-4edd-8a70-01d9d1064abb,13,1,00:00:09.950,0,9,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['8e6dfb62-861e-433e-8555-933e592d2609'],"[101.2, 64.8]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95,0.6369999999999987,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10203524163429911
50c5a4f6-6fa9-4901-936e-512470ee0a90,14,1,00:00:09.950,0,9,2,0.0,4,Duel,214,Espanyol,9,From Kick Off,207,Valencia,,,['9fb66ec5-a2c2-4a22-9cb0-3fe8d1c60ef2'],"[18.9, 15.3]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6241701153896279
9fb66ec5-a2c2-4a22-9cb0-3fe8d1c60ef2,15,1,00:00:09.950,0,9,2,1.267881,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['50c5a4f6-6fa9-4901-936e-512470ee0a90', 'b8a78a63-408b-492a-92fd-0964fd972516']","[101.2, 64.8]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,7781.0,Felipe Salvador Caicedo Corozo,8.188406,-2.64517,3.0,High Pass,"[94.0, 60.9]",,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45991211811260013
3ea1e9ce-2774-42e7-87ee-0903ac15dbe8,16,1,00:00:11.001,0,11,2,0.19191,17,Pressure,214,Espanyol,9,From Kick Off,207,Valencia,,,,"[26.3, 21.1]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001,1.0510000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7975293220626145
b8a78a63-408b-492a-92fd-0964fd972516,17,1,00:00:11.218,0,11,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['9fb66ec5-a2c2-4a22-9cb0-3fe8d1c60ef2'],"[94.0, 60.9]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.218,0.21700000000000053,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9375407464018988
e96f7f6b-b1bd-41bf-ae2b-a92bcefc7222,18,1,00:00:11.218,0,11,2,0.786768,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['b3f2e8f5-6113-4d4e-9b49-ce9bfe20a17a'],"[93.2, 60.6]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,5719.0,Marco Asensio Willemsen,10.324728,-1.4152015,1.0,Ground Pass,"[94.8, 50.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.218,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6933056608727277
b3f2e8f5-6113-4d4e-9b49-ce9bfe20a17a,19,1,00:00:12.005,0,12,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['e96f7f6b-b1bd-41bf-ae2b-a92bcefc7222'],"[94.8, 50.4]",5719.0,Marco Asensio Willemsen,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.005,0.7870000000000008,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2163327923743008
c6ea3eeb-801a-442c-959d-4525face7f58,20,1,00:00:12.005,0,12,2,0.761317,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['7e08fc57-65e4-4879-870e-2a2e011bd85a', 'b3f2e8f5-6113-4d4e-9b49-ce9bfe20a17a']","[94.8, 50.4]",5719.0,Marco Asensio Willemsen,19.0,Center Attacking Midfield,,,,,,,,,,,,"[94.0, 50.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.005,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4857220318726869
7e08fc57-65e4-4879-870e-2a2e011bd85a,21,1,00:00:12.766,0,12,2,1.609734,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['3be19c62-206a-488c-8a3b-eb80e6f8e877'],"[94.0, 50.8]",5719.0,Marco Asensio Willemsen,19.0,Center Attacking Midfield,18407.0,José Alberto Cañas Ruiz Herrera,15.056228,-3.055142,1.0,Ground Pass,"[79.0, 49.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.766,0.7609999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4014847576867704
3be19c62-206a-488c-8a3b-eb80e6f8e877,22,1,00:00:14.376,0,14,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['7e08fc57-65e4-4879-870e-2a2e011bd85a'],"[79.0, 49.5]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.376,1.6099999999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3548021368622578
3794ec86-4ceb-4f72-b131-1264553bdf70,23,1,00:00:14.376,0,14,2,0.017606,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['3be19c62-206a-488c-8a3b-eb80e6f8e877', '7fe77be9-b36f-4ff0-bbd5-5344d8a9b48d']","[79.0, 49.5]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,"[79.0, 49.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.376,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7018142547712944
7fe77be9-b36f-4ff0-bbd5-5344d8a9b48d,24,1,00:00:14.393,0,14,2,0.513207,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['8e525570-7430-4392-84db-f1f31802db84'],"[79.0, 49.5]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,6758.0,Víctor Sánchez Mata,10.977249,1.1682969,1.0,Ground Pass,"[83.3, 59.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.393,0.017000000000001236,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6933172961193473
8e525570-7430-4392-84db-f1f31802db84,25,1,00:00:14.906,0,14,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['7fe77be9-b36f-4ff0-bbd5-5344d8a9b48d'],"[83.3, 59.6]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.906,0.5129999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5813019585572881
ad751e41-e72a-46f1-8ec3-f4bfc6e8c5ba,26,1,00:00:14.906,0,14,2,0.009698,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['8e525570-7430-4392-84db-f1f31802db84', 'cc46f5e5-6165-4278-90f9-b586311e8169']","[83.3, 59.6]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,"[83.3, 59.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.906,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18413106264548484
cc46f5e5-6165-4278-90f9-b586311e8169,27,1,00:00:14.916,0,14,2,1.038566,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['3c5b2c56-aaf1-4792-8a71-a6a0ecfe9615'],"[83.3, 59.6]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,18407.0,José Alberto Cañas Ruiz Herrera,11.313708,-2.3561945,1.0,Ground Pass,"[75.3, 51.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.916,0.009999999999999787,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8156691738317136
3c5b2c56-aaf1-4792-8a71-a6a0ecfe9615,28,1,00:00:15.955,0,15,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['cc46f5e5-6165-4278-90f9-b586311e8169'],"[75.3, 51.6]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.955,1.0389999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4599319607384543
8078f3aa-7a29-471f-8736-9f77e5cc3fef,29,1,00:00:15.955,0,15,2,0.589086,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['0f53d1a6-e831-4476-bf1a-abfc875f5ffe', '3c5b2c56-aaf1-4792-8a71-a6a0ecfe9615', 'a64faebc-2f11-4867-b501-2cab994f2f05']","[75.3, 51.6]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,"[75.1, 52.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.955,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26141235937882934
