id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,out,counterpress,pass_miscommunication,foul_committed_type_id,foul_committed_type_name,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_right_foot,off_camera,duel_outcome_id,duel_outcome_name,miscontrol_aerial_won,clearance_left_foot,pass_switch,pass_deflected,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_advantage,foul_won_advantage,foul_won_defensive,shot_one_on_one,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_aerial_won,pass_no_touch,shot_first_time,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,dribble_nutmeg,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,pass_inswinging,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
ac7e8d18-b8c4-41cb-b870-acf0cb421109,11,1,00:00:04.460,0,4,2,2.382085,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['f75dc08a-fcf6-40a6-b32f-88134d2f9fe7'],"[43.9, 37.0]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,5487.0,Antoine Griezmann,43.753513,0.29211354,3.0,High Pass,"[85.8, 49.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,1.4449999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.42998063072808057
f75dc08a-fcf6-40a6-b32f-88134d2f9fe7,12,1,00:00:06.842,0,6,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['ac7e8d18-b8c4-41cb-b870-acf0cb421109'],"[85.8, 49.6]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842,2.3819999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9213014960937906
6d02f5f0-7f3d-4d20-9991-6d2facba181c,13,1,00:00:06.842,0,6,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,322,Eibar,,,['e8d9e3cf-9ce4-43c0-88de-5bac79c6aba2'],"[34.3, 30.5]",24508.0,Manuel Castellano Castro,5.0,Left Center Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6387283908327751
e8d9e3cf-9ce4-43c0-88de-5bac79c6aba2,14,1,00:00:06.842,0,6,2,3.03741,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['477680ec-84b2-41d4-9fa0-c76236e6a77a', '6d02f5f0-7f3d-4d20-9991-6d2facba181c', 'ecdbd815-5fd8-43fa-9a1b-87b3eb372e1e']","[85.8, 49.6]",5487.0,Antoine Griezmann,22.0,Right Center Forward,6377.0,Ángel Martín Correa,22.008408,-0.4412936,3.0,High Pass,"[105.7, 40.2]",,,,,,True,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5466371518269346
ecdbd815-5fd8-43fa-9a1b-87b3eb372e1e,15,1,00:00:09.879,0,9,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['e8d9e3cf-9ce4-43c0-88de-5bac79c6aba2'],"[104.2, 50.4]",6377.0,Ángel Martín Correa,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.879,3.037,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9613348629393496
477680ec-84b2-41d4-9fa0-c76236e6a77a,16,1,00:00:09.879,0,9,3,0.0,2,Ball Recovery,322,Eibar,1,Regular Play,322,Eibar,,,['e8d9e3cf-9ce4-43c0-88de-5bac79c6aba2'],"[14.4, 39.9]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.879,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2722981480180784
2990edde-c5b0-498a-87c0-2dba8807ea41,17,1,00:00:09.879,0,9,3,3.688142,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['477680ec-84b2-41d4-9fa0-c76236e6a77a', 'd8d60f59-29a5-4562-bf45-59e77a49fb18']","[14.4, 39.9]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,,,,,,,,,,,,"[13.3, 35.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.879,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.030584548013079638
d8d60f59-29a5-4562-bf45-59e77a49fb18,18,1,00:00:13.567,0,13,3,3.215599,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['922f3c9f-1911-41e8-a135-f9c4df2e9d58'],"[13.3, 35.7]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,6776.0,David Juncà Reñé,37.492664,-1.0175687,1.0,Ground Pass,"[33.0, 3.8]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.567,3.6880000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7281528003377087
922f3c9f-1911-41e8-a135-f9c4df2e9d58,19,1,00:00:16.783,0,16,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['d8d60f59-29a5-4562-bf45-59e77a49fb18'],"[33.0, 3.8]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.783,3.216000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.74058692856302
9d2eb806-c1d5-4b03-8c90-58037a970e51,20,1,00:00:16.783,0,16,3,1.184125,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['12647b0e-6799-42fc-824c-841547098d78', '922f3c9f-1911-41e8-a135-f9c4df2e9d58']","[33.0, 3.8]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,"[33.0, 3.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.783,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6897516819033207
12647b0e-6799-42fc-824c-841547098d78,21,1,00:00:17.967,0,17,3,2.924369,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['40933a47-a75e-46ac-bd60-477c16dd64cd'],"[33.0, 3.8]",6776.0,David Juncà Reñé,6.0,Left Back,24508.0,Manuel Castellano Castro,30.522123,2.2260923,1.0,Ground Pass,"[14.4, 28.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.967,1.1839999999999975,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4965605259370428
40933a47-a75e-46ac-bd60-477c16dd64cd,22,1,00:00:20.891,0,20,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['12647b0e-6799-42fc-824c-841547098d78'],"[14.4, 28.0]",24508.0,Manuel Castellano Castro,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.891,2.9239999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7832846925268381
2b5c238c-ecfb-4d90-be1c-3817603c02ee,23,1,00:00:20.891,0,20,3,0.04,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['1b0a649f-0b7f-4661-aa7f-4ee216a1325f', '40933a47-a75e-46ac-bd60-477c16dd64cd']","[14.4, 28.0]",24508.0,Manuel Castellano Castro,5.0,Left Center Back,,,,,,,,,,,,"[14.8, 28.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.891,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3652858944391363
1b0a649f-0b7f-4661-aa7f-4ee216a1325f,24,1,00:00:20.931,0,20,3,1.914904,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['80d437a0-816a-4149-924e-d8fcdd856163'],"[14.8, 28.0]",24508.0,Manuel Castellano Castro,5.0,Left Center Back,6557.0,Adrián González Morales,40.4313,-0.41495964,3.0,High Pass,"[51.8, 11.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.931,0.0400000000000027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.44918825866685497
80d437a0-816a-4149-924e-d8fcdd856163,25,1,00:00:22.846,0,22,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['1b0a649f-0b7f-4661-aa7f-4ee216a1325f'],"[51.8, 11.7]",6557.0,Adrián González Morales,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.846,1.9149999999999991,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7200970126783218
f4793fc4-e56e-4e74-b8cc-a1ded2bac9bb,26,1,00:00:22.846,0,22,3,1.138264,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['1f2d2179-289a-4e91-b52d-44dd0ce1801e', '80d437a0-816a-4149-924e-d8fcdd856163']","[51.8, 11.7]",6557.0,Adrián González Morales,15.0,Left Center Midfield,,,,,,,,,,,,"[51.8, 11.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.846,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13399907199266514
1f2d2179-289a-4e91-b52d-44dd0ce1801e,27,1,00:00:23.985,0,23,3,1.177955,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['1d9a71e5-f657-4151-937b-188f84bb090b'],"[51.8, 11.7]",6557.0,Adrián González Morales,15.0,Left Center Midfield,6776.0,David Juncà Reñé,7.902531,-2.4727805,1.0,Ground Pass,"[45.6, 6.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.985,1.1389999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2172962738038361
1d9a71e5-f657-4151-937b-188f84bb090b,28,1,00:00:25.163,0,25,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['1f2d2179-289a-4e91-b52d-44dd0ce1801e'],"[45.6, 6.8]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.163,1.1780000000000008,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8641279756834241
25ec39f7-a433-4dce-985f-b0d326761629,29,1,00:00:25.163,0,25,3,1.503539,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['1d9a71e5-f657-4151-937b-188f84bb090b', '55dfee3e-1982-4b59-8dda-031688b935c7', 'd0641742-b85e-44aa-b510-5e1ede9c6a93']","[45.6, 6.8]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,"[52.9, 4.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.163,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.915667759219794
