id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,carry_end_location,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,foul_won_defensive,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,out,clearance_right_foot,pass_inswinging,clearance_left_foot,dribble_overrun,interception_outcome_id,interception_outcome_name,pass_cross,shot_one_on_one,shot_first_time,goalkeeper_end_location,pass_miscommunication,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,foul_won_advantage,ball_recovery_recovery_failure,pass_goal_assist,shot_deflected,block_deflection,pass_outswinging,pass_deflected,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
b2476a12-109d-4f59-ae6f-828da17feedb,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,223,Málaga,1,Regular Play,223,Málaga,442.0,"[{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6844, 'name': 'Federico Ricca Rostagnol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5027860586371066
cb9f07bd-b20d-4fe2-8931-eaf744040182,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,223,Málaga,1,Regular Play,208,Las Palmas,4141.0,"[{'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.47863706276342977
2200107f-8c50-47a4-b665-d41f8c41fdb1,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,223,Málaga,1,Regular Play,208,Las Palmas,,,['6820be6e-e794-4c3c-ac86-b912220bbf4f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6305752254162763
6820be6e-e794-4c3c-ac86-b912220bbf4f,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,223,Málaga,1,Regular Play,223,Málaga,,,['2200107f-8c50-47a4-b665-d41f8c41fdb1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5410565274795048
a5ef397b-d794-4a42-87db-8804e06be74f,5,1,00:00:01.087,0,1,2,1.047166,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['4589bcd5-8ab7-47f1-940a-ab8abc3e779c'],True,"[60.0, 40.0]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,8419.0,Duje Čop,1.1661904,1.0303768,1.0,Ground Pass,"[60.6, 41.0]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.087,1.087,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.023986988017250077
4589bcd5-8ab7-47f1-940a-ab8abc3e779c,6,1,00:00:02.134,0,2,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['a5ef397b-d794-4a42-87db-8804e06be74f'],,"[60.6, 41.0]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134,1.047,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25414431068767185
789d59ac-213a-46a7-952d-7d93d38b4ad6,7,1,00:00:02.134,0,2,2,1.696474,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['4b2bd316-b195-48f0-bdd1-a4566025f86c'],True,"[60.1, 39.3]",8419.0,Duje Čop,24.0,Left Center Forward,26669.0,Weligton Róbson Pena de Oliveira,22.604866,-2.9771712,1.0,Ground Pass,"[37.8, 35.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7406763442462414
4b2bd316-b195-48f0-bdd1-a4566025f86c,8,1,00:00:03.830,0,3,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['789d59ac-213a-46a7-952d-7d93d38b4ad6'],,"[37.8, 35.6]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,1.6960000000000002,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6322809368880876
f15d2ee4-657b-477a-8ced-500d480d4775,9,1,00:00:05.640,0,5,2,2.358732,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['a53413ef-fb94-4711-a64a-925db9b46843', 'b32bbdcb-bdae-4d54-91b6-4ae9babe74a6']",,"[38.5, 31.3]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,8419.0,Duje Čop,41.914436,0.026246954,3.0,High Pass,"[80.4, 32.4]",38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,1.8099999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7158225661750176
b32bbdcb-bdae-4d54-91b6-4ae9babe74a6,10,1,00:00:07.998,0,7,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['f15d2ee4-657b-477a-8ced-500d480d4775'],,"[81.4, 33.4]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,2.3580000000000005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5305859532892436
59ff7bc3-7551-47d1-a868-024c1f9b2b71,11,1,00:00:07.998,0,7,2,0.0,4,Duel,223,Málaga,9,From Kick Off,223,Málaga,,,['a53413ef-fb94-4711-a64a-925db9b46843'],,"[80.4, 32.4]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23797425371734038
a53413ef-fb94-4711-a64a-925db9b46843,12,1,00:00:07.998,0,7,2,0.078569,9,Clearance,223,Málaga,9,From Kick Off,208,Las Palmas,,,"['59ff7bc3-7551-47d1-a868-024c1f9b2b71', 'f15d2ee4-657b-477a-8ced-500d480d4775']",,"[39.7, 47.7]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.968782196481783
d5c72272-9380-4d4e-834b-1390a7435fd4,13,1,00:00:08.077,0,8,2,0.0,6,Block,223,Málaga,9,From Kick Off,223,Málaga,,,,,"[79.9, 32.2]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.077,0.07899999999999974,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6383366900745875
408171b3-83b9-4385-b37e-d9778aecb7e6,14,1,00:00:10.510,0,10,2,0.0,2,Ball Recovery,223,Málaga,9,From Kick Off,223,Málaga,,,,,"[80.2, 51.7]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.51,2.433,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7456461309350881
ad17fac8-2833-49c2-801d-f4f6465b410b,15,1,00:00:10.510,0,10,2,3.181291,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['14e498a4-6e41-453a-981c-c780b326a3f2', '3f81f7c3-7876-48cf-b4f6-a87e4c12183f', '408171b3-83b9-4385-b37e-d9778aecb7e6']",,"[80.2, 51.7]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,True,,,,,,,"[94.5, 47.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.51,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7334506559672701
14e498a4-6e41-453a-981c-c780b326a3f2,16,1,00:00:12.406,0,12,2,1.32594,17,Pressure,223,Málaga,9,From Kick Off,208,Las Palmas,,,"['3f81f7c3-7876-48cf-b4f6-a87e4c12183f', 'ad17fac8-2833-49c2-801d-f4f6465b410b']",,"[30.7, 32.9]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.406,1.8960000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9811689495961311
63bc53b1-fa3f-4938-87e1-c92debfa9b45,17,1,00:00:12.441,0,12,2,0.573797,17,Pressure,223,Málaga,9,From Kick Off,208,Las Palmas,,,,,"[26.6, 31.9]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.441,0.03500000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4355101429549215
3f81f7c3-7876-48cf-b4f6-a87e4c12183f,18,1,00:00:13.691,0,13,2,0.0,14,Dribble,223,Málaga,9,From Kick Off,223,Málaga,,,"['14e498a4-6e41-453a-981c-c780b326a3f2', '73fcfaf5-9768-43a5-97b8-ff668c4a24ea']",,"[94.5, 47.5]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,True,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.691,1.25,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4842300269517278
73fcfaf5-9768-43a5-97b8-ff668c4a24ea,19,1,00:00:13.691,0,13,3,0.0,4,Duel,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['3f81f7c3-7876-48cf-b4f6-a87e4c12183f'],,"[25.6, 32.6]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,,,,True,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.691,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9942483588674906
0c18b5c8-9168-4d69-93b6-94345a20633a,20,1,00:00:14.471,0,14,3,1.373794,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['4eb07eb2-05db-4172-b09c-f06eba6595b5'],,"[19.5, 31.9]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,6934.0,Jerónimo Figueroa Cabrera,11.703846,-1.5964317,1.0,Ground Pass,"[19.2, 20.2]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.471,0.7799999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6466453639866337
4eb07eb2-05db-4172-b09c-f06eba6595b5,21,1,00:00:15.844,0,15,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['0c18b5c8-9168-4d69-93b6-94345a20633a'],,"[19.2, 20.2]",6934.0,Jerónimo Figueroa Cabrera,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.844,1.3729999999999993,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7864081371052188
ea96c500-7fae-4684-a67e-8756702ce3bf,22,1,00:00:15.844,0,15,3,3.737099,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['15c90bef-afe6-46df-a049-d412e5ed1759', '4a1699e6-578c-42d5-9a43-46f0b15719ae', '4eb07eb2-05db-4172-b09c-f06eba6595b5']",,"[19.2, 20.2]",6934.0,Jerónimo Figueroa Cabrera,16.0,Left Midfield,,,,,,,,,,,,,,,,True,,,,,,,"[28.2, 22.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.844,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35454780555744114
4a1699e6-578c-42d5-9a43-46f0b15719ae,23,1,00:00:17.605,0,17,3,0.578799,17,Pressure,208,Las Palmas,1,Regular Play,223,Málaga,,,['ea96c500-7fae-4684-a67e-8756702ce3bf'],,"[92.0, 63.6]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.605,1.761000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2898430809813237
15c90bef-afe6-46df-a049-d412e5ed1759,24,1,00:00:19.581,0,19,3,2.398663,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['5f2f726e-382a-4058-96eb-f7b811dab9f5'],,"[28.2, 22.9]",6934.0,Jerónimo Figueroa Cabrera,16.0,Left Midfield,6927.0,David García Santana,49.185566,1.5118017,3.0,High Pass,"[31.1, 72.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.581,1.975999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6220770868770701
5f2f726e-382a-4058-96eb-f7b811dab9f5,25,1,00:00:21.980,0,21,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['15c90bef-afe6-46df-a049-d412e5ed1759'],,"[31.1, 72.0]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98,2.399000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37378946094565
3aff24d9-f76a-4957-a9e2-4f01898cab36,26,1,00:00:21.980,0,21,3,4.080716,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['1c9ec8e1-f0ff-4b33-b1d3-ef395a0affe4', '5f2f726e-382a-4058-96eb-f7b811dab9f5']",,"[31.1, 72.0]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,"[33.3, 70.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8728209559004395
1c9ec8e1-f0ff-4b33-b1d3-ef395a0affe4,27,1,00:00:26.061,0,26,3,1.599773,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['d678ccdc-bb86-44b8-be57-edfc107d9c62'],,"[33.3, 70.1]",6927.0,David García Santana,2.0,Right Back,7692.0,Mauricio Lemos Merladet,21.49465,-2.5548804,1.0,Ground Pass,"[15.4, 58.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.061,4.0809999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.12271935738601525
d678ccdc-bb86-44b8-be57-edfc107d9c62,28,1,00:00:27.661,0,27,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['1c9ec8e1-f0ff-4b33-b1d3-ef395a0affe4'],,"[15.4, 58.2]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.661,1.6000000000000014,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.055112400398085626
eabe730e-69e2-4dda-8931-070ff1c2fce5,29,1,00:00:27.661,0,27,3,3.552541,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['2262e5fa-082d-4fe5-b8f8-8a73395d3383', 'ac97dfda-12a7-4c02-af07-7aa752837add', 'd678ccdc-bb86-44b8-be57-edfc107d9c62']",,"[15.4, 58.2]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,"[22.8, 53.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.661,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8317446736068311
2262e5fa-082d-4fe5-b8f8-8a73395d3383,30,1,00:00:28.444,0,28,3,0.691709,17,Pressure,208,Las Palmas,1,Regular Play,223,Málaga,,,['eabe730e-69e2-4dda-8931-070ff1c2fce5'],,"[101.6, 22.2]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.444,0.7829999999999977,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9911037482471741
ac97dfda-12a7-4c02-af07-7aa752837add,31,1,00:00:31.213,0,31,3,0.712419,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['9819c5b7-cebb-4a47-a689-422b585eca8c'],,"[22.8, 53.4]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,3610.0,Roque Mesa Quevedo,5.249762,0.30970293,1.0,Ground Pass,"[27.8, 55.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.213,2.769000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.05121884521120279
0483c7cc-f557-40bf-890d-63bb209e3ce7,32,1,00:00:31.872,0,31,3,1.779223,17,Pressure,208,Las Palmas,1,Regular Play,223,Málaga,,,"['9819c5b7-cebb-4a47-a689-422b585eca8c', 'a9bcbe6a-d321-4ada-9a6c-73c657ea0192']",,"[89.7, 25.1]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.872,0.6589999999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2528350377850026
9819c5b7-cebb-4a47-a689-422b585eca8c,33,1,00:00:31.926,0,31,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0483c7cc-f557-40bf-890d-63bb209e3ce7', 'ac97dfda-12a7-4c02-af07-7aa752837add']",,"[27.8, 55.0]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.926,0.053999999999998494,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16824187543528002
