id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,out,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,dribble_outcome_id,dribble_outcome_name,foul_won_defensive,pass_cut_back,clearance_left_foot,shot_statsbomb_xg,shot_end_location,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,ball_recovery_recovery_failure,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_advantage,foul_won_advantage,dribble_overrun,ball_recovery_offensive,clearance_right_foot,pass_inswinging,pass_outswinging,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,pass_deflected,dribble_nutmeg,foul_committed_type_id,foul_committed_type_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
35915b6a-cce8-442c-a854-6c5e2179eed3,860,1,00:23:25.319,23,25,48,1.222481,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['6ad49c61-1f8e-4b18-b683-b3e45168d746'],,"[69.8, 73.5]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,6718.0,Sergio Escudero Palomo,21.130074,-2.8437896,1.0,Ground Pass,"[49.6, 67.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.319,1.002999999999929,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.33635141666411905
6ad49c61-1f8e-4b18-b683-b3e45168d746,861,1,00:23:26.541,23,26,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['35915b6a-cce8-442c-a854-6c5e2179eed3'],,"[49.6, 67.3]",6718.0,Sergio Escudero Palomo,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.541,1.22199999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04364298017698198
67dd32d6-7731-468e-a091-0c4a772fc320,862,1,00:23:26.541,23,26,48,2.963594,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['6ad49c61-1f8e-4b18-b683-b3e45168d746', 'b400214d-0b50-4ac4-8900-c811fc737740']",,"[49.6, 67.3]",6718.0,Sergio Escudero Palomo,6.0,Left Back,,,,,,,,,,,,"[51.0, 60.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.541,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2955113815211411
b400214d-0b50-4ac4-8900-c811fc737740,863,1,00:23:29.505,23,29,48,1.523209,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['c2e91ea2-ee6f-40a9-82d2-02837448c784'],,"[51.0, 60.9]",6718.0,Sergio Escudero Palomo,6.0,Left Back,3253.0,Adil Rami,23.355513,-2.3985934,1.0,Ground Pass,"[33.8, 45.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.505,2.964000000000169,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.39760990284634123
c2e91ea2-ee6f-40a9-82d2-02837448c784,864,1,00:23:31.028,23,31,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['b400214d-0b50-4ac4-8900-c811fc737740'],,"[33.8, 45.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.028,1.5229999999999109,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45031630923924026
5ee46422-aaa9-4462-bcd7-aa7333696730,865,1,00:23:31.028,23,31,48,2.381678,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['9446fc9b-1c94-4169-8f67-57a2f2bd59b4', 'c2e91ea2-ee6f-40a9-82d2-02837448c784']",,"[33.8, 45.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[34.8, 40.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.028,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9296938305241391
9446fc9b-1c94-4169-8f67-57a2f2bd59b4,866,1,00:23:33.410,23,33,48,1.571354,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['480818d1-bc3f-4615-ae8e-9dcc5a1e142d'],,"[34.8, 40.8]",3253.0,Adil Rami,3.0,Right Center Back,3637.0,Grzegorz Krychowiak,26.924524,1.2807626,1.0,Ground Pass,"[42.5, 66.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.41,2.382000000000062,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2193698091694548
480818d1-bc3f-4615-ae8e-9dcc5a1e142d,867,1,00:23:34.981,23,34,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['9446fc9b-1c94-4169-8f67-57a2f2bd59b4'],,"[42.5, 66.6]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.981,1.5709999999999127,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3582907681110433
a3e8a3b4-813c-4c20-b781-c197a8dfe27d,868,1,00:23:34.981,23,34,48,3.73121,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['1b1450f3-fbb4-42ab-99bc-d9a338713654', '480818d1-bc3f-4615-ae8e-9dcc5a1e142d']",,"[42.5, 66.6]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,,,,,,,,,,,,"[54.7, 71.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.981,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.644321808952158
1b1450f3-fbb4-42ab-99bc-d9a338713654,869,1,00:23:38.712,23,38,48,0.83583,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['eaf79f32-2c7f-445e-ae9b-9d48c0b16cbf'],,"[54.7, 71.2]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,21210.0,Mariano Ferreira Filho,17.713272,-0.113150984,1.0,Ground Pass,"[72.3, 69.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.712,3.7309999999999945,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8471353549115203
eaf79f32-2c7f-445e-ae9b-9d48c0b16cbf,870,1,00:23:39.548,23,39,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['1b1450f3-fbb4-42ab-99bc-d9a338713654'],,"[72.3, 69.2]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.548,0.8360000000000127,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5480347988845751
da091a18-6b2f-4b62-a930-80d0cd2d3897,871,1,00:23:39.548,23,39,48,0.096059,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['398b68a7-1a01-47e3-8521-38e615dd0215', 'eaf79f32-2c7f-445e-ae9b-9d48c0b16cbf']",,"[72.3, 69.2]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,"[72.3, 69.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.548,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20453092756310398
398b68a7-1a01-47e3-8521-38e615dd0215,872,1,00:23:39.644,23,39,48,1.133746,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['96e45ece-15c2-433b-bed5-d0b975a48852'],,"[72.3, 69.2]",21210.0,Mariano Ferreira Filho,2.0,Right Back,3486.0,Fernando Llorente Torres,16.140013,-1.2098502,1.0,Ground Pass,"[78.0, 54.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.644,0.09600000000000364,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.11065057479151286
96e45ece-15c2-433b-bed5-d0b975a48852,873,1,00:23:40.778,23,40,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['398b68a7-1a01-47e3-8521-38e615dd0215'],,"[78.0, 54.1]",3486.0,Fernando Llorente Torres,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.778,1.1340000000000146,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03506265008167686
f5afa6a3-6db4-47e7-806f-506c84396d6e,874,1,00:23:40.778,23,40,48,2.027094,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['8f25ab2b-72c3-42fa-ae02-293f7c1df186', '96e45ece-15c2-433b-bed5-d0b975a48852', 'c531fe0e-6095-436b-a8d5-954ada54ba70']",,"[78.0, 54.1]",3486.0,Fernando Llorente Torres,23.0,Center Forward,,,,,,,,,,,,"[76.4, 54.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.778,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07152909874658564
8f25ab2b-72c3-42fa-ae02-293f7c1df186,875,1,00:23:42.351,23,42,48,0.613365,17,Pressure,213,Sevilla,2,From Corner,207,Valencia,,,"['c531fe0e-6095-436b-a8d5-954ada54ba70', 'dca6a619-a609-41cb-9636-6798ac12550f', 'f5afa6a3-6db4-47e7-806f-506c84396d6e']",,"[46.2, 26.0]",10037.0,Danilo Barbosa da Silva,14.0,Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.351,1.5730000000000928,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.21972514773638796
1c9cbdfc-2b05-4da1-9a71-b28d0210ecdf,876,1,00:23:42.805,23,42,48,0.0,39,Dribbled Past,213,Sevilla,2,From Corner,207,Valencia,,,"['c531fe0e-6095-436b-a8d5-954ada54ba70', 'dca6a619-a609-41cb-9636-6798ac12550f']",,"[43.7, 25.4]",10037.0,Danilo Barbosa da Silva,14.0,Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.805,0.4539999999999509,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6359208986786918
c531fe0e-6095-436b-a8d5-954ada54ba70,877,1,00:23:42.805,23,42,48,0.0,14,Dribble,213,Sevilla,2,From Corner,213,Sevilla,,,"['1c9cbdfc-2b05-4da1-9a71-b28d0210ecdf', '8f25ab2b-72c3-42fa-ae02-293f7c1df186']",,"[76.4, 54.7]",3486.0,Fernando Llorente Torres,23.0,Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.805,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5796726997484029
dca6a619-a609-41cb-9636-6798ac12550f,878,1,00:23:42.805,23,42,48,1.365079,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['1c9cbdfc-2b05-4da1-9a71-b28d0210ecdf', '8f25ab2b-72c3-42fa-ae02-293f7c1df186', 'c531fe0e-6095-436b-a8d5-954ada54ba70', 'f55d9581-3ee8-4668-ba49-6526c679468e']",,"[76.4, 54.7]",3486.0,Fernando Llorente Torres,23.0,Center Forward,,,,,,,,,,,,"[76.9, 50.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.805,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9157561581110067
f55d9581-3ee8-4668-ba49-6526c679468e,879,1,00:23:44.170,23,44,48,1.209198,30,Pass,213,Sevilla,2,From Corner,213,Sevilla,,,['13d70589-4139-421f-a7b1-063fe083fd6d'],,"[76.9, 50.4]",3486.0,Fernando Llorente Torres,23.0,Center Forward,6841.0,Víctor Machín Pérez,12.401613,-1.586924,1.0,Ground Pass,"[76.7, 38.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.17,1.365000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8286884278350928
13d70589-4139-421f-a7b1-063fe083fd6d,880,1,00:23:45.379,23,45,48,,42,Ball Receipt*,213,Sevilla,2,From Corner,213,Sevilla,,,['f55d9581-3ee8-4668-ba49-6526c679468e'],,"[76.7, 38.0]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.379,1.2089999999998327,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5300769730445464
99ec37eb-ad74-49d8-9e4e-7fcfdf24247f,881,1,00:23:45.379,23,45,48,1.037372,43,Carry,213,Sevilla,2,From Corner,213,Sevilla,,,"['13d70589-4139-421f-a7b1-063fe083fd6d', 'b6c457eb-0a3d-464a-ab2f-0b1609049ede', 'df3866f4-526f-4bd4-a689-f17c0e5b042d']",,"[76.7, 38.0]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,"[80.1, 34.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.379,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5821788282184759
df3866f4-526f-4bd4-a689-f17c0e5b042d,882,1,00:23:45.633,23,45,48,0.704212,17,Pressure,213,Sevilla,2,From Corner,207,Valencia,,,['99ec37eb-ad74-49d8-9e4e-7fcfdf24247f'],,"[40.7, 48.0]",6751.0,Javier Fuego Martínez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.633,0.2540000000001328,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.551359218479899
b6c457eb-0a3d-464a-ab2f-0b1609049ede,883,1,00:23:46.417,23,46,48,0.0,14,Dribble,213,Sevilla,2,From Corner,213,Sevilla,,,['4f296279-ee47-4750-8b3b-9e3ffd5081e6'],,"[80.1, 34.4]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.417,0.7839999999998781,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29569343677022275
4f296279-ee47-4750-8b3b-9e3ffd5081e6,884,1,00:23:46.417,23,46,49,0.0,4,Duel,207,Valencia,1,Regular Play,207,Valencia,,,['b6c457eb-0a3d-464a-ab2f-0b1609049ede'],,"[40.0, 45.7]",6751.0,Javier Fuego Martínez,13.0,Right Center Midfield,,,,,,,,,,,,,True,,,,,,,True,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.417,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6629107010949538
8b3489c9-cf57-40f0-95d4-929d6e699a16,885,1,00:23:48.228,23,48,49,0.976794,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['b7b35a70-9452-46c5-8486-d4cade824edb'],,"[26.0, 40.0]",4406.0,Aymen Abdennour,5.0,Left Center Back,6751.0,Javier Fuego Martínez,6.718631,0.07448879,1.0,Ground Pass,"[32.7, 40.5]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.228,1.8110000000001492,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4040057417300321
b7b35a70-9452-46c5-8486-d4cade824edb,886,1,00:23:49.205,23,49,49,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['8b3489c9-cf57-40f0-95d4-929d6e699a16'],,"[32.7, 40.5]",6751.0,Javier Fuego Martínez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.205,0.9769999999998618,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41845486751714356
746affab-b10c-47f8-8843-7964796832c5,887,1,00:23:49.205,23,49,49,1.072071,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['b7b35a70-9452-46c5-8486-d4cade824edb', 'ed6483f9-9838-40eb-90bc-62b529bcb2af']",,"[32.7, 40.5]",6751.0,Javier Fuego Martínez,13.0,Right Center Midfield,,,,,,,,,,,,"[35.2, 35.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.205,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.552785212998021
ed6483f9-9838-40eb-90bc-62b529bcb2af,888,1,00:23:50.277,23,50,49,0.835383,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['0651b6de-4f77-467c-869d-75c3f6287011'],,"[35.2, 35.9]",6751.0,Javier Fuego Martínez,13.0,Right Center Midfield,6595.0,Daniel Parejo Muñoz,6.902898,0.028977394,1.0,Ground Pass,"[42.1, 36.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.277,1.0720000000001164,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2935086747397242
0651b6de-4f77-467c-869d-75c3f6287011,889,1,00:23:51.112,23,51,49,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['ed6483f9-9838-40eb-90bc-62b529bcb2af'],,"[42.1, 36.1]",6595.0,Daniel Parejo Muñoz,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.112,0.8350000000000364,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1667217748751244
cc73be25-f86a-427b-a804-93abfa243a5a,890,1,00:23:51.112,23,51,49,1.305085,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['0651b6de-4f77-467c-869d-75c3f6287011', '71c672fd-5360-4b80-bc28-f269b9d8f70a', 'ac7dcfc2-6aed-455d-837a-239bf0f8e16a']",,"[42.1, 36.1]",6595.0,Daniel Parejo Muñoz,15.0,Left Center Midfield,,,,,,,,,,,,"[47.6, 38.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.112,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6529842360029241
71c672fd-5360-4b80-bc28-f269b9d8f70a,891,1,00:23:51.470,23,51,49,1.314776,17,Pressure,207,Valencia,1,Regular Play,213,Sevilla,,,"['ac7dcfc2-6aed-455d-837a-239bf0f8e16a', 'cc73be25-f86a-427b-a804-93abfa243a5a']",,"[74.8, 46.7]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.47,0.35799999999994725,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2635839330033686
ac7dcfc2-6aed-455d-837a-239bf0f8e16a,892,1,00:23:52.418,23,52,49,1.124113,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['1dc2b89a-d948-4bc4-bf60-5c8ecca319b2', '71c672fd-5360-4b80-bc28-f269b9d8f70a']",,"[47.6, 38.4]",6595.0,Daniel Parejo Muñoz,15.0,Left Center Midfield,5741.0,Enzo Nicolás Pérez,10.536128,1.8595258,1.0,Ground Pass,"[44.6, 48.5]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.418,0.9479999999998654,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9065866965546505
1dc2b89a-d948-4bc4-bf60-5c8ecca319b2,893,1,00:23:53.542,23,53,49,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['ac7dcfc2-6aed-455d-837a-239bf0f8e16a'],,"[44.6, 48.5]",5741.0,Enzo Nicolás Pérez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.542,1.1240000000000236,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16476517487882503
1f79a546-2c9f-4c37-9387-8f8cbcd7c3dd,894,1,00:23:53.542,23,53,49,0.0,38,Miscontrol,207,Valencia,1,Regular Play,207,Valencia,,,,,"[45.3, 48.9]",5741.0,Enzo Nicolás Pérez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.542,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.33451625267582497
2864a1e4-a8f1-40a9-b05c-54bcd47feb04,895,1,00:23:54.329,23,54,49,0.771036,17,Pressure,207,Valencia,1,Regular Play,213,Sevilla,,,,,"[73.7, 27.9]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.329,0.7870000000000346,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.19694695524926997
