id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,out,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,dribble_outcome_id,dribble_outcome_name,foul_won_defensive,pass_cut_back,clearance_left_foot,shot_statsbomb_xg,shot_end_location,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,ball_recovery_recovery_failure,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_advantage,foul_won_advantage,dribble_overrun,ball_recovery_offensive,clearance_right_foot,pass_inswinging,pass_outswinging,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,pass_deflected,dribble_nutmeg,foul_committed_type_id,foul_committed_type_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
46572c38-8dc1-4969-adf0-b612d3b6b8bf,11,1,00:00:09.411,0,9,2,1.319991,17,Pressure,207,Valencia,9,From Kick Off,213,Sevilla,,,"['771b407d-21c7-4b70-8240-32a917f03a64', 'ebcca8d0-b7db-4974-818a-7b72c306825e']",,"[41.2, 68.0]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,2.7699999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5757304645219117
771b407d-21c7-4b70-8240-32a917f03a64,12,1,00:00:09.546,0,9,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,"['46572c38-8dc1-4969-adf0-b612d3b6b8bf', '6fdc702c-3d8d-4baa-8d36-56aa29ff5b78']",,"[77.3, 13.7]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.546,0.1349999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029370270925443753
ebcca8d0-b7db-4974-818a-7b72c306825e,13,1,00:00:09.546,0,9,2,1.213084,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['46572c38-8dc1-4969-adf0-b612d3b6b8bf', '771b407d-21c7-4b70-8240-32a917f03a64', 'a2f0672f-843c-4bb3-a81b-516ca4cde6d0']",,"[77.3, 13.7]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,"[73.0, 12.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.546,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7905300609027651
a2f0672f-843c-4bb3-a81b-516ca4cde6d0,14,1,00:00:10.759,0,10,2,0.764503,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['67c95b53-848b-4a0b-9232-20948bed7c0a'],,"[73.0, 12.8]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,10037.0,Danilo Barbosa da Silva,9.441399,2.6447818,1.0,Ground Pass,"[64.7, 17.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.759,1.213000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7015201558013259
67c95b53-848b-4a0b-9232-20948bed7c0a,15,1,00:00:11.524,0,11,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['a2f0672f-843c-4bb3-a81b-516ca4cde6d0'],,"[64.7, 17.3]",10037.0,Danilo Barbosa da Silva,14.0,Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.524,0.7649999999999988,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6029593076832152
e0b7260a-5b69-455c-bf00-effa3ed08bb5,16,1,00:00:11.524,0,11,2,1.067052,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['39644e11-3a0f-4f6f-a0d2-a889a397d555', '67c95b53-848b-4a0b-9232-20948bed7c0a', 'bf43ee2d-84fe-472d-8f5e-7c2009732b94']",,"[64.7, 17.3]",10037.0,Danilo Barbosa da Silva,14.0,Center Midfield,,,,,,,,,,,,"[64.0, 17.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.524,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9591511702209583
39644e11-3a0f-4f6f-a0d2-a889a397d555,17,1,00:00:12.206,0,12,2,0.359995,17,Pressure,207,Valencia,9,From Kick Off,213,Sevilla,,,['e0b7260a-5b69-455c-bf00-effa3ed08bb5'],,"[53.5, 59.5]",3637.0,Grzegorz Krychowiak,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.206,0.6820000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5448455824754739
b171c2ca-5f98-4e10-b76e-784d5e3ab4cc,18,1,00:00:12.241,0,12,2,0.399995,17,Pressure,207,Valencia,9,From Kick Off,213,Sevilla,,,['bf43ee2d-84fe-472d-8f5e-7c2009732b94'],,"[52.2, 62.5]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.241,0.03500000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6618212873349569
bf43ee2d-84fe-472d-8f5e-7c2009732b94,19,1,00:00:12.591,0,12,2,0.682546,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['b171c2ca-5f98-4e10-b76e-784d5e3ab4cc', 'c5324de1-72ad-4130-bdf6-0f223947426c', 'd494f02c-5341-4253-8c13-36bc50672726']",,"[64.0, 17.1]",10037.0,Danilo Barbosa da Silva,14.0,Center Midfield,6594.0,Santiago Mina Lorenzo,10.413933,-0.84654635,1.0,Ground Pass,"[70.9, 9.3]",40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.591,0.34999999999999964,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.13245322013788774
c5324de1-72ad-4130-bdf6-0f223947426c,20,1,00:00:13.273,0,13,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['bf43ee2d-84fe-472d-8f5e-7c2009732b94'],,"[73.0, 6.1]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.273,0.6820000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7278393851443795
d494f02c-5341-4253-8c13-36bc50672726,21,1,00:00:13.273,0,13,2,0.0,10,Interception,207,Valencia,9,From Kick Off,213,Sevilla,,,['bf43ee2d-84fe-472d-8f5e-7c2009732b94'],,"[49.2, 70.8]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.273,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.06322684000917678
c88caaff-b82d-4158-aec8-19f3859bf1b0,22,1,00:00:13.273,0,13,2,0.968384,43,Carry,207,Valencia,9,From Kick Off,213,Sevilla,,,"['c514cdaa-ac2b-4d68-9156-00601976275e', 'd494f02c-5341-4253-8c13-36bc50672726']",,"[49.2, 70.8]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,"[54.2, 68.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.273,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9357969129742163
c514cdaa-ac2b-4d68-9156-00601976275e,23,1,00:00:14.242,0,14,2,1.09473,30,Pass,207,Valencia,9,From Kick Off,213,Sevilla,,,"['7d2a5ccc-252f-460a-ae21-819ca39f473f', 'c362e940-5c84-4db6-85b4-40d363c71fcf']",,"[54.2, 68.2]",21210.0,Mariano Ferreira Filho,2.0,Right Back,5504.0,Éver Maximiliano David Banega,12.624579,-1.0113574,2.0,Low Pass,"[60.9, 57.5]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.242,0.9690000000000012,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7897148837561767
c362e940-5c84-4db6-85b4-40d363c71fcf,24,1,00:00:15.337,0,15,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,213,Sevilla,,,['c514cdaa-ac2b-4d68-9156-00601976275e'],,"[58.6, 55.0]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.337,1.0949999999999989,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27188539267215606
7d2a5ccc-252f-460a-ae21-819ca39f473f,25,1,00:00:15.337,0,15,2,2.43434,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['c514cdaa-ac2b-4d68-9156-00601976275e', 'fd9c11ca-c75d-4d06-adc5-bab51eabd8bc']",,"[59.2, 22.6]",4406.0,Aymen Abdennour,5.0,Left Center Back,6594.0,Santiago Mina Lorenzo,30.176315,-0.59443635,1.0,Ground Pass,"[84.2, 5.7]",38.0,Left Foot,64.0,Interception,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.337,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.30514474768579947
fd9c11ca-c75d-4d06-adc5-bab51eabd8bc,26,1,00:00:17.771,0,17,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['7d2a5ccc-252f-460a-ae21-819ca39f473f'],,"[84.2, 5.7]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.771,2.434000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04049575351786405
03d2e5f9-dc57-4210-bd7c-082fd8031944,27,1,00:00:17.771,0,17,2,2.600146,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['6eb3acbb-b842-428c-9810-e2c8277bdd17', 'f6aa3976-5c7f-4a2c-af38-f6868c0214ee', 'fd9c11ca-c75d-4d06-adc5-bab51eabd8bc']",,"[84.2, 5.7]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,"[100.0, 17.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.771,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.028752434772813418
6eb3acbb-b842-428c-9810-e2c8277bdd17,28,1,00:00:20.131,0,20,2,0.199997,17,Pressure,207,Valencia,9,From Kick Off,213,Sevilla,,,['03d2e5f9-dc57-4210-bd7c-082fd8031944'],,"[22.4, 60.7]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.131,2.3599999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.25518608384352504
