id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,ball_recovery_recovery_failure,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_aerial_won,pass_switch,foul_committed_advantage,foul_won_advantage,clearance_aerial_won,clearance_head,interception_outcome_id,interception_outcome_name,clearance_left_foot,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_cut_back,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_one_on_one,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,pass_technique_id,pass_technique_name,pass_outswinging,shot_first_time,foul_won_defensive,block_offensive,pass_deflected,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_open_goal,shot_redirect,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
b57368ae-537a-462a-bdf3-a77dafe1e18d,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4359344988246361
bea15975-a32d-432e-bd26-b92937101eb3,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,216,Getafe,442.0,"[{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27402, 'name': 'Álvaro Daniel Pereira Barragán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 26647, 'name': 'Henok Goitom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 32}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2759663596245352
32e42860-202f-417c-a95b-5f89e9504e07,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,222,Villarreal,,,['c9556855-8ab0-472b-a8c6-cf2bee33578e'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5272110865574982
c9556855-8ab0-472b-a8c6-cf2bee33578e,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,216,Getafe,,,['32e42860-202f-417c-a95b-5f89e9504e07'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5225386990077765
4eadc4b3-ff12-47a8-bc56-74851697ef33,5,1,00:00:01.116,0,1,2,0.970356,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,['4b35d914-fb56-4d9b-8e62-d4d9c3fb97c3'],"[60.0, 40.0]",26647.0,Henok Goitom,22.0,Right Center Forward,6745.0,Mehdi Lacen,6.109828,-2.7732437,1.0,Ground Pass,"[54.3, 37.8]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116,1.116,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7972424871932067
4b35d914-fb56-4d9b-8e62-d4d9c3fb97c3,6,1,00:00:02.086,0,2,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['4eadc4b3-ff12-47a8-bc56-74851697ef33'],"[54.3, 37.8]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.086,0.9699999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8822981527199463
b5f728e5-5b90-4499-a198-b4e715239aef,7,1,00:00:02.086,0,2,2,0.007936001,43,Carry,216,Getafe,9,From Kick Off,216,Getafe,,,"['4b35d914-fb56-4d9b-8e62-d4d9c3fb97c3', 'b90e4a10-7527-4007-b5a7-760001d8b287']","[54.3, 37.8]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,"[54.3, 38.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.086,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2673781725716089
b90e4a10-7527-4007-b5a7-760001d8b287,8,1,00:00:02.094,0,2,2,1.087492,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,['c1e8d234-a1dc-46fd-ac63-7f2e4a916cb0'],"[54.3, 38.2]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,6736.0,Álvaro Medrán Just,12.980755,2.2250829,1.0,Ground Pass,"[46.4, 48.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.094,0.008000000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.874131868182206
c1e8d234-a1dc-46fd-ac63-7f2e4a916cb0,9,1,00:00:03.182,0,3,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['b90e4a10-7527-4007-b5a7-760001d8b287'],"[46.4, 48.5]",6736.0,Álvaro Medrán Just,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.182,1.088,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6895817876962831
e0195818-fda4-4b8e-a5ac-40920e7f7271,10,1,00:00:03.182,0,3,2,2.551239,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,['48e8c6c8-9c12-4765-aea7-15eabd7360ee'],"[46.4, 48.5]",6736.0,Álvaro Medrán Just,9.0,Right Defensive Midfield,27402.0,Álvaro Daniel Pereira Barragán,34.0,-2.0607536,1.0,Ground Pass,"[30.4, 18.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.182,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7817358136572541
