id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,clearance_aerial_won,clearance_head,off_camera,duel_outcome_id,duel_outcome_name,clearance_right_foot,pass_cross,out,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_punched_out,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_outswinging,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,pass_deflected,block_deflection,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_aerial_won,goalkeeper_end_location,foul_committed_offensive,foul_committed_penalty,foul_won_penalty,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,pass_straight,pass_goal_assist,shot_one_on_one,dribble_overrun,foul_committed_advantage,foul_won_advantage,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a9aac7b2-6457-4b72-bb59-5249b3db4af6,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,322,Eibar,4231.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8209475442663281
b41624a8-7145-4eb5-b74b-c2b999bb9649,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6617, 'name': 'Ibai Gómez Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3224840672336272
040e31ab-7499-4b6d-92b8-dd54f81fb9ba,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,215,Athletic Club,,,['06d4fb3a-3061-4ac8-85a9-2df30c56bbb1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9541504789425331
06d4fb3a-3061-4ac8-85a9-2df30c56bbb1,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,322,Eibar,,,['040e31ab-7499-4b6d-92b8-dd54f81fb9ba'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.04408483784494999
6881454a-7bb2-461e-bdb4-b678077dd40c,5,1,00:00:00.202,0,0,2,0.41249,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['331f4afc-16bb-4b8e-8a6c-f65aa6754854'],"[60.0, 40.0]",6606.0,Javier Eraso Goñi,19.0,Center Attacking Midfield,6396.0,Beñat Etxebarria Urkiaga,1.6124516,1.4464413,1.0,Ground Pass,"[60.2, 41.6]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.202,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.24358451450206386
331f4afc-16bb-4b8e-8a6c-f65aa6754854,6,1,00:00:00.615,0,0,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['6881454a-7bb2-461e-bdb4-b678077dd40c'],"[60.2, 41.6]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,0.413,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8037076145649926
461c989e-92e6-43f3-9d29-44f8d9021264,7,1,00:00:00.615,0,0,2,2.010514,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['331f4afc-16bb-4b8e-8a6c-f65aa6754854', '4adb8bac-a845-451f-aaf1-6fe0fdaa0736']","[60.2, 41.6]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,"[62.1, 41.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.270507910773658
4adb8bac-a845-451f-aaf1-6fe0fdaa0736,8,1,00:00:02.625,0,2,2,1.426644,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['ce8b84d1-7c48-4165-b427-e2f5c68e86b2'],"[62.1, 41.9]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,6386.0,Eneko Bóveda Altube,24.829418,1.7776703,1.0,Ground Pass,"[57.0, 66.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.625,2.01,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5322654117165964
ce8b84d1-7c48-4165-b427-e2f5c68e86b2,9,1,00:00:04.052,0,4,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4adb8bac-a845-451f-aaf1-6fe0fdaa0736'],"[57.0, 66.2]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.052,1.4269999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13924815585092987
c1b7a0e7-11e3-42a4-848e-99085e247d2c,10,1,00:00:04.052,0,4,2,0.864376,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['56e9090b-b8f8-4203-a204-5bb59740c6fc', 'ce8b84d1-7c48-4165-b427-e2f5c68e86b2']","[57.0, 66.2]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,"[57.2, 66.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.052,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8928829058849764
56e9090b-b8f8-4203-a204-5bb59740c6fc,11,1,00:00:04.916,0,4,2,1.477766,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e35b7af0-1831-43b8-8e1f-f9a59569f6f1'],"[57.2, 66.2]",6386.0,Eneko Bóveda Altube,2.0,Right Back,6649.0,Óscar de Marcos Arana,17.489712,0.4431901,1.0,Ground Pass,"[73.0, 73.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.916,0.8640000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7158154981288178
e35b7af0-1831-43b8-8e1f-f9a59569f6f1,12,1,00:00:06.394,0,6,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['56e9090b-b8f8-4203-a204-5bb59740c6fc'],"[73.0, 73.7]",6649.0,Óscar de Marcos Arana,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.394,1.4779999999999998,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8663949108488757
2dbe2729-4f31-42a3-8a6e-04aad8249781,13,1,00:00:06.394,0,6,2,0.040383,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['066ef233-d36b-4101-b7ea-3b8996af5853', 'e35b7af0-1831-43b8-8e1f-f9a59569f6f1']","[73.0, 73.7]",6649.0,Óscar de Marcos Arana,17.0,Right Wing,,,,,,,,,,,,"[73.2, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.394,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14856705571945017
066ef233-d36b-4101-b7ea-3b8996af5853,14,1,00:00:06.435,0,6,2,1.413809,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['bdf48a67-2e59-4eb0-a149-90d5877da770'],"[73.2, 73.7]",6649.0,Óscar de Marcos Arana,17.0,Right Wing,6386.0,Eneko Bóveda Altube,16.201235,3.1292477,1.0,Ground Pass,"[57.0, 73.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.435,0.04099999999999948,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.012538518051362746
bdf48a67-2e59-4eb0-a149-90d5877da770,15,1,00:00:07.848,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['066ef233-d36b-4101-b7ea-3b8996af5853'],"[57.0, 73.9]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.848,1.4130000000000003,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32060144834766313
64247126-2f81-4110-aad9-95bbda296f58,16,1,00:00:07.848,0,7,2,0.734472,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['a25af7bf-d398-495b-b540-8170c93294a2', 'bdf48a67-2e59-4eb0-a149-90d5877da770']","[57.0, 73.9]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,"[55.2, 73.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.848,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7878136081406443
a25af7bf-d398-495b-b540-8170c93294a2,17,1,00:00:08.583,0,8,2,2.218087,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['9f817d8b-bbca-41df-a027-3af827328dca'],"[55.2, 73.1]",6386.0,Eneko Bóveda Altube,2.0,Right Back,6788.0,Xabier Etxeita Gorritxategi,20.30591,-2.6933622,1.0,Ground Pass,"[36.9, 64.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.583,0.7350000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6742118908022048
9f817d8b-bbca-41df-a027-3af827328dca,18,1,00:00:10.801,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['a25af7bf-d398-495b-b540-8170c93294a2'],"[36.9, 64.3]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.801,2.218,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.626515330776944
9d92c039-f121-4830-a10c-87b0c9318ab7,19,1,00:00:10.801,0,10,2,0.632561,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0f75e4ce-fc73-4cda-b9e3-ed8dec2c1af1', '9f817d8b-bbca-41df-a027-3af827328dca']","[36.9, 64.3]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,"[37.3, 60.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.801,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4001270040235013
0f75e4ce-fc73-4cda-b9e3-ed8dec2c1af1,20,1,00:00:11.434,0,11,2,1.77435,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['0c4092c9-488c-440a-8cf6-cc16bb11096a'],"[37.3, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,4353.0,Aymeric Laporte,35.5,-1.5707964,1.0,Ground Pass,"[37.3, 24.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.434,0.6329999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0036201245202437393
0c4092c9-488c-440a-8cf6-cc16bb11096a,21,1,00:00:13.208,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['0f75e4ce-fc73-4cda-b9e3-ed8dec2c1af1'],"[37.3, 24.5]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.208,1.774000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9733232921398273
78459c0a-3b58-40fd-9258-b6cb15c13773,22,1,00:00:13.208,0,13,2,0.774319,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0c4092c9-488c-440a-8cf6-cc16bb11096a', '65fbff9a-74fd-4fc2-8224-d1645185692c']","[37.3, 24.5]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,"[38.1, 24.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.208,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4502181962717956
65fbff9a-74fd-4fc2-8224-d1645185692c,23,1,00:00:13.982,0,13,2,1.567367,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e82800d3-30af-4e5f-92aa-532693f38934'],"[38.1, 24.3]",4353.0,Aymeric Laporte,5.0,Left Center Back,12191.0,Gorka Elustondo Urkola,26.7507,1.1305559,1.0,Ground Pass,"[49.5, 48.5]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.982,0.7739999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5842696267785689
e82800d3-30af-4e5f-92aa-532693f38934,24,1,00:00:15.550,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['65fbff9a-74fd-4fc2-8224-d1645185692c'],"[49.5, 48.5]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55,1.5680000000000014,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8925953034031457
c69e563b-1857-4ac2-b188-45fe64ecf8df,25,1,00:00:15.550,0,15,2,1.578999,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['482edc04-181b-4644-9b26-9c2a750b58ea', 'e82800d3-30af-4e5f-92aa-532693f38934']","[49.5, 48.5]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,,,,,,,,,,,,"[54.0, 43.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6327602708453569
482edc04-181b-4644-9b26-9c2a750b58ea,26,1,00:00:17.129,0,17,2,2.563948,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4d48a9f2-48df-4e5e-8b7e-2be403ca483e'],"[54.0, 43.8]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,6394.0,Aritz Aduriz Zubeldia,51.022053,-0.5031008,3.0,High Pass,"[98.7, 19.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.129,1.5790000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5269966362262921
4d48a9f2-48df-4e5e-8b7e-2be403ca483e,27,1,00:00:19.693,0,19,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['482edc04-181b-4644-9b26-9c2a750b58ea'],"[98.7, 19.2]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.693,2.564,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4239382606847316
ae1e4497-4c61-4b76-b3b8-5f385ce6bfc5,28,1,00:00:19.712,0,19,2,1.828058,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['1943f006-eda8-4178-8646-44f658c388e2', '86200296-7081-4f47-80a5-1d317e5d6be3']","[98.7, 19.2]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,5.948109,0.28984648,3.0,High Pass,"[104.4, 20.9]",,,,,,True,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.712,0.01899999999999835,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.17641190222654635
86200296-7081-4f47-80a5-1d317e5d6be3,29,1,00:00:19.712,0,19,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,322,Eibar,,,['ae1e4497-4c61-4b76-b3b8-5f385ce6bfc5'],"[21.4, 60.9]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.712,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8706119905179976
1943f006-eda8-4178-8646-44f658c388e2,30,1,00:00:21.540,0,21,2,0.0,9,Clearance,215,Athletic Club,9,From Kick Off,322,Eibar,,,['ae1e4497-4c61-4b76-b3b8-5f385ce6bfc5'],"[15.7, 59.2]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,True,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.54,1.8279999999999994,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4732434344597003
fbb317e1-6b4c-4167-8dc4-ee0d60c68d5e,31,1,00:00:24.286,0,24,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['42ce0036-7c30-468a-aef1-ea21302c7be4'],"[69.2, 32.2]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.286,2.746000000000002,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2805738462274704
42ce0036-7c30-468a-aef1-ea21302c7be4,32,1,00:00:24.286,0,24,2,2.481355,30,Pass,215,Athletic Club,9,From Kick Off,322,Eibar,,,"['98486122-7f8c-4d03-ae50-4492c845b2be', 'c192f705-49c7-4501-ad3f-d0fa23c678d6', 'fbb317e1-6b4c-4167-8dc4-ee0d60c68d5e']","[50.9, 47.9]",6700.0,Sergio Enrich Ametller,23.0,Center Forward,6742.0,Sergio Gontán Gallardo,22.380795,0.7284976,2.0,Low Pass,"[67.6, 62.8]",66.0,Recovery,,,,True,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.286,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4382412415016407
fab268e3-d330-420c-868c-55dfdc36b22a,33,1,00:00:25.616,0,25,2,0.716447,17,Pressure,215,Athletic Club,9,From Kick Off,322,Eibar,,,,"[57.2, 61.8]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.616,1.3299999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6991604960610165
