id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,out,clearance_aerial_won,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_recovery_recovery_failure,pass_through_ball,pass_aerial_won,block_offensive,pass_cut_back,dribble_nutmeg,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_other,clearance_right_foot,foul_won_defensive,pass_goal_assist,shot_aerial_won,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,clearance_left_foot,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,pass_outswinging,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_straight,50_50_outcome_id,50_50_outcome_name,foul_committed_advantage,foul_won_advantage,pass_no_touch,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
ffea7788-fdfc-48ef-bc3a-a84a73d49c6f,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,210,Real Sociedad,4231.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6610917739491884
2d2169fe-642e-4915-82e0-54d6a3feb9dd,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,218,Real Betis,4231.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 52}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9605479425068857
83884cb3-d292-4578-986b-204308a3fbcd,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,218,Real Betis,,,['20100597-4673-4400-b86e-f11a70665f13'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.13223805501957264
20100597-4673-4400-b86e-f11a70665f13,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['83884cb3-d292-4578-986b-204308a3fbcd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.427855844714477
1d7c0d64-1b57-47a4-aed6-572359e816b2,5,1,00:00:01.098,0,1,2,0.458522,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['09243d0e-151c-46e2-a5ed-17d27efb7ef2'],True,"[60.0, 40.0]",6655.0,Fabián Ruiz Peña,19.0,Center Attacking Midfield,6654.0,Antonio Adán Garrido,2.4020824,1.5291537,1.0,Ground Pass,"[60.1, 42.4]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098,1.098,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.26786202493898426
09243d0e-151c-46e2-a5ed-17d27efb7ef2,6,1,00:00:01.556,0,1,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['1d7c0d64-1b57-47a4-aed6-572359e816b2'],,"[60.1, 42.4]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.556,0.45799999999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5930248217124502
a0d2a5d1-225c-4e78-aec7-6c3f45e96bf3,7,1,00:00:01.824,0,1,2,1.22801,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['34e6ed93-5b9a-4567-8f56-bcae71df462d'],,"[60.1, 42.8]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,5671.0,Alfred John Momar N''Diaye,21.107346,-2.921896,1.0,Ground Pass,"[39.5, 38.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.824,0.268,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9695806809930053
34e6ed93-5b9a-4567-8f56-bcae71df462d,8,1,00:00:03.052,0,3,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['a0d2a5d1-225c-4e78-aec7-6c3f45e96bf3'],,"[39.5, 38.2]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.052,1.228,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7290882805981184
0ed2b3e5-f8ad-4ce1-9d82-426fc1012d92,9,1,00:00:03.052,0,3,2,1.996794,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['196d8a1a-8daa-40ed-b3cd-63dcd6fc3334', '34e6ed93-5b9a-4567-8f56-bcae71df462d', 'e6c53df1-5fce-460a-a16e-ac1907f4b1c4']",,"[39.5, 38.2]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[37.9, 38.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.052,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20413726189612724
196d8a1a-8daa-40ed-b3cd-63dcd6fc3334,10,1,00:00:04.255,0,4,2,1.120061,17,Pressure,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,"['0ed2b3e5-f8ad-4ce1-9d82-426fc1012d92', 'e6c53df1-5fce-460a-a16e-ac1907f4b1c4']",,"[75.3, 49.1]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.255,1.2029999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.009145799683483724
e6c53df1-5fce-460a-a16e-ac1907f4b1c4,11,1,00:00:05.049,0,5,2,2.793036,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['196d8a1a-8daa-40ed-b3cd-63dcd6fc3334', '1982805a-ca16-485c-ae2f-cf1d2305d20b', '95d15604-642c-49e6-91ad-06aefabaf005']",,"[37.9, 38.9]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,26723.0,Álvaro Cejudo Carmona,55.678543,0.45963156,3.0,High Pass,"[87.8, 63.6]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.049,0.7940000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.46566818938057875
1982805a-ca16-485c-ae2f-cf1d2305d20b,12,1,00:00:07.842,0,7,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e6c53df1-5fce-460a-a16e-ac1907f4b1c4'],,"[84.7, 65.2]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.842,2.7929999999999993,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12046308433018205
95d15604-642c-49e6-91ad-06aefabaf005,13,1,00:00:07.842,0,7,2,2.172618,30,Pass,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,"['75081215-fa3d-4f12-ac2e-5ce20d946cad', 'e6c53df1-5fce-460a-a16e-ac1907f4b1c4']",,"[32.3, 16.5]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,24.5204,-0.24300043,3.0,High Pass,"[56.1, 10.6]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.842,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9270094319652832
75081215-fa3d-4f12-ac2e-5ce20d946cad,14,1,00:00:10.015,0,10,2,1.650314,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['95d15604-642c-49e6-91ad-06aefabaf005', '9f4d68f0-8956-4d4c-956a-55937433cc4e', 'eef895be-9e85-4412-9cee-ef492496bc6f']",,"[64.0, 69.5]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,26723.0,Álvaro Cejudo Carmona,9.394147,0.43984258,3.0,High Pass,"[72.5, 73.5]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.015,2.173000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6987425176369417
eef895be-9e85-4412-9cee-ef492496bc6f,15,1,00:00:11.665,0,11,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['75081215-fa3d-4f12-ac2e-5ce20d946cad'],,"[72.5, 73.5]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.665,1.6499999999999986,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4013137556815739
9f4d68f0-8956-4d4c-956a-55937433cc4e,16,1,00:00:11.665,0,11,2,0.0,10,Interception,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['75081215-fa3d-4f12-ac2e-5ce20d946cad'],,"[47.6, 6.6]",10754.0,Héctor Hernández Ortega,6.0,Left Back,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.665,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.19531188678697986
4e7423d1-4fba-4791-b717-d8f4bc927a3a,17,1,00:00:21.809,0,21,3,0.994289,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['35dffd65-15ff-4c9b-bb09-916c05592686', '735cd438-bf73-4c3f-9f55-1588f489dbf9']",,"[68.9, 80.0]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,6832.0,Rubén Castro Martín,15.932671,-0.3793409,3.0,High Pass,"[83.7, 74.1]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.809,10.144000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14215133651669698
735cd438-bf73-4c3f-9f55-1588f489dbf9,18,1,00:00:22.804,0,22,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['4e7423d1-4fba-4791-b717-d8f4bc927a3a'],,"[88.2, 73.1]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.804,0.9949999999999974,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7250759402407515
35dffd65-15ff-4c9b-bb09-916c05592686,19,1,00:00:22.804,0,22,3,1.16457,30,Pass,218,Real Betis,4,From Throw In,210,Real Sociedad,,,"['4e7423d1-4fba-4791-b717-d8f4bc927a3a', '833c212b-a423-4ec0-b47f-7e2802dc3684', 'f6231c00-5a31-486d-a824-7db318fa429d']",,"[36.4, 6.0]",10754.0,Héctor Hernández Ortega,6.0,Left Back,6685.0,Mikel Oyarzabal Ugarte,9.588534,0.13599741,3.0,High Pass,"[45.9, 7.3]",37.0,Head,64.0,Interception,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.804,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1384492247552217
9e6a1e64-01b3-4c7d-a5af-f2a6cc9d37cb,20,1,00:00:23.965,0,23,3,0.723475,17,Pressure,218,Real Betis,4,From Throw In,210,Real Sociedad,,,"['833c212b-a423-4ec0-b47f-7e2802dc3684', '9d1ee36b-894c-4967-a29c-19318e1c640d', 'bf01a7a9-2d94-4e55-87ed-a8edc3f6a0bf']",,"[44.0, 6.3]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.965,1.1610000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.00016670292918607998
f6231c00-5a31-486d-a824-7db318fa429d,21,1,00:00:23.968,0,23,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,210,Real Sociedad,,,['35dffd65-15ff-4c9b-bb09-916c05592686'],,"[44.0, 6.3]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.968,0.0030000000000001137,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9190497605952715
833c212b-a423-4ec0-b47f-7e2802dc3684,22,1,00:00:23.968,0,23,3,0.0,2,Ball Recovery,218,Real Betis,4,From Throw In,218,Real Betis,,,"['35dffd65-15ff-4c9b-bb09-916c05592686', '9e6a1e64-01b3-4c7d-a5af-f2a6cc9d37cb']",,"[74.2, 72.8]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.968,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7288972804269862
bf01a7a9-2d94-4e55-87ed-a8edc3f6a0bf,23,1,00:00:23.968,0,23,3,0.560023,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['833c212b-a423-4ec0-b47f-7e2802dc3684', '9d1ee36b-894c-4967-a29c-19318e1c640d', '9e6a1e64-01b3-4c7d-a5af-f2a6cc9d37cb']",,"[74.2, 72.8]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,True,"[73.9, 72.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.968,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5036676564069807
9d1ee36b-894c-4967-a29c-19318e1c640d,24,1,00:00:24.528,0,24,3,1.24116,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['9e6a1e64-01b3-4c7d-a5af-f2a6cc9d37cb', 'ae830504-a396-4015-9d7a-dd1c5f95c3f2']",,"[73.9, 72.2]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,6873.0,Francisco Portillo Soler,17.340416,-1.0452125,3.0,High Pass,"[82.6, 57.2]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.528,0.5599999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9172150345920003
ae830504-a396-4015-9d7a-dd1c5f95c3f2,25,1,00:00:25.769,0,25,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['9d1ee36b-894c-4967-a29c-19318e1c640d'],,"[82.6, 57.2]",6873.0,Francisco Portillo Soler,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.769,1.2409999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05022921266225233
5d91d48f-1f24-428d-a3c5-24c4aa55c4b6,26,1,00:00:25.769,0,25,3,2.014501,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['24a6053b-5813-45d9-a5c4-b158dd30ea64', 'ae830504-a396-4015-9d7a-dd1c5f95c3f2', 'ee5169fb-3316-48bb-92cb-32edf2ab8b1c']",,"[82.6, 57.2]",6873.0,Francisco Portillo Soler,21.0,Left Wing,,,,,,,,,,,,True,"[87.0, 59.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.769,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.40267904837558
ee5169fb-3316-48bb-92cb-32edf2ab8b1c,27,1,00:00:25.772,0,25,3,1.196203,17,Pressure,218,Real Betis,4,From Throw In,210,Real Sociedad,,,['5d91d48f-1f24-428d-a3c5-24c4aa55c4b6'],,"[33.3, 25.9]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.772,0.0030000000000001137,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4191857640232278
24a6053b-5813-45d9-a5c4-b158dd30ea64,28,1,00:00:27.784,0,27,3,0.719866,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,['2a09b3a3-f5ea-480a-aff3-e167fd4b3048'],,"[87.0, 59.7]",6873.0,Francisco Portillo Soler,21.0,Left Wing,6832.0,Rubén Castro Martín,16.1,1.5707964,1.0,Ground Pass,"[87.0, 75.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.784,2.0120000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3710772445344822
3f65edeb-2225-4f10-bd99-10a5d43a5e9b,29,1,00:00:28.428,0,28,3,1.057489,17,Pressure,218,Real Betis,4,From Throw In,210,Real Sociedad,,,"['2a09b3a3-f5ea-480a-aff3-e167fd4b3048', '9751f860-7f64-4555-a6ce-a96dfb56e81a', 'a4fe8dc4-63d6-4e70-8f43-bfcef5a040b0']",,"[37.4, 9.0]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.428,0.6440000000000019,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.48704626433264975
2a09b3a3-f5ea-480a-aff3-e167fd4b3048,30,1,00:00:28.504,0,28,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,"['24a6053b-5813-45d9-a5c4-b158dd30ea64', '3f65edeb-2225-4f10-bd99-10a5d43a5e9b']",,"[87.0, 75.8]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.504,0.07600000000000051,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47985593616492583
