id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,pass_switch,out,dribble_outcome_id,dribble_outcome_name,dribble_overrun,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_deflected,goalkeeper_outcome_id,goalkeeper_outcome_name,duel_outcome_id,duel_outcome_name,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,pass_inswinging,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_outswinging,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_left_foot,ball_recovery_recovery_failure,pass_cut_back,dribble_nutmeg,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,injury_stoppage_in_chain,bad_behaviour_card_id,bad_behaviour_card_name,pass_straight,50_50_outcome_id,50_50_outcome_name,shot_saved_to_post,goalkeeper_shot_saved_to_post,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7ce17d67-41ca-495d-859e-8cbfb7f645a0,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,1049,Granada,4231.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1282072832592761
d70167eb-d408-4bdf-80d0-75b36a714850,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9585950453948818
ea978e00-6de3-4e1a-8f35-24c0c6b90978,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,222,Villarreal,,,['b8bfa9aa-59dc-47d9-97ed-28f8823259a4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6145908712924499
b8bfa9aa-59dc-47d9-97ed-28f8823259a4,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,1049,Granada,,,['ea978e00-6de3-4e1a-8f35-24c0c6b90978'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6983035947050457
193e7d05-374d-49c7-a8f3-7266994993e1,5,1,00:00:00.409,0,0,2,0.531953,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['ce6e8ccf-eaad-4ab7-a6cf-a0171efdf356'],True,"[60.0, 40.0]",27109.0,Youssef El-Arabi,23.0,Center Forward,24783.0,Javier Márquez Moreno,0.70710677,0.14189705,1.0,Ground Pass,"[60.7, 40.1]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,0.409,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6733863298727424
ce6e8ccf-eaad-4ab7-a6cf-a0171efdf356,6,1,00:00:00.941,0,0,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['193e7d05-374d-49c7-a8f3-7266994993e1'],,"[60.7, 40.1]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,0.532,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8073376323862381
0cb5006a-92fb-4398-999d-d816943e8e87,7,1,00:00:02.181,0,2,2,0.572495,17,Pressure,1049,Granada,9,From Kick Off,222,Villarreal,,,['5820c348-c720-43a1-beec-e7b63db01cb3'],,"[56.8, 38.0]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.181,1.2400000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07998410459017569
5820c348-c720-43a1-beec-e7b63db01cb3,8,1,00:00:02.631,0,2,2,2.417119,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['0cb5006a-92fb-4398-999d-d816943e8e87', 'de5babdc-0a9c-43d7-985c-1f0df142f91a']",,"[63.7, 41.7]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,6918.0,Isaac Ajayi Success,48.040504,0.9227157,3.0,High Pass,"[92.7, 80.0]",38.0,Left Foot,,,True,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.631,0.44999999999999973,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7745553274429193
de5babdc-0a9c-43d7-985c-1f0df142f91a,9,1,00:00:05.048,0,5,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['5820c348-c720-43a1-beec-e7b63db01cb3'],,"[93.0, 77.3]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.048,2.4170000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4691486919705036
8a226ec0-d216-404a-b334-35d530ccf152,10,1,00:00:15.907,0,15,3,1.509037,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['0ae85860-1b6f-4ddd-b4ce-06c41a73497d'],,"[42.1, 0.1]",6828.0,Jaume Vicent Costa Jordá,6.0,Left Back,26009.0,Roberto Soldado Rillo,23.964348,0.9723774,2.0,Low Pass,"[55.6, 19.9]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.907,10.859,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8725614884808661
77b9d924-1c14-4bfe-8a7a-323369b75fef,11,1,00:00:17.268,0,17,3,0.321076,17,Pressure,222,Villarreal,4,From Throw In,1049,Granada,,,"['0ae85860-1b6f-4ddd-b4ce-06c41a73497d', 'a1914dd9-364f-482d-8119-afe9d206919a', 'd40a0573-1b0c-4e12-abe8-efbd3c842dfb']",,"[63.5, 58.6]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.268,1.3610000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.19822242983938898
0ae85860-1b6f-4ddd-b4ce-06c41a73497d,12,1,00:00:17.417,0,17,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,"['77b9d924-1c14-4bfe-8a7a-323369b75fef', '8a226ec0-d216-404a-b334-35d530ccf152']",,"[55.6, 19.9]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.417,0.1490000000000009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24266732128062407
a1914dd9-364f-482d-8119-afe9d206919a,13,1,00:00:17.417,0,17,3,0.061026,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['0ae85860-1b6f-4ddd-b4ce-06c41a73497d', '77b9d924-1c14-4bfe-8a7a-323369b75fef', 'd40a0573-1b0c-4e12-abe8-efbd3c842dfb']",,"[55.6, 19.9]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,"[56.6, 21.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.417,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6235929522172771
d40a0573-1b0c-4e12-abe8-efbd3c842dfb,14,1,00:00:17.478,0,17,3,1.227323,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,"['77b9d924-1c14-4bfe-8a7a-323369b75fef', '82a59a82-48b2-4ed8-8cdd-20b93431534a', 'b2d7ce28-eb83-49d9-83b9-075860879d05']",,"[56.6, 21.7]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,18867.0,Matías Nahuel Leiva Esquivel,18.369812,1.6580063,2.0,Low Pass,"[55.0, 40.0]",40.0,Right Foot,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.478,0.06099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8413952948855439
b2d7ce28-eb83-49d9-83b9-075860879d05,15,1,00:00:18.705,0,18,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['d40a0573-1b0c-4e12-abe8-efbd3c842dfb'],,"[55.6, 40.8]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.705,1.2269999999999968,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5040445899146524
82a59a82-48b2-4ed8-8cdd-20b93431534a,16,1,00:00:18.705,0,18,3,0.0,10,Interception,222,Villarreal,4,From Throw In,1049,Granada,,,['d40a0573-1b0c-4e12-abe8-efbd3c842dfb'],,"[65.1, 40.1]",6680.0,Rubén Rochina Naixes,21.0,Left Wing,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.705,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2562292281037021
790d6e4d-feb0-4a89-907c-e8fc655107d5,17,1,00:00:19.633,0,19,3,2.154887,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['cfb2b7fa-b8d6-4884-a6e5-e4a603f79e1b'],,"[56.6, 37.2]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,6772.0,Mario Gaspar Pérez Martínez,31.431194,1.6153527,2.0,Low Pass,"[55.2, 68.6]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.633,0.9280000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3991237211914407
cfb2b7fa-b8d6-4884-a6e5-e4a603f79e1b,18,1,00:00:21.788,0,21,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['790d6e4d-feb0-4a89-907c-e8fc655107d5'],,"[55.2, 68.6]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.788,2.155000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9364680691647046
86f9d9fc-b190-4200-ac2b-0f7934b89bcd,19,1,00:00:21.788,0,21,3,4.096815,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['5c947eb9-f481-4ba3-a51a-dc352e08ea00', 'cfb2b7fa-b8d6-4884-a6e5-e4a603f79e1b']",,"[55.2, 68.6]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,"[78.6, 75.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.788,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21364998366433563
5c947eb9-f481-4ba3-a51a-dc352e08ea00,20,1,00:00:25.884,0,25,3,0.73213,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['af220de6-b49a-45bc-a47f-368fd351de11'],,"[78.6, 75.3]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,18867.0,Matías Nahuel Leiva Esquivel,7.6967525,-1.1420183,1.0,Ground Pass,"[81.8, 68.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.884,4.096,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9779358143744089
af220de6-b49a-45bc-a47f-368fd351de11,21,1,00:00:26.617,0,26,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['5c947eb9-f481-4ba3-a51a-dc352e08ea00'],,"[81.8, 68.3]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.617,0.7330000000000005,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5914239055317393
081a910c-b5b5-4607-b067-be909f3a54d2,22,1,00:00:26.617,0,26,3,0.850183,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['3e42f9a1-b8b3-4d41-9e14-22d9e94b3e67', 'acfdd2f3-6e25-4231-92fd-3e4648720fd1', 'af220de6-b49a-45bc-a47f-368fd351de11']",,"[81.8, 68.3]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,True,,,,,"[81.9, 71.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.617,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4851725804183582
3e42f9a1-b8b3-4d41-9e14-22d9e94b3e67,23,1,00:00:26.629,0,26,3,0.604007,17,Pressure,222,Villarreal,4,From Throw In,1049,Granada,,,['081a910c-b5b5-4607-b067-be909f3a54d2'],,"[34.0, 11.1]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.629,0.012000000000000455,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.24899141485634202
acfdd2f3-6e25-4231-92fd-3e4648720fd1,24,1,00:00:27.467,0,27,3,0.317319,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,"['04aea9e2-72ad-4519-95e8-386729ad06e1', '0eec227e-6cd1-4b04-8f58-df0b6c7e6726']",,"[81.9, 71.5]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,6772.0,Mario Gaspar Pérez Martínez,4.7518415,-0.14784937,1.0,Ground Pass,"[86.6, 70.8]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.467,0.8379999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9423117071586916
0eec227e-6cd1-4b04-8f58-df0b6c7e6726,25,1,00:00:27.784,0,27,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['acfdd2f3-6e25-4231-92fd-3e4648720fd1'],,"[92.6, 76.6]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.784,0.31700000000000017,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1484518560154202
04aea9e2-72ad-4519-95e8-386729ad06e1,26,1,00:00:27.784,0,27,3,0.0,6,Block,222,Villarreal,4,From Throw In,1049,Granada,,,['acfdd2f3-6e25-4231-92fd-3e4648720fd1'],,"[33.5, 9.3]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.784,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7754612556310982
27ab67a5-307c-4b97-9909-ccb28ebe1e28,27,1,00:00:28.817,0,28,4,0.990935,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['9ce4a282-6256-4227-bd91-13adb8d46a75'],,"[37.3, 11.9]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,3160.0,Rene Krhin,5.8463664,2.917358,1.0,Ground Pass,"[31.6, 13.2]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.817,1.0330000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.18979014871089583
9ce4a282-6256-4227-bd91-13adb8d46a75,28,1,00:00:29.808,0,29,4,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['27ab67a5-307c-4b97-9909-ccb28ebe1e28'],,"[31.6, 13.2]",3160.0,Rene Krhin,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.808,0.9909999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8767322043815889
137e5885-ceaf-4531-b434-4d30fac99903,29,1,00:00:29.808,0,29,4,0.897187,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['3c2e7f99-8834-40a1-953b-0a2d1dfc26d4'],,"[32.1, 13.2]",3160.0,Rene Krhin,9.0,Right Defensive Midfield,24783.0,Javier Márquez Moreno,11.651609,-0.688145,1.0,Ground Pass,"[41.1, 5.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.808,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7294218125097764
3c2e7f99-8834-40a1-953b-0a2d1dfc26d4,30,1,00:00:30.705,0,30,4,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['137e5885-ceaf-4531-b434-4d30fac99903'],,"[41.1, 5.8]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.705,0.8969999999999985,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297700644672108
5071e73a-65a8-4db5-850d-70ba8a768789,31,1,00:00:30.705,0,30,4,1.520538,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['3c2e7f99-8834-40a1-953b-0a2d1dfc26d4', 'acf765f4-3f67-43a5-ba36-43fc16d9b76c']",,"[41.1, 5.8]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,"[41.1, 5.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.705,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7439741474355306
