id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,out,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,off_camera,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,counterpress,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_aerial_won,clearance_head,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,clearance_aerial_won,pass_deflected,block_deflection,pass_miscommunication,pass_technique_id,pass_technique_name,pass_through_ball,pass_outswinging,foul_committed_offensive,foul_won_defensive,dribble_overrun,ball_recovery_recovery_failure,pass_inswinging,pass_goal_assist,clearance_left_foot,pass_cut_back,goalkeeper_end_location,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,block_offensive,shot_aerial_won,pass_no_touch,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_open_goal,foul_committed_penalty,foul_won_penalty,clearance_other,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
ae40c7ab-542a-41b4-8c2b-2964f4f954e4,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6687987523953203
dab083c4-c397-4d0b-b129-ad642dd7c45b,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,217,Barcelona,433.0,"[{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07267500411971017
85d7f5e8-7173-419b-b390-11b37b040661,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['2b066806-8a14-4b65-af1f-8df75558e319'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9854306579148001
2b066806-8a14-4b65-af1f-8df75558e319,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,217,Barcelona,,,['85d7f5e8-7173-419b-b390-11b37b040661'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0863147872261707
d0fb449b-394c-4765-8067-94970ed07b52,5,1,00:00:00.613,0,0,2,0.5382,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['aad2e223-c124-4b07-93b6-5d0e366b3398'],"[60.0, 40.0]",26797.0,Francisco Medina Luna,19.0,Center Attacking Midfield,26690.0,Alberto Mateus Contreiras Gonçalves,2.1023796,1.5232133,1.0,Ground Pass,"[60.1, 42.1]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,0.613,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.23256734051169614
aad2e223-c124-4b07-93b6-5d0e366b3398,6,1,00:00:01.151,0,1,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['d0fb449b-394c-4765-8067-94970ed07b52'],"[60.1, 42.1]",26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.151,0.538,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3843005907853797
91be9c10-5f17-4cbc-8fc8-eb3292297309,7,1,00:00:01.151,0,1,2,0.1649,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['88f0af4b-5dff-4f99-b263-bb7a525a8c5c', 'aad2e223-c124-4b07-93b6-5d0e366b3398']","[60.1, 42.1]",26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,,,,,,,,,,,,"[59.8, 37.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.151,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08824567868377231
88f0af4b-5dff-4f99-b263-bb7a525a8c5c,8,1,00:00:01.316,0,1,2,1.118832,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['cec0decc-cda3-437d-8f56-30b25c4e5577'],"[59.8, 37.0]",26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,6743.0,Manuel Rolando Iturra Urrutia,22.102036,2.4845178,1.0,Ground Pass,"[42.3, 50.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.316,0.16500000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.42409631982679574
cec0decc-cda3-437d-8f56-30b25c4e5577,9,1,00:00:02.435,0,2,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['88f0af4b-5dff-4f99-b263-bb7a525a8c5c'],"[42.3, 50.5]",6743.0,Manuel Rolando Iturra Urrutia,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.435,1.119,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8543430935713217
b83d47bf-68f2-4f21-aac6-f76b365a7d19,10,1,00:00:02.435,0,2,2,1.068268,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['0ac3305e-43c0-4e45-88a2-0c1d472ae8bb', 'cec0decc-cda3-437d-8f56-30b25c4e5577']","[42.3, 50.5]",6743.0,Manuel Rolando Iturra Urrutia,13.0,Right Center Midfield,,,,,,,,,,,,"[42.0, 52.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.435,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6974258649199541
0ac3305e-43c0-4e45-88a2-0c1d472ae8bb,11,1,00:00:03.503,0,3,2,1.454859,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['ba5424db-af02-40df-8604-3f0a48b2b320'],"[42.0, 52.3]",6743.0,Manuel Rolando Iturra Urrutia,13.0,Right Center Midfield,24138.0,Joaquín José Marín Ruiz,21.62799,1.5199144,1.0,Ground Pass,"[43.1, 73.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.503,1.068,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.31876107173001555
ba5424db-af02-40df-8604-3f0a48b2b320,12,1,00:00:04.958,0,4,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['0ac3305e-43c0-4e45-88a2-0c1d472ae8bb'],"[43.1, 73.9]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.958,1.455,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18366871239565552
f5db8f31-7beb-44cd-884b-ebc8df407852,13,1,00:00:04.958,0,4,2,2.265641,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['ba5424db-af02-40df-8604-3f0a48b2b320', 'e29866f9-381c-4bc7-988c-daaac1af3580']","[43.1, 73.9]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,"[41.3, 75.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.958,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.969009010917717
e29866f9-381c-4bc7-988c-daaac1af3580,14,1,00:00:07.224,0,7,2,1.278654,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['6825ad58-4644-46ba-a26f-5ba07d128faa'],"[41.3, 75.4]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,6713.0,Diego Javier Llorente Ríos,22.022943,-2.2306447,1.0,Ground Pass,"[27.8, 58.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.224,2.266,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8990352252948398
6825ad58-4644-46ba-a26f-5ba07d128faa,15,1,00:00:08.502,0,8,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['e29866f9-381c-4bc7-988c-daaac1af3580'],"[27.8, 58.0]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.502,1.2780000000000005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34988705556876354
9b955d4b-5709-419f-b1f7-189918de901c,16,1,00:00:08.502,0,8,2,2.842046,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['6825ad58-4644-46ba-a26f-5ba07d128faa', '8388852f-0c0d-4059-9161-98e9d078c34e']","[27.8, 58.0]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[30.5, 58.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.502,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06931771818710786
8388852f-0c0d-4059-9161-98e9d078c34e,17,1,00:00:11.344,0,11,2,2.181727,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['79521b1c-1549-4782-aa94-94a6978f40e3'],"[30.5, 58.3]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,24255.0,Juan Carlos Martín Corral,25.826536,-2.6363745,1.0,Ground Pass,"[7.9, 45.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.344,2.8419999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.15168154482303853
79521b1c-1549-4782-aa94-94a6978f40e3,18,1,00:00:13.526,0,13,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['8388852f-0c0d-4059-9161-98e9d078c34e'],"[7.9, 45.8]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.526,2.1820000000000004,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00815685974205449
6a5dbe20-42cd-46a0-8922-dbee1870abc7,19,1,00:00:13.526,0,13,2,0.918473,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['23760b5c-e9f8-476b-aff0-707746b07db1', '79521b1c-1549-4782-aa94-94a6978f40e3', 'e26907ea-e76a-41d2-b10e-30dab56554e6']","[7.9, 45.8]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,"[8.4, 46.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.526,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9796647402069175
e26907ea-e76a-41d2-b10e-30dab56554e6,20,1,00:00:13.916,0,13,2,0.679347,17,Pressure,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,,,"['23760b5c-e9f8-476b-aff0-707746b07db1', '6a5dbe20-42cd-46a0-8922-dbee1870abc7']","[104.4, 27.0]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.916,0.39000000000000057,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.953611933137603
23760b5c-e9f8-476b-aff0-707746b07db1,21,1,00:00:14.445,0,14,2,1.125631,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['e26907ea-e76a-41d2-b10e-30dab56554e6', 'fee7b656-1797-4269-9104-adfa235393a1']","[8.4, 46.4]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,6713.0,Diego Javier Llorente Ríos,22.99239,1.3247628,1.0,Ground Pass,"[14.0, 68.7]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.445,0.5289999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.673038512919198
fee7b656-1797-4269-9104-adfa235393a1,22,1,00:00:15.570,0,15,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['23760b5c-e9f8-476b-aff0-707746b07db1'],"[14.0, 68.7]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.57,1.125,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4251090276902654
28141d2e-12af-47c7-80a4-576294a4e05f,23,1,00:00:15.570,0,15,2,1.227469,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['08729d6d-7c4c-40b4-858a-130bd0a7c075', '1cee45f5-c3c8-48a3-8451-15b5cfe6955a', 'fee7b656-1797-4269-9104-adfa235393a1']","[14.0, 68.7]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[13.5, 75.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.57,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.827855742596915
08729d6d-7c4c-40b4-858a-130bd0a7c075,24,1,00:00:15.723,0,15,2,1.205417,17,Pressure,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,,,"['1cee45f5-c3c8-48a3-8451-15b5cfe6955a', '28141d2e-12af-47c7-80a4-576294a4e05f']","[104.7, 10.2]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.723,0.15300000000000047,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.898677238236711
1cee45f5-c3c8-48a3-8451-15b5cfe6955a,25,1,00:00:16.798,0,16,2,1.1039,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['08729d6d-7c4c-40b4-858a-130bd0a7c075', '531f9fd7-07aa-4e6a-862a-9a49ac20edfd']","[13.5, 75.0]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,26797.0,Francisco Medina Luna,29.495932,-0.26060238,1.0,Ground Pass,"[42.0, 67.4]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.798,1.0749999999999975,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7964214205912863
531f9fd7-07aa-4e6a-862a-9a49ac20edfd,26,1,00:00:17.902,0,17,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['1cee45f5-c3c8-48a3-8451-15b5cfe6955a'],"[42.0, 67.4]",26797.0,Francisco Medina Luna,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.902,1.1040000000000028,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3037749348618024
becbbcfa-5b1e-4973-9e09-00cecd909ade,27,1,00:00:17.902,0,17,2,0.08,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['531f9fd7-07aa-4e6a-862a-9a49ac20edfd', 'e30b696e-395a-4f80-8238-2918b270de17']","[42.0, 67.4]",26797.0,Francisco Medina Luna,19.0,Center Attacking Midfield,,,,,,,,,,,,"[42.0, 67.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.902,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7523559114809811
e30b696e-395a-4f80-8238-2918b270de17,28,1,00:00:17.982,0,17,2,0.682462,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['31a32e57-924c-4034-8617-86bb1bc332e1'],"[42.0, 67.4]",26797.0,Francisco Medina Luna,19.0,Center Attacking Midfield,24138.0,Joaquín José Marín Ruiz,9.904039,1.7741324,1.0,Ground Pass,"[40.0, 77.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.982,0.0799999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6441003449912939
31a32e57-924c-4034-8617-86bb1bc332e1,29,1,00:00:18.664,0,18,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['e30b696e-395a-4f80-8238-2918b270de17'],"[40.0, 77.1]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.664,0.6820000000000022,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2610442312282665
47f37b5b-fb73-4b9e-a3de-61f896d775e7,30,1,00:00:18.664,0,18,2,0.463738,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['31a32e57-924c-4034-8617-86bb1bc332e1', 'a3688170-c9ac-4de9-9cd5-fdb18d6e0e69']","[40.0, 77.1]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,"[40.0, 77.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.664,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7032311766993348
a3688170-c9ac-4de9-9cd5-fdb18d6e0e69,31,1,00:00:19.128,0,19,2,0.0,38,Miscontrol,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,,"[40.0, 77.1]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.128,0.46399999999999864,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19281922168049526
