id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,clearance_head,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,interception_outcome_id,interception_outcome_name,pass_cross,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_goal_assist,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,clearance_left_foot,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,miscontrol_aerial_won,foul_committed_advantage,foul_won_defensive,foul_won_advantage,pass_cut_back,pass_technique_id,pass_technique_name,pass_through_ball,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_deflected,block_deflection,pass_outswinging,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,clearance_other,block_offensive,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
e22c070e-52b4-4053-bdce-50e705733615,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,322,Eibar,442.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 26764, 'name': 'Jon Ansotegi Gorostola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.19062170071899842
c5cab300-e5ad-465e-b28e-5c76bdfecdf2,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,210,Real Sociedad,4231.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.579315834688617
338cc123-38f0-47ef-aa5e-63c4a48a1878,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,322,Eibar,,,['19d58f62-e975-431f-b34b-5ec9166cde78'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9866909996373785
19d58f62-e975-431f-b34b-5ec9166cde78,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,210,Real Sociedad,,,['338cc123-38f0-47ef-aa5e-63c4a48a1878'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7183643060573935
d02ef3fc-cd3c-47a0-a3a2-20123079d1a8,5,1,00:00:00.676,0,0,2,0.380577,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['42062976-f1dc-4812-9fe7-ea5daf1d9962'],"[60.0, 40.0]",5560.0,Carlos Alberto Vela Garrido,23.0,Center Forward,6690.0,Xabier Prieto Argarate,5.208647,-1.6284248,1.0,Ground Pass,"[59.7, 34.8]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676,0.676,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5488705027970082
42062976-f1dc-4812-9fe7-ea5daf1d9962,6,1,00:00:01.056,0,1,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['d02ef3fc-cd3c-47a0-a3a2-20123079d1a8'],"[59.7, 34.8]",6690.0,Xabier Prieto Argarate,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056,0.38,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30873441495895626
68b4a2f8-2f8d-4b8a-9dcc-713afc95b4b0,7,1,00:00:01.056,0,1,2,1.267189,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['42062976-f1dc-4812-9fe7-ea5daf1d9962', 'ee20c494-093e-435e-8904-208ae4acb234']","[59.7, 34.8]",6690.0,Xabier Prieto Argarate,19.0,Center Attacking Midfield,,,,,,,,,,,,"[58.4, 33.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0333010739158901
ee20c494-093e-435e-8904-208ae4acb234,8,1,00:00:02.324,0,2,2,1.753381,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['9f456046-c31f-452f-884a-8b938fb5d8bf'],"[58.4, 33.5]",6690.0,Xabier Prieto Argarate,19.0,Center Attacking Midfield,3023.0,Yuri Berchiche Izeta,31.414806,-1.921743,1.0,Ground Pass,"[47.6, 4.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.324,1.2679999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07484831394181435
9f456046-c31f-452f-884a-8b938fb5d8bf,9,1,00:00:04.077,0,4,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['ee20c494-093e-435e-8904-208ae4acb234'],"[47.6, 4.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.077,1.7530000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6750195335324182
717c29fe-af40-4936-8453-ae706c27d7fb,10,1,00:00:04.077,0,4,2,0.41426,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['9f456046-c31f-452f-884a-8b938fb5d8bf', 'f31da0b3-c5f6-4ffb-bcce-bb5947445291']","[47.6, 4.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,"[47.6, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.077,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14738265262078876
f31da0b3-c5f6-4ffb-bcce-bb5947445291,11,1,00:00:04.491,0,4,2,1.755909,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['44c6c23f-f9f9-4c51-a871-ee7eb74daffa'],"[47.6, 4.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6665.0,Íñigo Martínez Berridi,25.381096,2.2836962,1.0,Ground Pass,"[31.0, 23.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.491,0.4139999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.20428739666514295
44c6c23f-f9f9-4c51-a871-ee7eb74daffa,12,1,00:00:06.247,0,6,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['f31da0b3-c5f6-4ffb-bcce-bb5947445291'],"[31.0, 23.2]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.247,1.7560000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03775191121912724
2bf4c0f7-b326-47b7-90a3-2c2821661e00,13,1,00:00:06.247,0,6,2,2.673955,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['40fa7731-eae1-44c9-908f-b30daf5799ed', '44c6c23f-f9f9-4c51-a871-ee7eb74daffa']","[31.0, 23.2]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,"[31.7, 27.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.247,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8438440474923945
40fa7731-eae1-44c9-908f-b30daf5799ed,14,1,00:00:08.921,0,8,2,1.896089,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['9264f9b0-2cc7-4330-aa66-3a83a1bed9a2'],"[31.7, 27.1]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,16539.0,Diego Antonio Reyes Rosales,26.139626,1.7321714,1.0,Ground Pass,"[27.5, 52.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.921,2.6739999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.22542487480336504
9264f9b0-2cc7-4330-aa66-3a83a1bed9a2,15,1,00:00:10.817,0,10,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['40fa7731-eae1-44c9-908f-b30daf5799ed'],"[27.5, 52.9]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.817,1.8960000000000008,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09046678047279055
cba8c3b7-d1cf-4a14-b2ce-90bf7a0b89f3,16,1,00:00:10.817,0,10,2,0.631316,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['76aba0f5-d2e3-472a-a0af-f1ea7596103a', '9264f9b0-2cc7-4330-aa66-3a83a1bed9a2']","[27.5, 52.9]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,"[28.9, 57.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.817,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5558874542833449
76aba0f5-d2e3-472a-a0af-f1ea7596103a,17,1,00:00:11.448,0,11,2,1.245579,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['768918ab-4002-49bd-8f90-0249f15a1a1b'],"[28.9, 57.0]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,6679.0,Aritz Elustondo Irribaria,17.839844,1.0092261,1.0,Ground Pass,"[38.4, 72.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.448,0.6310000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6718169719919136
768918ab-4002-49bd-8f90-0249f15a1a1b,18,1,00:00:12.694,0,12,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['76aba0f5-d2e3-472a-a0af-f1ea7596103a'],"[38.4, 72.1]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.694,1.2460000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6118317992714912
cffc9e99-0f51-443a-951d-ff91ae5d3235,19,1,00:00:12.694,0,12,2,1.150283,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['1f254761-d7c7-4317-8c4e-901c66b83470', '768918ab-4002-49bd-8f90-0249f15a1a1b', '8da4a15f-a911-472c-a112-0f1900548ce1']","[38.4, 72.1]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,"[39.2, 73.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.694,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.588385039477986
8da4a15f-a911-472c-a112-0f1900548ce1,20,1,00:00:13.444,0,13,2,0.338813,17,Pressure,210,Real Sociedad,9,From Kick Off,322,Eibar,,,['cffc9e99-0f51-443a-951d-ff91ae5d3235'],"[80.4, 7.3]",5687.0,Takashi Inui,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.444,0.75,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7858578579101365
1f254761-d7c7-4317-8c4e-901c66b83470,21,1,00:00:13.844,0,13,2,0.718078,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['8fed1f78-5d6f-4d70-99f0-90cfe3d00b87'],"[39.2, 73.6]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,6685.0,Mikel Oyarzabal Ugarte,9.946356,0.22303097,1.0,Ground Pass,"[48.9, 75.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.844,0.3999999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14880517248888658
8fed1f78-5d6f-4d70-99f0-90cfe3d00b87,22,1,00:00:14.562,0,14,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['1f254761-d7c7-4317-8c4e-901c66b83470'],"[48.9, 75.8]",6685.0,Mikel Oyarzabal Ugarte,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.562,0.718,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22760416510207138
3762d70a-c475-491a-944e-95f2f4a7ae1e,23,1,00:00:14.562,0,14,2,0.37618,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['171b422b-7c4b-48d4-9d3f-d4ebe37c0fdf', '8fed1f78-5d6f-4d70-99f0-90cfe3d00b87', 'c110f8bb-6469-4b7a-be30-5599e8f712e2']","[48.9, 75.8]",6685.0,Mikel Oyarzabal Ugarte,17.0,Right Wing,,,,,,,,,,,,"[49.2, 75.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.562,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6226247211165827
c110f8bb-6469-4b7a-be30-5599e8f712e2,24,1,00:00:14.730,0,14,2,0.323986,17,Pressure,210,Real Sociedad,9,From Kick Off,322,Eibar,,,"['171b422b-7c4b-48d4-9d3f-d4ebe37c0fdf', '3762d70a-c475-491a-944e-95f2f4a7ae1e']","[70.5, 5.1]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73,0.16800000000000104,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4594690854560465
171b422b-7c4b-48d4-9d3f-d4ebe37c0fdf,25,1,00:00:14.939,0,14,2,0.905914,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['b6bfcb1b-411e-46cc-8cb5-204bd6db038f', 'c110f8bb-6469-4b7a-be30-5599e8f712e2']","[49.2, 75.0]",6685.0,Mikel Oyarzabal Ugarte,17.0,Right Wing,,,15.1221695,-0.3510309,2.0,Low Pass,"[63.4, 69.8]",38.0,Left Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.939,0.20899999999999963,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00886893517777032
b6bfcb1b-411e-46cc-8cb5-204bd6db038f,26,1,00:00:15.845,0,15,3,0.0,2,Ball Recovery,322,Eibar,1,Regular Play,322,Eibar,,,['171b422b-7c4b-48d4-9d3f-d4ebe37c0fdf'],"[56.7, 10.3]",6775.0,Daniel García Carrillo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.845,0.9060000000000006,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.512671088345972
b53b0e20-e7f8-46a6-9e32-4a4023afe2c0,27,1,00:00:15.845,0,15,3,0.923932,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['03ccc410-82d7-4ac6-b020-63c144b44a80', 'b6bfcb1b-411e-46cc-8cb5-204bd6db038f', 'def50ebf-a8ee-4cec-918e-1e5d9b3e7e39']","[56.7, 10.3]",6775.0,Daniel García Carrillo,9.0,Right Defensive Midfield,,,,,,,,,,,,"[57.6, 12.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.845,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9406593920380006
03ccc410-82d7-4ac6-b020-63c144b44a80,28,1,00:00:16.625,0,16,3,0.435524,17,Pressure,322,Eibar,1,Regular Play,210,Real Sociedad,,,"['b53b0e20-e7f8-46a6-9e32-4a4023afe2c0', 'def50ebf-a8ee-4cec-918e-1e5d9b3e7e39']","[62.9, 67.4]",6633.0,Markel Bergara Larrañaga,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.625,0.7799999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7485605656517035
def50ebf-a8ee-4cec-918e-1e5d9b3e7e39,29,1,00:00:16.768,0,16,3,1.106347,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,"['03ccc410-82d7-4ac6-b020-63c144b44a80', '15fe1cb2-083c-4d93-901d-17c61edfd836']","[57.6, 12.7]",6775.0,Daniel García Carrillo,9.0,Right Defensive Midfield,6700.0,Sergio Enrich Ametller,19.276152,0.58224726,3.0,High Pass,"[73.7, 23.3]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.768,0.14300000000000068,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7864770474911549
15fe1cb2-083c-4d93-901d-17c61edfd836,30,1,00:00:17.875,0,17,3,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['def50ebf-a8ee-4cec-918e-1e5d9b3e7e39'],"[73.7, 23.3]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.875,1.1069999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5190352474302163
e755d3db-4f66-4e9a-8104-f7cf7a67ba46,31,1,00:00:17.875,0,17,3,0.960981,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['010a2976-9dbe-4749-bf84-105cf67da52d', '0dcbf339-e94b-4c3e-819f-0c8a3aba29cd', '15fe1cb2-083c-4d93-901d-17c61edfd836']","[73.7, 23.3]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,"[74.1, 23.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.875,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6581243007318213
010a2976-9dbe-4749-bf84-105cf67da52d,32,1,00:00:18.329,0,18,3,0.761834,17,Pressure,322,Eibar,1,Regular Play,210,Real Sociedad,,,"['0dcbf339-e94b-4c3e-819f-0c8a3aba29cd', 'e755d3db-4f66-4e9a-8104-f7cf7a67ba46']","[46.0, 56.2]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.329,0.4540000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7317341829904437
