id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,off_camera,interception_outcome_id,interception_outcome_name,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,out,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_aerial_won,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,pass_switch,clearance_left_foot,foul_won_defensive,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_cut_back,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,shot_one_on_one,shot_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_deflected,block_deflection,foul_committed_offensive,pass_no_touch,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_penalty,foul_won_penalty,pass_goal_assist,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
cac2219f-c0d7-4883-870b-146a36f06abf,11,1,00:00:04.202,0,4,2,4.092531,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['6b4543d6-4820-49aa-a00a-ac105c6d054d', 'a4cca078-f388-462c-aeaf-2b9d8aac4659', 'a5c5cd11-e4a5-48b4-b918-5c360f799438']","[49.9, 57.7]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,True,"[48.4, 66.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.202,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5585362979521782
a5c5cd11-e4a5-48b4-b918-5c360f799438,12,1,00:00:05.791,0,5,2,1.167928,17,Pressure,213,Sevilla,9,From Kick Off,1041,Sporting Gijón,,,['cac2219f-c0d7-4883-870b-146a36f06abf'],"[64.2, 17.7]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.791,1.5890000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5258063825541732
6b4543d6-4820-49aa-a00a-ac105c6d054d,13,1,00:00:08.295,0,8,2,1.707406,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['e6da4700-ee64-4a45-860c-0e4ce72c13d9'],"[48.4, 66.3]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,3253.0,Adil Rami,23.72446,-2.877189,1.0,Ground Pass,"[25.5, 60.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.295,2.5039999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8681334039790092
e6da4700-ee64-4a45-860c-0e4ce72c13d9,14,1,00:00:10.002,0,10,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['6b4543d6-4820-49aa-a00a-ac105c6d054d'],"[25.5, 60.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.002,1.7070000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6621021935600094
ecb92196-9988-40b4-abf1-ee00b0fde835,15,1,00:00:10.002,0,10,2,2.476053,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['e545930f-ab6a-4d02-a5d9-903cda08f46f', 'e6da4700-ee64-4a45-860c-0e4ce72c13d9']","[25.5, 60.1]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,"[25.7, 59.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.002,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5287410678232688
e545930f-ab6a-4d02-a5d9-903cda08f46f,16,1,00:00:12.478,0,12,2,1.680482,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['8213ad9c-1b26-4891-af4f-f113a738d9a5'],"[25.7, 59.6]",3253.0,Adil Rami,3.0,Right Center Back,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,15.109269,0.70575476,1.0,Ground Pass,"[37.2, 69.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.478,2.475999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.047843063176719824
8213ad9c-1b26-4891-af4f-f113a738d9a5,17,1,00:00:14.158,0,14,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['e545930f-ab6a-4d02-a5d9-903cda08f46f'],"[37.2, 69.4]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.158,1.6799999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8688930161609734
742140d1-84d3-42fe-ae7a-aeeecb824942,18,1,00:00:14.158,0,14,2,1.618013,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['5baa3829-1607-4904-b084-bd4a937ae690', '8213ad9c-1b26-4891-af4f-f113a738d9a5']","[37.2, 69.4]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[37.1, 69.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.158,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2466293380165523
5baa3829-1607-4904-b084-bd4a937ae690,19,1,00:00:15.777,0,15,2,1.686089,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['5a68ba56-cccb-4365-93f2-f22f9fffdd0d'],"[37.1, 69.4]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,3253.0,Adil Rami,17.065168,-2.5227056,1.0,Ground Pass,"[23.2, 59.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.777,1.6189999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1538695229091016
5a68ba56-cccb-4365-93f2-f22f9fffdd0d,20,1,00:00:17.463,0,17,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['5baa3829-1607-4904-b084-bd4a937ae690'],"[23.2, 59.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.463,1.6860000000000017,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3858444470751351
f5c2b19b-3721-469d-9024-29ad276c5057,21,1,00:00:17.463,0,17,2,3.636008,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['5a68ba56-cccb-4365-93f2-f22f9fffdd0d', '9f8725d0-3087-4094-857c-395ce8eda5c6']","[23.2, 59.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,"[34.7, 41.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.463,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04607215737581638
9f8725d0-3087-4094-857c-395ce8eda5c6,22,1,00:00:21.099,0,21,2,1.681265,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['67283a10-4436-4382-a2f5-e0f55779fda5'],"[34.7, 41.7]",3253.0,Adil Rami,3.0,Right Center Back,10476.0,Timothée Kolodziejczak,26.03248,-1.5208379,1.0,Ground Pass,"[36.0, 15.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.099,3.6359999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8390262621115958
67283a10-4436-4382-a2f5-e0f55779fda5,23,1,00:00:22.780,0,22,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['9f8725d0-3087-4094-857c-395ce8eda5c6'],"[36.0, 15.7]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,1.681000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6991396556804401
f2ed4538-010a-4d49-8d72-be08d6a86bef,24,1,00:00:22.780,0,22,2,2.007746,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['336e5c3c-9030-45df-8e46-0d89bad2cd35', '67283a10-4436-4382-a2f5-e0f55779fda5']","[36.0, 15.7]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,"[36.0, 15.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23165857715795513
336e5c3c-9030-45df-8e46-0d89bad2cd35,25,1,00:00:24.788,0,24,2,1.699511,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['a9866a11-5948-4aa2-9dae-7972af3d8e53'],"[36.0, 15.6]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,3253.0,Adil Rami,26.850885,1.8772359,1.0,Ground Pass,"[27.9, 41.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.788,2.007999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2560974394237181
a9866a11-5948-4aa2-9dae-7972af3d8e53,26,1,00:00:26.487,0,26,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['336e5c3c-9030-45df-8e46-0d89bad2cd35'],"[27.9, 41.2]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.487,1.698999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1002090129319606
e8c894b4-4f1d-466c-a83e-e5c2336fecd2,27,1,00:00:26.487,0,26,2,1.13638,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['a524c5ea-8fb6-4659-83fa-297af04ed331', 'a9866a11-5948-4aa2-9dae-7972af3d8e53']","[27.9, 41.2]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,"[27.9, 41.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.487,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7048108157302461
a524c5ea-8fb6-4659-83fa-297af04ed331,28,1,00:00:27.624,0,27,2,2.103847,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['0a0fbd94-c3d2-4d5e-9443-920167020d69'],"[27.9, 41.2]",3253.0,Adil Rami,3.0,Right Center Back,6718.0,Sergio Escudero Palomo,34.960693,-1.2173822,1.0,Ground Pass,"[40.0, 8.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.624,1.1370000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7528202259288402
0a0fbd94-c3d2-4d5e-9443-920167020d69,29,1,00:00:29.727,0,29,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['a524c5ea-8fb6-4659-83fa-297af04ed331'],"[40.0, 8.4]",6718.0,Sergio Escudero Palomo,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.727,2.1030000000000015,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.772480799494582
