id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,out,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,pass_switch,foul_won_defensive,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,miscontrol_aerial_won,dribble_overrun,ball_recovery_offensive,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_technique_id,pass_technique_name,pass_outswinging,shot_first_time,pass_miscommunication,shot_one_on_one,pass_deflected,ball_recovery_recovery_failure,pass_no_touch,clearance_left_foot,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,foul_won_advantage,pass_inswinging,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_penalty,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a76085d2-4d7f-4b3d-940a-305e6415f149,11,1,00:00:08.893,0,8,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d8031d67-14b7-44dc-83f0-f7a50b61cdf3'],,"[86.1, 19.8]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.893,3.2200000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15399764037565278
51d11394-e6c5-40a8-8a91-1da59bd0b1dd,12,1,00:00:08.893,0,8,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['6d29c302-25a5-4062-af08-6425ae6f0c75'],,"[87.5, 21.1]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.893,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5532113122962907
6d29c302-25a5-4062-af08-6425ae6f0c75,13,1,00:00:08.893,0,8,2,0.583807,30,Pass,1041,Sporting Gijón,9,From Kick Off,1049,Granada,,,"['51d11394-e6c5-40a8-8a91-1da59bd0b1dd', '72d043cb-d25d-48bc-a15d-ded7afaa1cba', 'd8031d67-14b7-44dc-83f0-f7a50b61cdf3']",,"[32.6, 59.0]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,6680.0,Rubén Rochina Naixes,9.617692,0.44039598,2.0,Low Pass,"[41.3, 63.1]",66.0,Recovery,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.893,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7683564865424892
72d043cb-d25d-48bc-a15d-ded7afaa1cba,14,1,00:00:09.477,0,9,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1049,Granada,,,['6d29c302-25a5-4062-af08-6425ae6f0c75'],,"[41.3, 63.1]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.477,0.5839999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17922354035356658
e8f1d0bc-9773-48d7-8f5a-48c7dd4ae440,15,1,00:00:09.477,0,9,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1049,Granada,,,,,"[41.3, 63.1]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.477,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9568489731046734
a6b56585-b747-48b7-a449-ab1e5893ac70,16,1,00:00:19.422,0,19,3,1.764338,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['5c2efa75-7b95-4b55-a570-4527c3657b1d'],,"[57.5, 0.1]",24686.0,Roberto Canella Suárez,6.0,Left Back,8818.0,Jorge Meré Pérez,23.791805,2.6798248,2.0,Low Pass,"[36.2, 10.7]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.422,9.945,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5459162622734927
5c2efa75-7b95-4b55-a570-4527c3657b1d,17,1,00:00:21.186,0,21,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['a6b56585-b747-48b7-a449-ab1e5893ac70'],,"[36.2, 10.7]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.186,1.7639999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5439403197321644
fc3f4324-d416-42ca-b075-74171037f364,18,1,00:00:21.186,0,21,3,1.82364,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['5c2efa75-7b95-4b55-a570-4527c3657b1d', 'deb888bb-5557-47c0-b6fc-3e7339094cec']",,"[36.2, 10.7]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,"[24.3, 18.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.186,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44828577293307836
deb888bb-5557-47c0-b6fc-3e7339094cec,19,1,00:00:23.010,0,23,3,2.732156,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['e81ed596-d2c9-4ea2-9797-f5bc550312bd'],,"[24.3, 18.0]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,6610.0,Iván Cuéllar Sacristán,21.095022,2.3092492,1.0,Ground Pass,"[10.1, 33.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01,1.8240000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4789361494770149
e81ed596-d2c9-4ea2-9797-f5bc550312bd,20,1,00:00:25.742,0,25,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['deb888bb-5557-47c0-b6fc-3e7339094cec'],,"[10.1, 33.6]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.742,2.7319999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02416412251693001
6f44e8b8-c64a-4baa-9ec7-0f72198f7e23,21,1,00:00:25.742,0,25,3,4.182951,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['71ddd385-3811-4478-b11c-637cc1790326', 'e81ed596-d2c9-4ea2-9797-f5bc550312bd', 'ea12673d-76b6-4c25-95bb-c002bf3c3c64']",,"[10.1, 33.6]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,"[14.7, 34.5]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.742,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01602692569751063
ea12673d-76b6-4c25-95bb-c002bf3c3c64,22,1,00:00:29.075,0,29,3,0.902816,17,Pressure,1041,Sporting Gijón,4,From Throw In,1049,Granada,,,"['6f44e8b8-c64a-4baa-9ec7-0f72198f7e23', '71ddd385-3811-4478-b11c-637cc1790326']",,"[99.5, 41.8]",6847.0,Adalberto Peñaranda Maestre,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.075,3.3329999999999984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4107245910055556
71ddd385-3811-4478-b11c-637cc1790326,23,1,00:00:29.925,0,29,3,3.559646,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['00806700-5893-4d28-acfa-aff73848ef26', 'cff95314-aec2-4bf1-adc4-bad7d3de92a0', 'ea12673d-76b6-4c25-95bb-c002bf3c3c64']",,"[14.7, 34.5]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,6880.0,Arnaldo Antonio Sanabria Ayala,66.692505,-0.3203281,3.0,High Pass,"[78.0, 13.5]",,,38.0,Left Foot,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.925,0.8500000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6664450825057735
00806700-5893-4d28-acfa-aff73848ef26,24,1,00:00:33.485,0,33,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['71ddd385-3811-4478-b11c-637cc1790326'],,"[76.8, 14.0]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.485,3.5599999999999987,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1203535461374563
cff95314-aec2-4bf1-adc4-bad7d3de92a0,25,1,00:00:33.485,0,33,3,2.62305,30,Pass,1041,Sporting Gijón,4,From Throw In,1049,Granada,,,"['38f4d4e5-a314-4636-8491-8115232504dd', '71ddd385-3811-4478-b11c-637cc1790326', 'a9ebe4e7-b344-432f-abcf-652fac851b57', 'ea25fa56-0fa2-4e36-a73b-e2c3aaa41231']",,"[42.1, 66.6]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,27109.0,Youssef El-Arabi,23.977697,0.43939865,3.0,High Pass,"[63.8, 76.8]",66.0,Recovery,,,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.485,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4142046189560451
38f4d4e5-a314-4636-8491-8115232504dd,26,1,00:00:33.485,0,33,3,0.0,4,Duel,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['cff95314-aec2-4bf1-adc4-bad7d3de92a0'],,"[78.0, 13.5]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.485,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7995901266453789
a9ebe4e7-b344-432f-abcf-652fac851b57,27,1,00:00:36.108,0,36,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1049,Granada,,,['cff95314-aec2-4bf1-adc4-bad7d3de92a0'],,"[63.6, 73.5]",27109.0,Youssef El-Arabi,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.108,2.6229999999999976,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2709559830663084
