id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_outcome_id,duel_outcome_name,pass_cross,out,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,pass_aerial_won,off_camera,pass_switch,dribble_outcome_id,dribble_outcome_name,50_50_outcome_id,50_50_outcome_name,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_inswinging,block_offensive,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,clearance_left_foot,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_penalty,foul_won_penalty,ball_recovery_recovery_failure,dribble_overrun,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,miscontrol_aerial_won,pass_through_ball,foul_committed_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
633b9c75-ab22-44c5-943f-022127c0aca6,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,4231.0,"[{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 26288, 'name': 'Jonathan Javier Rodríguez Portillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3059996459919807
932e451b-476f-47c0-a4d9-df85303ea75a,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,219,RC Deportivo La Coruña,1,Regular Play,209,Celta Vigo,4231.0,"[{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3559832487295108
d9b12d22-d2be-41c8-88aa-138244da136b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,219,RC Deportivo La Coruña,1,Regular Play,209,Celta Vigo,,,['46329a10-de69-4d4a-8c35-009f26a23be3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9458080560640463
46329a10-de69-4d4a-8c35-009f26a23be3,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['d9b12d22-d2be-41c8-88aa-138244da136b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6344375253979975
a694d16b-e98f-4f7e-a01c-24c3faba2ed0,5,1,00:00:01.347,0,1,2,0.082106,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['347b7f58-aa6b-4611-875c-99544bb9b7f4'],"[60.0, 40.0]",5217.0,Iago Aspas Juncal,23.0,Center Forward,6801.0,Pedro Pablo Hernández,2.236068,-2.0344439,1.0,Ground Pass,"[59.0, 38.0]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.347,1.347,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4638605922893867
347b7f58-aa6b-4611-875c-99544bb9b7f4,6,1,00:00:01.429,0,1,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['a694d16b-e98f-4f7e-a01c-24c3faba2ed0'],"[59.0, 38.0]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.429,0.08200000000000007,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37040248550882326
35b4c136-8bcb-4eaa-9eb0-7844b1cb1cca,7,1,00:00:01.429,0,1,2,0.746356,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['14dd09ef-216c-496e-9319-08efc92cc2cd', '347b7f58-aa6b-4611-875c-99544bb9b7f4']","[59.0, 38.0]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,,,,,,,,,,,,"[58.2, 38.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.429,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.380912166987587
14dd09ef-216c-496e-9319-08efc92cc2cd,8,1,00:00:02.175,0,2,2,1.516948,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7cc54865-f4c5-49df-861f-77877d09791a'],"[58.2, 38.6]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,6890.0,Andreu Fontàs Prat,26.629496,-2.7687569,1.0,Ground Pass,"[33.4, 28.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.175,0.7459999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1466610487989537
7cc54865-f4c5-49df-861f-77877d09791a,9,1,00:00:03.692,0,3,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['14dd09ef-216c-496e-9319-08efc92cc2cd'],"[33.4, 28.9]",6890.0,Andreu Fontàs Prat,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.692,1.5170000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08951382677670117
1a594bef-a520-4d19-93dc-5552cbb17b8a,10,1,00:00:03.692,0,3,2,2.301028,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['0daa9d2a-7900-4758-9f02-919c98daa2e4', '7cc54865-f4c5-49df-861f-77877d09791a']","[33.4, 28.9]",6890.0,Andreu Fontàs Prat,5.0,Left Center Back,,,,,,,,,,,,"[33.4, 28.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.692,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9054806742729838
0daa9d2a-7900-4758-9f02-919c98daa2e4,11,1,00:00:05.993,0,5,2,3.266643,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['2182f071-692b-4a19-9b62-932e9cd33732'],"[33.4, 28.9]",6890.0,Andreu Fontàs Prat,5.0,Left Center Back,,,51.72282,0.4117462,3.0,High Pass,"[80.8, 49.6]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.993,2.301,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7237683285376294
f67381da-3f3c-42ef-b17b-6c9c470b010a,12,1,00:00:09.260,0,9,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['2182f071-692b-4a19-9b62-932e9cd33732'],"[80.8, 49.6]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26,3.2669999999999995,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29296816669586445
2182f071-692b-4a19-9b62-932e9cd33732,13,1,00:00:09.260,0,9,2,0.0,9,Clearance,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,"['0daa9d2a-7900-4758-9f02-919c98daa2e4', 'f67381da-3f3c-42ef-b17b-6c9c470b010a']","[39.3, 30.5]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,True,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41429562997213865
34c55b39-32d8-4bea-8511-71dfe16f71b4,14,1,00:00:10.550,0,10,2,2.223235,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['22dd0d9f-2c8e-4809-a001-6c60856613d2'],"[64.9, 41.7]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,,,27.241512,0.15851027,3.0,High Pass,"[91.8, 46.0]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,1.290000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.002601814463082386
22dd0d9f-2c8e-4809-a001-6c60856613d2,15,1,00:00:12.773,0,12,2,0.0,2,Ball Recovery,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,['34c55b39-32d8-4bea-8511-71dfe16f71b4'],"[28.3, 34.1]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.773,2.222999999999999,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.983769004875651
00bc1426-6c03-46cc-9a0b-d66144c3009d,16,1,00:00:12.773,0,12,2,1.937442,43,Carry,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,"['22dd0d9f-2c8e-4809-a001-6c60856613d2', '8fcf8cfb-ca36-40e6-9f41-f02423f43e21', 'fe9bde5c-5354-4665-81b3-1cb48e8322ba']","[28.3, 34.1]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[27.1, 28.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.773,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.307301348019011
fe9bde5c-5354-4665-81b3-1cb48e8322ba,17,1,00:00:13.912,0,13,2,0.686585,17,Pressure,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['00bc1426-6c03-46cc-9a0b-d66144c3009d'],"[90.5, 47.5]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.912,1.1390000000000011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.07618462474949816
8fcf8cfb-ca36-40e6-9f41-f02423f43e21,18,1,00:00:14.710,0,14,2,1.60369,30,Pass,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,"['82cdd2fd-d8a2-4793-b913-c550269b96f3', 'c1181914-9698-4167-80ba-b1ca808b693d']","[27.1, 28.9]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,26288.0,Jonathan Javier Rodríguez Portillo,27.814564,-0.032362796,1.0,Ground Pass,"[54.9, 28.0]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,0.798,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1008100954969654
82cdd2fd-d8a2-4793-b913-c550269b96f3,19,1,00:00:16.314,0,16,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,['8fcf8cfb-ca36-40e6-9f41-f02423f43e21'],"[65.4, 27.0]",26288.0,Jonathan Javier Rodríguez Portillo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.314,1.6039999999999992,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8425471883944955
c1181914-9698-4167-80ba-b1ca808b693d,20,1,00:00:16.314,0,16,2,0.8439,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['327c9362-50b8-4591-a76c-c7fb7033c24f', '8fcf8cfb-ca36-40e6-9f41-f02423f43e21']","[65.2, 52.1]",6805.0,Hugo Mallo Novegil,2.0,Right Back,19668.0,Augusto Matías Fernández,5.8309517,-0.38687572,2.0,Low Pass,"[70.6, 49.9]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.314,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7018383415337195
327c9362-50b8-4591-a76c-c7fb7033c24f,21,1,00:00:17.158,0,17,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['c1181914-9698-4167-80ba-b1ca808b693d'],"[70.6, 49.9]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.158,0.8440000000000012,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8911310585007001
264fd8f4-451f-4c56-afb2-6da3f20bcc41,22,1,00:00:17.158,0,17,2,0.04,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['1bcb5332-e2b4-45ce-b651-0be8ef7ef704', '327c9362-50b8-4591-a76c-c7fb7033c24f']","[70.6, 49.9]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,,,,,,,,,,,,"[70.7, 49.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.158,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4653335107400802
1bcb5332-e2b4-45ce-b651-0be8ef7ef704,23,1,00:00:17.198,0,17,2,0.35865,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['c3953fb1-b7ec-4d6f-9be7-283e7554f930'],"[70.7, 49.9]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,6805.0,Hugo Mallo Novegil,4.248529,2.6779451,1.0,Ground Pass,"[66.9, 51.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.198,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.936766112514628
c3953fb1-b7ec-4d6f-9be7-283e7554f930,24,1,00:00:17.557,0,17,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['1bcb5332-e2b4-45ce-b651-0be8ef7ef704'],"[66.9, 51.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.557,0.3589999999999982,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8054495166964185
457cfd8d-3bcb-4f93-bb59-0241a4bfa490,25,1,00:00:17.557,0,17,2,0.339692,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['10a18600-602e-482e-ba6c-39eaa465bd6c', 'c3953fb1-b7ec-4d6f-9be7-283e7554f930']","[66.9, 51.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,"[66.9, 51.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.557,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21078316230524619
10a18600-602e-482e-ba6c-39eaa465bd6c,26,1,00:00:17.896,0,17,2,2.401536,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['068b1cd0-4d65-480a-8d9d-6c55d2dcea86'],"[66.9, 51.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,5217.0,Iago Aspas Juncal,26.52791,-0.75607324,3.0,High Pass,"[86.2, 33.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.896,0.3390000000000022,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20961846942549467
068b1cd0-4d65-480a-8d9d-6c55d2dcea86,27,1,00:00:20.298,0,20,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['10a18600-602e-482e-ba6c-39eaa465bd6c'],"[86.2, 33.6]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.298,2.4019999999999975,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09072861239051266
b60e9ce1-abf1-4d57-b72a-820172efb753,28,1,00:00:20.298,0,20,2,0.684793,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['068b1cd0-4d65-480a-8d9d-6c55d2dcea86', '7f07dcae-e0d6-437c-93a8-75b9ed6da225']","[86.2, 33.6]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,"[86.5, 33.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.298,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3037851272128165
7f07dcae-e0d6-437c-93a8-75b9ed6da225,29,1,00:00:20.983,0,20,2,0.529282,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['9654bd88-2169-45b6-826d-580f9d9721ff', 'f0c98802-000b-4412-bf16-4e5c45902609']","[86.5, 33.1]",5217.0,Iago Aspas Juncal,23.0,Center Forward,6724.0,Manuel Agudo Durán,13.634149,-1.0316347,1.0,Ground Pass,"[93.5, 21.4]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.983,0.6850000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.13314614161670502
f0c98802-000b-4412-bf16-4e5c45902609,30,1,00:00:21.512,0,21,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7f07dcae-e0d6-437c-93a8-75b9ed6da225'],"[93.1, 7.3]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.512,0.5289999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9610335062618371
9654bd88-2169-45b6-826d-580f9d9721ff,31,1,00:00:21.512,0,21,2,0.0,10,Interception,209,Celta Vigo,9,From Kick Off,219,RC Deportivo La Coruña,,,['7f07dcae-e0d6-437c-93a8-75b9ed6da225'],"[26.6, 58.7]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.512,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8205040022061743
