id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,miscontrol_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,counterpress,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,dribble_nutmeg,pass_cross,clearance_head,foul_committed_advantage,foul_won_advantage,block_deflection,block_offensive,clearance_aerial_won,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_key_pass_id,pass_cut_back,ball_recovery_recovery_failure,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,pass_inswinging,pass_technique_id,pass_technique_name,shot_aerial_won,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,foul_committed_card_id,foul_committed_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
def860a0-5ee2-4c0a-9a15-564dc8cebde3,1045,1,00:23:06.548,23,6,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['df889be6-1538-47ae-8c2a-4ba3d29b76d7'],"[61.3, 54.4]",5463.0,Luka Modrić,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.548,1.4649999999999181,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9181338060210533
543f54d8-c5b3-4ad7-ad8c-06b826be1a00,1046,1,00:23:06.548,23,6,43,1.170554,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['7ad0dd24-20c1-481e-a65e-7357f936fc19', 'def860a0-5ee2-4c0a-9a15-564dc8cebde3']","[61.3, 54.4]",5463.0,Luka Modrić,15.0,Left Center Midfield,,,,,,,,,,,,"[65.2, 57.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.548,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29817614974093676
7ad0dd24-20c1-481e-a65e-7357f936fc19,1047,1,00:23:07.718,23,7,43,2.0,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['e2c0b63f-dd72-4844-8724-327450259944'],"[65.2, 57.6]",5463.0,Luka Modrić,15.0,Left Center Midfield,3063.0,Danilo Luiz da Silva,27.441757,0.8601938,1.0,Ground Pass,"[83.1, 78.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.718,1.1700000000000728,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4836227600411037
e2c0b63f-dd72-4844-8724-327450259944,1048,1,00:23:09.718,23,9,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['7ad0dd24-20c1-481e-a65e-7357f936fc19'],"[83.1, 78.4]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.718,2.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3870725191890271
b9f89b57-bcab-4e79-ae69-90eff1684e85,1049,1,00:23:09.718,23,9,43,1.641606,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['df77dc57-48a2-4187-9b1a-7cf3d5a2b7df', 'e2c0b63f-dd72-4844-8724-327450259944']","[83.1, 78.4]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,"[88.1, 77.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.718,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.869535273691288
df77dc57-48a2-4187-9b1a-7cf3d5a2b7df,1050,1,00:23:11.360,23,11,43,1.865751,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['2e974820-37e4-4cac-a8a5-42409eb5c3a4'],"[88.1, 77.3]",3063.0,Danilo Luiz da Silva,2.0,Right Back,5207.0,Cristiano Ronaldo dos Santos Aveiro,47.11794,-1.2490457,3.0,High Pass,"[103.0, 32.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.36,1.6419999999998254,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8539788662811767
2e974820-37e4-4cac-a8a5-42409eb5c3a4,1051,1,00:23:13.226,23,13,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['df77dc57-48a2-4187-9b1a-7cf3d5a2b7df'],"[103.0, 32.6]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.226,1.8660000000002128,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10139847780013944
763a9e82-26a5-4a0c-acf9-e8affadccb15,1052,1,00:23:13.226,23,13,43,2.337148,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['2e974820-37e4-4cac-a8a5-42409eb5c3a4', '3df2bd35-c7f8-499e-b4b9-daa1d55bfaf2', 'a76c66ce-899f-4831-bfcf-b413801d9ad2']","[103.0, 32.6]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,,,,,,,,,,,,"[96.8, 27.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.226,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7733212704029693
3df2bd35-c7f8-499e-b4b9-daa1d55bfaf2,1053,1,00:23:13.938,23,13,43,0.336659,17,Pressure,220,Real Madrid,3,From Free Kick,1041,Sporting Gijón,,,['763a9e82-26a5-4a0c-acf9-e8affadccb15'],"[18.4, 46.0]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.938,0.7119999999999891,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6762545650553873
a76c66ce-899f-4831-bfcf-b413801d9ad2,1054,1,00:23:15.563,23,15,43,1.2,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['99f1c365-512f-4bc6-ba5b-67cd8de5d8ae'],"[96.8, 27.8]",5207.0,Cristiano Ronaldo dos Santos Aveiro,21.0,Left Wing,5552.0,Marcelo Vieira da Silva Júnior,14.489997,-1.923105,1.0,Ground Pass,"[91.8, 14.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.563,1.625,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7434635890806378
99f1c365-512f-4bc6-ba5b-67cd8de5d8ae,1055,1,00:23:16.763,23,16,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['a76c66ce-899f-4831-bfcf-b413801d9ad2'],"[91.8, 14.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.763,1.199999999999818,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8166345060621759
3e15375c-8282-48ca-87ce-7294f2fdb00e,1056,1,00:23:16.763,23,16,43,0.114917,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['33d890da-1b66-4e3f-b3e6-0a883c6d68b5', '99f1c365-512f-4bc6-ba5b-67cd8de5d8ae']","[91.8, 14.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[91.8, 14.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.763,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23076516912137346
33d890da-1b66-4e3f-b3e6-0a883c6d68b5,1057,1,00:23:16.878,23,16,43,3.051979,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['d6532026-95da-4957-b299-3f3fa25fb980'],"[91.8, 14.2]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,6399.0,Gareth Frank Bale,20.69396,-0.40742984,1.0,Ground Pass,"[110.8, 6.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.878,0.1150000000000091,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2722432330410647
d6532026-95da-4957-b299-3f3fa25fb980,1058,1,00:23:19.930,23,19,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['33d890da-1b66-4e3f-b3e6-0a883c6d68b5'],"[110.8, 6.0]",6399.0,Gareth Frank Bale,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.93,3.0520000000001346,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6962378003094132
6a63d7cb-e2ad-4a3b-b6a2-02ba0b6b9ec7,1059,1,00:23:19.930,23,19,43,1.423667,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['98267be6-5d75-47fd-92a0-f69012b2463e', 'd6532026-95da-4957-b299-3f3fa25fb980']","[110.8, 6.0]",6399.0,Gareth Frank Bale,19.0,Center Attacking Midfield,,,,,,,,,,,,"[105.6, 6.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.93,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8534646928692116
98267be6-5d75-47fd-92a0-f69012b2463e,1060,1,00:23:21.353,23,21,43,1.568596,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['aeadd551-839a-4cc3-bc2e-322a7d28e1af'],"[105.6, 6.6]",6399.0,Gareth Frank Bale,19.0,Center Attacking Midfield,5552.0,Marcelo Vieira da Silva Júnior,17.949373,2.1819787,1.0,Ground Pass,"[95.3, 21.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.353,1.4230000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7489369732152329
25e57bdc-3d9f-4785-bb83-c76264b31f5c,1061,1,00:23:22.906,23,22,43,0.709911,17,Pressure,220,Real Madrid,3,From Free Kick,1041,Sporting Gijón,,,"['07239b0b-9aaf-487a-8e6e-e2e391685407', 'aeadd551-839a-4cc3-bc2e-322a7d28e1af', 'aed6586f-f4f8-431b-a2a2-dff70ef8aaf2']","[25.5, 57.3]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.906,1.5529999999998836,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7969280680132999
aeadd551-839a-4cc3-bc2e-322a7d28e1af,1062,1,00:23:22.922,23,22,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['25e57bdc-3d9f-4785-bb83-c76264b31f5c', '98267be6-5d75-47fd-92a0-f69012b2463e']","[95.3, 21.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.922,0.016000000000076398,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.856709336663679
aed6586f-f4f8-431b-a2a2-dff70ef8aaf2,1063,1,00:23:22.922,23,22,43,0.456785,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['07239b0b-9aaf-487a-8e6e-e2e391685407', '25e57bdc-3d9f-4785-bb83-c76264b31f5c', 'aeadd551-839a-4cc3-bc2e-322a7d28e1af']","[95.3, 21.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[100.2, 27.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.922,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2815987163578061
07239b0b-9aaf-487a-8e6e-e2e391685407,1064,1,00:23:23.379,23,23,43,1.347077,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['25e57bdc-3d9f-4785-bb83-c76264b31f5c', '8497776c-99df-4fd1-9271-512b5b7af73c']","[100.2, 27.8]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5574.0,Toni Kroos,8.579627,2.281951,1.0,Ground Pass,"[94.6, 34.3]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.379,0.45699999999987995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.39382455387719884
8497776c-99df-4fd1-9271-512b5b7af73c,1065,1,00:23:24.726,23,24,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['07239b0b-9aaf-487a-8e6e-e2e391685407'],"[94.6, 34.3]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.726,1.3470000000002074,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.028558640664730017
7a9af8ff-4a7d-4e25-9953-830dc7a558c8,1066,1,00:23:24.726,23,24,43,1.379475,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['8497776c-99df-4fd1-9271-512b5b7af73c', 'add52132-384f-4e88-aaa0-f00d45fab50d', 'adf72235-0906-47e4-9e98-4c60b2af80a7']","[94.6, 34.3]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[97.4, 36.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.726,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18250275723149123
add52132-384f-4e88-aaa0-f00d45fab50d,1067,1,00:23:24.755,23,24,43,0.570924,17,Pressure,220,Real Madrid,3,From Free Kick,1041,Sporting Gijón,,,['7a9af8ff-4a7d-4e25-9953-830dc7a558c8'],"[22.2, 45.2]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.755,0.028999999999996362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8870574710419287
13ee8888-9fd9-412c-aabb-b8895227ded3,1068,1,00:23:25.907,23,25,43,0.328109,17,Pressure,220,Real Madrid,3,From Free Kick,1041,Sporting Gijón,,,['adf72235-0906-47e4-9e98-4c60b2af80a7'],"[19.9, 42.6]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.907,1.1519999999998163,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8397837697864472
adf72235-0906-47e4-9e98-4c60b2af80a7,1069,1,00:23:26.105,23,26,43,0.486671,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['13ee8888-9fd9-412c-aabb-b8895227ded3', 'fc50d42c-f72c-44fe-aeea-8928898d10a0']","[97.4, 36.7]",5574.0,Toni Kroos,13.0,Right Center Midfield,4926.0,Francisco Román Alarcón Suárez,9.904039,1.284175,1.0,Ground Pass,"[100.2, 46.2]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.105,0.19800000000009277,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03309868628352941
fc50d42c-f72c-44fe-aeea-8928898d10a0,1070,1,00:23:26.592,23,26,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['adf72235-0906-47e4-9e98-4c60b2af80a7'],"[100.2, 46.2]",4926.0,Francisco Román Alarcón Suárez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.592,0.48700000000008004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3057495213324959
8be62a08-c9c4-4221-afa5-97183e969929,1071,1,00:23:26.592,23,26,43,0.050737,43,Carry,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['8e84b2a0-2107-4e7d-a02b-09979a9306d6', 'fc50d42c-f72c-44fe-aeea-8928898d10a0']","[100.2, 46.2]",4926.0,Francisco Román Alarcón Suárez,17.0,Right Wing,,,,,,,,,,,,"[100.2, 46.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.592,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1202983863897148
8e84b2a0-2107-4e7d-a02b-09979a9306d6,1072,1,00:23:26.643,23,26,43,1.974134,30,Pass,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,"['1a993ded-1f20-4ee3-ba93-3b3c46ff95b4', '617b87ca-12de-4cd0-93bb-a92498f9d36d']","[100.2, 46.2]",4926.0,Francisco Román Alarcón Suárez,17.0,Right Wing,5574.0,Toni Kroos,12.137957,-0.6979028,1.0,Ground Pass,"[109.5, 38.4]",38.0,Left Foot,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.643,0.05099999999993088,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.44977688663974824
617b87ca-12de-4cd0-93bb-a92498f9d36d,1073,1,00:23:28.617,23,28,43,,42,Ball Receipt*,220,Real Madrid,3,From Free Kick,220,Real Madrid,,,['8e84b2a0-2107-4e7d-a02b-09979a9306d6'],"[102.8, 36.2]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.617,1.9739999999999327,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5720558155566206
1a993ded-1f20-4ee3-ba93-3b3c46ff95b4,1074,1,00:23:28.617,23,28,44,0.0,2,Ball Recovery,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['8e84b2a0-2107-4e7d-a02b-09979a9306d6'],"[10.6, 41.7]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.617,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5306577228652702
135b7317-3953-4abf-9665-4538d836e7f2,1075,1,00:23:28.617,23,28,44,3.63072,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['1a993ded-1f20-4ee3-ba93-3b3c46ff95b4', '3363dc85-1034-487b-99d0-6a6f52a4ae51']","[10.6, 41.7]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,"[10.6, 38.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.617,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9044397545694559
3363dc85-1034-487b-99d0-6a6f52a4ae51,1076,1,00:23:32.248,23,32,44,3.045196,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['e1bfe10b-f43d-45bd-9618-326ebd4c75bd'],"[10.6, 38.5]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,24263.0,Ismael López Blanco,42.26121,-0.93486726,2.0,Low Pass,"[35.7, 4.5]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.248,3.6310000000000855,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1325612717872665
e1bfe10b-f43d-45bd-9618-326ebd4c75bd,1077,1,00:23:35.293,23,35,44,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['3363dc85-1034-487b-99d0-6a6f52a4ae51'],"[35.7, 4.5]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.293,3.0449999999998454,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15486137241851639
911e3761-31b2-4926-a22c-ffde644b8e52,1078,1,00:23:35.293,23,35,44,3.160809,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['370888e7-21b7-4480-b43a-2ee2a6a52e7a', 'e1bfe10b-f43d-45bd-9618-326ebd4c75bd']","[35.7, 4.5]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,"[43.2, 4.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.293,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6471565106612471
370888e7-21b7-4480-b43a-2ee2a6a52e7a,1079,1,00:23:38.454,23,38,44,1.37329,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['2580cab4-82d8-4b58-b9b1-e00af01da211'],"[43.2, 4.3]",24263.0,Ismael López Blanco,6.0,Left Back,18925.0,Ignacio Cases Mora,12.826925,1.4300019,1.0,Ground Pass,"[45.0, 17.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.454,3.161000000000058,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8071563991324398
