id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,miscontrol_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,counterpress,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,dribble_nutmeg,pass_cross,clearance_head,foul_committed_advantage,foul_won_advantage,block_deflection,block_offensive,clearance_aerial_won,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_key_pass_id,pass_cut_back,ball_recovery_recovery_failure,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,pass_inswinging,pass_technique_id,pass_technique_name,shot_aerial_won,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,foul_committed_card_id,foul_committed_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
0e525ca9-158e-45e7-afb4-196afb094e37,11,1,00:00:03.674,0,3,2,2.888619,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['6d9da0af-0c43-471f-8460-6fdde893b46f'],"[42.5, 38.5]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,6581.0,Jonathan Rodríguez Menéndez,43.185646,-1.0200515,3.0,High Pass,"[65.1, 1.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.674,0.08000000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.18795769458529576
6d9da0af-0c43-471f-8460-6fdde893b46f,12,1,00:00:06.562,0,6,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['0e525ca9-158e-45e7-afb4-196afb094e37'],"[65.1, 1.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.562,2.8880000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0897482747750511
40f173f4-521b-45bf-a7dd-bd6593a7b5dc,13,1,00:00:06.562,0,6,2,0.060546,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['6d9da0af-0c43-471f-8460-6fdde893b46f', '996ea2d7-81f0-40ed-9f54-1815fe04e706']","[65.1, 1.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,"[62.7, 2.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.562,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9491580236742773
996ea2d7-81f0-40ed-9f54-1815fe04e706,14,1,00:00:06.623,0,6,2,1.198665,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['3d691419-6e4b-4e71-9105-326f9991ec1c'],"[62.7, 2.8]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,24263.0,Ismael López Blanco,11.178998,2.7660697,3.0,High Pass,"[52.3, 6.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.623,0.06099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8209553234616428
3d691419-6e4b-4e71-9105-326f9991ec1c,15,1,00:00:07.822,0,7,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['996ea2d7-81f0-40ed-9f54-1815fe04e706'],"[52.3, 6.9]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.822,1.1989999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3599840223791041
fa505ee0-035f-4f3d-a17b-a38b1083c595,16,1,00:00:07.822,0,7,2,0.773345,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['3d691419-6e4b-4e71-9105-326f9991ec1c', 'd37ac516-d63a-4a06-b8e2-7baa709122cf']","[52.3, 6.9]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,"[54.5, 8.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.822,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27590631263828813
d37ac516-d63a-4a06-b8e2-7baa709122cf,17,1,00:00:08.595,0,8,2,1.362667,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['20717b9b-e3f4-45a1-acbd-da91af31bdb0'],"[54.5, 8.0]",24263.0,Ismael López Blanco,6.0,Left Back,6581.0,Jonathan Rodríguez Menéndez,11.078809,-0.5404195,3.0,High Pass,"[64.0, 2.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595,0.7730000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.41180227979924755
20717b9b-e3f4-45a1-acbd-da91af31bdb0,18,1,00:00:09.958,0,9,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d37ac516-d63a-4a06-b8e2-7baa709122cf'],"[64.0, 2.3]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.958,1.3629999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.971436326402235
bb2f9a9c-08a4-4451-8538-bd74ed560100,19,1,00:00:09.958,0,9,2,1.147463,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['20717b9b-e3f4-45a1-acbd-da91af31bdb0', '9be391d8-9b8f-41a3-bf1a-f7f8da49469e']","[64.0, 2.3]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,"[66.1, 2.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.958,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8104177278788636
9be391d8-9b8f-41a3-bf1a-f7f8da49469e,20,1,00:00:11.105,0,11,2,2.060616,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['68ee3262-28aa-41c8-a7bd-d6e3e335bb36'],"[66.1, 2.3]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,6880.0,Arnaldo Antonio Sanabria Ayala,40.043102,0.67747104,3.0,High Pass,"[97.3, 27.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.105,1.1470000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8471422939112456
68ee3262-28aa-41c8-a7bd-d6e3e335bb36,21,1,00:00:13.166,0,13,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['9be391d8-9b8f-41a3-bf1a-f7f8da49469e'],"[97.3, 27.4]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.166,2.061,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08334233706314331
dd1b0a92-6734-405b-bba7-2945983aed1e,22,1,00:00:13.208,0,13,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,220,Real Madrid,,,['c4ef2b43-29af-4cf7-825e-ac6332c105a1'],"[22.8, 52.7]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.208,0.041999999999999815,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8882591741345979
c4ef2b43-29af-4cf7-825e-ac6332c105a1,23,1,00:00:13.208,0,13,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['dd1b0a92-6734-405b-bba7-2945983aed1e'],"[97.3, 27.4]",6880.0,Arnaldo Antonio Sanabria Ayala,24.0,Left Center Forward,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.208,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.42987290057420147
275e274e-7a97-4747-9e3a-00c948df8fc7,24,1,00:00:16.161,0,16,3,0.0,23,Goal Keeper,220,Real Madrid,8,From Keeper,220,Real Madrid,,,,"[15.0, 32.6]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,,,,,,27.0,Keeper Sweeper,47.0,Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.161,2.953000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8700249102644517
f7ac9676-a3b3-4bd6-9ca8-cee549bcc857,25,1,00:00:25.421,0,25,3,3.01164,30,Pass,220,Real Madrid,8,From Keeper,220,Real Madrid,,,['25aeeda3-5991-44c9-8123-6921c70f91a2'],"[14.4, 31.3]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,5552.0,Marcelo Vieira da Silva Júnior,30.408552,-0.7714456,3.0,High Pass,"[36.2, 10.1]",69.0,Keeper Arm,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.421,9.259999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.690399099118619
25aeeda3-5991-44c9-8123-6921c70f91a2,26,1,00:00:28.432,0,28,3,,42,Ball Receipt*,220,Real Madrid,8,From Keeper,220,Real Madrid,,,['f7ac9676-a3b3-4bd6-9ca8-cee549bcc857'],"[36.2, 10.1]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.432,3.0109999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9765984250807564
ae7a1725-4a73-408d-9422-3b91b878f211,27,1,00:00:30.932,0,30,3,1.199999,30,Pass,220,Real Madrid,8,From Keeper,220,Real Madrid,,,['5806ba5f-dfb0-4ce7-b2fd-efb5e268eeec'],"[42.3, 7.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5574.0,Toni Kroos,9.542537,2.237354,1.0,Ground Pass,"[36.4, 14.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.932,2.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3387078959478781
5806ba5f-dfb0-4ce7-b2fd-efb5e268eeec,28,1,00:00:32.132,0,32,3,,42,Ball Receipt*,220,Real Madrid,8,From Keeper,220,Real Madrid,,,['ae7a1725-4a73-408d-9422-3b91b878f211'],"[36.4, 14.8]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.132,1.1999999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9544943123814392
4a8d3f9b-b61c-4396-ade3-90c775e34b4f,29,1,00:00:32.132,0,32,3,0.400515,43,Carry,220,Real Madrid,8,From Keeper,220,Real Madrid,,,"['5806ba5f-dfb0-4ce7-b2fd-efb5e268eeec', 'd7dc6bcf-bb4d-4322-b221-2ed85bf4ef68']","[36.4, 14.8]",5574.0,Toni Kroos,13.0,Right Center Midfield,,,,,,,,,,,,"[36.4, 14.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.132,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10662863339422102
