id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,off_camera,pass_outcome_id,pass_outcome_name,under_pressure,clearance_head,clearance_body_part_id,clearance_body_part_name,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,clearance_left_foot,out,pass_switch,foul_won_defensive,duel_type_id,duel_type_name,pass_aerial_won,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,shot_first_time,clearance_aerial_won,shot_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,pass_inswinging,pass_technique_id,pass_technique_name,pass_outswinging,dribble_nutmeg,pass_cut_back,foul_committed_advantage,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,pass_through_ball,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,pass_deflected,dribble_overrun,pass_no_touch,clearance_other,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
5ba26ab0-e3c9-40ac-988e-3eb3e10740e8,11,1,00:00:05.474,0,5,2,0.0,9,Clearance,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['884ef1c2-c840-4538-a07c-4e0a397faedf'],"[32.4, 38.4]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,True,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.474,1.154,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27235207082778823
cebd06e4-8bb4-4811-b555-686a1e5a42ad,12,1,00:00:11.860,0,11,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,,"[63.0, 38.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,6.385999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3842547673417991
2efc659d-6509-459c-b7d4-40eca8c8e7d2,13,1,00:00:13.482,0,13,2,0.548816,17,Pressure,218,Real Betis,9,From Kick Off,218,Real Betis,,,['80f66b6e-b68c-4df1-8513-5db360bf7fef'],"[56.6, 48.7]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.482,1.6219999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5515462867154961
80f66b6e-b68c-4df1-8513-5db360bf7fef,14,1,00:00:14.007,0,14,2,1.339072,30,Pass,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,"['2efc659d-6509-459c-b7d4-40eca8c8e7d2', '7d317bba-fcb2-4fb6-8485-9cce43bd41cd', 'e1a8d259-ac68-48a3-bc7e-1bd5183e5003']","[63.1, 26.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,6690.0,Xabier Prieto Argarate,9.730879,-1.1807482,2.0,Low Pass,"[66.8, 17.7]",37.0,Head,,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.007,0.5250000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8058104698734748
e1a8d259-ac68-48a3-bc7e-1bd5183e5003,15,1,00:00:15.346,0,15,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['80f66b6e-b68c-4df1-8513-5db360bf7fef'],"[66.8, 17.3]",6690.0,Xabier Prieto Argarate,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.346,1.3390000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9826513907272598
7d317bba-fcb2-4fb6-8485-9cce43bd41cd,16,1,00:00:15.346,0,15,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,218,Real Betis,,,['80f66b6e-b68c-4df1-8513-5db360bf7fef'],"[53.3, 62.4]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.346,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5008732816988132
4f569408-35de-49c8-8777-0b9e9bc7b185,17,1,00:00:15.346,0,15,2,1.587213,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['7d317bba-fcb2-4fb6-8485-9cce43bd41cd', 'ae514d31-ee98-4903-b121-86a39b81f676', 'dab9c7dd-91b5-4784-ac7f-31b0acbb4883']","[53.3, 62.4]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,"[48.9, 50.4]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.346,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23764763484763884
ae514d31-ee98-4903-b121-86a39b81f676,18,1,00:00:16.126,0,16,2,0.605416,17,Pressure,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['4f569408-35de-49c8-8777-0b9e9bc7b185'],"[68.8, 28.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.126,0.7800000000000011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6484264906142222
31094947-2ae2-4edc-9a33-61a3ae325ed4,19,1,00:00:16.934,0,16,2,0.0,39,Dribbled Past,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,"['047cce71-0a0f-43ff-af9c-b37e74754d7a', 'dab9c7dd-91b5-4784-ac7f-31b0acbb4883']","[71.2, 29.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.934,0.8079999999999998,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33382086133069444
dab9c7dd-91b5-4784-ac7f-31b0acbb4883,20,1,00:00:16.934,0,16,2,0.0,14,Dribble,218,Real Betis,9,From Kick Off,218,Real Betis,,,['31094947-2ae2-4edc-9a33-61a3ae325ed4'],"[48.9, 50.4]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.934,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3076602801990338
047cce71-0a0f-43ff-af9c-b37e74754d7a,21,1,00:00:16.934,0,16,2,0.967286,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['31094947-2ae2-4edc-9a33-61a3ae325ed4', '897ca8cd-03fa-4814-aa2e-98571ce3ac96', 'dab9c7dd-91b5-4784-ac7f-31b0acbb4883']","[48.9, 50.4]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,,,,,,,,,,,,"[41.6, 43.2]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.934,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21715245672952577
897ca8cd-03fa-4814-aa2e-98571ce3ac96,22,1,00:00:17.901,0,17,2,1.879898,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e41ccb52-9e5b-4aa0-9338-465ddea652be'],"[41.6, 43.2]",5671.0,Alfred John Momar N''Diaye,11.0,Left Defensive Midfield,6654.0,Antonio Adán Garrido,32.409874,-3.1169064,1.0,Ground Pass,"[9.2, 42.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.901,0.9669999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6177425258755238
e41ccb52-9e5b-4aa0-9338-465ddea652be,23,1,00:00:19.781,0,19,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['897ca8cd-03fa-4814-aa2e-98571ce3ac96'],"[9.2, 42.4]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.781,1.879999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2355273876437569
153ad81f-ecf3-40ff-b858-c12ca83435f2,24,1,00:00:19.781,0,19,2,1.831019,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['4b8f1b4b-a1a5-4efd-af1b-0515b5056682'],"[9.2, 42.4]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,,,76.524635,-0.53324795,3.0,High Pass,"[75.1, 3.5]",40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.781,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07146092528333559
433b5006-9deb-47e5-b3a1-dd027ebcacbd,25,1,00:00:21.306,0,21,2,0.170455,17,Pressure,218,Real Betis,9,From Kick Off,218,Real Betis,,,,"[73.1, 5.7]",6873.0,Francisco Portillo Soler,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.306,1.5250000000000021,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.16973782202244048
4b8f1b4b-a1a5-4efd-af1b-0515b5056682,26,1,00:00:21.612,0,21,2,1.159739,30,Pass,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,"['153ad81f-ecf3-40ff-b858-c12ca83435f2', '1bed136f-7cbd-4f73-aa18-e59ea9365ca9', 'aed9e098-7229-4bf9-ac8a-8c1adc54f822']","[45.0, 76.6]",6899.0,Rubén Pardo Gutiérrez,9.0,Right Defensive Midfield,8584.0,Jonathas Cristian de Jesus,27.814564,0.032362796,2.0,Low Pass,"[72.8, 77.5]",40.0,Right Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.612,0.3059999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.95232781882673
aed9e098-7229-4bf9-ac8a-8c1adc54f822,27,1,00:00:22.772,0,22,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['4b8f1b4b-a1a5-4efd-af1b-0515b5056682'],"[80.7, 73.3]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.772,1.1600000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5050861725121962
1bed136f-7cbd-4f73-aa18-e59ea9365ca9,28,1,00:00:22.772,0,22,2,0.974888,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['4b8f1b4b-a1a5-4efd-af1b-0515b5056682', 'ecb072b6-a163-436d-bd18-57f6ae386aba']","[47.3, 2.6]",27349.0,Heiko Westermann,5.0,Left Center Back,,,7.8025637,0.025635408,2.0,Low Pass,"[55.1, 2.8]",38.0,Left Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.772,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.13897846188477658
ecb072b6-a163-436d-bd18-57f6ae386aba,29,1,00:00:23.746,0,23,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,210,Real Sociedad,,,['1bed136f-7cbd-4f73-aa18-e59ea9365ca9'],"[65.0, 77.3]",8522.0,Armindo Tué Na Bangna,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.746,0.9740000000000002,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11872039844747528
