id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_cut_back,foul_won_defensive,off_camera,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_aerial_won,counterpress,foul_committed_advantage,foul_won_advantage,pass_switch,dribble_overrun,dribble_nutmeg,out,clearance_aerial_won,clearance_head,pass_through_ball,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,shot_aerial_won,pass_goal_assist,shot_one_on_one,ball_recovery_recovery_failure,pass_outswinging,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,clearance_other,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_no_touch,miscontrol_aerial_won,foul_committed_type_id,foul_committed_type_name,block_deflection,goalkeeper_punched_out,pass_deflected,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a2575387-582d-4599-91f1-f7b38379fc00,11,1,00:00:03.631,0,3,2,1.408582,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['8d1bfda7-a945-4f80-8380-4198db9221ea'],"[46.6, 46.1]",6867.0,Papa Kouly Diop,9.0,Right Defensive Midfield,6791.0,Javier López Rodríguez,26.027102,1.9034821,1.0,Ground Pass,"[38.1, 70.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.631,0.7439999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.29282895766336114
8d1bfda7-a945-4f80-8380-4198db9221ea,12,1,00:00:05.039,0,5,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['a2575387-582d-4599-91f1-f7b38379fc00'],"[38.1, 70.7]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.039,1.408,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9814938398454371
386dc775-3c1e-49c0-9bdc-795b281a504c,13,1,00:00:05.039,0,5,2,0.883162,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['8d1bfda7-a945-4f80-8380-4198db9221ea', 'fca2e110-793c-49a0-ac38-a4fd9c062c16']","[38.1, 70.7]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,"[38.1, 70.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.039,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47152030051876803
fca2e110-793c-49a0-ac38-a4fd9c062c16,14,1,00:00:05.922,0,5,2,1.778471,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['721f286b-637d-4c13-ba62-e58e88b4b0ec'],"[38.1, 70.9]",6791.0,Javier López Rodríguez,2.0,Right Back,6762.0,Álvaro González Soberón,16.164467,-2.237808,1.0,Ground Pass,"[28.1, 58.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.922,0.883,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7965605939676045
721f286b-637d-4c13-ba62-e58e88b4b0ec,15,1,00:00:07.701,0,7,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['fca2e110-793c-49a0-ac38-a4fd9c062c16'],"[28.1, 58.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701,1.779,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7347940680691689
9a16c1f3-4fc5-422a-bfd3-c03f0fcaec88,16,1,00:00:07.701,0,7,2,1.151241,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['721f286b-637d-4c13-ba62-e58e88b4b0ec', 'deb286e0-1883-4c4a-904a-efb712a125ca']","[28.1, 58.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,"[28.8, 58.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22952110863600095
deb286e0-1883-4c4a-904a-efb712a125ca,17,1,00:00:08.852,0,8,2,1.519863,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['90a6b8f3-1622-474f-9f81-3ab0f850d9b3'],"[28.8, 58.0]",6762.0,Álvaro González Soberón,3.0,Right Center Back,16456.0,Enzo Pablo Roco Roco,26.509243,-1.5972053,1.0,Ground Pass,"[28.1, 31.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.852,1.1510000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.21517805950035973
90a6b8f3-1622-474f-9f81-3ab0f850d9b3,18,1,00:00:10.372,0,10,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['deb286e0-1883-4c4a-904a-efb712a125ca'],"[28.1, 31.5]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.372,1.5199999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5542789998985371
75e32686-67a9-403d-bd36-00647bd5bb87,19,1,00:00:10.372,0,10,2,0.841358,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['044e7496-e747-4d6e-8833-4b7eaf5465df', '90a6b8f3-1622-474f-9f81-3ab0f850d9b3']","[28.1, 31.5]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,"[28.1, 31.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.372,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1971237835118843
044e7496-e747-4d6e-8833-4b7eaf5465df,20,1,00:00:11.213,0,11,2,1.057747,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['49c53e2f-f315-442e-bc85-9e3a3992b7f9'],"[28.1, 31.5]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,6701.0,Joan Jordán Moreno,18.47187,-1.0926219,1.0,Ground Pass,"[36.6, 15.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.213,0.8409999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3442931978399273
49c53e2f-f315-442e-bc85-9e3a3992b7f9,21,1,00:00:12.271,0,12,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['044e7496-e747-4d6e-8833-4b7eaf5465df'],"[36.6, 15.1]",6701.0,Joan Jordán Moreno,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.271,1.0580000000000016,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4086600044249219
7a72dd39-5b86-4704-813d-7b920f56eb37,22,1,00:00:12.271,0,12,2,1.611189,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['49c53e2f-f315-442e-bc85-9e3a3992b7f9', 'cf5210e0-3ac7-49e4-b9cd-df17ff26fa4e']","[36.6, 15.1]",6701.0,Joan Jordán Moreno,11.0,Left Defensive Midfield,,,,,,,,,,,,"[38.1, 15.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.271,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4358730348816646
cf5210e0-3ac7-49e4-b9cd-df17ff26fa4e,23,1,00:00:13.882,0,13,2,1.059372,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['6f602af9-c215-463c-a309-912eea67171b'],"[38.1, 15.6]",6701.0,Joan Jordán Moreno,11.0,Left Defensive Midfield,6624.0,Jorge Franco Alviz,10.937093,0.082381934,1.0,Ground Pass,"[49.0, 16.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.882,1.6109999999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.543589278497418
6f602af9-c215-463c-a309-912eea67171b,24,1,00:00:14.942,0,14,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['cf5210e0-3ac7-49e4-b9cd-df17ff26fa4e'],"[49.0, 16.5]",6624.0,Jorge Franco Alviz,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.942,1.0600000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6459074425522503
ca096a54-7863-4cd0-baf5-6ab7139eaf06,25,1,00:00:14.942,0,14,2,0.04,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['6f602af9-c215-463c-a309-912eea67171b', 'a64be485-3823-467f-ab75-f1c428d95fb4']","[49.0, 16.5]",6624.0,Jorge Franco Alviz,21.0,Left Wing,,,,,,,,,,,,"[49.0, 16.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.942,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8327340390431704
a64be485-3823-467f-ab75-f1c428d95fb4,26,1,00:00:14.982,0,14,2,3.143393,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['dbbb1efd-e488-42cb-a46c-c959aa24db02'],"[49.0, 16.5]",6624.0,Jorge Franco Alviz,21.0,Left Wing,16456.0,Enzo Pablo Roco Roco,40.623394,2.397982,1.0,Ground Pass,"[19.1, 44.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.982,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1390902987081326
dbbb1efd-e488-42cb-a46c-c959aa24db02,27,1,00:00:18.125,0,18,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['a64be485-3823-467f-ab75-f1c428d95fb4'],"[19.1, 44.0]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.125,3.1430000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.585902228281783
f7702064-360e-4ebb-b69c-fcac9c54e7e7,28,1,00:00:18.125,0,18,2,0.578691,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['b2853e00-01a0-4dd7-b0c2-529c63166984', 'dbbb1efd-e488-42cb-a46c-c959aa24db02']","[19.1, 44.0]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,"[19.1, 45.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.125,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7864187360047389
b2853e00-01a0-4dd7-b0c2-529c63166984,29,1,00:00:18.704,0,18,2,1.518593,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['8e997803-9fc5-44ce-b16e-c9897e644dbe'],"[19.1, 45.1]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,6762.0,Álvaro González Soberón,23.509148,1.1871305,1.0,Ground Pass,"[27.9, 66.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.704,0.5790000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6674880040460167
