id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_technique_id,pass_technique_name,pass_through_ball,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,block_deflection,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,ball_recovery_recovery_failure,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,pass_inswinging,shot_one_on_one,foul_committed_advantage,foul_won_advantage,pass_miscommunication,clearance_aerial_won,pass_goal_assist,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,dribble_overrun,clearance_left_foot,foul_won_defensive,pass_cut_back,pass_outswinging,shot_deflected,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,foul_committed_type_id,foul_committed_type_name,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a0698c46-4be5-4b61-be03-51519421537e,11,1,00:00:04.471,0,4,2,1.4108,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['a3ca94f1-b52b-4e5d-9e4f-3eba44944c88'],"[41.2, 39.3]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5213.0,Gerard Piqué Bernabéu,13.435029,2.9996955,1.0,Ground Pass,"[27.9, 41.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.471,1.7480000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6040171403722407
9a491013-1d16-4494-b942-aab9ddbedc4b,12,1,00:00:05.472,0,5,2,1.313053,17,Pressure,217,Barcelona,9,From Kick Off,210,Real Sociedad,,,"['75e72a7c-2a35-4f78-ad23-d94351bba02c', 'a3ca94f1-b52b-4e5d-9e4f-3eba44944c88', 'e401be9a-8d92-4763-af44-ac50fdfae456']","[82.3, 37.7]",6677.0,Imanol Agirretxe Arruti,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.472,1.0010000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9203285592195007
a3ca94f1-b52b-4e5d-9e4f-3eba44944c88,13,1,00:00:05.882,0,5,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['9a491013-1d16-4494-b942-aab9ddbedc4b', 'a0698c46-4be5-4b61-be03-51519421537e']","[27.9, 41.2]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.882,0.40999999999999925,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4587223085831247
e401be9a-8d92-4763-af44-ac50fdfae456,14,1,00:00:05.882,0,5,2,0.8744,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['75e72a7c-2a35-4f78-ad23-d94351bba02c', '9a491013-1d16-4494-b942-aab9ddbedc4b', 'a3ca94f1-b52b-4e5d-9e4f-3eba44944c88']","[27.9, 41.2]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[29.4, 42.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.882,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5312572877455233
75e72a7c-2a35-4f78-ad23-d94351bba02c,15,1,00:00:06.756,0,6,2,1.387563,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['9a491013-1d16-4494-b942-aab9ddbedc4b', 'bde08840-0ac1-490d-bddb-ac328ee0a03f']","[29.4, 42.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5506.0,Javier Alejandro Mascherano,20.056171,-1.6456562,1.0,Ground Pass,"[27.9, 22.7]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.756,0.8740000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9619586131959412
bde08840-0ac1-490d-bddb-ac328ee0a03f,16,1,00:00:08.144,0,8,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['75e72a7c-2a35-4f78-ad23-d94351bba02c'],"[27.9, 22.7]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.144,1.388,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6050308444906727
d6422f85-d65e-481c-8212-afd7aa478114,17,1,00:00:08.144,0,8,2,1.109737,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['4261661b-9d9e-4d63-b926-4b20d999398f', 'bde08840-0ac1-490d-bddb-ac328ee0a03f']","[27.9, 22.7]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[28.6, 20.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.144,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39230754470729634
4261661b-9d9e-4d63-b926-4b20d999398f,18,1,00:00:09.254,0,9,2,1.273281,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['0e79a29c-4a32-4470-9c8a-25602538ba2d'],"[28.6, 20.2]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,10609.0,Jérémy Mathieu,16.23607,-1.0906214,1.0,Ground Pass,"[36.1, 5.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.254,1.1099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6703776061290678
849896e1-dda1-4e01-9c79-48f56ec11388,19,1,00:00:10.206,0,10,2,1.454539,17,Pressure,217,Barcelona,9,From Kick Off,210,Real Sociedad,,,"['0e79a29c-4a32-4470-9c8a-25602538ba2d', 'a82db241-e2e2-4a14-b099-a290d129d1ec']","[78.4, 69.5]",6673.0,Sergio Canales Madrazo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.206,0.952,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8549092606508689
0e79a29c-4a32-4470-9c8a-25602538ba2d,20,1,00:00:10.527,0,10,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['4261661b-9d9e-4d63-b926-4b20d999398f', '849896e1-dda1-4e01-9c79-48f56ec11388']","[36.1, 5.8]",10609.0,Jérémy Mathieu,6.0,Left Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.527,0.32099999999999973,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9405972258088264
a82db241-e2e2-4a14-b099-a290d129d1ec,21,1,00:00:10.527,0,10,2,1.760519,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0e79a29c-4a32-4470-9c8a-25602538ba2d', '6181eb64-51aa-46c4-b920-3919376c690b', '849896e1-dda1-4e01-9c79-48f56ec11388']","[36.1, 5.8]",10609.0,Jérémy Mathieu,6.0,Left Back,,,,,,,,,,,,"[35.7, 5.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.527,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39041438102694326
6181eb64-51aa-46c4-b920-3919376c690b,22,1,00:00:12.287,0,12,2,1.058201,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['d6e5f621-2fe7-4b5d-93fd-5e9ad24f8891'],"[35.7, 5.5]",10609.0,Jérémy Mathieu,6.0,Left Back,5506.0,Javier Alejandro Mascherano,22.627417,2.3561945,1.0,Ground Pass,"[19.7, 21.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.287,1.7600000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8906763560932635
d6e5f621-2fe7-4b5d-93fd-5e9ad24f8891,23,1,00:00:13.346,0,13,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['6181eb64-51aa-46c4-b920-3919376c690b'],"[19.7, 21.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.346,1.0589999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8563525210529854
06f86ed4-1f75-4e09-bd0b-4bf63f0c4a33,24,1,00:00:13.346,0,13,2,0.939799,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['702bbc3e-2454-4b09-bf47-e3b4769f6330', 'd6e5f621-2fe7-4b5d-93fd-5e9ad24f8891']","[19.7, 21.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[16.9, 20.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.346,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6282812510078484
702bbc3e-2454-4b09-bf47-e3b4769f6330,25,1,00:00:14.285,0,14,2,2.212211,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['5ad6d007-8589-44a5-93f1-c0946e4b415d'],"[16.9, 20.8]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5213.0,Gerard Piqué Bernabéu,28.011784,1.6601634,1.0,Ground Pass,"[14.4, 48.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285,0.9390000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8984077029243196
5ad6d007-8589-44a5-93f1-c0946e4b415d,26,1,00:00:16.498,0,16,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['702bbc3e-2454-4b09-bf47-e3b4769f6330'],"[14.4, 48.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.498,2.213000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6147320730421526
877e7153-f72e-4d2b-b04c-b3f510bd5c00,27,1,00:00:16.498,0,16,2,2.610589,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['50717052-a22c-4847-a668-773ce30827d6', '5ad6d007-8589-44a5-93f1-c0946e4b415d']","[14.4, 48.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[13.7, 47.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.498,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34432170819016017
50717052-a22c-4847-a668-773ce30827d6,28,1,00:00:19.108,0,19,2,1.629925,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ca4da37e-8e5d-4df6-b05d-f467964e4f4c'],"[13.7, 47.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,4691.0,Claudio Andrés Bravo Muñoz,12.5781555,-2.0771227,1.0,Ground Pass,"[7.6, 36.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.108,2.6099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3672345658194206
