id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_technique_id,pass_technique_name,pass_through_ball,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,block_deflection,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,ball_recovery_recovery_failure,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,pass_inswinging,shot_one_on_one,foul_committed_advantage,foul_won_advantage,pass_miscommunication,clearance_aerial_won,pass_goal_assist,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,dribble_overrun,clearance_left_foot,foul_won_defensive,pass_cut_back,pass_outswinging,shot_deflected,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,foul_committed_type_id,foul_committed_type_name,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
d02db847-11e9-4a76-bb7d-90952a0734c1,84,1,00:01:20.263,1,20,4,0.0,10,Interception,217,Barcelona,4,From Throw In,210,Real Sociedad,,,['732aa506-8372-41b9-9b74-dcba02fdf850'],"[92.9, 70.5]",6899.0,Rubén Pardo Gutiérrez,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.263,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.2715592647083711
fac1d7e6-63c8-43a5-b5a9-ff2c2302750d,85,1,00:01:20.263,1,20,4,2.859841,43,Carry,217,Barcelona,4,From Throw In,210,Real Sociedad,,,"['d02db847-11e9-4a76-bb7d-90952a0734c1', 'd0b474d1-38a0-45b3-96eb-915a03a781d2']","[92.9, 70.5]",6899.0,Rubén Pardo Gutiérrez,13.0,Right Center Midfield,,,,,,,,,,,,"[109.2, 77.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.263,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1495173797669238
d0b474d1-38a0-45b3-96eb-915a03a781d2,86,1,00:01:23.122,1,23,4,2.3132,30,Pass,217,Barcelona,4,From Throw In,210,Real Sociedad,,,['c4fff211-c6ba-4048-b8f5-3c957f4ef87d'],"[109.2, 77.3]",6899.0,Rubén Pardo Gutiérrez,13.0,Right Center Midfield,,,46.7,-1.5707964,3.0,High Pass,"[109.2, 30.6]",40.0,Right Foot,,,,,9.0,Incomplete,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.122,2.8589999999999947,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.38319766188344506
867dc151-32e2-48e4-ad79-74c492678107,87,1,00:01:25.434,1,25,4,1.78504,17,Pressure,217,Barcelona,4,From Throw In,210,Real Sociedad,,,"['116b796e-5f6a-4dc2-b749-546b0f35566e', 'c4fff211-c6ba-4048-b8f5-3c957f4ef87d', 'c931f111-4229-47d1-bc9b-c4dd4676840d']","[109.3, 25.0]",6690.0,Xabier Prieto Argarate,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.434,2.3119999999999976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7880960906262369
c4fff211-c6ba-4048-b8f5-3c957f4ef87d,88,1,00:01:25.436,1,25,4,0.0,2,Ball Recovery,217,Barcelona,4,From Throw In,217,Barcelona,,,"['867dc151-32e2-48e4-ad79-74c492678107', 'd0b474d1-38a0-45b3-96eb-915a03a781d2']","[10.9, 49.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.436,0.0020000000000095497,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4213890857582402
116b796e-5f6a-4dc2-b749-546b0f35566e,89,1,00:01:25.436,1,25,4,1.3749,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['867dc151-32e2-48e4-ad79-74c492678107', 'c4fff211-c6ba-4048-b8f5-3c957f4ef87d', 'c931f111-4229-47d1-bc9b-c4dd4676840d']","[10.9, 49.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[10.1, 51.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.436,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8843908830331264
c931f111-4229-47d1-bc9b-c4dd4676840d,90,1,00:01:26.810,1,26,4,0.5826,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['0d7a34b3-5eae-4825-8447-731b07fb72e4', '867dc151-32e2-48e4-ad79-74c492678107']","[10.1, 51.6]",4324.0,Daniel Alves da Silva,2.0,Right Back,4691.0,Claudio Andrés Bravo Muñoz,8.809086,-2.2597208,1.0,Ground Pass,"[4.5, 44.8]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81,1.3739999999999952,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6952293790167546
0d7a34b3-5eae-4825-8447-731b07fb72e4,91,1,00:01:27.393,1,27,4,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['c931f111-4229-47d1-bc9b-c4dd4676840d'],"[4.5, 44.8]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.393,0.5829999999999984,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7825641514779467
8b9917d8-45bf-44a8-9624-effeafcedfc7,92,1,00:01:27.393,1,27,4,1.2346,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['0d7a34b3-5eae-4825-8447-731b07fb72e4', 'a2b1b2e3-0435-45c4-9e86-ed479cb9f57b']","[4.5, 44.8]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[3.7, 48.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.393,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4120380818701872
a2b1b2e3-0435-45c4-9e86-ed479cb9f57b,93,1,00:01:28.628,1,28,4,3.308,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['1e8f90ba-d3dc-473d-b108-8675c2b0c44e'],"[3.7, 48.7]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,4324.0,Daniel Alves da Silva,27.637114,1.2959758,3.0,High Pass,"[11.2, 75.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.628,1.2349999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2583228325187993
1e8f90ba-d3dc-473d-b108-8675c2b0c44e,94,1,00:01:31.936,1,31,4,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['a2b1b2e3-0435-45c4-9e86-ed479cb9f57b'],"[11.2, 75.3]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.936,3.308000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38087614152624183
5030d792-6b09-446f-8ef4-d1e2440c7ef6,95,1,00:01:31.936,1,31,4,2.0067,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['356e5998-db9e-4988-ae46-d327e73db190', 'ae87308f-534b-43f1-a5b5-9406f5356c96']","[11.2, 75.3]",4324.0,Daniel Alves da Silva,2.0,Right Back,5503.0,Lionel Andrés Messi Cuccittini,23.915058,-0.13420945,3.0,High Pass,"[34.9, 72.1]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.936,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5217162030568335
ae87308f-534b-43f1-a5b5-9406f5356c96,96,1,00:01:33.942,1,33,4,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['5030d792-6b09-446f-8ef4-d1e2440c7ef6'],"[43.8, 69.6]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.942,2.005999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11259381631716092
356e5998-db9e-4988-ae46-d327e73db190,97,1,00:01:33.942,1,33,5,0.9183,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['5030d792-6b09-446f-8ef4-d1e2440c7ef6', 'ad679135-c047-4272-8b58-89505e253666']","[85.2, 8.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6770.0,Esteban Félix Granero Molina,14.140014,-0.25012442,3.0,High Pass,"[98.9, 4.5]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.942,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9600640964840514
ad679135-c047-4272-8b58-89505e253666,98,1,00:01:34.861,1,34,5,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['356e5998-db9e-4988-ae46-d327e73db190'],"[98.9, 4.5]",6770.0,Esteban Félix Granero Molina,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.861,0.9190000000000111,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14188659042138962
0bce14cd-804d-405a-a680-452a1e8674e1,99,1,00:01:34.861,1,34,5,0.04,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['ad679135-c047-4272-8b58-89505e253666', 'b216ac3d-dbd5-4f50-a6b7-e4a08dc08154']","[98.9, 4.5]",6770.0,Esteban Félix Granero Molina,15.0,Left Center Midfield,,,,,,,,,,,,"[98.9, 4.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.861,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1130921907600706
b216ac3d-dbd5-4f50-a6b7-e4a08dc08154,100,1,00:01:34.901,1,34,5,0.0,38,Miscontrol,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,,"[98.9, 4.9]",6770.0,Esteban Félix Granero Molina,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.901,0.03999999999999204,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.37486697845389105
b103d2af-7406-4066-9732-4e5d87d815bc,101,1,00:01:43.923,1,43,6,1.92133,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['4e048ae9-0047-47a1-a65a-972f8bb8b04c', 'afe11702-7851-4351-9d74-123b7ce67dc2']","[21.4, 80.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,5246.0,Luis Alberto Suárez Díaz,27.927048,-0.19458658,2.0,Low Pass,"[48.8, 74.6]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.923,9.022000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5358671728636699
afe11702-7851-4351-9d74-123b7ce67dc2,102,1,00:01:45.844,1,45,6,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['b103d2af-7406-4066-9732-4e5d87d815bc'],"[49.7, 70.6]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.844,1.9209999999999923,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9298398565665535
4e048ae9-0047-47a1-a65a-972f8bb8b04c,103,1,00:01:45.844,1,45,7,3.15897,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['b103d2af-7406-4066-9732-4e5d87d815bc', 'b54b74ef-9fae-4af9-b960-6a0f13a0732c']","[71.3, 5.5]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,5560.0,Carlos Alberto Vela Garrido,19.980991,0.72165483,3.0,High Pass,"[86.3, 18.7]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.844,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9976916259290389
7961a264-7ca6-40fc-85a2-d069302f2cfd,104,1,00:01:48.490,1,48,7,1.0548,17,Pressure,210,Real Sociedad,1,Regular Play,217,Barcelona,,,"['1e31471c-58ef-43f1-88b3-7684696646a5', 'b54b74ef-9fae-4af9-b960-6a0f13a0732c', 'eaf53236-69ea-4e2d-ad88-3e90f683815d']","[30.6, 61.7]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.49,2.646000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7960701521102629
b54b74ef-9fae-4af9-b960-6a0f13a0732c,105,1,00:01:49.003,1,49,7,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['4e048ae9-0047-47a1-a65a-972f8bb8b04c', '7961a264-7ca6-40fc-85a2-d069302f2cfd']","[86.3, 18.7]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.003,0.5130000000000052,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8562660069760486
1e31471c-58ef-43f1-88b3-7684696646a5,106,1,00:01:49.003,1,49,7,0.1726,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['7961a264-7ca6-40fc-85a2-d069302f2cfd', 'b54b74ef-9fae-4af9-b960-6a0f13a0732c', 'eaf53236-69ea-4e2d-ad88-3e90f683815d']","[86.3, 18.7]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,"[87.3, 17.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.003,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5517528039541177
eaf53236-69ea-4e2d-ad88-3e90f683815d,107,1,00:01:49.176,1,49,7,0.0,38,Miscontrol,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['7961a264-7ca6-40fc-85a2-d069302f2cfd'],"[87.3, 17.6]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.176,0.17300000000000182,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.23566104042658276
797efb2d-6bbe-42cc-bd31-65e2330c7b9b,108,1,00:01:50.240,1,50,7,0.634887,30,Pass,210,Real Sociedad,1,Regular Play,217,Barcelona,,,"['08b449b9-876a-4cae-8562-d9e47338aec6', '42cf6591-ca65-4234-af50-ebc2bacad3a5']","[33.7, 67.6]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,5203.0,Sergio Busquets i Burgos,3.8626416,-1.9416876,2.0,Low Pass,"[32.3, 64.0]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.24,1.063999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5697207610095308
42cf6591-ca65-4234-af50-ebc2bacad3a5,109,1,00:01:50.875,1,50,7,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,217,Barcelona,,,['797efb2d-6bbe-42cc-bd31-65e2330c7b9b'],"[31.2, 63.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.875,0.6350000000000051,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7529106006227606
08b449b9-876a-4cae-8562-d9e47338aec6,110,1,00:01:50.875,1,50,7,0.0,10,Interception,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['797efb2d-6bbe-42cc-bd31-65e2330c7b9b'],"[87.8, 16.1]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.875,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0531005786374521
5a586873-f493-4307-bfa8-e1fde05d0c8b,111,1,00:01:50.875,1,50,7,1.233714,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['08b449b9-876a-4cae-8562-d9e47338aec6', 'e0a29572-1dd8-43f1-beed-f3d615945173']","[87.8, 16.1]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,"[85.3, 18.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.875,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1935576061334433
e0a29572-1dd8-43f1-beed-f3d615945173,112,1,00:01:52.109,1,52,7,1.909027,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['66ab7119-ec52-42f9-b1b0-a2e31d126500'],"[85.3, 18.2]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,6673.0,Sergio Canales Madrazo,13.801449,1.585288,3.0,High Pass,"[85.1, 32.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.109,1.2339999999999947,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5212535364993928
66ab7119-ec52-42f9-b1b0-a2e31d126500,113,1,00:01:54.018,1,54,7,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['e0a29572-1dd8-43f1-beed-f3d615945173'],"[85.1, 32.0]",6673.0,Sergio Canales Madrazo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.018,1.909000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36057569665858236
8e66cbff-6b2e-47e1-8f50-34879197e22f,114,1,00:01:54.064,1,54,7,1.035578,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['c960f0ae-a383-49d0-879c-e7f55fa348cd'],"[84.9, 32.4]",6673.0,Sergio Canales Madrazo,12.0,Right Midfield,5560.0,Carlos Alberto Vela Garrido,7.9906197,-0.77654886,2.0,Low Pass,"[90.6, 26.8]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.064,0.04599999999999227,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.40692518328636407
c960f0ae-a383-49d0-879c-e7f55fa348cd,115,1,00:01:55.100,1,55,7,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['8e66cbff-6b2e-47e1-8f50-34879197e22f'],"[90.6, 26.8]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,1.0360000000000014,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24420979534285403
c080187f-dcd4-45b8-b5c6-889f33b4d356,116,1,00:01:55.100,1,55,7,0.935145,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['bbf7d890-45ab-43d3-bb40-6c5b66ada7ca', 'c8c7a618-a974-4acd-a805-2c5938bb974f', 'c960f0ae-a383-49d0-879c-e7f55fa348cd']","[90.6, 26.8]",5560.0,Carlos Alberto Vela Garrido,22.0,Right Center Forward,,,,,,,,,,,,"[91.5, 24.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9704038040330353
bbf7d890-45ab-43d3-bb40-6c5b66ada7ca,117,1,00:01:55.347,1,55,7,0.7591,17,Pressure,210,Real Sociedad,1,Regular Play,217,Barcelona,,,"['c080187f-dcd4-45b8-b5c6-889f33b4d356', 'c8c7a618-a974-4acd-a805-2c5938bb974f']","[26.4, 53.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.347,0.2469999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7540411309272556
04d713e0-30e5-4015-9365-d959daeec043,118,1,00:01:56.035,1,56,7,0.0,22,Foul Committed,210,Real Sociedad,1,Regular Play,217,Barcelona,,,['c8c7a618-a974-4acd-a805-2c5938bb974f'],"[28.6, 55.2]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.035,0.6880000000000024,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.827740309930207
