id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,duel_type_id,duel_type_name,pass_aerial_won,counterpress,out,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_first_time,goalkeeper_end_location,dribble_overrun,clearance_right_foot,shot_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,clearance_left_foot,pass_outswinging,pass_no_touch,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,ball_recovery_recovery_failure,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,pass_cut_back,foul_committed_penalty,shot_one_on_one,ball_recovery_offensive,shot_open_goal,dribble_nutmeg,bad_behaviour_card_id,bad_behaviour_card_name,clearance_other,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
49161883-ca5b-4028-a2a7-4cafaced24ea,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 10727, 'name': 'Răzvan Dincă Raț'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8799037055686442
b7accdd2-be91-4123-8615-8c9c0d00ea96,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,442.0,"[{'player': {'id': 11537, 'name': 'Alberto García Cabrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 27526, 'name': 'Rachid Aït-Atmane'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.004802747895530812
1fe80f0d-d85f-4b75-a7b5-6fbf61220780,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['b0d4053f-d75b-4a93-8059-1b9759f8352e'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5514025624209751
b0d4053f-d75b-4a93-8059-1b9759f8352e,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,,,['1fe80f0d-d85f-4b75-a7b5-6fbf61220780'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.061218140053253656
ec9e110c-f652-4fb3-a8ff-c9a996bab260,5,1,00:00:00.549,0,0,2,0.423422,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['23392c26-0c3f-44db-b5b3-d1c5efd2a388'],True,"[61.0, 40.1]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,11542.0,Javier Guerra Rodríguez,3.1144824,1.6672701,1.0,Ground Pass,"[60.7, 43.2]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,0.549,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9255592385487081
23392c26-0c3f-44db-b5b3-d1c5efd2a388,6,1,00:00:00.973,0,0,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['ec9e110c-f652-4fb3-a8ff-c9a996bab260'],,"[60.7, 43.2]",11542.0,Javier Guerra Rodríguez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973,0.42399999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8766454129467125
c13a823e-cef1-4ac0-9d3b-da114771ca3e,7,1,00:00:00.989,0,0,2,0.841989,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['d49cc5ca-e865-4cd2-8c85-579a5ee8b367'],True,"[60.8, 43.5]",11542.0,Javier Guerra Rodríguez,23.0,Center Forward,26848.0,Roberto Trashorras Gayoso,10.480935,-3.0172377,1.0,Ground Pass,"[50.4, 42.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,0.016000000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.96154373893499
d49cc5ca-e865-4cd2-8c85-579a5ee8b367,8,1,00:00:01.831,0,1,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['c13a823e-cef1-4ac0-9d3b-da114771ca3e'],,"[50.4, 42.2]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.831,0.842,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.055131639577344904
44df467c-ebd6-4729-80db-bb507faacf4e,9,1,00:00:02.838,0,2,2,1.687036,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['1093759e-8369-43ce-a713-25c30e3214b6'],,"[50.6, 42.2]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,10727.0,Răzvan Dincă Raț,31.137278,-1.7385849,1.0,Ground Pass,"[45.4, 11.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.838,1.0070000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.42951387431653365
1093759e-8369-43ce-a713-25c30e3214b6,10,1,00:00:04.525,0,4,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['44df467c-ebd6-4729-80db-bb507faacf4e'],,"[45.4, 11.5]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.525,1.6870000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9349992986016774
0aeb42fc-6966-49bc-bcd0-0222bc0a4fb2,11,1,00:00:04.525,0,4,2,0.808673,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['1093759e-8369-43ce-a713-25c30e3214b6', '78717011-44f0-4521-bb2c-973a85196b71']",,"[45.4, 11.5]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,"[42.8, 13.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.525,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.552088183995488
78717011-44f0-4521-bb2c-973a85196b71,12,1,00:00:05.334,0,5,2,0.993441,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['09c3d795-eebb-49bb-acf7-eeaabc13a36e'],,"[42.8, 13.0]",10727.0,Răzvan Dincă Raț,6.0,Left Back,6713.0,Diego Javier Llorente Ríos,16.052725,2.3429794,1.0,Ground Pass,"[31.6, 24.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.334,0.8089999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4635252824782845
09c3d795-eebb-49bb-acf7-eeaabc13a36e,13,1,00:00:06.327,0,6,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['78717011-44f0-4521-bb2c-973a85196b71'],,"[31.6, 24.5]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.327,0.9930000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12467458653632024
1e1652c4-09b6-49e2-8fcb-e530450f75a6,14,1,00:00:06.327,0,6,2,0.730977,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['09c3d795-eebb-49bb-acf7-eeaabc13a36e', '290db6b9-181d-4c38-9281-723bf537bb02', 'd868d720-2a57-43cc-b3e9-dbc02bd0d683']",,"[31.6, 24.5]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,"[28.6, 25.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.327,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8376751138486719
290db6b9-181d-4c38-9281-723bf537bb02,15,1,00:00:07.002,0,7,2,0.322317,17,Pressure,360,Rayo Vallecano,9,From Kick Off,1041,Sporting Gijón,,,"['1e1652c4-09b6-49e2-8fcb-e530450f75a6', 'd868d720-2a57-43cc-b3e9-dbc02bd0d683']",,"[88.2, 56.1]",6602.0,Miguel Ángel Guerrero Martín,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.002,0.6749999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.11054849389761934
d868d720-2a57-43cc-b3e9-dbc02bd0d683,16,1,00:00:07.058,0,7,2,1.785664,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['290db6b9-181d-4c38-9281-723bf537bb02', 'bfb88180-e6f7-4e6e-a42b-c78a7fb02fa7']",,"[28.6, 25.0]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,27144.0,Antonio Amaya Carazo,30.308084,1.5938945,1.0,Ground Pass,"[27.9, 55.3]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.058,0.05600000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4318730062506988
bfb88180-e6f7-4e6e-a42b-c78a7fb02fa7,17,1,00:00:08.844,0,8,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['d868d720-2a57-43cc-b3e9-dbc02bd0d683'],,"[27.9, 55.3]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.844,1.7859999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42433883571364284
02359bc0-b51d-47f1-8260-3f9b45d56d63,18,1,00:00:08.844,0,8,2,3.031333,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['bfb88180-e6f7-4e6e-a42b-c78a7fb02fa7', 'f612ab29-22af-4239-9a00-7e77094c09b9']",,"[27.9, 55.3]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,"[36.8, 64.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.844,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2365671554263945
f612ab29-22af-4239-9a00-7e77094c09b9,19,1,00:00:11.875,0,11,2,1.229098,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['b8ea7a0e-3977-401e-88ca-05ed291300da'],,"[36.8, 64.0]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,11298.0,José Ignacio Martínez García,20.308865,0.8237069,1.0,Ground Pass,"[50.6, 78.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.875,3.0310000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7152590793454108
b8ea7a0e-3977-401e-88ca-05ed291300da,20,1,00:00:13.104,0,13,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['f612ab29-22af-4239-9a00-7e77094c09b9'],,"[50.6, 78.9]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.104,1.2289999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21058282392002015
259fe44c-f688-4e92-8c05-917b4d651409,21,1,00:00:13.104,0,13,2,1.042865,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['5f590ce0-f8f6-4cd8-a510-7f48932c4c15', 'b8ea7a0e-3977-401e-88ca-05ed291300da']",,"[50.6, 78.9]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,"[45.6, 78.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.104,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6657418267085732
5f590ce0-f8f6-4cd8-a510-7f48932c4c15,22,1,00:00:14.147,0,14,2,3.437103,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['077d18e8-d6f0-47a1-94f2-fe2cf29dcc95'],,"[45.6, 78.5]",11298.0,José Ignacio Martínez García,2.0,Right Back,26070.0,Antonio Rodríguez Martínez,47.02393,-2.4661875,1.0,Ground Pass,"[8.9, 49.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.147,1.043000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.48368717657983284
077d18e8-d6f0-47a1-94f2-fe2cf29dcc95,23,1,00:00:17.584,0,17,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5f590ce0-f8f6-4cd8-a510-7f48932c4c15'],,"[8.9, 49.1]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.584,3.4369999999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30417795115288015
a39f2fff-cbde-484b-9078-6f8da4ec188f,24,1,00:00:17.584,0,17,2,2.576012,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['077d18e8-d6f0-47a1-94f2-fe2cf29dcc95', '5f42c4c6-bc55-445f-9077-5ffcb479d97e']",,"[8.9, 49.1]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,"[10.9, 46.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.584,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04332143699560165
5f42c4c6-bc55-445f-9077-5ffcb479d97e,25,1,00:00:20.160,0,20,2,1.793538,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['65f759ec-e280-43a3-ae08-39aa6046b578'],,"[10.9, 46.5]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,27144.0,Antonio Amaya Carazo,18.270468,1.0557235,1.0,Ground Pass,"[19.9, 62.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.16,2.5760000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4124430030311438
65f759ec-e280-43a3-ae08-39aa6046b578,26,1,00:00:21.954,0,21,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5f42c4c6-bc55-445f-9077-5ffcb479d97e'],,"[19.9, 62.4]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.954,1.7940000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25799621869915446
2320fd29-c926-4804-87a5-ef7b25d7cd70,27,1,00:00:21.954,0,21,2,4.645895,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['65f759ec-e280-43a3-ae08-39aa6046b578', 'cd9634ad-6bbd-4d71-b6a6-8e1639dcab82']",,"[19.9, 62.4]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,"[37.6, 73.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.954,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01655072881378805
cd9634ad-6bbd-4d71-b6a6-8e1639dcab82,28,1,00:00:26.600,0,26,2,0.989931,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['6588627f-a9cc-4758-b1cf-f5119ae6dc9a'],,"[37.6, 73.9]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,11298.0,José Ignacio Martínez García,8.0,0.6435011,1.0,Ground Pass,"[44.0, 78.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,4.646000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0640505087882074
6588627f-a9cc-4758-b1cf-f5119ae6dc9a,29,1,00:00:27.590,0,27,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['cd9634ad-6bbd-4d71-b6a6-8e1639dcab82'],,"[44.0, 78.7]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,0.9899999999999984,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7563914620376722
85c98204-b8c0-4830-a353-105c233a3f95,30,1,00:00:27.590,0,27,2,1.471948,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['267ebfa0-c54e-4ebc-abce-cc92c008cd84', '6588627f-a9cc-4758-b1cf-f5119ae6dc9a']",,"[44.0, 78.7]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,"[45.4, 78.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45329978772348034
267ebfa0-c54e-4ebc-abce-cc92c008cd84,31,1,00:00:29.062,0,29,2,2.279126,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['462e2fdb-532e-4654-b03d-b797932b82c8', 'd0a8763f-6732-4cfb-86f5-0941cc3d4609']",,"[45.4, 78.2]",11298.0,José Ignacio Martínez García,2.0,Right Back,11542.0,Javier Guerra Rodríguez,19.195051,-1.2473984,1.0,Ground Pass,"[51.5, 60.0]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.062,1.4720000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.02521105142811253
