id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,counterpress,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,out,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,off_camera,clearance_right_foot,interception_outcome_id,interception_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_aerial_won,foul_committed_advantage,foul_won_advantage,clearance_left_foot,pass_switch,pass_through_ball,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_one_on_one,foul_committed_type_id,foul_committed_type_name,foul_committed_penalty,foul_won_penalty,ball_recovery_recovery_failure,dribble_nutmeg,pass_no_touch,foul_won_defensive,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_punched_out,pass_inswinging,shot_aerial_won,foul_committed_offensive,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,clearance_other,shot_redirect,pass_goal_assist,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a86fa180-19e9-461b-96c0-0ef58e81e253,11,1,00:00:03.708,0,3,2,3.33632,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['4860ad2a-06dc-4274-9659-ddf5105bccec'],"[35.6, 31.6]",4498.0,Jean-Sylvain Claude Babin,5.0,Left Center Back,,,57.31492,0.53862417,3.0,High Pass,"[84.8, 61.0]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.708,0.19100000000000028,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.15156239191620857
4860ad2a-06dc-4274-9659-ddf5105bccec,12,1,00:00:07.044,0,7,3,1.176842,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['a86fa180-19e9-461b-96c0-0ef58e81e253', 'c56a49dc-0595-43ab-8c6c-bb4689ac95ba']","[35.3, 19.1]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,7105.0,Fabián Ariel Orellana Valenzuela,18.166452,0.17148343,3.0,High Pass,"[53.2, 22.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.044,3.3359999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6527876570354444
c56a49dc-0595-43ab-8c6c-bb4689ac95ba,13,1,00:00:08.221,0,8,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['4860ad2a-06dc-4274-9659-ddf5105bccec'],"[53.2, 22.2]",7105.0,Fabián Ariel Orellana Valenzuela,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.221,1.1770000000000005,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3127411109956526
068c5727-d879-499a-929d-8ec0f133b761,14,1,00:00:08.251,0,8,3,0.640558,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['eff299b2-6fdd-47f9-b728-84df18e484b8'],"[52.1, 22.6]",7105.0,Fabián Ariel Orellana Valenzuela,15.0,Left Center Midfield,6801.0,Pedro Pablo Hernández,11.697008,0.52868986,2.0,Low Pass,"[62.2, 28.5]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.251,0.02999999999999936,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5195828030875401
eff299b2-6fdd-47f9-b728-84df18e484b8,15,1,00:00:08.892,0,8,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['068c5727-d879-499a-929d-8ec0f133b761'],"[62.2, 28.5]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.892,0.641,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.732683422390927
34e7815f-ad69-4b5b-bc19-3145bc212f56,16,1,00:00:08.892,0,8,3,1.769305,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['0fb5c1ee-55c4-4369-b434-f5fae814aa17', '22524e39-9a16-4ea4-afdf-a9d72611f5f4', 'eff299b2-6fdd-47f9-b728-84df18e484b8']","[62.2, 28.5]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,,,,,,,,,,,,"[63.1, 16.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.892,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8947997527975022
22524e39-9a16-4ea4-afdf-a9d72611f5f4,17,1,00:00:09.482,0,9,3,0.716378,17,Pressure,209,Celta Vigo,1,Regular Play,1049,Granada,,,['34e7815f-ad69-4b5b-bc19-3145bc212f56'],"[56.1, 54.1]",3292.0,Abdoulaye Doucouré,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.482,0.5899999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20897473401415978
0fb5c1ee-55c4-4369-b434-f5fae814aa17,18,1,00:00:10.661,0,10,3,0.846954,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['a01b6251-bcd3-4d71-adb0-a762f6da4cbd'],"[63.1, 16.3]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,6724.0,Manuel Agudo Durán,14.520675,-1.2773607,1.0,Ground Pass,"[67.3, 2.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.661,1.1790000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.74242657878185
720c23e8-98f2-4435-9aed-5bc9978e807a,19,1,00:00:10.759,0,10,3,0.333554,17,Pressure,209,Celta Vigo,1,Regular Play,1049,Granada,,,,"[57.9, 65.6]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.759,0.09800000000000075,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.15668730908301998
a01b6251-bcd3-4d71-adb0-a762f6da4cbd,20,1,00:00:11.508,0,11,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['0fb5c1ee-55c4-4369-b434-f5fae814aa17'],"[67.3, 2.4]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.508,0.7489999999999988,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5045867339669793
e6bc6fbc-0f1e-478c-aac3-2a621be64b2b,21,1,00:00:11.508,0,11,3,0.737448,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['81208ea9-ac51-406e-985b-e67d8adbb103', 'a01b6251-bcd3-4d71-adb0-a762f6da4cbd']","[67.3, 2.4]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,"[70.1, 3.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.508,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09395537143666721
81208ea9-ac51-406e-985b-e67d8adbb103,22,1,00:00:12.245,0,12,3,0.529945,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['b1584a39-2134-4211-97c4-0d6250a7b437'],"[70.1, 3.2]",6724.0,Manuel Agudo Durán,21.0,Left Wing,6801.0,Pedro Pablo Hernández,4.119466,1.4735432,1.0,Ground Pass,"[70.5, 7.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.245,0.7370000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4268505277496928
b1584a39-2134-4211-97c4-0d6250a7b437,23,1,00:00:12.775,0,12,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['81208ea9-ac51-406e-985b-e67d8adbb103'],"[70.5, 7.3]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.775,0.5300000000000011,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7752315839435878
1d964d8a-c71d-4b4b-bc32-94c550908f55,24,1,00:00:12.775,0,12,3,2.58908,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['9c600d4f-59dc-4e2f-9b3c-5cc5de49c130', 'b1584a39-2134-4211-97c4-0d6250a7b437', 'f0a423f2-bca1-472b-9bf5-59931c816f55']","[70.5, 7.3]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,,,,,,,,,,,,"[91.3, 3.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.775,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9566850010428058
9c600d4f-59dc-4e2f-9b3c-5cc5de49c130,25,1,00:00:14.442,0,14,3,0.882545,17,Pressure,209,Celta Vigo,1,Regular Play,1049,Granada,,,['1d964d8a-c71d-4b4b-bc32-94c550908f55'],"[36.5, 76.8]",3292.0,Abdoulaye Doucouré,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.442,1.6669999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.47109000292135006
f0a423f2-bca1-472b-9bf5-59931c816f55,26,1,00:00:15.364,0,15,3,0.0,3,Dispossessed,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['476a383a-83b6-475c-b865-76e95080e959'],"[91.3, 3.3]",6801.0,Pedro Pablo Hernández,13.0,Right Center Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.364,0.9220000000000006,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48969428365565026
476a383a-83b6-475c-b865-76e95080e959,27,1,00:00:15.364,0,15,3,0.0,4,Duel,209,Celta Vigo,1,Regular Play,1049,Granada,,,['f0a423f2-bca1-472b-9bf5-59931c816f55'],"[28.8, 76.8]",3292.0,Abdoulaye Doucouré,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,,14.0,Lost Out,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.364,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15943216719782094
92f6d202-3d9e-4f9b-853f-8d222af0bcf1,28,1,00:00:24.919,0,24,4,1.002348,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['718451e3-e0e9-40e9-a305-44c314f0c7ab'],"[91.5, 0.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,7105.0,Fabián Ariel Orellana Valenzuela,8.886507,1.2383701,2.0,Low Pass,"[94.4, 8.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.919,9.555,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5511487930496565
718451e3-e0e9-40e9-a305-44c314f0c7ab,29,1,00:00:25.921,0,25,4,,42,Ball Receipt*,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['92f6d202-3d9e-4f9b-853f-8d222af0bcf1'],"[94.4, 8.5]",7105.0,Fabián Ariel Orellana Valenzuela,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.921,1.001999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7383511405118279
