id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,out,miscontrol_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,clearance_left_foot,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,pass_outswinging,shot_first_time,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,shot_aerial_won,pass_miscommunication,duel_outcome_id,duel_outcome_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,clearance_aerial_won,pass_goal_assist,shot_open_goal,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,dribble_nutmeg,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_penalty,foul_won_penalty,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,goalkeeper_punched_out,pass_straight,pass_cut_back,pass_deflected,block_deflection,shot_deflected,block_save_block,ball_recovery_offensive,foul_committed_advantage,foul_won_advantage,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
4dab1c87-7ac9-4356-9041-1c6f9a54faad,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3597562992394213
4c84034d-86ad-4cbd-a36c-787aa0e4d885,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,1041,Sporting Gijón,433.0,"[{'player': {'id': 11537, 'name': 'Alberto García Cabrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6582808458331433
f3b3d358-3d05-4f4d-803b-5278aab540e4,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['8e876555-7579-416f-8839-d070ba76fac6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.11436873092183664
8e876555-7579-416f-8839-d070ba76fac6,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,1041,Sporting Gijón,,,['f3b3d358-3d05-4f4d-803b-5278aab540e4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.2444245261926824
0b5cc528-dd30-4947-8964-43b4fb736e84,5,1,00:00:00.481,0,0,2,0.644615,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['91e4827a-0b7a-4870-a13b-4a3fd373748d'],True,"[61.0, 40.1]",6602.0,Miguel Ángel Guerrero Martín,23.0,Center Forward,18925.0,Ignacio Cases Mora,1.4866068,-1.9138203,1.0,Ground Pass,"[60.5, 38.7]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.481,0.481,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5300561833132312
91e4827a-0b7a-4870-a13b-4a3fd373748d,6,1,00:00:01.126,0,1,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['0b5cc528-dd30-4947-8964-43b4fb736e84'],,"[60.5, 38.7]",18925.0,Ignacio Cases Mora,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.126,0.6449999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08825216559184512
aa81dbea-3833-46d1-bd94-624c4414ce8b,7,1,00:00:01.251,0,1,2,1.21301,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['814da01f-dd5b-4ca4-b360-d829b5341229'],,"[60.5, 38.7]",18925.0,Ignacio Cases Mora,15.0,Left Center Midfield,18398.0,Omar Mascarell González,13.138112,2.9964664,1.0,Ground Pass,"[47.5, 40.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.251,0.125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.32116810876024504
814da01f-dd5b-4ca4-b360-d829b5341229,8,1,00:00:02.464,0,2,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['aa81dbea-3833-46d1-bd94-624c4414ce8b'],,"[47.5, 40.6]",18398.0,Omar Mascarell González,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.464,1.213,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3498989025270466
4edda348-3428-4936-aa20-bb18bd9a302c,9,1,00:00:02.464,0,2,2,0.84416,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['814da01f-dd5b-4ca4-b360-d829b5341229', 'd9c15ea1-c115-4031-8253-ca67fe4b8d12']",,"[47.5, 40.6]",18398.0,Omar Mascarell González,10.0,Center Defensive Midfield,,,,,,,,,,,,"[45.9, 42.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.464,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28276553008721494
d9c15ea1-c115-4031-8253-ca67fe4b8d12,10,1,00:00:03.308,0,3,2,1.500871,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['671ac3e2-afbe-4441-9571-7ce906e32484'],,"[45.9, 42.5]",18398.0,Omar Mascarell González,10.0,Center Defensive Midfield,26633.0,Alberto Lora Ramos,33.49403,1.6784862,1.0,Ground Pass,"[42.3, 75.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.308,0.8439999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3446597933715213
