id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,out,miscontrol_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,clearance_left_foot,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,pass_outswinging,shot_first_time,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,shot_aerial_won,pass_miscommunication,duel_outcome_id,duel_outcome_name,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,clearance_aerial_won,pass_goal_assist,shot_open_goal,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,dribble_nutmeg,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_penalty,foul_won_penalty,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,goalkeeper_punched_out,pass_straight,pass_cut_back,pass_deflected,block_deflection,shot_deflected,block_save_block,ball_recovery_offensive,foul_committed_advantage,foul_won_advantage,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
671ac3e2-afbe-4441-9571-7ce906e32484,11,1,00:00:04.809,0,4,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d9c15ea1-c115-4031-8253-ca67fe4b8d12'],,"[42.3, 75.8]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.809,1.5010000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9504214220091665
67c207f6-ca38-4a2c-9899-da4cc940da76,12,1,00:00:04.809,0,4,2,2.309338,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['671ac3e2-afbe-4441-9571-7ce906e32484', 'd7d6db97-e6b9-47d3-88c2-4bddd0ffebdf']",,"[42.3, 75.8]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,"[42.3, 70.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.809,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26725566000501577
d7d6db97-e6b9-47d3-88c2-4bddd0ffebdf,13,1,00:00:07.118,0,7,2,1.107036,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['ae32ae1a-d3a8-47b2-8aab-59e3171a6f1e'],,"[42.3, 70.7]",26633.0,Alberto Lora Ramos,2.0,Right Back,6561.0,Luis Hernández Rodríguez,12.96341,-2.4162316,1.0,Ground Pass,"[32.6, 62.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.118,2.309,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5524683918867087
ae32ae1a-d3a8-47b2-8aab-59e3171a6f1e,14,1,00:00:08.225,0,8,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d7d6db97-e6b9-47d3-88c2-4bddd0ffebdf'],,"[32.6, 62.1]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.225,1.1069999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4816165674727889
b882a870-6309-440e-a06b-5d0b8645fc23,15,1,00:00:08.225,0,8,2,1.340482,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['31e4dd05-31a7-4e12-b3cb-78b5d6b969e9', 'ae32ae1a-d3a8-47b2-8aab-59e3171a6f1e']",,"[32.6, 62.1]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,"[29.3, 66.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.225,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4765637649964066
31e4dd05-31a7-4e12-b3cb-78b5d6b969e9,16,1,00:00:09.566,0,9,2,3.226227,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['0ce2e1c3-3752-490b-a321-48a7b856918e'],,"[29.3, 66.6]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,6602.0,Miguel Ángel Guerrero Martín,58.49188,0.14238061,3.0,High Pass,"[87.2, 74.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.566,1.341000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5574549749590618
0ce2e1c3-3752-490b-a321-48a7b856918e,17,1,00:00:12.792,0,12,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['31e4dd05-31a7-4e12-b3cb-78b5d6b969e9'],,"[87.2, 74.9]",6602.0,Miguel Ángel Guerrero Martín,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.792,3.225999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4122163169575548
42cb6a03-d1f2-4265-9e02-f05bcb5586c2,18,1,00:00:12.792,0,12,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,215,Athletic Club,,,['3ccc7b75-7acf-4e5a-a79d-0974515a52b7'],,"[32.6, 5.4]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.792,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9406525711702954
3ccc7b75-7acf-4e5a-a79d-0974515a52b7,19,1,00:00:12.792,0,12,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['42cb6a03-d1f2-4265-9e02-f05bcb5586c2'],,"[87.5, 74.7]",6602.0,Miguel Ángel Guerrero Martín,23.0,Center Forward,,,,,,,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.792,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8452770951562781
98bdabc0-818c-4e27-bce1-d0e981b0e0c3,20,1,00:00:24.398,0,24,3,1.407404,30,Pass,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['9e2b2bd4-7229-4643-b2e4-af0d0833b50f', 'b46950c5-2863-4039-9b28-f297e5c1d243']",,"[36.0, 0.1]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6394.0,Aritz Aduriz Zubeldia,19.18463,0.395994,3.0,High Pass,"[53.7, 7.5]",,,67.0,Throw-in,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.398,11.606,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5305906260479113
cb16862f-4276-41be-a5a8-93184d0bc64c,21,1,00:00:25.638,0,25,3,0.198805,17,Pressure,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['b46950c5-2863-4039-9b28-f297e5c1d243'],,"[54.8, 8.8]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.638,1.240000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.48570549289619314
9e2b2bd4-7229-4643-b2e4-af0d0833b50f,22,1,00:00:25.805,0,25,3,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['98bdabc0-818c-4e27-bce1-d0e981b0e0c3'],,"[54.1, 8.7]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.805,0.16699999999999804,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7522076548814991
b46950c5-2863-4039-9b28-f297e5c1d243,23,1,00:00:25.805,0,25,3,0.0,10,Interception,215,Athletic Club,4,From Throw In,1041,Sporting Gijón,,,"['98bdabc0-818c-4e27-bce1-d0e981b0e0c3', 'cb16862f-4276-41be-a5a8-93184d0bc64c']",,"[66.4, 72.6]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.805,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9019019710662738
bf323336-a00d-44db-a06b-e2311faec841,24,1,00:00:29.457,0,29,3,0.0,2,Ball Recovery,215,Athletic Club,4,From Throw In,215,Athletic Club,,,,,"[14.7, 39.9]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.457,3.652000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7904939651876588
0f8e0efe-4854-4713-8849-7b055e77937d,25,1,00:00:29.457,0,29,3,9.633427,43,Carry,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['64168745-0755-430f-a72d-3af5f63bcac4', 'bf323336-a00d-44db-a06b-e2311faec841']",,"[14.7, 39.9]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[22.7, 49.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.457,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8625762256481067
64168745-0755-430f-a72d-3af5f63bcac4,26,1,00:00:39.090,0,39,3,1.105935,30,Pass,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['a7341fca-2e29-4ff1-a4bc-b63ec9683ffc'],,"[22.7, 49.0]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,6788.0,Xabier Etxeita Gorritxategi,12.808201,0.82405293,1.0,Ground Pass,"[31.4, 58.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.09,9.633000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2634114655761687
a7341fca-2e29-4ff1-a4bc-b63ec9683ffc,27,1,00:00:40.196,0,40,3,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['64168745-0755-430f-a72d-3af5f63bcac4'],,"[31.4, 58.4]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.196,1.1059999999999945,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3663073672511118
4759748d-000c-496b-af73-b6e7d410913f,28,1,00:00:40.196,0,40,3,2.070644,43,Carry,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['59150aa4-92e1-41dd-b99c-fa9cde839d41', 'a7341fca-2e29-4ff1-a4bc-b63ec9683ffc']",,"[31.4, 58.4]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,"[35.4, 66.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.196,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12233357746299356
