id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,block_deflection,pass_deflected,pass_cross,clearance_right_foot,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_switch,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,pass_aerial_won,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_aerial_won,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_left_foot,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_cut_back,miscontrol_aerial_won,pass_through_ball,pass_outswinging,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,dribble_overrun,shot_one_on_one,ball_recovery_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
63530fc7-51f1-4ac5-808c-335cdd1feab4,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,218,Real Betis,4231.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 24162, 'name': 'Xavier Torres Buigues'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 27345, 'name': 'Didier Digard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7182794314051774
8d35ad4c-8695-4b53-8315-8a840976591a,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,212,Atlético Madrid,433.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7097174249770559
edf6b4d1-7384-4f57-ac43-1c046ffd0a58,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,218,Real Betis,,,['2ad0b780-a8ee-4fdf-ad38-d13e1805ec2b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8198849358402984
2ad0b780-a8ee-4fdf-ad38-d13e1805ec2b,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,212,Atlético Madrid,,,['edf6b4d1-7384-4f57-ac43-1c046ffd0a58'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2754626902240733
09ae7090-b857-43e3-8851-f8d1012453ce,5,1,00:00:00.477,0,0,2,0.730685,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['5a1692c5-c08e-4ff1-b7e7-4cef1a2bb232'],"[61.0, 40.1]",5487.0,Antoine Griezmann,17.0,Right Wing,6382.0,Fernando José Torres Sanz,2.505993,-2.642246,1.0,Ground Pass,"[58.8, 38.9]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477,0.477,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6811456823420075
5a1692c5-c08e-4ff1-b7e7-4cef1a2bb232,6,1,00:00:01.208,0,1,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['09ae7090-b857-43e3-8851-f8d1012453ce'],"[58.8, 38.9]",6382.0,Fernando José Torres Sanz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208,0.731,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4043446167691894
e704eda7-d8d9-452e-acd0-e24ec0b30171,7,1,00:00:01.208,0,1,2,0.483801,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['5a1692c5-c08e-4ff1-b7e7-4cef1a2bb232', 'a592e0cb-005d-46f1-9192-2bfa026ccb71']","[58.8, 38.9]",6382.0,Fernando José Torres Sanz,23.0,Center Forward,,,,,,,,,,,,"[58.1, 38.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6534446161146299
a592e0cb-005d-46f1-9192-2bfa026ccb71,8,1,00:00:01.692,0,1,2,1.626751,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['573354a7-3375-4bd9-a70e-b5c49ab24607'],"[58.1, 38.6]",6382.0,Fernando José Torres Sanz,23.0,Center Forward,6384.0,Gabriel Fernández Arenas,21.613422,2.5805411,1.0,Ground Pass,"[39.8, 50.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.692,0.484,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5293015726862133
573354a7-3375-4bd9-a70e-b5c49ab24607,9,1,00:00:03.319,0,3,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['a592e0cb-005d-46f1-9192-2bfa026ccb71'],"[39.8, 50.1]",6384.0,Gabriel Fernández Arenas,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.319,1.627,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4733317850856338
5d039f80-5219-43e1-ada4-120c3049e276,10,1,00:00:03.319,0,3,2,1.876421,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['043d94c4-4735-40e0-98fa-974025fbe06e', '573354a7-3375-4bd9-a70e-b5c49ab24607']","[39.8, 50.1]",6384.0,Gabriel Fernández Arenas,13.0,Right Center Midfield,,,,,,,,,,,,"[42.5, 51.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.319,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14323993163831705
043d94c4-4735-40e0-98fa-974025fbe06e,11,1,00:00:05.195,0,5,2,2.721282,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['e123e6ce-0c60-4f07-b570-42bcd509f058', 'e2992324-27a4-43af-b577-e1c5d96c19db']","[42.5, 51.0]",6384.0,Gabriel Fernández Arenas,13.0,Right Center Midfield,5487.0,Antoine Griezmann,48.12525,0.55111045,3.0,High Pass,"[83.5, 76.2]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.195,1.8760000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.41359901164923196
e2992324-27a4-43af-b577-e1c5d96c19db,12,1,00:00:07.916,0,7,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['043d94c4-4735-40e0-98fa-974025fbe06e'],"[81.9, 76.7]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.916,2.721,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44983776830744926
2a93f001-d351-422f-8cb2-e62ff39fafa4,13,1,00:00:07.916,0,7,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['e123e6ce-0c60-4f07-b570-42bcd509f058'],"[83.5, 76.2]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.916,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.018534171746418582
e123e6ce-0c60-4f07-b570-42bcd509f058,14,1,00:00:07.916,0,7,2,0.0,9,Clearance,212,Atlético Madrid,9,From Kick Off,218,Real Betis,,,"['043d94c4-4735-40e0-98fa-974025fbe06e', '2a93f001-d351-422f-8cb2-e62ff39fafa4']","[36.6, 3.9]",24132.0,Francisco Miguel Varela Martín,6.0,Left Back,,,,,,,,,,,,,,,,,True,,,True,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.916,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8997891818150623
edc7b67c-023d-4f58-ba3b-28ca62aac460,15,1,00:00:21.558,0,21,3,0.715444,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['283d3ad1-582d-46df-9121-bab3dd9184d5'],"[88.8, 80.0]",4788.0,Jesús Gámez Duarte,2.0,Right Back,5487.0,Antoine Griezmann,9.824968,-1.6421038,2.0,Low Pass,"[88.1, 70.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.558,13.642,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.20033821001536622
283d3ad1-582d-46df-9121-bab3dd9184d5,16,1,00:00:22.273,0,22,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['edc7b67c-023d-4f58-ba3b-28ca62aac460'],"[88.1, 70.2]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.273,0.7149999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20028101162972123
1ad80716-9fa4-421a-995c-ab9d92764127,17,1,00:00:22.273,0,22,3,0.106641,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['283d3ad1-582d-46df-9121-bab3dd9184d5', '98e1cf25-1cb8-429c-a3e7-eb6422d011cf']","[88.1, 70.2]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,"[87.9, 69.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.273,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9751832495008778
98e1cf25-1cb8-429c-a3e7-eb6422d011cf,18,1,00:00:22.380,0,22,3,0.578778,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['b4a4fa89-5580-41e0-8fdf-1942867f36f3'],"[87.9, 69.6]",5487.0,Antoine Griezmann,17.0,Right Wing,4788.0,Jesús Gámez Duarte,8.273452,1.4374461,1.0,Ground Pass,"[89.0, 77.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38,0.10699999999999932,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5592222072353329
b4a4fa89-5580-41e0-8fdf-1942867f36f3,19,1,00:00:22.958,0,22,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['98e1cf25-1cb8-429c-a3e7-eb6422d011cf'],"[89.0, 77.8]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.958,0.5779999999999994,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5340131054877066
1eb93ccc-45cf-46e6-a5d4-d9cb54d24a31,20,1,00:00:22.958,0,22,3,0.148991,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['9005d516-b5a2-43a6-83c5-bdbdc4453ce1', '9a5e2640-5fb8-457b-9cf3-7f69dc230102', 'b4a4fa89-5580-41e0-8fdf-1942867f36f3']","[89.0, 77.8]",4788.0,Jesús Gámez Duarte,2.0,Right Back,,,,,,,,,,,,"[88.8, 80.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.958,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3499928533009561
9a5e2640-5fb8-457b-9cf3-7f69dc230102,21,1,00:00:22.994,0,22,3,0.279998,17,Pressure,212,Atlético Madrid,4,From Throw In,218,Real Betis,,,"['1eb93ccc-45cf-46e6-a5d4-d9cb54d24a31', '9005d516-b5a2-43a6-83c5-bdbdc4453ce1']","[28.6, 3.0]",26723.0,Álvaro Cejudo Carmona,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.994,0.036000000000001364,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7410987747433174
9005d516-b5a2-43a6-83c5-bdbdc4453ce1,22,1,00:00:23.107,0,23,3,1.673733,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['3c3ca476-aa09-4c9a-9c6d-5df72c4ce13f', '9a5e2640-5fb8-457b-9cf3-7f69dc230102']","[88.8, 80.0]",4788.0,Jesús Gámez Duarte,2.0,Right Back,5199.0,Jorge Resurrección Merodio,23.135471,-1.4625257,1.0,Ground Pass,"[91.3, 57.0]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.107,0.11299999999999955,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.22030629112772537
3c3ca476-aa09-4c9a-9c6d-5df72c4ce13f,23,1,00:00:24.781,0,24,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['9005d516-b5a2-43a6-83c5-bdbdc4453ce1'],"[91.3, 57.0]",5199.0,Jorge Resurrección Merodio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.781,1.6739999999999995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6054854207930536
8288b7c2-30fc-4e3f-8cb6-7f4efb1ff943,24,1,00:00:24.781,0,24,3,0.056792,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['3c3ca476-aa09-4c9a-9c6d-5df72c4ce13f', 'c1b7bf86-01f2-45ff-bc97-d3042ecd9948']","[91.3, 57.0]",5199.0,Jorge Resurrección Merodio,15.0,Left Center Midfield,,,,,,,,,,,,"[91.3, 57.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.781,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23957377595390106
c1b7bf86-01f2-45ff-bc97-d3042ecd9948,25,1,00:00:24.838,0,24,3,1.093242,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['78b325a6-a956-4d02-ab60-f796c256cf05'],"[91.3, 57.0]",5199.0,Jorge Resurrección Merodio,15.0,Left Center Midfield,5487.0,Antoine Griezmann,16.144659,0.4691877,1.0,Ground Pass,"[105.7, 64.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.838,0.05700000000000216,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9655271133216564
3564be2b-073c-4837-82db-7735cd63b0cc,26,1,00:00:25.864,0,25,3,0.599995,17,Pressure,212,Atlético Madrid,4,From Throw In,218,Real Betis,,,"['78b325a6-a956-4d02-ab60-f796c256cf05', 'f9edd01d-969f-44f4-9dc4-5e95b2785e3a']","[17.4, 14.9]",24132.0,Francisco Miguel Varela Martín,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.864,1.0259999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8853828473880583
78b325a6-a956-4d02-ab60-f796c256cf05,27,1,00:00:25.931,0,25,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['3564be2b-073c-4837-82db-7735cd63b0cc', 'c1b7bf86-01f2-45ff-bc97-d3042ecd9948']","[105.7, 64.3]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.931,0.06700000000000017,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03587463480838371
f9edd01d-969f-44f4-9dc4-5e95b2785e3a,28,1,00:00:25.931,0,25,3,1.703069,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['3564be2b-073c-4837-82db-7735cd63b0cc', '595fa371-3000-44ee-a454-523ebab2238f', '78b325a6-a956-4d02-ab60-f796c256cf05', 'cb78a789-284a-4524-82d3-b08931b04a7c']","[105.7, 64.3]",5487.0,Antoine Griezmann,17.0,Right Wing,,,,,,,,,,,,"[103.9, 60.4]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.931,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6599864093924308
595fa371-3000-44ee-a454-523ebab2238f,29,1,00:00:27.405,0,27,3,0.199997,17,Pressure,212,Atlético Madrid,4,From Throw In,218,Real Betis,,,['f9edd01d-969f-44f4-9dc4-5e95b2785e3a'],"[19.2, 19.5]",27345.0,Didier Digard,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.405,1.4740000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4392346373931113
068a11e5-38c2-4639-aee1-454497040c58,30,1,00:00:27.605,0,27,3,0.0,6,Block,212,Atlético Madrid,4,From Throw In,218,Real Betis,,,,"[19.2, 19.5]",27345.0,Didier Digard,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.605,0.1999999999999993,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029563887326595317
cb78a789-284a-4524-82d3-b08931b04a7c,31,1,00:00:27.634,0,27,3,1.35897,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['7ace202e-d9c1-4d34-8dc8-bffae0213dea'],"[103.9, 60.4]",5487.0,Antoine Griezmann,17.0,Right Wing,6384.0,Gabriel Fernández Arenas,9.960923,3.0309355,1.0,Ground Pass,"[94.0, 61.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.634,0.028999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7972034435926068
7ace202e-d9c1-4d34-8dc8-bffae0213dea,32,1,00:00:28.993,0,28,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['cb78a789-284a-4524-82d3-b08931b04a7c'],"[94.0, 61.5]",6384.0,Gabriel Fernández Arenas,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.993,1.3589999999999982,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.612954536277556
