id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,counterpress,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,foul_committed_type_id,foul_committed_type_name,duel_outcome_id,duel_outcome_name,off_camera,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,foul_won_defensive,pass_cross,interception_outcome_id,interception_outcome_name,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,out,clearance_head,pass_miscommunication,pass_cut_back,ball_recovery_recovery_failure,shot_aerial_won,dribble_overrun,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_offensive,clearance_aerial_won,dribble_no_touch,pass_through_ball,pass_technique_id,pass_technique_name,pass_goal_assist,pass_deflected,clearance_left_foot,pass_outswinging,pass_inswinging,foul_committed_advantage,foul_won_advantage,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,clearance_other,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a0448ed2-b47b-429c-b5a9-fdebed48b79d,11,1,00:00:02.588,0,2,2,2.178601,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['24f154a2-6b8f-45f6-8b55-4420a29b6171'],"[48.5, 39.5]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,11298.0,José Ignacio Martínez García,33.077484,1.7409152,1.0,Ground Pass,"[42.9, 72.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.588,1.034,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3006946298634482
24f154a2-6b8f-45f6-8b55-4420a29b6171,12,1,00:00:04.766,0,4,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['a0448ed2-b47b-429c-b5a9-fdebed48b79d'],"[42.9, 72.1]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.766,2.178,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22987563908945396
792a6f3d-0ad3-4898-9423-1e37ee4480fa,13,1,00:00:04.766,0,4,2,0.965425,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['24f154a2-6b8f-45f6-8b55-4420a29b6171', 'de22fc1e-9de2-4fe9-b73c-a8aa7b2edea5']","[42.9, 72.1]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,"[45.8, 70.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.766,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7660685252388394
de22fc1e-9de2-4fe9-b73c-a8aa7b2edea5,14,1,00:00:05.732,0,5,2,2.304206,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['7fba1cf0-216a-4ece-bdfa-2894ac4aa080'],"[45.8, 70.5]",11298.0,José Ignacio Martínez García,2.0,Right Back,27144.0,Antonio Amaya Carazo,26.101341,-2.8780289,1.0,Ground Pass,"[20.6, 63.7]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.732,0.9660000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8965237311512382
7fba1cf0-216a-4ece-bdfa-2894ac4aa080,15,1,00:00:08.036,0,8,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['de22fc1e-9de2-4fe9-b73c-a8aa7b2edea5'],"[20.6, 63.7]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.036,2.3039999999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2294666617739275
0eae2eea-47be-4c57-b6e7-d99ba3a84fea,16,1,00:00:08.036,0,8,2,0.159996,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['7fba1cf0-216a-4ece-bdfa-2894ac4aa080', 'fec6a2b1-01d8-457d-845e-72456ba332f7']","[20.6, 63.7]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,"[20.6, 63.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.036,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7350485532313022
fec6a2b1-01d8-457d-845e-72456ba332f7,17,1,00:00:08.196,0,8,2,1.974874,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['15250938-7770-4db8-92f8-80e03ed76a75'],"[20.6, 63.7]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,26070.0,Antonio Rodríguez Martínez,27.577164,-2.1074846,1.0,Ground Pass,"[6.5, 40.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.196,0.16000000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4141488113406734
15250938-7770-4db8-92f8-80e03ed76a75,18,1,00:00:10.171,0,10,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['fec6a2b1-01d8-457d-845e-72456ba332f7'],"[6.5, 40.0]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.171,1.9749999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3355343545253149
e85ea8a9-6552-4b4d-bdae-b3ad5369ea9d,19,1,00:00:10.171,0,10,2,1.311287,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['15250938-7770-4db8-92f8-80e03ed76a75', '463e6f5a-ed84-41c0-8211-b666e377049d', 'cd570ed6-2b3f-4a0d-95e5-425702a9bb7c']","[6.5, 40.0]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,"[7.5, 44.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.171,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8810100130781341
cd570ed6-2b3f-4a0d-95e5-425702a9bb7c,20,1,00:00:11.119,0,11,2,0.561597,17,Pressure,360,Rayo Vallecano,9,From Kick Off,213,Sevilla,,,"['463e6f5a-ed84-41c0-8211-b666e377049d', 'e85ea8a9-6552-4b4d-bdae-b3ad5369ea9d']","[109.4, 40.6]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.119,0.9480000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.20950886048311668
463e6f5a-ed84-41c0-8211-b666e377049d,21,1,00:00:11.482,0,11,2,2.810789,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['22b6b480-636f-44f4-a872-23d8cccdb833', 'cd570ed6-2b3f-4a0d-95e5-425702a9bb7c']","[7.5, 44.3]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,11298.0,José Ignacio Martínez García,58.26397,0.6551724,3.0,High Pass,"[53.7, 79.8]",,,40.0,Right Foot,,True,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.482,0.36299999999999955,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6171255494072732
22b6b480-636f-44f4-a872-23d8cccdb833,22,1,00:00:14.293,0,14,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['463e6f5a-ed84-41c0-8211-b666e377049d'],"[57.1, 75.7]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.293,2.811,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4036914332671355
3019df86-93c5-4ca5-ae70-309c599d6720,23,1,00:00:22.391,0,22,3,2.634246,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['06ef02b2-daf2-431f-9ef2-a0588f4672e3'],"[71.6, 0.1]",27483.0,Benoît Trémoulinas,6.0,Left Back,10476.0,Timothée Kolodziejczak,31.484123,2.7846806,2.0,Low Pass,"[42.1, 11.1]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.391,8.097999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.14975773449317265
06ef02b2-daf2-431f-9ef2-a0588f4672e3,24,1,00:00:25.025,0,25,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['3019df86-93c5-4ca5-ae70-309c599d6720'],"[42.1, 11.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.025,2.6340000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3567011892108768
910b293d-c6c8-4861-b3d8-eed107bb1fdc,25,1,00:00:25.025,0,25,3,1.49922,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['06ef02b2-daf2-431f-9ef2-a0588f4672e3', 'e7293f69-58a5-4807-8627-3d019bbc0587']","[42.1, 11.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[39.9, 16.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.025,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30370807444842096
e7293f69-58a5-4807-8627-3d019bbc0587,26,1,00:00:26.524,0,26,3,2.941154,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['31291a98-0b9f-40ca-9387-f79949ec827d'],"[39.9, 16.4]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,7948.0,Marco Andreolli,55.70386,1.6318713,1.0,Ground Pass,"[36.5, 72.0]",,,38.0,Left Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.524,1.4990000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7309313919363588
31291a98-0b9f-40ca-9387-f79949ec827d,27,1,00:00:29.465,0,29,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['e7293f69-58a5-4807-8627-3d019bbc0587'],"[36.5, 72.0]",7948.0,Marco Andreolli,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.465,2.940999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4554749561543987
f0295ab0-adec-4a02-a86f-63da5289f81e,28,1,00:00:29.465,0,29,3,1.732313,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['31291a98-0b9f-40ca-9387-f79949ec827d', '35140f1a-9c2c-4811-b06a-0f358d640236', '8c34f44b-7fd4-4221-bc68-f62f21fffe73']","[36.5, 72.0]",7948.0,Marco Andreolli,3.0,Right Center Back,,,,,,,,,,,,"[40.6, 73.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.465,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22696669879520825
